name,bad,da,good,da2
food,87,NOUN,240.0,NOUN
time,63,NOUN,190.0,NOUN
minutes,55,NOUN,66.0,NOUN
order,53,NOUN,68.0,NOUN
wait,48,NOUN,149.0,NOUN
cheesecake,47,NOUN,188.0,NOUN
service,46,NOUN,152.0,NOUN
Cheesecake,44,NOUN,178.0,NOUN
one,42,NOUN,111.0,NOUN
back,41,NOUN,70.0,NOUN
meal,36,NOUN,67.0,NOUN
manager,36,NOUN,26.0,NOUN
good,31,NOUN,200.0,NOUN
what,30,NOUN,64.0,NOUN
table,29,NOUN,43.0,NOUN
salad,29,NOUN,50.0,NOUN
location,28,NOUN,91.0,NOUN
go,27,NOUN,109.0,NOUN
 I,25,NOUN,45.0,NOUN
chicken,25,NOUN,97.0,NOUN
restaurant,25,NOUN,82.0,NOUN
server,21,NOUN,85.0,NOUN
dinner,20,NOUN,46.0,NOUN
waiter,20,NOUN,40.0,NOUN
place,19,NOUN,117.0,NOUN
experience,19,NOUN,72.0,NOUN
waitress,18,NOUN,32.0,NOUN
pasta,18,NOUN,63.0,NOUN
party,18,NOUN,28.0,NOUN
birthday,17,NOUN,41.0,NOUN
dessert,16,NOUN,47.0,NOUN
bread,15,NOUN,61.0,NOUN
leave,14,NOUN,0.0,0
who,14,NOUN,34.0,NOUN
while,13,NOUN,31.0,NOUN
cheese,13,NOUN,46.0,NOUN
way,13,NOUN,29.0,NOUN
tip,13,NOUN,3.0,NOUN
being,12,NOUN,0.0,0
drinks,12,NOUN,44.0,NOUN
check,12,NOUN,23.0,NOUN
orders,12,NOUN,10.0,NOUN
steak,12,NOUN,26.0,NOUN
sauce,12,NOUN,51.0,NOUN
night,12,NOUN,45.0,NOUN
half,12,NOUN,26.0,NOUN
hour,12,NOUN,63.0,NOUN
times,12,NOUN,41.0,NOUN
bar,11,NOUN,30.0,NOUN
min,11,NOUN,11.0,NOUN
people,11,NOUN,25.0,NOUN
bit,10,NOUN,28.0,NOUN
plate,10,NOUN,20.0,NOUN
appetizers,10,NOUN,29.0,NOUN
customers,10,NOUN,4.0,NOUN
menu,10,NOUN,112.0,NOUN
bill,10,NOUN,12.0,NOUN
quality,10,NOUN,12.0,NOUN
mins,10,NOUN,14.0,NOUN
counter,9,NOUN,2.0,NOUN
visit,9,NOUN,33.0,NOUN
side,9,NOUN,32.0,NOUN
top,9,NOUN,17.0,NOUN
water,9,NOUN,10.0,NOUN
lettuce,9,NOUN,11.0,NOUN
hours,9,NOUN,15.0,NOUN
stars,9,NOUN,29.0,NOUN
slices,8,NOUN,2.0,NOUN
factory,8,NOUN,32.0,NOUN
home,8,NOUN,19.0,NOUN
look,8,NOUN,12.0,NOUN
