name,bad,da,good,da2
food,131,NOUN,456.0,NOUN
time,88,NOUN,305.0,NOUN
minutes,82,NOUN,108.0,NOUN
service,81,NOUN,280.0,NOUN
order,78,NOUN,132.0,NOUN
table,70,NOUN,89.0,NOUN
manager,68,NOUN,40.0,NOUN
one,67,NOUN,182.0,NOUN
back,60,NOUN,131.0,NOUN
wait,55,NOUN,231.0,NOUN
Cheesecake,54,NOUN,309.0,NOUN
cheesecake,43,NOUN,352.0,NOUN
server,42,NOUN,146.0,NOUN
Factory,41,NOUN,241.0,NOUN
location,38,NOUN,146.0,NOUN
experience,37,NOUN,112.0,NOUN
restaurant,37,NOUN,134.0,NOUN
bread,37,NOUN,109.0,NOUN
pasta,37,NOUN,119.0,NOUN
go,36,NOUN,185.0,NOUN
place,34,NOUN,176.0,NOUN
what,32,NOUN,122.0,NOUN
good,32,NOUN,386.0,NOUN
who,31,NOUN,54.0,NOUN
 I,30,NOUN,62.0,NOUN
chicken,30,NOUN,172.0,NOUN
salad,26,NOUN,81.0,NOUN
water,26,NOUN,24.0,NOUN
dinner,25,NOUN,85.0,NOUN
waitress,25,NOUN,68.0,NOUN
waiter,24,NOUN,65.0,NOUN
cold,24,NOUN,15.0,NOUN
customer,24,NOUN,32.0,NOUN
meal,23,NOUN,95.0,NOUN
night,23,NOUN,74.0,NOUN
times,22,NOUN,79.0,NOUN
left,22,NOUN,25.0,NOUN
hour,21,NOUN,72.0,NOUN
way,21,NOUN,51.0,NOUN
right,20,NOUN,77.0,NOUN
check,20,NOUN,40.0,NOUN
appetizer,19,NOUN,36.0,NOUN
party,19,NOUN,35.0,NOUN
something,19,NOUN,64.0,NOUN
drinks,19,NOUN,74.0,NOUN
dish,19,NOUN,73.0,NOUN
people,18,NOUN,58.0,NOUN
while,18,NOUN,49.0,NOUN
customers,17,NOUN,7.0,NOUN
leave,16,NOUN,0.0,0
mins,16,NOUN,20.0,NOUN
staff,15,NOUN,73.0,NOUN
 ,15,NOUN,62.0,NOUN
lunch,15,NOUN,93.0,NOUN
