entity,best,da,worst,da2
CPK,2192,ORG,239.0,ORG
the,1074,ORG,0.0,0
California,696,ORG,47.0,ORG
BBQ,354,ORG,9.0,ORG
The,222,ORG,12.0,PERSON
Best,182,PERSON,0.0,0
 ,168,PERSON,20.0,ORG
Jose,162,PERSON,0.0,0
Ala,156,ORG,0.0,0
San,149,ORG,0.0,0
Cobb,94,GPE,0.0,0
Chris,93,GPE,0.0,0
James,93,GPE,0.0,0
Brian,89,ORG,2.0,PERSON
Andy,88,ORG,0.0,0
David,86,PERSON,0.0,0
Cali,85,PERSON,0.0,0
GF,81,ORG,0.0,0
Casey,76,ORG,0.0,0
Peter,75,ORG,0.0,0
Kung,74,PERSON,11.0,ORG
LA,73,ORG,14.0,GPE
Great,72,ORG,0.0,0
AMAZING,71,ORG,0.0,0
BEST,67,GPE,0.0,0
Fresh,67,ORG,0.0,0
Baja,67,PERSON,0.0,0
Bacon,65,ORG,0.0,0
Town,64,PERSON,0.0,0
Mac,63,ORG,2.0,ORG
Alex,62,GPE,7.0,ORG
Jeff,60,ORG,0.0,0
Cody,58,PERSON,0.0,0
Matt,58,PERSON,0.0,0
Kevin,56,ORG,0.0,0
Pizza,56,PERSON,5.0,PERSON
Spinach,53,PERSON,0.0,0
Tina,52,PERSON,0.0,0
 We,47,ORG,0.0,0
Eric,46,PERSON,0.0,0
Michael,45,ORG,0.0,0
Super,44,PERSON,0.0,0
Mike,44,ORG,3.0,PERSON
 I,44,ORG,0.0,0
Lol,43,PERSON,0.0,0
Katie,43,PERSON,1.0,PERSON
Margherita,42,PERSON,0.0,0
Caesar,41,ORG,5.0,ORG
Kelly,41,ORG,0.0,0
 The,41,ORG,0.0,0
Kyle,40,PERSON,0.0,0
Josh,37,PERSON,0.0,0
Courtney,37,ORG,0.0,0
Danielle,36,PERSON,0.0,0
Hawaii,36,GPE,6.0,ORG
Friendly,35,PERSON,0.0,0
Waldorf,35,GPE,2.0,GPE
Gorgonzola,34,GPE,2.0,ORG
Erika,34,PERSON,0.0,0
Sam,33,PERSON,0.0,0
Lina,33,ORG,0.0,0
Emily,33,PERSON,0.0,0
Alfredo,32,PERSON,2.0,PERSON
OMG,32,ORG,0.0,0
Jerk,32,PERSON,0.0,0
Melissa,32,PERSON,0.0,0
Food,30,GPE,6.0,ORG
Yelp,30,PERSON,0.0,0
Las,30,PERSON,8.0,PERSON
Val,29,PERSON,0.0,0
Frank,29,PERSON,1.0,PERSON
Bianca,29,PERSON,0.0,0
Yum,28,PERSON,0.0,0
Pearlridge,28,ORG,1.0,GPE
Nicole,28,ORG,0.0,0
Clean,28,ORG,0.0,0
Garlic,27,GPE,0.0,0
Cpk,27,PERSON,4.0,ORG
NYC,26,ORG,0.0,0
Deanna,26,PERSON,0.0,0
Lauren,26,PERSON,0.0,0
Parmesan,26,PERSON,0.0,0
Ashley,26,ORG,0.0,0
Server,25,ORG,2.0,GPE
Grace,25,GPE,0.0,0
Dip,25,ORG,0.0,0
VERY,25,GPE,7.0,GPE
Vegas,24,GPE,1.0,PERSON
Anyways,23,PERSON,3.0,ORG
Keith,23,GPE,0.0,0
Amber,23,PERSON,0.0,0
Mother,22,PERSON,0.0,0
Brandon,22,PERSON,0.0,0
US,22,ORG,2.0,GPE
Elli,21,PERSON,0.0,0
Irvine,21,PERSON,0.0,0
Nick,21,GPE,0.0,0
Jambalaya,21,GPE,1.0,GPE
THE,21,PERSON,9.0,ORG
Amanda,20,PERSON,0.0,0
DELICIOUS,20,ORG,0.0,0
Kapolei,20,GPE,2.0,GPE
Cheesecake,20,ORG,0.0,0
Austin,20,PERSON,0.0,0
Pepperoni,20,ORG,1.0,ORG
I.,19,PERSON,3.0,PERSON
Chipotle,19,ORG,0.0,0
Kristin,19,PERSON,0.0,0
Scott,19,PERSON,2.0,PERSON
FRESH,19,ORG,0.0,0
Waikiki,18,ORG,0.0,0
Doug,18,GPE,0.0,0
BLT,18,ORG,0.0,0
Strawberry,18,ORG,0.0,0
White,18,PERSON,0.0,0
WOW,18,PERSON,5.0,ORG
Olive,18,PERSON,0.0,0
Sarah,18,GPE,0.0,0
Oahu,18,PERSON,0.0,0
Valentine,18,PERSON,1.0,PERSON
Staff,17,PERSON,2.0,PERSON
Domino,17,PERSON,0.0,0
Mango,17,GPE,0.0,0
Burbank,16,GPE,5.0,GPE
Andrew,16,PERSON,0.0,0
FOOD,16,ORG,4.0,PERSON
ALWAYS,16,ORG,1.0,ORG
Thomas,16,PERSON,0.0,0
YUM,16,ORG,0.0,0
Honestly,16,PERSON,0.0,0
Joneil,16,PERSON,0.0,0
Quinoa,16,GPE,0.0,0
Heather,15,PERSON,0.0,0
Ok,15,GPE,7.0,ORG
ASAP,15,ORG,0.0,0
Chicago,15,GPE,1.0,GPE
Jordan,15,ORG,0.0,0
Rachel,15,PERSON,0.0,0
Mililani,15,ORG,5.0,PERSON
HUGE,14,ORG,0.0,0
Shrimp,14,ORG,0.0,0
Crispy,14,PERSON,1.0,ORG
Bianco,14,PERSON,2.0,PERSON
Lenox,14,PERSON,0.0,0
Red,14,ORG,1.0,ORG
AWESOME,14,ORG,0.0,0
Brooke,14,PERSON,0.0,0
Kirsten,14,PERSON,0.0,0
Carmel,14,GPE,0.0,0
Ginger,14,PERSON,0.0,0
Hollywood,14,GPE,1.0,GPE
Chocolate,13,ORG,0.0,0
Kim,13,PERSON,0.0,0
River,13,PERSON,0.0,0
Jason,13,ORG,0.0,0
Jeremy,13,GPE,0.0,0
Tortilla,13,PERSON,1.0,ORG
P.S.,13,ORG,0.0,0
Buffalo,13,GPE,0.0,0
