name,good,da,bad,da2
to,272,NOUN,0.0,0
in,107,NOUN,0.0,0
food,89,NOUN,23.0,NOUN
pizza,70,NOUN,7.0,NOUN
service,64,NOUN,10.0,NOUN
good,57,NOUN,0.0,0
 ,56,NOUN,0.0,0
CPK,50,NOUN,0.0,0
time,41,NOUN,9.0,NOUN
back,32,NOUN,0.0,0
location,32,NOUN,8.0,NOUN
place,32,NOUN,6.0,NOUN
salad,32,NOUN,4.0,NOUN
order,30,NOUN,19.0,NOUN
one,28,NOUN,9.0,NOUN
chicken,27,NOUN,10.0,NOUN
server,27,NOUN,4.0,NOUN
restaurant,26,NOUN,3.0,NOUN
drinks,25,NOUN,5.0,NOUN
wait,23,NOUN,5.0,NOUN
bread,23,NOUN,7.0,NOUN
 I,22,NOUN,3.0,NOUN
love,21,NOUN,0.0,0
experience,20,NOUN,5.0,NOUN
what,20,NOUN,4.0,NOUN
menu,19,NOUN,2.0,NOUN
favorite,19,NOUN,0.0,0
people,19,NOUN,5.0,NOUN
lunch,18,NOUN,6.0,NOUN
table,18,NOUN,10.0,NOUN
dinner,16,NOUN,4.0,NOUN
waitress,16,NOUN,0.0,0
drink,15,NOUN,0.0,0
pizzas,14,NOUN,1.0,NOUN
pasta,14,NOUN,7.0,NOUN
everything,14,NOUN,2.0,NOUN
day,13,NOUN,3.0,NOUN
 The,13,NOUN,0.0,0
try,13,NOUN,1.0,NOUN
manager,12,NOUN,8.0,NOUN
meal,12,NOUN,1.0,NOUN
side,12,NOUN,0.0,0
orders,12,NOUN,2.0,NOUN
night,12,NOUN,2.0,NOUN
customer,12,NOUN,0.0,0
waiter,12,NOUN,4.0,NOUN
right,12,NOUN,0.0,0
lot,12,NOUN,3.0,NOUN
dip,12,NOUN,1.0,NOUN
bit,12,NOUN,0.0,0
crust,11,NOUN,0.0,0
Pizza,11,NOUN,0.0,0
soup,11,NOUN,3.0,NOUN
mall,11,NOUN,0.0,0
way,11,NOUN,2.0,NOUN
half,10,NOUN,6.0,NOUN
Service,10,NOUN,0.0,0
shrimp,10,NOUN,1.0,NOUN
outside,10,NOUN,0.0,0
kind,9,NOUN,1.0,NOUN
feel,9,NOUN,0.0,0
thing,9,NOUN,2.0,NOUN
chain,9,NOUN,1.0,NOUN
perfect,9,NOUN,0.0,0
cheese,9,NOUN,1.0,NOUN
parking,8,NOUN,2.0,NOUN
thought,8,NOUN,0.0,0
bar,8,NOUN,1.0,NOUN
minutes,8,NOUN,14.0,NOUN
Food,8,NOUN,0.0,0
need,8,NOUN,0.0,0
dessert,8,NOUN,3.0,NOUN
prices,8,NOUN,1.0,NOUN
while,8,NOUN,8.0,NOUN
sauce,8,NOUN,4.0,NOUN
tables,8,NOUN,6.0,NOUN
garlic,8,NOUN,0.0,0
spinach,8,NOUN,1.0,NOUN
tonight,7,NOUN,0.0,0
times,7,NOUN,1.0,NOUN
visit,7,NOUN,4.0,NOUN
restaurants,7,NOUN,1.0,NOUN
stars,7,NOUN,3.0,NOUN
size,7,NOUN,0.0,0
cauliflower,7,NOUN,0.0,0
lime,7,NOUN,0.0,0
being,7,NOUN,0.0,0
 It,7,NOUN,1.0,NOUN
point,7,NOUN,2.0,NOUN
oil,7,NOUN,0.0,0
portion,7,NOUN,2.0,NOUN
dishes,7,NOUN,1.0,NOUN
area,7,NOUN,0.0,0
inside,7,NOUN,1.0,NOUN
seating,7,NOUN,0.0,0
takeout,7,NOUN,0.0,0
refreshing,6,NOUN,0.0,0
places,6,NOUN,2.0,NOUN
artichoke,6,NOUN,0.0,0
anything,6,NOUN,3.0,NOUN
mushrooms,6,NOUN,0.0,0
staff,6,NOUN,2.0,NOUN
buffalo,6,NOUN,0.0,0
spicy,6,NOUN,0.0,0
star,6,NOUN,1.0,NOUN
years,6,NOUN,2.0,NOUN
review,6,NOUN,1.0,NOUN
something,6,NOUN,2.0,NOUN
amount,6,NOUN,1.0,NOUN
everyone,6,NOUN,1.0,NOUN
lady,6,NOUN,0.0,0
bowl,6,NOUN,2.0,NOUN
tasty,6,NOUN,0.0,0
dish,6,NOUN,1.0,NOUN
line,6,NOUN,0.0,0
care,6,NOUN,0.0,0
husband,6,NOUN,1.0,NOUN
butter,6,NOUN,0.0,0
tortilla,6,NOUN,0.0,0
What,6,NOUN,0.0,0
chips,6,NOUN,0.0,0
mushroom,5,NOUN,0.0,0
yummy,5,NOUN,0.0,0
dressing,5,NOUN,0.0,0
dining,5,NOUN,0.0,0
sit,5,NOUN,0.0,0
 We,5,NOUN,0.0,0
 She,5,NOUN,0.0,0
cream,5,NOUN,2.0,NOUN
water,5,NOUN,2.0,NOUN
Love,5,NOUN,0.0,0
part,5,NOUN,0.0,0
spaghetti,5,NOUN,0.0,0
lol,5,NOUN,0.0,0
family,5,NOUN,2.0,NOUN
steak,5,NOUN,0.0,0
price,5,NOUN,1.0,NOUN
impression,5,NOUN,0.0,0
check,5,NOUN,8.0,NOUN
kids,5,NOUN,2.0,NOUN
appetizer,5,NOUN,1.0,NOUN
special,4,NOUN,0.0,0
spot,4,NOUN,0.0,0
fan,4,NOUN,2.0,NOUN
servers,4,NOUN,1.0,NOUN
flavors,4,NOUN,0.0,0
rolls,4,NOUN,0.0,0
patio,4,NOUN,0.0,0
workers,4,NOUN,0.0,0
pastas,4,NOUN,0.0,0
item,4,NOUN,1.0,NOUN
wife,4,NOUN,0.0,0
items,4,NOUN,2.0,NOUN
who,4,NOUN,5.0,NOUN
rating,4,NOUN,0.0,0
lots,4,NOUN,0.0,0
room,4,NOUN,0.0,0
sister,4,NOUN,0.0,0
strawberry,4,NOUN,0.0,0
charge,4,NOUN,0.0,0
 So,4,NOUN,0.0,0
power,4,NOUN,0.0,0
minute,4,NOUN,2.0,NOUN
CPKs,4,NOUN,0.0,0
evening,4,NOUN,1.0,NOUN
crispy,4,NOUN,0.0,0
atmosphere,4,NOUN,0.0,0
options,4,NOUN,0.0,0
desserts,4,NOUN,0.0,0
someone,4,NOUN,3.0,NOUN
housemade,4,NOUN,0.0,0
friend,4,NOUN,0.0,0
weather,4,NOUN,0.0,0
attitude,4,NOUN,1.0,NOUN
entree,4,NOUN,1.0,NOUN
