entity,worst,da,best,da2
BJ,12,ORG,47.0,ORG
Patrick,5,PERSON,0.0,0
Brentwood,4,GPE,0.0,0
Brussels,3,GPE,1.0,GPE
Root,3,PERSON,0.0,0
Prime,2,ORG,0.0,0
 ,2,PERSON,1.0,PERSON
WC,1,GPE,0.0,0
Umm,1,PERSON,0.0,0
Tracy,1,GPE,0.0,0
BJS,1,ORG,1.0,ORG
Glad,1,PERSON,0.0,0
BJs,1,ORG,0.0,0
Baton,1,GPE,0.0,0
Better,1,ORG,0.0,0
Bjs,1,PERSON,0.0,0
Black,1,PERSON,0.0,0
Albuquerque,1,GPE,0.0,0
A+-,1,ORG,0.0,0
CA,1,ORG,1.0,ORG
Chicago,1,GPE,0.0,0
Denny,1,ORG,0.0,0
High,1,ORG,0.0,0
Speakeasy,1,ORG,0.0,0
Honestly,1,PERSON,0.0,0
Mels,1,PERSON,0.0,0
Order,1,ORG,0.0,0
Pizza,1,ORG,0.0,0
RUDE,1,ORG,0.0,0
Server,1,PERSON,0.0,0
Siracha,1,PERSON,0.0,0
