name,good,da,bad,da2
food,24,NOUN,38.0,NOUN
service,20,NOUN,11.0,NOUN
time,17,NOUN,13.0,NOUN
bar,17,NOUN,1.0,NOUN
drink,15,NOUN,4.0,NOUN
drinks,13,NOUN,5.0,NOUN
server,13,NOUN,10.0,NOUN
experience,11,NOUN,6.0,NOUN
what,10,NOUN,4.0,NOUN
down,10,NOUN,0.0,0
restaurant,10,NOUN,9.0,NOUN
waitress,10,NOUN,6.0,NOUN
place,10,NOUN,6.0,NOUN
steak,9,NOUN,2.0,NOUN
order,9,NOUN,13.0,NOUN
chicken,8,NOUN,3.0,NOUN
meal,8,NOUN,11.0,NOUN
off,7,NOUN,0.0,0
wait,7,NOUN,0.0,0
dinner,7,NOUN,1.0,NOUN
flavor,6,NOUN,0.0,0
while,6,NOUN,9.0,NOUN
menu,6,NOUN,2.0,NOUN
visit,6,NOUN,1.0,NOUN
day,6,NOUN,2.0,NOUN
table,6,NOUN,11.0,NOUN
appetizer,6,NOUN,4.0,NOUN
location,5,NOUN,2.0,NOUN
Service,5,NOUN,1.0,NOUN
chain,5,NOUN,0.0,0
one,5,NOUN,10.0,NOUN
half,5,NOUN,1.0,NOUN
waiter,5,NOUN,3.0,NOUN
way,5,NOUN,3.0,NOUN
right,5,NOUN,0.0,0
bartender,5,NOUN,2.0,NOUN
customer,4,NOUN,2.0,NOUN
things,4,NOUN,0.0,0
Food,4,NOUN,2.0,NOUN
crispy,4,NOUN,1.0,NOUN
people,4,NOUN,4.0,NOUN
bill,4,NOUN,4.0,NOUN
everyone,4,NOUN,1.0,NOUN
top,4,NOUN,0.0,0
friends,4,NOUN,1.0,NOUN
night,4,NOUN,0.0,0
tables,4,NOUN,3.0,NOUN
minutes,4,NOUN,11.0,NOUN
hour,4,NOUN,4.0,NOUN
who,4,NOUN,3.0,NOUN
bit,4,NOUN,0.0,0
group,4,NOUN,0.0,0
manager,4,NOUN,7.0,NOUN
guys,4,NOUN,2.0,NOUN
name,4,NOUN,1.0,NOUN
times,4,NOUN,2.0,NOUN
lunch,4,NOUN,5.0,NOUN
lot,4,NOUN,1.0,NOUN
stars,4,NOUN,2.0,NOUN
hands,4,NOUN,0.0,0
servers,4,NOUN,3.0,NOUN
customers,3,NOUN,0.0,0
daughter,3,NOUN,0.0,0
potatoes,3,NOUN,2.0,NOUN
try,3,NOUN,0.0,0
years,3,NOUN,3.0,NOUN
friend,3,NOUN,4.0,NOUN
appetizers,3,NOUN,1.0,NOUN
something,3,NOUN,3.0,NOUN
home,3,NOUN,6.0,NOUN
work,3,NOUN,4.0,NOUN
conversations,3,NOUN,0.0,0
middle,3,NOUN,0.0,0
inside,3,NOUN,2.0,NOUN
guests,3,NOUN,0.0,0
evening,3,NOUN,1.0,NOUN
area,3,NOUN,3.0,NOUN
fries,3,NOUN,2.0,NOUN
strawberry,3,NOUN,0.0,0
shrimp,3,NOUN,0.0,0
kids,3,NOUN,0.0,0
specials,3,NOUN,1.0,NOUN
problem,3,NOUN,1.0,NOUN
smile,3,NOUN,0.0,0
chance,2,NOUN,0.0,0
fires,2,NOUN,0.0,0
onion,2,NOUN,1.0,NOUN
hotel,2,NOUN,1.0,NOUN
margaritas,2,NOUN,3.0,NOUN
town,2,NOUN,0.0,0
deal,2,NOUN,2.0,NOUN
beat,2,NOUN,0.0,0
quality,2,NOUN,2.0,NOUN
carside,2,NOUN,2.0,NOUN
schedule,2,NOUN,1.0,NOUN
straw,2,NOUN,0.0,0
process,2,NOUN,0.0,0
min,2,NOUN,0.0,0
couple,2,NOUN,2.0,NOUN
attitude,2,NOUN,1.0,NOUN
portion,2,NOUN,3.0,NOUN
care,2,NOUN,3.0,NOUN
dish,2,NOUN,1.0,NOUN
wife,2,NOUN,2.0,NOUN
mushrooms,2,NOUN,0.0,0
door,2,NOUN,0.0,0
Everything,2,NOUN,1.0,NOUN
hit,2,NOUN,0.0,0
rush,2,NOUN,0.0,0
host,2,NOUN,2.0,NOUN
brewhouse,2,NOUN,0.0,0
fun,2,NOUN,0.0,0
regulars,2,NOUN,0.0,0
manger,2,NOUN,0.0,0
staff,2,NOUN,4.0,NOUN
dessert,2,NOUN,2.0,NOUN
spot,2,NOUN,2.0,NOUN
price,2,NOUN,0.0,0
hand,2,NOUN,0.0,0
side,2,NOUN,2.0,NOUN
options,2,NOUN,1.0,NOUN
wall,2,NOUN,0.0,0
broom,2,NOUN,0.0,0
dining,2,NOUN,2.0,NOUN
orders,2,NOUN,1.0,NOUN
feeling,2,NOUN,2.0,NOUN
beans,2,NOUN,0.0,0
fruit,2,NOUN,0.0,0
experiences,2,NOUN,0.0,0
cut,2,NOUN,0.0,0
classics,2,NOUN,0.0,0
Everyone,2,NOUN,0.0,0
sirloin,2,NOUN,0.0,0
type,1,NOUN,0.0,0
reviews,1,NOUN,0.0,0
bubbly,1,NOUN,0.0,0
seller,1,NOUN,0.0,0
liquors,1,NOUN,0.0,0
case,1,NOUN,0.0,0
cocktail,1,NOUN,0.0,0
bomb,1,NOUN,0.0,0
categories,1,NOUN,0.0,0
opinion,1,NOUN,0.0,0
contact,1,NOUN,0.0,0
mimutes,1,NOUN,0.0,0
services,1,NOUN,0.0,0
specialty,1,NOUN,0.0,0
starters,1,NOUN,0.0,0
island,1,NOUN,0.0,0
sangria,1,NOUN,0.0,0
cook,1,NOUN,0.0,0
pictures,1,NOUN,0.0,0
series,1,NOUN,0.0,0
tender,1,NOUN,1.0,NOUN
beach,1,NOUN,0.0,0
moist,1,NOUN,0.0,0
tonight,1,NOUN,1.0,NOUN
porkchop,1,NOUN,0.0,0
bacon,1,NOUN,2.0,NOUN
oz,1,NOUN,0.0,0
veggies,1,NOUN,1.0,NOUN
garlic,1,NOUN,1.0,NOUN
sets,1,NOUN,0.0,0
silverware,1,NOUN,0.0,0
a1/4,1,NOUN,0.0,0
cheeseburger,1,NOUN,1.0,NOUN
tablet,1,NOUN,0.0,0
Hubby,1,NOUN,0.0,0
dollars,1,NOUN,0.0,0
soup,1,NOUN,1.0,NOUN
fee,1,NOUN,0.0,0
hurry,1,NOUN,0.0,0
sucks,1,NOUN,1.0,NOUN
bunch,1,NOUN,0.0,0
environment,1,NOUN,0.0,0
option,1,NOUN,0.0,0
pricing,1,NOUN,0.0,0
distance,1,NOUN,0.0,0
seating,1,NOUN,0.0,0
atmosphere,1,NOUN,0.0,0
filling,1,NOUN,0.0,0
husband,1,NOUN,3.0,NOUN
prompt,1,NOUN,0.0,0
review,1,NOUN,0.0,0
soda,1,NOUN,0.0,0
weather,1,NOUN,0.0,0
nothing,1,NOUN,3.0,NOUN
weekends,1,NOUN,0.0,0
ballpark,1,NOUN,0.0,0
What,1,NOUN,2.0,NOUN
gift,1,NOUN,1.0,NOUN
beverages,1,NOUN,0.0,0
card,1,NOUN,0.0,0
app,1,NOUN,1.0,NOUN
receipt,1,NOUN,0.0,0
meals,1,NOUN,2.0,NOUN
cavatappi,1,NOUN,0.0,0
status,1,NOUN,0.0,0
par,1,NOUN,0.0,0
traffic,1,NOUN,0.0,0
suggestion,1,NOUN,0.0,0
prices,1,NOUN,0.0,0
salad,1,NOUN,4.0,NOUN
shot,1,NOUN,0.0,0
leftover,1,NOUN,0.0,0
family,1,NOUN,2.0,NOUN
guy,1,NOUN,1.0,NOUN
company,1,NOUN,0.0,0
thatAppetizers,1,NOUN,0.0,0
