name,bad,da,good,da2
food,35,NOUN,22.0,NOUN
service,27,NOUN,24.0,NOUN
minutes,25,NOUN,3.0,NOUN
time,23,NOUN,6.0,NOUN
table,22,NOUN,5.0,NOUN
bar,17,NOUN,7.0,NOUN
back,17,NOUN,11.0,NOUN
waiting,16,NOUN,0.0,0
manager,16,NOUN,4.0,NOUN
no,15,NOUN,0.0,0
place,15,NOUN,5.0,NOUN
drinks,14,NOUN,9.0,NOUN
wait,14,NOUN,0.0,0
one,13,NOUN,15.0,NOUN
restaurant,12,NOUN,9.0,NOUN
order,11,NOUN,12.0,NOUN
staff,10,NOUN,6.0,NOUN
area,10,NOUN,2.0,NOUN
waitress,9,NOUN,4.0,NOUN
wife,8,NOUN,8.0,NOUN
chicken,8,NOUN,11.0,NOUN
customer,8,NOUN,0.0,0
server,8,NOUN,11.0,NOUN
someone,8,NOUN,1.0,NOUN
tables,8,NOUN,2.0,NOUN
hostess,7,NOUN,0.0,0
waiter,7,NOUN,7.0,NOUN
who,7,NOUN,1.0,NOUN
drink,7,NOUN,3.0,NOUN
parties,6,NOUN,0.0,0
chilis,6,NOUN,7.0,NOUN
location,6,NOUN,14.0,NOUN
hour,6,NOUN,0.0,0
way,5,NOUN,0.0,0
cheese,5,NOUN,2.0,NOUN
soup,5,NOUN,0.0,0
experience,5,NOUN,13.0,NOUN
kitchen,5,NOUN,2.0,NOUN
salad,5,NOUN,7.0,NOUN
plate,5,NOUN,0.0,0
what,5,NOUN,10.0,NOUN
birthday,5,NOUN,1.0,NOUN
half,5,NOUN,4.0,NOUN
mins,5,NOUN,1.0,NOUN
rice,4,NOUN,3.0,NOUN
orders,4,NOUN,1.0,NOUN
smoking,4,NOUN,1.0,NOUN
night,4,NOUN,6.0,NOUN
party,4,NOUN,1.0,NOUN
burger,4,NOUN,7.0,NOUN
mother,4,NOUN,0.0,0
walking,4,NOUN,0.0,0
attention,4,NOUN,0.0,0
What,4,NOUN,0.0,0
visit,4,NOUN,7.0,NOUN
fine,4,NOUN,1.0,NOUN
entrees,4,NOUN,2.0,NOUN
room,4,NOUN,1.0,NOUN
guy,4,NOUN,0.0,0
potato,3,NOUN,0.0,0
try,3,NOUN,6.0,NOUN
name,3,NOUN,4.0,NOUN
while,3,NOUN,2.0,NOUN
employee,3,NOUN,0.0,0
thing,3,NOUN,4.0,NOUN
door,3,NOUN,1.0,NOUN
people,3,NOUN,6.0,NOUN
beer,3,NOUN,2.0,NOUN
potatoes,3,NOUN,3.0,NOUN
management,3,NOUN,1.0,NOUN
ribs,3,NOUN,5.0,NOUN
appetizer,3,NOUN,4.0,NOUN
friends,3,NOUN,1.0,NOUN
host,3,NOUN,1.0,NOUN
appetizers,3,NOUN,0.0,0
plates,3,NOUN,0.0,0
dirty,3,NOUN,0.0,0
rest,3,NOUN,1.0,NOUN
care,3,NOUN,4.0,NOUN
lamps,3,NOUN,0.0,0
dinner,3,NOUN,7.0,NOUN
entre,3,NOUN,0.0,0
bartender,3,NOUN,1.0,NOUN
min,3,NOUN,0.0,0
chips,3,NOUN,11.0,NOUN
refills,3,NOUN,0.0,0
game,3,NOUN,2.0,NOUN
help,3,NOUN,1.0,NOUN
bill,3,NOUN,0.0,0
problem,3,NOUN,0.0,0
pizza,3,NOUN,0.0,0
app,3,NOUN,2.0,NOUN
side,3,NOUN,1.0,NOUN
craft,2,NOUN,1.0,NOUN
everything,2,NOUN,1.0,NOUN
check,2,NOUN,0.0,0
waitresses,2,NOUN,0.0,0
places,2,NOUN,0.0,0
anything,2,NOUN,2.0,NOUN
chair,2,NOUN,0.0,0
house,2,NOUN,0.0,0
breading,2,NOUN,0.0,0
point,2,NOUN,1.0,NOUN
review,2,NOUN,4.0,NOUN
regret,2,NOUN,0.0,0
1st,2,NOUN,0.0,0
Food,2,NOUN,9.0,NOUN
bites,2,NOUN,0.0,0
waiters,2,NOUN,0.0,0
bees,2,NOUN,0.0,0
heat,2,NOUN,0.0,0
bus,2,NOUN,0.0,0
mistake,2,NOUN,0.0,0
cook,2,NOUN,2.0,NOUN
something,2,NOUN,1.0,NOUN
broccoli,2,NOUN,2.0,NOUN
temperature,2,NOUN,0.0,0
star,2,NOUN,3.0,NOUN
family,2,NOUN,3.0,NOUN
visits,2,NOUN,1.0,NOUN
sister,2,NOUN,0.0,0
dinning,2,NOUN,1.0,NOUN
contact,2,NOUN,0.0,0
starter,2,NOUN,0.0,0
beard,2,NOUN,0.0,0
dishes,2,NOUN,0.0,0
times,2,NOUN,5.0,NOUN
stars,2,NOUN,7.0,NOUN
meal,2,NOUN,6.0,NOUN
gross,2,NOUN,0.0,0
daughter,2,NOUN,2.0,NOUN
nothing,2,NOUN,2.0,NOUN
soups,2,NOUN,0.0,0
list,2,NOUN,0.0,0
desk,2,NOUN,0.0,0
tonight,2,NOUN,2.0,NOUN
front,2,NOUN,1.0,NOUN
sense,2,NOUN,1.0,NOUN
mess,2,NOUN,0.0,0
show,2,NOUN,0.0,0
apple,2,NOUN,0.0,0
smoke,2,NOUN,3.0,NOUN
word,2,NOUN,0.0,0
pay,2,NOUN,0.0,0
stomach,2,NOUN,1.0,NOUN
son,2,NOUN,2.0,NOUN
verify,2,NOUN,0.0,0
phone,2,NOUN,0.0,0
flatbread,2,NOUN,0.0,0
fries,2,NOUN,2.0,NOUN
hear,2,NOUN,0.0,0
dining,2,NOUN,4.0,NOUN
flavor,2,NOUN,4.0,NOUN
kiosk,2,NOUN,0.0,0
home,2,NOUN,3.0,NOUN
day,2,NOUN,1.0,NOUN
complaints,2,NOUN,0.0,0
course,2,NOUN,2.0,NOUN
kid,2,NOUN,0.0,0
everyone,2,NOUN,0.0,0
amount,2,NOUN,0.0,0
Service,2,NOUN,5.0,NOUN
salsa,2,NOUN,8.0,NOUN
anniversary,1,NOUN,0.0,0
rescue,1,NOUN,0.0,0
tacos,1,NOUN,0.0,0
male,1,NOUN,0.0,0
couple,1,NOUN,0.0,0
serval,1,NOUN,0.0,0
eye,1,NOUN,2.0,NOUN
eyesight,1,NOUN,0.0,0
nephew,1,NOUN,0.0,0
slider,1,NOUN,0.0,0
decision,1,NOUN,1.0,NOUN
p.m.,1,NOUN,0.0,0
employees,1,NOUN,0.0,0
burgers,1,NOUN,3.0,NOUN
waiterss,1,NOUN,0.0,0
tattoos,1,NOUN,0.0,0
