name,good,da,bad,da2
burger,65,NOUN,33.0,NOUN
fries,65,NOUN,30.0,NOUN
service,55,NOUN,30.0,NOUN
food,53,NOUN,60.0,NOUN
place,37,NOUN,21.0,NOUN
burgers,35,NOUN,11.0,NOUN
time,35,NOUN,35.0,NOUN
server,34,NOUN,11.0,NOUN
will,28,NOUN,0.0,0
love,24,NOUN,0.0,0
one,21,NOUN,28.0,NOUN
location,20,NOUN,6.0,NOUN
order,18,NOUN,20.0,NOUN
wait,16,NOUN,0.0,0
table,16,NOUN,30.0,NOUN
chicken,16,NOUN,2.0,NOUN
meal,16,NOUN,8.0,NOUN
experience,15,NOUN,13.0,NOUN
who,13,NOUN,12.0,NOUN
menu,13,NOUN,3.0,NOUN
lunch,13,NOUN,6.0,NOUN
drinks,12,NOUN,10.0,NOUN
times,12,NOUN,9.0,NOUN
sauce,12,NOUN,6.0,NOUN
Food,11,NOUN,4.0,NOUN
what,10,NOUN,18.0,NOUN
waitress,10,NOUN,25.0,NOUN
while,10,NOUN,10.0,NOUN
hostess,10,NOUN,5.0,NOUN
restaurant,10,NOUN,13.0,NOUN
bar,10,NOUN,3.0,NOUN
customer,9,NOUN,7.0,NOUN
quality,9,NOUN,5.0,NOUN
tip,9,NOUN,4.0,NOUN
sandwich,9,NOUN,2.0,NOUN
way,9,NOUN,12.0,NOUN
onion,9,NOUN,3.0,NOUN
Service,9,NOUN,3.0,NOUN
family,8,NOUN,10.0,NOUN
things,8,NOUN,3.0,NOUN
orders,8,NOUN,3.0,NOUN
check,8,NOUN,6.0,NOUN
kids,8,NOUN,9.0,NOUN
thing,8,NOUN,2.0,NOUN
cheese,8,NOUN,8.0,NOUN
staff,8,NOUN,13.0,NOUN
manager,8,NOUN,23.0,NOUN
being,7,NOUN,0.0,0
off,7,NOUN,0.0,0
potato,7,NOUN,2.0,NOUN
dinner,7,NOUN,6.0,NOUN
down,7,NOUN,0.0,0
chain,7,NOUN,1.0,NOUN
drink,7,NOUN,8.0,NOUN
daughter,7,NOUN,3.0,NOUN
birthday,7,NOUN,6.0,NOUN
years,7,NOUN,2.0,NOUN
bill,6,NOUN,8.0,NOUN
taste,6,NOUN,3.0,NOUN
bun,6,NOUN,1.0,NOUN
stars,6,NOUN,5.0,NOUN
bit,6,NOUN,1.0,NOUN
rings,6,NOUN,1.0,NOUN
Good,6,NOUN,0.0,0
