name,good,da,bad,da2
service,14,NOUN,23.0,NOUN
server,14,NOUN,12.0,NOUN
food,14,NOUN,32.0,NOUN
one,13,NOUN,10.0,NOUN
go,13,NOUN,0.0,0
place,13,NOUN,13.0,NOUN
burger,11,NOUN,5.0,NOUN
time,10,NOUN,10.0,NOUN
bar,9,NOUN,6.0,NOUN
husband,8,NOUN,2.0,NOUN
drinks,8,NOUN,14.0,NOUN
wait,8,NOUN,0.0,0
night,8,NOUN,6.0,NOUN
staff,7,NOUN,1.0,NOUN
ribs,7,NOUN,1.0,NOUN
bacon,6,NOUN,0.0,0
day,6,NOUN,4.0,NOUN
drink,6,NOUN,7.0,NOUN
restaurant,6,NOUN,12.0,NOUN
dinner,6,NOUN,2.0,NOUN
experience,6,NOUN,9.0,NOUN
order,6,NOUN,14.0,NOUN
kind,5,NOUN,0.0,0
what,5,NOUN,5.0,NOUN
area,5,NOUN,3.0,NOUN
cheese,5,NOUN,3.0,NOUN
fries,5,NOUN,3.0,NOUN
sauce,5,NOUN,5.0,NOUN
table,4,NOUN,13.0,NOUN
waitress,4,NOUN,8.0,NOUN
waiter,4,NOUN,5.0,NOUN
rack,4,NOUN,0.0,0
sassy,4,NOUN,0.0,0
bone,4,NOUN,0.0,0
people,4,NOUN,7.0,NOUN
something,4,NOUN,1.0,NOUN
issue,4,NOUN,0.0,0
shrimp,4,NOUN,0.0,0
front,3,NOUN,2.0,NOUN
minutes,3,NOUN,24.0,NOUN
portions,3,NOUN,0.0,0
chain,3,NOUN,1.0,NOUN
seat,3,NOUN,0.0,0
skins,3,NOUN,0.0,0
fish,3,NOUN,0.0,0
hit,3,NOUN,0.0,0
chicken,3,NOUN,6.0,NOUN
spot,3,NOUN,2.0,NOUN
thing,3,NOUN,2.0,NOUN
tea,3,NOUN,0.0,0
potato,3,NOUN,0.0,0
times,3,NOUN,4.0,NOUN
check,3,NOUN,4.0,NOUN
price,3,NOUN,1.0,NOUN
steak,3,NOUN,3.0,NOUN
salad,3,NOUN,0.0,0
tonight,3,NOUN,0.0,0
meal,3,NOUN,6.0,NOUN
menu,3,NOUN,1.0,NOUN
visit,3,NOUN,4.0,NOUN
size,3,NOUN,0.0,0
dining,3,NOUN,2.0,NOUN
karaoke,3,NOUN,0.0,0
today,2,NOUN,2.0,NOUN
fam,2,NOUN,0.0,0
deal,2,NOUN,0.0,0
options,2,NOUN,0.0,0
broccoli,2,NOUN,3.0,NOUN
slaw,2,NOUN,0.0,0
