entity,worst,da,best,da2
Jack,4,ORG,0.0,0
Chelsea,2,ORG,0.0,0
TRASH,2,ORG,0.0,0
Steph,1,PERSON,0.0,0
THE,1,ORG,0.0,0
WORST,1,ORG,0.0,0
Sisqo,1,GPE,0.0,0
Smh,1,PERSON,0.0,0
Meijer,1,GPE,0.0,0
Sears,1,ORG,0.0,0
BARELY,1,ORG,0.0,0
Appetizers,1,ORG,0.0,0
STILL,1,ORG,0.0,0
Brussels,1,PERSON,0.0,0
Place,1,PERSON,0.0,0
ONE,1,ORG,0.0,0
NO,1,ORG,0.0,0
McDonalds,1,ORG,0.0,0
Louie,1,PERSON,0.0,0
Kalitia,1,PERSON,0.0,0
JULIAN,1,PERSON,0.0,0
ID,1,GPE,0.0,0
Food,1,PERSON,0.0,0
Don't,1,PERSON,0.0,0
Daniels,1,PERSON,0.0,0
Club,1,ORG,0.0,0
Ciara,1,PERSON,0.0,0
  ,1,PERSON,0.0,0
