entity,best,da,worst,da2
Marinara,19,ORG,0.0,0
ALWAYS,19,ORG,5.0,ORG
Brownie,19,GPE,0.0,0
ONLY,19,ORG,0.0,0
DIE,19,ORG,0.0,0
Jordan,19,GPE,1.0,GPE
IMO,19,PERSON,0.0,0
Garlic,19,GPE,0.0,0
Gilbert,19,PERSON,0.0,0
GREAT,18,ORG,0.0,0
PERFECT,18,ORG,0.0,0
Natalie,18,GPE,1.0,PERSON
Stephanie,18,PERSON,3.0,PERSON
Anaheim,18,GPE,4.0,GPE
 And,18,PERSON,0.0,0
Brenda,18,ORG,0.0,0
Michigan,18,GPE,6.0,GPE
Jasmine,18,PERSON,0.0,0
Spinach,18,PERSON,0.0,0
Melissa,18,PERSON,1.0,PERSON
Fries,18,PERSON,1.0,PERSON
Monte,18,ORG,0.0,0
BTW,17,ORG,0.0,0
Tiffany,17,GPE,0.0,0
Sacramento,17,GPE,1.0,GPE
Server,17,PERSON,5.0,PERSON
Robert,17,PERSON,0.0,0
Crusted,17,ORG,1.0,ORG
Meatloaf,17,PERSON,0.0,0
Christina,17,ORG,0.0,0
Bartender,17,PERSON,0.0,0
Kayla,17,PERSON,0.0,0
Ellen,17,PERSON,3.0,PERSON
Barnes,17,ORG,1.0,PERSON
Jonathan,17,PERSON,0.0,0
Good,16,PERSON,0.0,0
Allison,16,PERSON,0.0,0
Olive,16,ORG,3.0,GPE
Madera,16,ORG,0.0,0
McDonald,16,PERSON,8.0,ORG
Steven,16,PERSON,0.0,0
Amazing,16,ORG,0.0,0
REALLY,16,ORG,7.0,ORG
LA,16,ORG,19.0,ORG
Melted,16,PERSON,0.0,0
Cameron,16,PERSON,0.0,0
Rolls,16,ORG,0.0,0
Smores,16,GPE,1.0,GPE
Fettuccine,16,PERSON,0.0,0
Palo,15,PERSON,0.0,0
NEVER,15,ORG,38.0,PERSON
Jason,15,ORG,15.0,PERSON
Kimberly,15,PERSON,0.0,0
I.,15,PERSON,0.0,0
Skinnylicious,15,GPE,0.0,0
Sherman,15,ORG,1.0,ORG
BIG,15,ORG,2.0,ORG
VAST,14,ORG,0.0,0
Bellini,14,ORG,0.0,0
Rebecca,14,PERSON,1.0,PERSON
Crazy,14,ORG,0.0,0
Nachos,14,GPE,6.0,GPE
Washington,14,GPE,2.0,GPE
My,14,ORG,0.0,0
Glendale,14,GPE,2.0,GPE
BJ,14,GPE,0.0,0
Vanessa,14,PERSON,1.0,PERSON
Penny,14,PERSON,0.0,0
Pineapple,14,ORG,0.0,0
Naples,14,GPE,0.0,0
Guacamole,13,ORG,0.0,0
Wasabi,13,ORG,2.0,PERSON
Marilyn,13,PERSON,0.0,0
Gumbo,13,PERSON,5.0,PERSON
Tuxedo,13,GPE,0.0,0
EVERYTHING,13,ORG,0.0,0
Mom,13,PERSON,0.0,0
Delish,13,PERSON,0.0,0
Mozzarella,13,GPE,1.0,GPE
Veronica,13,PERSON,3.0,PERSON
Pleasanton,13,GPE,3.0,GPE
Baltimore,13,ORG,0.0,0
Honolulu,13,GPE,0.0,0
Entree,13,ORG,2.0,ORG
Ahh,13,ORG,0.0,0
Place,13,PERSON,0.0,0
Emily,13,ORG,6.0,PERSON
Arugula,13,ORG,0.0,0
Justine,13,PERSON,0.0,0
Pumpkin,12,ORG,0.0,0
FANTASTIC,12,ORG,0.0,0
 We,12,ORG,24.0,PERSON
Customer,12,ORG,1.0,ORG
9:30pm,12,ORG,0.0,0
Erica,12,PERSON,0.0,0
Brown,12,PERSON,1.0,GPE
Sangria,12,PERSON,0.0,0
Stuffed,12,GPE,0.0,0
Thanks,12,PERSON,0.0,0
Florida,12,GPE,7.0,GPE
Service,12,GPE,0.0,0
Riverside,12,GPE,2.0,GPE
Elias,12,PERSON,0.0,0
Luau,12,ORG,0.0,0
Julia,11,ORG,0.0,0
Andrea,11,PERSON,2.0,PERSON
Peter,11,PERSON,11.0,PERSON
PACKED,11,ORG,0.0,0
SUPER,11,ORG,0.0,0
Miguel,11,PERSON,0.0,0
Noble,11,PERSON,0.0,0
I've,11,ORG,0.0,0
Kalamata,11,PERSON,1.0,ORG
Burlington,11,GPE,0.0,0
Truly,11,PERSON,0.0,0
EXCELLENT,11,ORG,0.0,0
Zucchini,11,PERSON,1.0,PERSON
Delicious,11,ORG,0.0,0
Moscow,11,GPE,0.0,0
Decor,11,PERSON,0.0,0
Sauteed,11,ORG,0.0,0
Jeff,11,PERSON,0.0,0
Oreos,11,GPE,0.0,0
Eddie,11,PERSON,0.0,0
Providence,11,GPE,0.0,0
ALEM,11,PERSON,0.0,0
Blueberry,11,GPE,0.0,0
Angela,11,ORG,0.0,0
GINORMOUS,10,ORG,0.0,0
Rib,10,ORG,4.0,ORG
Roasted,10,PERSON,0.0,0
Travis,10,PERSON,0.0,0
Annette,10,PERSON,0.0,0
Atlanta,10,ORG,2.0,GPE
Atmosphere,10,PERSON,0.0,0
Typhoon,10,PERSON,0.0,0
Roseville,10,GPE,1.0,GPE
Special,10,GPE,2.0,ORG
Sun,10,ORG,0.0,0
Appetizers,10,ORG,0.0,0
Nathan,10,PERSON,0.0,0
Brentwood,10,ORG,3.0,GPE
Dallas,10,ORG,3.0,GPE
Alexander,10,PERSON,0.0,0
Waitress,10,GPE,0.0,0
Albuquerque,10,GPE,3.0,GPE
Cilantro,10,ORG,0.0,0
Skinny,10,ORG,0.0,0
Perfecto,10,PERSON,0.0,0
Domingo,10,PERSON,0.0,0
Lindsey,10,PERSON,0.0,0
Nick,10,ORG,0.0,0
Snickers,10,ORG,0.0,0
Coconut,10,ORG,1.0,GPE
Richard,10,ORG,0.0,0
Towson,10,GPE,4.0,GPE
Ribeye,9,PERSON,1.0,GPE
Oakridge,9,ORG,0.0,0
Mushrooms,9,GPE,0.0,0
Heidi,9,GPE,0.0,0
Turtle,9,GPE,0.0,0
Attentive,9,PERSON,0.0,0
Phillip,9,GPE,0.0,0
Paige,9,GPE,0.0,0
Ashwini,9,PERSON,0.0,0
Awesome,9,GPE,0.0,0
Annie,9,PERSON,0.0,0
Tysons,9,GPE,0.0,0
Portland,9,GPE,0.0,0
Martini,9,PERSON,0.0,0
DaVinci,9,PERSON,0.0,0
Samantha,9,PERSON,0.0,0
Tomato,9,PERSON,0.0,0
Jerry,9,PERSON,0.0,0
Escondido,9,GPE,1.0,GPE
Lamar,9,PERSON,0.0,0
SCV,9,PERSON,0.0,0
Smokehouse,9,ORG,1.0,ORG
Galleria,9,PERSON,3.0,GPE
Southwest,9,GPE,0.0,0
Artichoke,9,PERSON,0.0,0
Cerritos,9,GPE,2.0,GPE
Chandler,9,PERSON,0.0,0
Norma,8,PERSON,0.0,0
Weight,8,ORG,0.0,0
Spring,8,GPE,0.0,0
Renee,8,GPE,3.0,PERSON
Amber,8,PERSON,0.0,0
SUCH,8,ORG,0.0,0
Lorenzo,8,PERSON,0.0,0
Chargrilled,8,PERSON,0.0,0
Portabella,8,GPE,0.0,0
FASTEr,8,ORG,0.0,0
Gluten,8,PERSON,2.0,ORG
Orlando,8,GPE,1.0,GPE
Phoenix,8,GPE,0.0,0
OUTSTANDING,8,ORG,0.0,0
Desserts,8,ORG,0.0,0
FL,8,ORG,0.0,0
Peppermint,8,PERSON,0.0,0
Packed,8,GPE,0.0,0
Classic,8,ORG,0.0,0
Spectrum,8,ORG,2.0,ORG
Katherine,8,PERSON,0.0,0
Appetizer,8,PERSON,0.0,0
Tamarind,8,ORG,0.0,0
William,8,PERSON,2.0,PERSON
Chopped,8,PERSON,0.0,0
KOP,8,PERSON,0.0,0
Virginia,8,GPE,2.0,GPE
s'more,8,GPE,0.0,0
Tampa,8,PERSON,2.0,PERSON
HEAVENLY,8,ORG,0.0,0
Egg,8,PERSON,0.0,0
Soooo,8,GPE,0.0,0
Julie,8,ORG,4.0,PERSON
Firecracker,8,PERSON,1.0,ORG
Turkey,8,GPE,1.0,GPE
WONDERFUL,7,ORG,0.0,0
Pina,7,PERSON,0.0,0
Tempura,7,ORG,0.0,0
Elizabeth,7,PERSON,7.0,PERSON
etc,7,GPE,0.0,0
Ricotta,7,PERSON,0.0,0
Henderson,7,PERSON,0.0,0
Paul,7,ORG,3.0,ORG
Kristin,7,PERSON,0.0,0
LOVED,7,ORG,0.0,0
Mushroom,7,PERSON,0.0,0
Valencia,7,GPE,0.0,0
Marquis,7,ORG,0.0,0
AHHHHH,7,ORG,0.0,0
Brioche,7,PERSON,0.0,0
DEFINITELY,7,ORG,0.0,0
Nordstrom,7,ORG,0.0,0
Btw,7,PERSON,1.0,PERSON
Medium,7,ORG,0.0,0
Miranda,7,PERSON,0.0,0
Nashville,7,GPE,0.0,0
Cheeseburger,7,PERSON,0.0,0
H&M,7,ORG,0.0,0
Tropical,7,ORG,0.0,0
Monica,7,PERSON,0.0,0
Scampi,7,ORG,0.0,0
Cathy,7,ORG,0.0,0
Catherine,7,PERSON,0.0,0
5-stars,7,ORG,0.0,0
Pricey,7,PERSON,0.0,0
Bernard,7,ORG,0.0,0
Portion,7,PERSON,0.0,0
Colorado,6,GPE,0.0,0
Gabriella,6,PERSON,1.0,PERSON
Kerianne,6,PERSON,0.0,0
Frenchie,6,PERSON,0.0,0
CHRIS,6,ORG,0.0,0
Glindi,6,PERSON,0.0,0
WHOLE,6,ORG,0.0,0
Christopher,6,PERSON,4.0,PERSON
Christine,6,PERSON,0.0,0
Napoletana,6,GPE,0.0,0
EVERYONE,6,ORG,0.0,0
Louisville,6,GPE,0.0,0
Margherita,6,PERSON,0.0,0
Daniele,6,GPE,0.0,0
Gordan,6,PERSON,0.0,0
OMFG,6,GPE,0.0,0
Winner,6,PERSON,0.0,0
JARED,6,ORG,0.0,0
Arizona,6,GPE,3.0,PERSON
Cynthia,6,PERSON,0.0,0
International,6,GPE,0.0,0
Crystal,6,PERSON,0.0,0
Eggrolls,6,PERSON,0.0,0
 From,6,ORG,0.0,0
Peppers,6,PERSON,0.0,0
Sabrina,6,PERSON,0.0,0
Alexis,6,ORG,0.0,0
Teaneah,6,PERSON,0.0,0
 Thanks,6,PERSON,3.0,PERSON
Tasty,6,PERSON,0.0,0
Prosciutto,6,PERSON,0.0,0
Toronto,6,GPE,0.0,0
Snow,6,ORG,0.0,0
JW,5,ORG,0.0,0
Dubai,5,GPE,0.0,0
Johnathan,5,PERSON,0.0,0
Mojitos,5,ORG,0.0,0
Crisp,5,ORG,0.0,0
Stamford,5,GPE,0.0,0
Oakbrook,5,ORG,0.0,0
EXTRA,5,ORG,0.0,0
Edamame,5,PERSON,0.0,0
Clarendon,5,ORG,1.0,ORG
Eggplant,5,ORG,0.0,0
Memphis,5,GPE,3.0,GPE
INCREDIBLE,5,ORG,0.0,0
Pizzas,5,PERSON,0.0,0
Greens,5,PERSON,0.0,0
Biscuits,5,PERSON,1.0,PERSON
Broccoli,5,GPE,0.0,0
Jared,5,GPE,5.0,PERSON
Maryland,5,GPE,2.0,GPE
Dadeland,5,ORG,0.0,0
Braintree,5,GPE,0.0,0
Tortilla,5,PERSON,0.0,0
Stoneridge,5,ORG,2.0,ORG
Jeffrey,5,PERSON,0.0,0
CHEESCAKE,5,ORG,0.0,0
QUESO,5,GPE,0.0,0
Scottsdale,5,GPE,1.0,GPE
Loretta,5,PERSON,0.0,0
Wayne,5,GPE,0.0,0
Course,5,PERSON,0.0,0
NOW,5,ORG,22.0,ORG
Murray,5,PERSON,0.0,0
Leslie,5,PERSON,0.0,0
Excellent,5,ORG,0.0,0
Aventura,5,GPE,0.0,0
WIN,5,ORG,0.0,0
Paula,5,ORG,0.0,0
Chardonnay,5,ORG,0.0,0
Anywho,5,PERSON,0.0,0
Pastas,5,ORG,0.0,0
Hunter,5,PERSON,0.0,0
Kelvin,5,PERSON,0.0,0
Terry,5,PERSON,0.0,0
Around,5,PERSON,0.0,0
Arnold,5,PERSON,2.0,PERSON
Mustard,5,GPE,0.0,0
Fontina,5,GPE,0.0,0
Arcadia,5,GPE,3.0,GPE
Perimeter,5,ORG,1.0,ORG
louisiana,5,ORG,0.0,0
Cheesesteak,5,PERSON,0.0,0
Jumbalaya,5,GPE,0.0,0
Cheyenne,5,GPE,0.0,0
GM,5,GPE,8.0,GPE
Sheralynn,5,PERSON,0.0,0
Chelsea,5,PERSON,0.0,0
BFF,5,PERSON,0.0,0
Nikita,5,PERSON,0.0,0
Cheesecake-,5,ORG,0.0,0
GIANT,5,ORG,0.0,0
Ambience,5,PERSON,0.0,0
Trumbull,5,GPE,5.0,GPE
YES,4,ORG,0.0,0
Greenville,4,GPE,0.0,0
Yashanna,4,PERSON,0.0,0
SOOOOOO,4,PERSON,0.0,0
YUMMY,4,PERSON,0.0,0
Rosanne,4,PERSON,0.0,0
Richmond,4,GPE,0.0,0
SO,4,GPE,3.0,ORG
Moscato,4,PERSON,0.0,0
Charlotte,4,GPE,1.0,GPE
Cheddar,4,ORG,0.0,0
World,4,ORG,0.0,0
Rob,4,PERSON,0.0,0
Container,4,ORG,0.0,0
Cornell,4,PERSON,0.0,0
Jacqueline,4,PERSON,0.0,0
Convenient,4,ORG,0.0,0
Cooks,4,ORG,0.0,0
Rodney,4,GPE,0.0,0
Woodland,4,GPE,1.0,GPE
Tukwila,4,GPE,0.0,0
Yonkers,4,GPE,0.0,0
Yordale,4,ORG,0.0,0
Frozen,4,PERSON,0.0,0
Teriyaki,4,GPE,0.0,0
Lexington,4,GPE,0.0,0
Ernetta,4,PERSON,0.0,0
Shirley,4,ORG,2.0,ORG
Enjoy!THIS,4,PERSON,0.0,0
El,4,ORG,0.0,0
Eggs,4,PERSON,0.0,0
Southlake,4,GPE,0.0,0
Sofia,4,ORG,0.0,0
Sooooo,4,PERSON,0.0,0
Sophy,4,PERSON,0.0,0
LARGE,4,ORG,0.0,0
Frederick,4,GPE,0.0,0
Slade,4,PERSON,0.0,0
MADEIRA,4,PERSON,0.0,0
Tatyana,4,PERSON,0.0,0
DESSERTS,4,ORG,0.0,0
Jaylene,4,PERSON,0.0,0
 My,4,GPE,0.0,0
 Miso,4,ORG,0.0,0
DIVINE,4,ORG,0.0,0
DELISH,4,ORG,0.0,0
Yuki,4,ORG,0.0,0
Meadowood,4,ORG,0.0,0
Cubano,4,PERSON,0.0,0
Crushed,4,ORG,0.0,0
Vincent,4,PERSON,0.0,0
Sauvignon,4,PERSON,0.0,0
MASSIVE,4,ORG,0.0,0
Stacked,4,PERSON,0.0,0
Tigard,4,GPE,0.0,0
Timothy,4,PERSON,0.0,0
Tinos,4,PERSON,0.0,0
Starbucks,4,PERSON,0.0,0
CHEAPER,4,ORG,0.0,0
Nicholas,4,PERSON,0.0,0
Redwood,4,ORG,0.0,0
Bavarian,4,ORG,0.0,0
Veggie,4,PERSON,1.0,PERSON
TJ,4,GPE,0.0,0
~BBQ,4,ORG,0.0,0
Philadelphia,4,GPE,0.0,0
Benedict,4,PERSON,3.0,PERSON
RYAN,4,ORG,0.0,0
Hollywood,4,GPE,0.0,0
IPA,4,ORG,0.0,0
Raspberry,4,PERSON,0.0,0
Hailey,4,ORG,0.0,0
Westfield,4,ORG,0.0,0
CRAZY,4,ORG,0.0,0
CHICKEN,4,PERSON,0.0,0
Wifey,4,PERSON,0.0,0
Pickles,4,GPE,0.0,0
Porkiebun,4,PERSON,0.0,0
Captain,4,GPE,0.0,0
Hostess,4,ORG,0.0,0
Quintin,4,PERSON,0.0,0
Ariell,4,ORG,0.0,0
Vaughn,4,PERSON,0.0,0
Reno,4,ORG,0.0,0
Carlsbad,4,GPE,1.0,GPE
Indianapolis,4,GPE,0.0,0
Isaiah,4,PERSON,0.0,0
Bloomies,4,GPE,0.0,0
Walker,4,PERSON,0.0,0
Arynne,4,PERSON,0.0,0
Pittsburgh,4,GPE,0.0,0
Brooke,4,PERSON,0.0,0
Hillsdale,4,GPE,6.0,GPE
WAY,4,GPE,0.0,0
Canada,4,PERSON,0.0,0
Burrito,4,ORG,0.0,0
Universe,4,ORG,0.0,0
Lynna,3,ORG,0.0,0
Pomegranate,3,PERSON,0.0,0
Casandra,3,PERSON,0.0,0
Edgar,3,PERSON,2.0,PERSON
TRC,3,ORG,0.0,0
Springs,3,ORG,0.0,0
Gardenwalk,3,GPE,0.0,0
Server-,3,PERSON,0.0,0
Variety,3,PERSON,0.0,0
Shallots,3,GPE,0.0,0
Eggroll,3,PERSON,0.0,0
Valerie,3,PERSON,0.0,0
Drinks,3,ORG,0.0,0
Dominique,3,PERSON,0.0,0
SeaTac,3,ORG,0.0,0
Jimmiesha,3,PERSON,0.0,0
Dimitri,3,PERSON,0.0,0
Heavenly,3,PERSON,0.0,0
Dessert-,3,PERSON,0.0,0
Madison,3,PERSON,1.0,PERSON
Mahalo,3,PERSON,0.0,0
Zander,3,PERSON,0.0,0
Zocalo,3,PERSON,0.0,0
Ohhhh,3,PERSON,0.0,0
Joaquin,3,PERSON,0.0,0
Bellevue,3,GPE,1.0,GPE
Thumbs,3,PERSON,0.0,0
Benjamin,3,PERSON,0.0,0
Lovely,3,GPE,1.0,ORG
Tatiana,3,PERSON,0.0,0
50mins,3,ORG,0.0,0
Dynamite,3,ORG,0.0,0
Bethany,3,GPE,0.0,0
Dulles,3,PERSON,0.0,0
Germany,3,PERSON,0.0,0
Macadamia,3,PERSON,0.0,0
Elijah,3,PERSON,0.0,0
Alfred,3,PERSON,0.0,0
PHENOMENAL,3,ORG,0.0,0
Atkins,3,PERSON,0.0,0
Antonio,3,PERSON,0.0,0
Antonia,3,GPE,0.0,0
Terrible,3,ORG,0.0,0
Kauai,3,GPE,0.0,0
Annapolis,3,GPE,1.0,GPE
Facebook,3,GPE,8.0,ORG
Andronico,3,PERSON,0.0,0
Katelin,3,PERSON,0.0,0
Pembroke,3,PERSON,0.0,0
Fremont,3,GPE,0.0,0
Fettucine,3,PERSON,0.0,0
Astrid,3,GPE,0.0,0
Arboretum,3,GPE,0.0,0
Flying,3,PERSON,0.0,0
Arclight,3,PERSON,0.0,0
Knowledgeable,3,ORG,0.0,0
Applebees,3,ORG,0.0,0
Sourdough,3,GPE,0.0,0
Arturo,3,PERSON,0.0,0
Fiorella,3,PERSON,0.0,0
Freddie,3,PERSON,0.0,0
Kelsey,3,PERSON,0.0,0
Asparagus,3,PERSON,0.0,0
Analit,3,PERSON,0.0,0
Hollandaise,3,PERSON,0.0,0
Malakai,3,PERSON,0.0,0
me!This,3,ORG,0.0,0
Frisco,3,PERSON,0.0,0
Balsamic,3,PERSON,0.0,0
England,3,GPE,1.0,GPE
Shelby,3,PERSON,0.0,0
Barbeque,3,ORG,0.0,0
Oscar,3,PERSON,0.0,0
Almonds,3,GPE,0.0,0
BEYOND,3,ORG,0.0,0
Outback,3,GPE,0.0,0
Laurice,3,PERSON,0.0,0
10:30am,3,ORG,0.0,0
TheCheesecakeFactory,3,GPE,0.0,0
FAR,3,ORG,0.0,0
Kansas,3,GPE,0.0,0
FABULOUS,3,ORG,0.0,0
BASURA,3,PERSON,0.0,0
Personable,3,PERSON,0.0,0
him!My,3,PERSON,0.0,0
 Recommended,3,PERSON,0.0,0
Hazelnut,3,PERSON,0.0,0
Rancho,3,GPE,0.0,0
Comfort,3,GPE,0.0,0
Hackensack,3,GPE,0.0,0
Mikki,3,GPE,0.0,0
RSVP,3,ORG,0.0,0
Clinton,3,PERSON,3.0,PERSON
Target,3,GPE,0.0,0
Trader,3,PERSON,0.0,0
SHEPHERD,3,PERSON,0.0,0
Mississippi,3,GPE,0.0,0
 However,3,PERSON,2.0,PERSON
Costco,3,ORG,0.0,0
Crabcakes,3,PERSON,0.0,0
Gregory,3,PERSON,0.0,0
Mexico,3,GPE,2.0,GPE
Butterfingers,3,PERSON,0.0,0
Hallie,3,PERSON,0.0,0
Midori,3,PERSON,0.0,0
CLEAN,3,ORG,4.0,ORG
SHARING,3,ORG,0.0,0
CONSTANTLY,3,ORG,0.0,0
Camille,3,GPE,0.0,0
Charneice,3,ORG,0.0,0
HOWEVER,3,ORG,0.0,0
Roberto,3,PERSON,0.0,0
Reisling,3,ORG,0.0,0
HOURS,3,ORG,1.0,ORG
Roadside,3,ORG,0.0,0
Capuchino,3,PERSON,0.0,0
Celeste,3,PERSON,0.0,0
Relleno,3,ORG,0.0,0
Cedric,3,PERSON,0.0,0
