entity,best,da,worst,da2
Chili,6,PERSON,6.0,ORG
Tony,3,PERSON,0.0,0
Jasmine,3,ORG,0.0,0
BOMB,2,ORG,0.0,0
the,2,ORG,0.0,0
Chilli,2,PERSON,0.0,0
Sweet,1,PERSON,0.0,0
Patron,1,PERSON,0.0,0
Miller,1,PERSON,0.0,0
Mason,1,PERSON,0.0,0
Margarita,1,PERSON,1.0,PERSON
Austinite,1,ORG,0.0,0
Black,1,PERSON,0.0,0
Brianna,1,PERSON,0.0,0
Chipotle,1,GPE,0.0,0
Cindy,1,PERSON,0.0,0
Cowboys,1,ORG,0.0,0
Eric,1,PERSON,0.0,0
Friendly,1,ORG,0.0,0
Good!Food,1,ORG,0.0,0
Heckter,1,PERSON,0.0,0
I.,1,PERSON,0.0,0
Kim,1,PERSON,0.0,0
Lol,1,PERSON,0.0,0
