name,bad,da,good,da2
food,38,NOUN,24.0,NOUN
order,13,NOUN,9.0,NOUN
time,13,NOUN,17.0,NOUN
meal,11,NOUN,8.0,NOUN
minutes,11,NOUN,4.0,NOUN
table,11,NOUN,6.0,NOUN
water,11,NOUN,0.0,0
service,11,NOUN,20.0,NOUN
one,10,NOUN,5.0,NOUN
server,10,NOUN,13.0,NOUN
while,9,NOUN,6.0,NOUN
restaurant,9,NOUN,10.0,NOUN
check,8,NOUN,0.0,0
manager,7,NOUN,4.0,NOUN
cheese,7,NOUN,0.0,0
bite,7,NOUN,1.0,NOUN
waitress,6,NOUN,10.0,NOUN
place,6,NOUN,10.0,NOUN
waiting,6,NOUN,0.0,0
home,6,NOUN,3.0,NOUN
experience,6,NOUN,11.0,NOUN
job,5,NOUN,0.0,0
call,5,NOUN,0.0,0
chips,5,NOUN,0.0,0
plates,5,NOUN,1.0,NOUN
lunch,5,NOUN,4.0,NOUN
drinks,5,NOUN,13.0,NOUN
what,4,NOUN,10.0,NOUN
friend,4,NOUN,3.0,NOUN
salad,4,NOUN,1.0,NOUN
drink,4,NOUN,15.0,NOUN
people,4,NOUN,4.0,NOUN
staff,4,NOUN,2.0,NOUN
curbside,4,NOUN,0.0,0
bill,4,NOUN,4.0,NOUN
work,4,NOUN,3.0,NOUN
appetizer,4,NOUN,6.0,NOUN
hour,4,NOUN,4.0,NOUN
oil,3,NOUN,0.0,0
servers,3,NOUN,4.0,NOUN
salsa,3,NOUN,0.0,0
thing,3,NOUN,1.0,NOUN
way,3,NOUN,5.0,NOUN
area,3,NOUN,3.0,NOUN
margaritas,3,NOUN,2.0,NOUN
anyone,3,NOUN,0.0,0
burger,3,NOUN,1.0,NOUN
years,3,NOUN,3.0,NOUN
store,3,NOUN,0.0,0
zero,3,NOUN,0.0,0
who,3,NOUN,4.0,NOUN
sauce,3,NOUN,1.0,NOUN
pickup,3,NOUN,0.0,0
portion,3,NOUN,2.0,NOUN
chicken,3,NOUN,8.0,NOUN
nothing,3,NOUN,1.0,NOUN
medium,3,NOUN,1.0,NOUN
care,3,NOUN,2.0,NOUN
