name,bad,da,good,da2
table,25,NOUN,8.0,NOUN
service,24,NOUN,17.0,NOUN
manager,23,NOUN,1.0,NOUN
server,18,NOUN,7.0,NOUN
food,16,NOUN,24.0,NOUN
back,16,NOUN,0.0,0
out,13,NOUN,0.0,0
restaurant,12,NOUN,5.0,NOUN
time,11,NOUN,9.0,NOUN
meal,11,NOUN,6.0,NOUN
one,10,NOUN,4.0,NOUN
can,9,NOUN,0.0,0
customer,9,NOUN,6.0,NOUN
what,8,NOUN,6.0,NOUN
bar,8,NOUN,3.0,NOUN
night,8,NOUN,5.0,NOUN
waitress,7,NOUN,4.0,NOUN
drinks,7,NOUN,4.0,NOUN
order,7,NOUN,6.0,NOUN
anything,7,NOUN,0.0,0
something,7,NOUN,1.0,NOUN
dinner,6,NOUN,5.0,NOUN
check,6,NOUN,2.0,NOUN
minutes,6,NOUN,2.0,NOUN
pretzels,6,NOUN,0.0,0
gratuity,6,NOUN,0.0,0
hostess,5,NOUN,2.0,NOUN
boyfriends,5,NOUN,0.0,0
place,5,NOUN,4.0,NOUN
customers,5,NOUN,0.0,0
dad,5,NOUN,0.0,0
drink,5,NOUN,2.0,NOUN
hour,5,NOUN,5.0,NOUN
appetizers,5,NOUN,4.0,NOUN
waiter,4,NOUN,5.0,NOUN
area,4,NOUN,0.0,0
experience,4,NOUN,3.0,NOUN
wait,4,NOUN,3.0,NOUN
min,4,NOUN,0.0,0
start,4,NOUN,0.0,0
tonight,4,NOUN,0.0,0
establishment,3,NOUN,0.0,0
location,3,NOUN,2.0,NOUN
people,3,NOUN,2.0,NOUN
policy,3,NOUN,0.0,0
potatoes,3,NOUN,2.0,NOUN
potato,3,NOUN,1.0,NOUN
while,3,NOUN,4.0,NOUN
kids,3,NOUN,1.0,NOUN
name,3,NOUN,0.0,0
friends,3,NOUN,0.0,0
way,3,NOUN,2.0,NOUN
staff,3,NOUN,2.0,NOUN
bit,3,NOUN,5.0,NOUN
dessert,3,NOUN,3.0,NOUN
chips,3,NOUN,0.0,0
entrees,3,NOUN,0.0,0
oil,3,NOUN,0.0,0
anyone,3,NOUN,0.0,0
lunch,3,NOUN,1.0,NOUN
friend,3,NOUN,1.0,NOUN
who,3,NOUN,1.0,NOUN
family,3,NOUN,1.0,NOUN
course,3,NOUN,0.0,0
bite,3,NOUN,1.0,NOUN
host,3,NOUN,3.0,NOUN
charges,2,NOUN,0.0,0
face,2,NOUN,0.0,0
IT,2,NOUN,0.0,0
plates,2,NOUN,0.0,0
child,2,NOUN,0.0,0
everyone,2,NOUN,0.0,0
party,2,NOUN,0.0,0
ice,2,NOUN,0.0,0
section,2,NOUN,0.0,0
life,2,NOUN,1.0,NOUN
tag,2,NOUN,0.0,0
cream,2,NOUN,0.0,0
day,2,NOUN,4.0,NOUN
birthday,2,NOUN,1.0,NOUN
bartender,2,NOUN,1.0,NOUN
mom,2,NOUN,0.0,0
applebees,2,NOUN,0.0,0
spider,2,NOUN,0.0,0
half,2,NOUN,2.0,NOUN
salsa,2,NOUN,0.0,0
appetizer,2,NOUN,2.0,NOUN
spice,2,NOUN,0.0,0
