entity,best,da,worst,da2
Chili,15,ORG,17.0,ORG
Chilis,7,PERSON,1.0,GPE
the,7,ORG,3.0,ORG
Rita,3,PERSON,0.0,0
Jasmine,3,ORG,0.0,0
Bobbi,3,PERSON,0.0,0
Shad,2,PERSON,0.0,0
Haleigh,2,PERSON,0.0,0
Clean,2,GPE,0.0,0
North,2,ORG,0.0,0
Oreo,1,ORG,0.0,0
Patron,1,PERSON,0.0,0
Salmon,1,GPE,0.0,0
Shaq,1,PERSON,0.0,0
Sweet,1,PERSON,0.0,0
The,1,ORG,0.0,0
Ok,1,GPE,0.0,0
Washington,1,GPE,0.0,0
Yuengling,1,GPE,0.0,0
half.:-,1,GPE,0.0,0
Mathew,1,PERSON,0.0,0
Carnitas,1,ORG,0.0,0
Bacon,1,PERSON,0.0,0
BTW,1,ORG,0.0,0
BBQ,1,ORG,0.0,0
5:30pm,1,ORG,0.0,0
Black,1,ORG,0.0,0
Cowboys,1,ORG,0.0,0
Miller,1,PERSON,0.0,0
Michelle,1,PERSON,0.0,0
Megan,1,PERSON,0.0,0
Meagan,1,PERSON,0.0,0
Marin,1,PERSON,0.0,0
Kim,1,PERSON,0.0,0
Javy,1,PERSON,0.0,0
I.,1,PERSON,0.0,0
Friendly,1,ORG,0.0,0
Edmond,1,PERSON,0.0,0
Deidress,1,PERSON,0.0,0
