name,bad,da,good,da2
order,16,NOUN,9.0,NOUN
food,14,NOUN,19.0,NOUN
minutes,13,NOUN,2.0,NOUN
time,12,NOUN,3.0,NOUN
service,12,NOUN,23.0,NOUN
back,11,NOUN,0.0,0
waitress,11,NOUN,4.0,NOUN
manager,10,NOUN,2.0,NOUN
server,10,NOUN,7.0,NOUN
what,8,NOUN,6.0,NOUN
someone,8,NOUN,2.0,NOUN
table,8,NOUN,2.0,NOUN
wait,7,NOUN,0.0,0
no,7,NOUN,0.0,0
drinks,7,NOUN,4.0,NOUN
place,7,NOUN,6.0,NOUN
tables,7,NOUN,0.0,0
bar,6,NOUN,1.0,NOUN
who,6,NOUN,1.0,NOUN
location,6,NOUN,5.0,NOUN
point,6,NOUN,1.0,NOUN
waiting,5,NOUN,3.0,NOUN
hour,5,NOUN,1.0,NOUN
restaurant,5,NOUN,3.0,NOUN
staff,5,NOUN,3.0,NOUN
ribs,5,NOUN,1.0,NOUN
mins,5,NOUN,0.0,0
meal,4,NOUN,4.0,NOUN
friend,4,NOUN,0.0,0
flavor,4,NOUN,1.0,NOUN
chicken,4,NOUN,6.0,NOUN
night,4,NOUN,5.0,NOUN
look,4,NOUN,0.0,0
experience,4,NOUN,6.0,NOUN
refills,4,NOUN,0.0,0
management,4,NOUN,1.0,NOUN
margaritas,3,NOUN,0.0,0
phone,3,NOUN,0.0,0
floor,3,NOUN,1.0,NOUN
being,3,NOUN,0.0,0
kids,3,NOUN,0.0,0
min,3,NOUN,0.0,0
try,3,NOUN,0.0,0
while,3,NOUN,0.0,0
chili,3,NOUN,2.0,NOUN
drink,3,NOUN,0.0,0
half,3,NOUN,1.0,NOUN
visit,3,NOUN,4.0,NOUN
chips,3,NOUN,5.0,NOUN
waiter,3,NOUN,1.0,NOUN
host,3,NOUN,0.0,0
salsa,2,NOUN,6.0,NOUN
tea,2,NOUN,1.0,NOUN
par,2,NOUN,0.0,0
guess,2,NOUN,3.0,NOUN
one,2,NOUN,9.0,NOUN
stem,2,NOUN,0.0,0
slices,2,NOUN,0.0,0
discount,2,NOUN,0.0,0
face,2,NOUN,0.0,0
presidente,2,NOUN,0.0,0
rest,2,NOUN,0.0,0
end,2,NOUN,0.0,0
side,2,NOUN,0.0,0
review,2,NOUN,2.0,NOUN
everything,2,NOUN,1.0,NOUN
times,2,NOUN,2.0,NOUN
pickles,2,NOUN,0.0,0
house,2,NOUN,0.0,0
bathroom,2,NOUN,0.0,0
bill,2,NOUN,1.0,NOUN
attitude,2,NOUN,2.0,NOUN
lunch,2,NOUN,0.0,0
start,2,NOUN,0.0,0
things,2,NOUN,1.0,NOUN
people,2,NOUN,0.0,0
kudos,2,NOUN,0.0,0
lady,2,NOUN,1.0,NOUN
bit,2,NOUN,0.0,0
way,2,NOUN,3.0,NOUN
bartender,2,NOUN,0.0,0
today,2,NOUN,0.0,0
wife,2,NOUN,5.0,NOUN
guacamole,2,NOUN,0.0,0
dinner,2,NOUN,2.0,NOUN
something,2,NOUN,2.0,NOUN
clues,2,NOUN,0.0,0
sip,1,NOUN,0.0,0
Things,1,NOUN,0.0,0
ticket,1,NOUN,0.0,0
care,1,NOUN,1.0,NOUN
exit,1,NOUN,0.0,0
exception,1,NOUN,0.0,0
brothers,1,NOUN,0.0,0
tonight,1,NOUN,3.0,NOUN
hostess,1,NOUN,0.0,0
peach,1,NOUN,0.0,0
beverage,1,NOUN,0.0,0
reminder,1,NOUN,0.0,0
guy,1,NOUN,0.0,0
