name,bad,da,good,da2
food,34,NOUN,169.0,NOUN
back,28,NOUN,59.0,NOUN
one,24,NOUN,63.0,NOUN
order,23,NOUN,64.0,NOUN
pizza,22,NOUN,175.0,NOUN
CPK,20,NOUN,102.0,NOUN
service,19,NOUN,130.0,NOUN
server,19,NOUN,63.0,NOUN
time,17,NOUN,95.0,NOUN
location,17,NOUN,51.0,NOUN
take,15,NOUN,0.0,0
place,14,NOUN,61.0,NOUN
table,13,NOUN,45.0,NOUN
plates,13,NOUN,5.0,NOUN
tables,13,NOUN,11.0,NOUN
salad,13,NOUN,70.0,NOUN
manager,13,NOUN,23.0,NOUN
minutes,13,NOUN,11.0,NOUN
cheese,11,NOUN,24.0,NOUN
bread,11,NOUN,42.0,NOUN
what,11,NOUN,38.0,NOUN
while,11,NOUN,16.0,NOUN
chicken,10,NOUN,57.0,NOUN
drinks,9,NOUN,45.0,NOUN
check,9,NOUN,10.0,NOUN
half,9,NOUN,23.0,NOUN
restaurant,8,NOUN,57.0,NOUN
waiter,8,NOUN,20.0,NOUN
times,8,NOUN,24.0,NOUN
people,8,NOUN,28.0,NOUN
orders,6,NOUN,17.0,NOUN
customers,6,NOUN,6.0,NOUN
hostess,6,NOUN,9.0,NOUN
mins,6,NOUN,12.0,NOUN
way,6,NOUN,20.0,NOUN
someone,6,NOUN,6.0,NOUN
 I,6,NOUN,37.0,NOUN
need,6,NOUN,13.0,NOUN
anything,6,NOUN,8.0,NOUN
lunch,6,NOUN,39.0,NOUN
wait,5,NOUN,42.0,NOUN
dressing,5,NOUN,18.0,NOUN
customer,5,NOUN,29.0,NOUN
meal,5,NOUN,22.0,NOUN
bar,5,NOUN,15.0,NOUN
things,5,NOUN,10.0,NOUN
drink,5,NOUN,23.0,NOUN
stars,5,NOUN,20.0,NOUN
hour,5,NOUN,8.0,NOUN
reason,4,NOUN,9.0,NOUN
tip,4,NOUN,4.0,NOUN
ice,4,NOUN,6.0,NOUN
sauce,4,NOUN,21.0,NOUN
care,4,NOUN,8.0,NOUN
seat,4,NOUN,5.0,NOUN
appetizers,4,NOUN,11.0,NOUN
items,3,NOUN,11.0,NOUN
dish,3,NOUN,16.0,NOUN
pizzas,3,NOUN,33.0,NOUN
Service,3,NOUN,20.0,NOUN
visit,3,NOUN,22.0,NOUN
CPKs,3,NOUN,4.0,NOUN
party,3,NOUN,7.0,NOUN
pepper,3,NOUN,3.0,NOUN
day,3,NOUN,24.0,NOUN
flavor,3,NOUN,13.0,NOUN
oven,3,NOUN,2.0,NOUN
 It,3,NOUN,14.0,NOUN
home,3,NOUN,12.0,NOUN
cleanliness,3,NOUN,0.0,0
top,3,NOUN,7.0,NOUN
fan,3,NOUN,9.0,NOUN
menu,3,NOUN,45.0,NOUN
everything,3,NOUN,28.0,NOUN
portions,3,NOUN,8.0,NOUN
problem,3,NOUN,6.0,NOUN
who,3,NOUN,11.0,NOUN
name,3,NOUN,8.0,NOUN
waiters,3,NOUN,3.0,NOUN
fork,3,NOUN,0.0,0
end,3,NOUN,7.0,NOUN
thing,3,NOUN,16.0,NOUN
kitchen,3,NOUN,4.0,NOUN
picture,3,NOUN,1.0,NOUN
employees,3,NOUN,3.0,NOUN
husband,2,NOUN,10.0,NOUN
lies,2,NOUN,0.0,0
curbside,2,NOUN,0.0,0
Nothing,2,NOUN,1.0,NOUN
course,2,NOUN,7.0,NOUN
guest,2,NOUN,0.0,0
water,2,NOUN,13.0,NOUN
cake,2,NOUN,7.0,NOUN
#,2,NOUN,0.0,0
others,2,NOUN,1.0,NOUN
business,2,NOUN,4.0,NOUN
bill,2,NOUN,5.0,NOUN
kind,2,NOUN,16.0,NOUN
plane,2,NOUN,0.0,0
cashier,2,NOUN,0.0,0
tomatoes,2,NOUN,2.0,NOUN
host,2,NOUN,5.0,NOUN
attention,2,NOUN,7.0,NOUN
mac,2,NOUN,3.0,NOUN
capers,2,NOUN,0.0,0
note,2,NOUN,2.0,NOUN
light,2,NOUN,0.0,0
days,2,NOUN,8.0,NOUN
pasta,2,NOUN,23.0,NOUN
pictures,2,NOUN,0.0,0
cauliflower,2,NOUN,17.0,NOUN
bleu,2,NOUN,0.0,0
mushroom,2,NOUN,12.0,NOUN
yesterday,2,NOUN,0.0,0
macaroni,2,NOUN,0.0,0
piece,2,NOUN,3.0,NOUN
policy,2,NOUN,0.0,0
peppers,2,NOUN,3.0,NOUN
cost,2,NOUN,0.0,0
treat,2,NOUN,2.0,NOUN
section,2,NOUN,4.0,NOUN
rush,2,NOUN,2.0,NOUN
years,2,NOUN,13.0,NOUN
staff,2,NOUN,21.0,NOUN
something,2,NOUN,12.0,NOUN
shoes,2,NOUN,2.0,NOUN
napkins,2,NOUN,3.0,NOUN
spill,2,NOUN,0.0,0
angel,2,NOUN,0.0,0
Food,2,NOUN,19.0,NOUN
front,2,NOUN,3.0,NOUN
today,2,NOUN,17.0,NOUN
quality,2,NOUN,8.0,NOUN
bartender,2,NOUN,5.0,NOUN
bit,2,NOUN,26.0,NOUN
noodles,2,NOUN,4.0,NOUN
rip,2,NOUN,0.0,0
crappiest,2,NOUN,0.0,0
head,2,NOUN,0.0,0
min,2,NOUN,2.0,NOUN
entrees,2,NOUN,4.0,NOUN
try,2,NOUN,20.0,NOUN
night,2,NOUN,18.0,NOUN
nothing,2,NOUN,4.0,NOUN
lemongrass,2,NOUN,0.0,0
family,2,NOUN,20.0,NOUN
chain,2,NOUN,20.0,NOUN
credit,2,NOUN,0.0,0
appetizer,2,NOUN,14.0,NOUN
cream,2,NOUN,16.0,NOUN
counter,2,NOUN,2.0,NOUN
attitude,2,NOUN,5.0,NOUN
kids,2,NOUN,25.0,NOUN
point,2,NOUN,12.0,NOUN
corner,2,NOUN,0.0,0
chocolate,2,NOUN,4.0,NOUN
lot,2,NOUN,24.0,NOUN
dinner,2,NOUN,21.0,NOUN
plate,2,NOUN,9.0,NOUN
bite,2,NOUN,1.0,NOUN
dessert,2,NOUN,17.0,NOUN
measure,2,NOUN,0.0,0
container,2,NOUN,1.0,NOUN
review,2,NOUN,9.0,NOUN
person,2,NOUN,3.0,NOUN
life,2,NOUN,4.0,NOUN
county,1,NOUN,0.0,0
ticket,1,NOUN,1.0,NOUN
runner,1,NOUN,0.0,0
rolls,1,NOUN,12.0,NOUN
spring,1,NOUN,4.0,NOUN
clock,1,NOUN,0.0,0
number,1,NOUN,2.0,NOUN
o,1,NOUN,0.0,0
closing,1,NOUN,0.0,0
piccata,1,NOUN,6.0,NOUN
couple,1,NOUN,4.0,NOUN
allergy,1,NOUN,0.0,0
NAME,1,NOUN,0.0,0
girls,1,NOUN,2.0,NOUN
arms,1,NOUN,0.0,0
comfort,1,NOUN,0.0,0
bench,1,NOUN,0.0,0
pillows,1,NOUN,0.0,0
butt,1,NOUN,0.0,0
chairs,1,NOUN,2.0,NOUN
positives,1,NOUN,0.0,0
inconsistency,1,NOUN,0.0,0
office,1,NOUN,1.0,NOUN
friends,1,NOUN,3.0,NOUN
linguini,1,NOUN,0.0,0
soda,1,NOUN,0.0,0
dollars,1,NOUN,2.0,NOUN
 Expensive,1,NOUN,0.0,0
tender,1,NOUN,4.0,NOUN
group,1,NOUN,2.0,NOUN
info,1,NOUN,0.0,0
utensils,1,NOUN,1.0,NOUN
pear,1,NOUN,0.0,0
everyone,1,NOUN,10.0,NOUN
prices,1,NOUN,10.0,NOUN
ranch,1,NOUN,8.0,NOUN
Came,1,NOUN,2.0,NOUN
lenox,1,NOUN,0.0,0
sides,1,NOUN,1.0,NOUN
truffle,1,NOUN,5.0,NOUN
oil,1,NOUN,16.0,NOUN
jalapeno,1,NOUN,0.0,0
CP,1,NOUN,0.0,0
lie,1,NOUN,0.0,0
Yelp,1,NOUN,1.0,NOUN
driver,1,NOUN,0.0,0
operation,1,NOUN,0.0,0
delivery,1,NOUN,0.0,0
hotel,1,NOUN,0.0,0
microwave,1,NOUN,0.0,0
flavorless,1,NOUN,0.0,0
gooooood,1,NOUN,0.0,0
door,1,NOUN,4.0,NOUN
experience,1,NOUN,38.0,NOUN
town,1,NOUN,2.0,NOUN
