entity,best,da,worst,da2
Red,11,GPE,10.0,PERSON
Robin,6,PERSON,3.0,PERSON
BBQ,4,ORG,0.0,0
Son,2,PERSON,0.0,0
Adrian,2,PERSON,0.0,0
The,2,ORG,0.0,0
Cooked,2,ORG,0.0,0
Betsy,2,ORG,0.0,0
Phil,2,PERSON,0.0,0
IPA,2,ORG,0.0,0
Pepper,2,PERSON,0.0,0
Callie,2,PERSON,0.0,0
Valerie,2,PERSON,0.0,0
Umelt,1,ORG,0.0,0
Reno,1,PERSON,0.0,0
Shakira,1,PERSON,0.0,0
Price,1,PERSON,0.0,0
Morningstar,1,ORG,0.0,0
Meatballs,1,GPE,0.0,0
Meagan,1,PERSON,0.0,0
Vanessa,1,PERSON,0.0,0
Veg,1,PERSON,0.0,0
sometime!I've,1,GPE,0.0,0
Whisky,1,ORG,0.0,0
MUST,1,ORG,0.0,0
Wowow,1,PERSON,0.0,0
Maui,1,GPE,0.0,0
Irenmo,1,GPE,0.0,0
Luis,1,PERSON,0.0,0
Badger,1,PERSON,0.0,0
Arizona,1,GPE,0.0,0
Anyway,1,PERSON,0.0,0
Angela,1,PERSON,0.0,0
Andrew,1,PERSON,0.0,0
AMAZING,1,ORG,0.0,0
A1,1,ORG,0.0,0
8:00pm,1,ORG,0.0,0
Arlington,1,GPE,0.0,0
Bar,1,PERSON,0.0,0
Legos,1,GPE,0.0,0
Bottomless,1,ORG,0.0,0
Katie,1,PERSON,0.0,0
Justin,1,PERSON,0.0,0
Joseph,1,PERSON,0.0,0
Holly,1,ORG,0.0,0
Great,1,ORG,0.0,0
Grandchildren,1,ORG,0.0,0
Fries,1,PERSON,2.0,PERSON
Fox,1,PERSON,0.0,0
Fairfield,1,GPE,0.0,0
Erika,1,PERSON,0.0,0
Dinner,1,PERSON,0.0,0
Dijon,1,GPE,0.0,0
David,1,PERSON,0.0,0
Darius,1,PERSON,0.0,0
Clean,1,GPE,0.0,0
Canada,1,GPE,0.0,0
California,1,GPE,0.0,0
Caesar,1,PERSON,0.0,0
