entity,best,da,worst,da2
Morgan,5,PERSON,0.0,0
The,2,ORG,0.0,0
Caesar,2,PERSON,0.0,0
the,2,ORG,0.0,0
Kevin,2,PERSON,0.0,0
Jasmine,2,ORG,0.0,0
Chips,1,ORG,0.0,0
Sweet,1,PERSON,0.0,0
Union,1,GPE,0.0,0
YET,1,ORG,0.0,0
Sundays,1,GPE,0.0,0
Soooo,1,PERSON,0.0,0
Cobb,1,PERSON,0.0,0
Long,1,PERSON,0.0,0
DELICIOUS,1,ORG,0.0,0
Burger,1,PERSON,0.0,0
Brandon,1,PERSON,0.0,0
Frose,1,ORG,0.0,0
Hospitality,1,ORG,0.0,0
BBQ,1,ORG,0.0,0
Applebee,1,ORG,0.0,0
LOUD,1,ORG,0.0,0
Mac,1,PERSON,0.0,0
Sis,1,PERSON,0.0,0
Manger,1,PERSON,0.0,0
ALWAYS,1,ORG,0.0,0
Mixed,1,ORG,0.0,0
Pretzel,1,GPE,0.0,0
Prosecco,1,PERSON,0.0,0
Sassy,1,GPE,0.0,0
Shanice,1,PERSON,0.0,0
Memphis,1,GPE,0.0,0
