name,good,da,bad,da2
fries,43,NOUN,8.0,NOUN
burger,41,NOUN,9.0,NOUN
food,40,NOUN,14.0,NOUN
service,33,NOUN,16.0,NOUN
good,33,NOUN,0.0,0
burgers,21,NOUN,6.0,NOUN
place,17,NOUN,12.0,NOUN
server,16,NOUN,7.0,NOUN
time,15,NOUN,6.0,NOUN
lunch,11,NOUN,1.0,NOUN
what,11,NOUN,8.0,NOUN
menu,11,NOUN,1.0,NOUN
love,10,NOUN,0.0,0
waitress,10,NOUN,14.0,NOUN
one,10,NOUN,9.0,NOUN
wait,9,NOUN,3.0,NOUN
drinks,9,NOUN,4.0,NOUN
kids,9,NOUN,2.0,NOUN
restaurant,9,NOUN,0.0,0
quality,8,NOUN,2.0,NOUN
bar,8,NOUN,0.0,0
orders,8,NOUN,0.0,0
experience,8,NOUN,3.0,NOUN
order,8,NOUN,9.0,NOUN
family,7,NOUN,3.0,NOUN
location,7,NOUN,4.0,NOUN
meal,7,NOUN,5.0,NOUN
table,7,NOUN,4.0,NOUN
dinner,6,NOUN,1.0,NOUN
bit,6,NOUN,1.0,NOUN
chicken,6,NOUN,3.0,NOUN
off,6,NOUN,0.0,0
online,6,NOUN,0.0,0
group,6,NOUN,1.0,NOUN
staff,6,NOUN,3.0,NOUN
taste,6,NOUN,0.0,0
way,6,NOUN,5.0,NOUN
cheese,5,NOUN,1.0,NOUN
check,5,NOUN,0.0,0
salad,5,NOUN,3.0,NOUN
garlic,5,NOUN,0.0,0
chain,5,NOUN,1.0,NOUN
birthday,5,NOUN,1.0,NOUN
beer,5,NOUN,0.0,0
kind,5,NOUN,0.0,0
top,5,NOUN,1.0,NOUN
sandwich,4,NOUN,0.0,0
sauce,4,NOUN,0.0,0
perfect,4,NOUN,0.0,0
restaurants,4,NOUN,1.0,NOUN
gourmet,4,NOUN,0.0,0
years,4,NOUN,1.0,NOUN
area,4,NOUN,1.0,NOUN
people,4,NOUN,2.0,NOUN
times,4,NOUN,4.0,NOUN
while,4,NOUN,4.0,NOUN
attention,4,NOUN,1.0,NOUN
try,4,NOUN,0.0,0
something,4,NOUN,2.0,NOUN
customers,4,NOUN,3.0,NOUN
everything,4,NOUN,1.0,NOUN
customer,4,NOUN,4.0,NOUN
day,4,NOUN,1.0,NOUN
being,3,NOUN,0.0,0
Thanks,3,NOUN,0.0,0
night,3,NOUN,3.0,NOUN
who,3,NOUN,2.0,NOUN
potato,3,NOUN,0.0,0
fish,3,NOUN,0.0,0
second,3,NOUN,0.0,0
minutes,3,NOUN,5.0,NOUN
water,3,NOUN,7.0,NOUN
care,3,NOUN,4.0,NOUN
LOVE,3,NOUN,0.0,0
everyone,3,NOUN,0.0,0
offer,3,NOUN,0.0,0
fact,3,NOUN,1.0,NOUN
manager,3,NOUN,8.0,NOUN
lot,3,NOUN,1.0,NOUN
waiter,3,NOUN,0.0,0
shake,3,NOUN,1.0,NOUN
hit,3,NOUN,0.0,0
party,3,NOUN,0.0,0
son,3,NOUN,0.0,0
salads,3,NOUN,0.0,0
hostess,3,NOUN,0.0,0
meals,3,NOUN,1.0,NOUN
sides,3,NOUN,0.0,0
ones,3,NOUN,1.0,NOUN
friend,3,NOUN,5.0,NOUN
husband,3,NOUN,0.0,0
ice,3,NOUN,1.0,NOUN
mine,3,NOUN,0.0,0
name,3,NOUN,2.0,NOUN
Food,3,NOUN,3.0,NOUN
visit,3,NOUN,0.0,0
cream,3,NOUN,1.0,NOUN
steak,3,NOUN,0.0,0
hell,2,NOUN,0.0,0
floats,2,NOUN,0.0,0
pick,2,NOUN,0.0,0
sticks,2,NOUN,0.0,0
cup,2,NOUN,2.0,NOUN
lemonade,2,NOUN,0.0,0
bacon,2,NOUN,1.0,NOUN
week,2,NOUN,0.0,0
variety,2,NOUN,0.0,0
thing,2,NOUN,1.0,NOUN
root,2,NOUN,0.0,0
guacamole,2,NOUN,0.0,0
couple,2,NOUN,1.0,NOUN
door,2,NOUN,0.0,0
weeks,2,NOUN,0.0,0
town,2,NOUN,0.0,0
jalapeños,2,NOUN,0.0,0
tonight,2,NOUN,1.0,NOUN
tables,2,NOUN,5.0,NOUN
refill,2,NOUN,1.0,NOUN
half,2,NOUN,0.0,0
Pepper,2,NOUN,0.0,0
conversation,2,NOUN,0.0,0
Tavern,2,NOUN,1.0,NOUN
decor,2,NOUN,0.0,0
teriyaki,2,NOUN,0.0,0
joint,2,NOUN,0.0,0
min,2,NOUN,1.0,NOUN
drinking,2,NOUN,0.0,0
ambiance,2,NOUN,0.0,0
girlfriend,2,NOUN,0.0,0
reason,2,NOUN,0.0,0
chips,2,NOUN,0.0,0
lover,2,NOUN,0.0,0
idea,2,NOUN,0.0,0
wrap,2,NOUN,0.0,0
plenty,2,NOUN,1.0,NOUN
RR,2,NOUN,0.0,0
floor,2,NOUN,0.0,0
review,2,NOUN,1.0,NOUN
