entity,best,da,worst,da2
Kyle,7,PERSON,10.0,PERSON
Memphis,7,GPE,0.0,0
Rachel,7,PERSON,0.0,0
California,7,GPE,5.0,GPE
Caesar,7,PERSON,5.0,ORG
Kaela,7,PERSON,0.0,0
Frank,7,ORG,5.0,ORG
Tyson,7,GPE,5.0,GPE
Selena,7,GPE,0.0,0
Houston,7,PERSON,0.0,0
Sundays,7,GPE,0.0,0
Server,7,GPE,2.0,PERSON
NFL,7,GPE,0.0,0
Monica,7,ORG,3.0,ORG
VERY,6,ORG,0.0,0
I.,6,PERSON,9.0,GPE
Dinner,6,GPE,4.0,ORG
Applebees,6,GPE,4.0,PERSON
Diet,6,ORG,0.0,0
Jessica,6,PERSON,7.0,PERSON
Andrew,6,PERSON,0.0,0
Food,6,ORG,6.0,ORG
Vienna,6,PERSON,0.0,0
Tori,6,GPE,0.0,0
Texas,6,GPE,1.0,GPE
SO,6,PERSON,16.0,ORG
Chicago,6,GPE,1.0,GPE
Patrick,6,PERSON,0.0,0
Panda,6,GPE,0.0,0
POS,6,ORG,0.0,0
Sarah,6,PERSON,6.0,PERSON
Olive,6,PERSON,0.0,0
Shari,6,PERSON,0.0,0
Nathaniel,6,ORG,0.0,0
Austin,6,GPE,0.0,0
Applebee,6,ORG,4.0,ORG
Megan,6,PERSON,1.0,PERSON
DELICIOUS,6,ORG,0.0,0
Mac,6,ORG,0.0,0
Kindra,6,PERSON,0.0,0
Lindsey,6,GPE,0.0,0
Erika,5,PERSON,0.0,0
Bulls,5,PERSON,0.0,0
Delilah,5,PERSON,0.0,0
Charlie,5,ORG,1.0,PERSON
Father,5,PERSON,0.0,0
Debbie,5,PERSON,0.0,0
Costco,5,GPE,2.0,PERSON
Chili,5,PERSON,4.0,ORG
Vanilla,5,ORG,0.0,0
Julia,5,PERSON,0.0,0
Kendra,5,PERSON,0.0,0
LOL,5,ORG,0.0,0
TGIFs,5,ORG,1.0,ORG
850pm,5,ORG,0.0,0
Sweden,5,PERSON,0.0,0
Matthew,5,PERSON,0.0,0
Vanessa,5,PERSON,0.0,0
Melissa,5,PERSON,0.0,0
Mozzarella,5,GPE,0.0,0
Outback,5,GPE,1.0,GPE
Samantha,5,ORG,1.0,ORG
Rancho,5,PERSON,2.0,PERSON
Red,5,PERSON,1.0,PERSON
Ricky,5,PERSON,0.0,0
ALWAYS,5,ORG,1.0,ORG
Amazing,5,PERSON,1.0,ORG
Haley,5,PERSON,0.0,0
Hubby,5,PERSON,0.0,0
Travis,5,PERSON,0.0,0
ATL,5,ORG,0.0,0
Bruschetta,4,PERSON,0.0,0
Cesar,4,PERSON,1.0,PERSON
Robert,4,PERSON,0.0,0
Cerritos,4,GPE,4.0,GPE
Brooklyn,4,GPE,2.0,GPE
Place,4,ORG,2.0,ORG
Salmon,4,GPE,0.0,0
Canton,4,GPE,0.0,0
Poughkeepsie,4,GPE,0.0,0
Ruby,4,PERSON,0.0,0
Frederick,4,PERSON,0.0,0
Ribeye,4,ORG,1.0,ORG
Ricardo,4,PERSON,0.0,0
Georgia,4,PERSON,0.0,0
Burgers,4,GPE,0.0,0
Greg,4,ORG,0.0,0
Florida,4,GPE,2.0,GPE
UFC,4,ORG,0.0,0
Dennis,4,ORG,0.0,0
Dorney,4,PERSON,0.0,0
Knotts,4,ORG,4.0,GPE
LIT,4,ORG,0.0,0
Ed,4,ORG,0.0,0
Jackie,4,PERSON,0.0,0
Covina,4,ORG,0.0,0
Izzy,4,PERSON,1.0,PERSON
Stacey,4,PERSON,0.0,0
Milford,4,GPE,2.0,GPE
Monique,4,PERSON,0.0,0
NEW,4,ORG,0.0,0
Christina,4,PERSON,0.0,0
Sirloin,4,PERSON,1.0,PERSON
Ok,4,GPE,12.0,GPE
Martin,4,PERSON,0.0,0
Roseville,4,PERSON,0.0,0
Ali,4,PERSON,0.0,0
Alyssa,4,PERSON,0.0,0
America,4,ORG,3.0,GPE
Alexandra,4,ORG,0.0,0
AWESOME,3,ORG,0.0,0
TYA,3,ORG,0.0,0
Mashed,3,ORG,0.0,0
Stephanie,3,PERSON,1.0,PERSON
Meghan,3,PERSON,0.0,0
Attentive,3,PERSON,0.0,0
Melbourne,3,GPE,0.0,0
Dwight,3,PERSON,0.0,0
Italy,3,PERSON,0.0,0
Rosemead,3,GPE,0.0,0
Walmart,3,ORG,0.0,0
Tampa,3,PERSON,0.0,0
Spicy,3,ORG,0.0,0
Brandon,3,PERSON,0.0,0
Kennith,3,PERSON,0.0,0
Teddy,3,PERSON,0.0,0
Kaitltin,3,PERSON,0.0,0
Sriracha,3,PERSON,0.0,0
Atmosphere,3,PERSON,0.0,0
Westminster,3,PERSON,0.0,0
Emily,3,PERSON,3.0,PERSON
EXCELLENT,3,ORG,0.0,0
YUM,3,ORG,0.0,0
Leanne,3,PERSON,0.0,0
Jonanthan,3,GPE,0.0,0
Dedham,3,GPE,0.0,0
Debra,3,PERSON,0.0,0
Johanna,3,PERSON,0.0,0
David,3,PERSON,0.0,0
LIIT,3,ORG,0.0,0
Electric,3,ORG,0.0,0
THIS,3,ORG,4.0,ORG
Christine,3,PERSON,0.0,0
Yonkers,3,ORG,0.0,0
Lowery,3,ORG,0.0,0
T.G.I,3,PERSON,2.0,ORG
Felicia,3,PERSON,2.0,PERSON
Nakima,3,PERSON,0.0,0
Orlando,3,GPE,2.0,GPE
Owings,3,ORG,0.0,0
Victor,3,PERSON,0.0,0
Alexis,3,PERSON,0.0,0
Santiago,3,GPE,0.0,0
Pelli,3,ORG,0.0,0
HOWEVER,3,ORG,0.0,0
Appetizers,3,ORG,0.0,0
Fridays!We,3,PERSON,0.0,0
Guimay,3,PERSON,0.0,0
GOOD,3,ORG,0.0,0
Ralphine,3,PERSON,0.0,0
Raul,3,PERSON,0.0,0
Brussels,3,PERSON,0.0,0
Reggie,3,PERSON,0.0,0
SCORE,3,ORG,0.0,0
Boneless,3,ORG,0.0,0
Rib,3,PERSON,0.0,0
Greensburg,3,GPE,0.0,0
Roberto,3,PERSON,0.0,0
Anthony,3,PERSON,0.0,0
Captain,3,PERSON,1.0,PERSON
Allison,3,PERSON,0.0,0
Orange,3,GPE,1.0,ORG
Arthur,3,PERSON,0.0,0
Ontario,3,ORG,0.0,0
Newcastle,3,ORG,0.0,0
OMG,3,ORG,5.0,ORG
Shareen,3,PERSON,0.0,0
Servers,3,PERSON,1.0,PERSON
Shanice,3,PERSON,0.0,0
Francisco,3,PERSON,0.0,0
Natasha,3,PERSON,0.0,0
Bernadet,3,PERSON,0.0,0
Shrimp,3,ORG,1.0,PERSON
Union,2,GPE,0.0,0
Trish,2,PERSON,0.0,0
Hostess,2,PERSON,0.0,0
Andrea,2,PERSON,0.0,0
Allentown,2,GPE,0.0,0
Toni,2,GPE,0.0,0
Glasgow,2,GPE,0.0,0
Temecula,2,GPE,2.0,GPE
US,2,PERSON,15.0,ORG
KSF,2,ORG,0.0,0
Thumbs,2,PERSON,0.0,0
Jarvis,2,PERSON,0.0,0
Tiffany,2,ORG,0.0,0
JAMILA,2,ORG,0.0,0
Julian,2,PERSON,0.0,0
Turkey,2,GPE,1.0,GPE
Jeremiah,2,PERSON,0.0,0
U.S.,2,GPE,0.0,0
Kaitlin,2,PERSON,0.0,0
Braintree,2,GPE,1.0,GPE
Kalamazoo,2,GPE,0.0,0
Pizzeria,2,ORG,0.0,0
Oscar,2,PERSON,3.0,PERSON
Olivia,2,GPE,0.0,0
Northfield,2,GPE,0.0,0
Noemi,2,PERSON,0.0,0
Nikki,2,PERSON,0.0,0
Shoppes,2,PERSON,0.0,0
Nate,2,PERSON,0.0,0
Napkins,2,ORG,0.0,0
NY,2,GPE,0.0,0
2x,2,PERSON,0.0,0
Karaoke,2,GPE,0.0,0
Robbie,2,PERSON,0.0,0
Richie,2,PERSON,0.0,0
Rebecca,2,PERSON,1.0,PERSON
Qwame,2,GPE,0.0,0
SUPER,2,PERSON,0.0,0
Priscilla,2,PERSON,0.0,0
Sabrina,2,PERSON,0.0,0
Potstickers,2,ORG,0.0,0
Sacramento,2,GPE,0.0,0
Potato,2,ORG,0.0,0
Sadie,2,ORG,0.0,0
My,2,ORG,0.0,0
Murfreesboro,2,GPE,2.0,GPE
Loreen,2,PERSON,0.0,0
Loaded,2,ORG,0.0,0
Lettuce,2,ORG,0.0,0
Leland,2,GPE,0.0,0
Lawrence,2,PERSON,0.0,0
TGIFRIDAYS,2,ORG,1.0,ORG
TGIFridays,2,ORG,2.0,GPE
THE,2,ORG,18.0,PERSON
TO,2,PERSON,0.0,0
Kid,2,ORG,0.0,0
Gettysburg,2,GPE,0.0,0
Morrow,2,GPE,0.0,0
Millbury,2,ORG,0.0,0
Miguel,2,PERSON,0.0,0
St,2,ORG,0.0,0
Medium,2,PERSON,1.0,ORG
Swanston,2,GPE,0.0,0
Maribel,2,PERSON,0.0,0
Margarita,2,PERSON,3.0,PERSON
Mansfield,2,PERSON,0.0,0
Manhattan,2,GPE,0.0,0
Maleik,2,PERSON,0.0,0
Detroit,2,GPE,1.0,GPE
Craig,2,PERSON,0.0,0
Crunchy,2,ORG,0.0,0
Customer,2,ORG,1.0,ORG
Dearborn,2,GPE,0.0,0
Australia,2,GPE,0.0,0
Augusto,2,PERSON,0.0,0
Desserts,2,GPE,0.0,0
YES,2,ORG,2.0,PERSON
Excellent,2,ORG,0.0,0
Dillon,2,PERSON,0.0,0
Xsavier,2,ORG,0.0,0
Dragonfire,2,PERSON,0.0,0
Durell,2,PERSON,0.0,0
Ebenezer,2,PERSON,0.0,0
Edgar,2,PERSON,7.0,PERSON
Edinburgh,2,GPE,0.0,0
England,2,GPE,1.0,GPE
Entree,2,ORG,0.0,0
Waters,2,PERSON,4.0,PERSON
Astrid,2,PERSON,0.0,0
Cornbeef,2,GPE,0.0,0
Brewers,2,ORG,1.0,ORG
Blackstone,2,GPE,0.0,0
Beyonce,2,GPE,0.0,0
Cassandra,2,PERSON,0.0,0
Cecily,2,ORG,0.0,0
Charlotte,2,GPE,0.0,0
Chaunte,2,ORG,0.0,0
Cheddar,2,PERSON,1.0,PERSON
Cheesecake,2,PERSON,0.0,0
Chelsea,2,ORG,0.0,0
Cheyenne,2,GPE,0.0,0
Chipotle,2,ORG,0.0,0
Chocolate,2,ORG,0.0,0
Barrowman,2,PERSON,0.0,0
Cindy,2,GPE,0.0,0
Claudia,2,PERSON,0.0,0
Clifton,2,PERSON,0.0,0
Barbados,2,GPE,0.0,0
Congrats,2,GPE,0.0,0
FANTASTIC,2,ORG,0.0,0
Gabriel,2,PERSON,0.0,0
GIANT,2,PERSON,0.0,0
Valentine,2,PERSON,0.0,0
Walter,2,PERSON,0.0,0
WONDERFUL,2,ORG,0.0,0
Valentina,2,GPE,0.0,0
Appleton,2,PERSON,0.0,0
GREG,2,PERSON,0.0,0
WALTER,2,ORG,0.0,0
Vancouver,1,GPE,0.0,0
Seth,1,PERSON,0.0,0
Vanillay,1,ORG,0.0,0
town!definitely,1,GPE,0.0,0
Variety,1,PERSON,0.0,0
Shaun,1,PERSON,0.0,0
Tinseltown,1,GPE,0.0,0
Service,1,PERSON,1.0,GPE
Seahawks,1,PERSON,0.0,0
bill(we,1,PERSON,0.0,0
UNLIMMTED,1,ORG,0.0,0
Sephora,1,PERSON,0.0,0
Seriously,1,PERSON,0.0,0
Shhhh,1,PERSON,0.0,0
Sheetz,1,PERSON,0.0,0
future!Great,1,GPE,0.0,0
Shocking,1,GPE,0.0,0
Sky,1,ORG,0.0,0
Slider!!Okay,1,ORG,0.0,0
Smoked,1,PERSON,0.0,0
attend-,1,ORG,0.0,0
Special,1,ORG,0.0,0
Twitter,1,PERSON,0.0,0
awesomeAdam,1,PERSON,0.0,0
goodMy,1,ORG,0.0,0
Vegetables,1,GPE,0.0,0
Veggie,1,PERSON,0.0,0
Siracha,1,GPE,0.0,0
heaven,1,GPE,0.0,0
Sirloin-,1,PERSON,0.0,0
Valerie,1,PERSON,0.0,0
Schoenherr,1,PERSON,0.0,0
Schaumburg,1,GPE,1.0,GPE
SCT,1,ORG,0.0,0
SHE,1,ORG,0.0,0
SHUTUP,1,ORG,0.0,0
SOOOOOOO,1,ORG,0.0,0
entreeI'm,1,ORG,0.0,0
SPECTACULAR,1,ORG,0.0,0
STARVING,1,ORG,0.0,0
end!!!Me,1,ORG,0.0,0
y'all!!!****Me,1,ORG,0.0,0
Rudy!It,1,ORG,0.0,0
10:00pm,1,PERSON,0.0,0
Universal,1,GPE,0.0,0
Ryleigh,1,PERSON,0.0,0
flatbread(he,1,ORG,0.0,0
Uncle,1,PERSON,0.0,0
Understood,1,ORG,0.0,0
mine.food,1,ORG,0.0,0
Springfield,1,GPE,0.0,0
Salads,1,ORG,0.0,0
Salvador,1,ORG,5.0,ORG
Sangrias,1,PERSON,0.0,0
Sampler,1,ORG,0.0,0
Samsung,1,ORG,0.0,0
delicious!!Well,1,ORG,0.0,0
Spotted,1,ORG,0.0,0
TOPPED,1,ORG,0.0,0
Wyoming,1,GPE,0.0,0
Worldgate,1,PERSON,0.0,0
Worcester,1,GPE,0.0,0
Woohoo,1,PERSON,0.0,0
Tatayana,1,PERSON,0.0,0
Wisconsin,1,GPE,1.0,GPE
Willowbrook,1,ORG,0.0,0
Trafford,1,ORG,0.0,0
Xavier,1,PERSON,0.0,0
Wilkes,1,ORG,0.0,0
Vodka,1,PERSON,0.0,0
Wildfire,1,GPE,0.0,0
Weekends,1,GPE,0.0,0
Theresa,1,PERSON,0.0,0
12/14/12,1,PERSON,0.0,0
Wayne,1,PERSON,0.0,0
Watertown,1,GPE,0.0,0
Waitstaff,1,PERSON,0.0,0
Warriors,1,ORG,0.0,0
Wifey,1,PERSON,0.0,0
Wichita,1,GPE,1.0,GPE
Whaaat,1,PERSON,0.0,0
Westfield,1,ORG,0.0,0
Thanx,1,PERSON,0.0,0
Westbury,1,GPE,1.0,GPE
Waitresses,1,PERSON,0.0,0
YOUUU,1,ORG,0.0,0
WINNER,1,ORG,0.0,0
TGIFI,1,ORG,0.0,0
Stellar,1,ORG,0.0,0
Tropical,1,ORG,0.0,0
Stockholm,1,GPE,0.0,0
ago!Me,1,ORG,0.0,0
Strawberry,1,PERSON,1.0,PERSON
Streeterville!I,1,GPE,0.0,0
Unlimited,1,ORG,0.0,0
Troy,1,PERSON,0.0,0
Sprite,1,PERSON,0.0,0
WAAAYYYYY,1,ORG,0.0,0
Stacked,1,PERSON,0.0,0
Truffle,1,GPE,0.0,0
WEDGE,1,ORG,0.0,0
Yelpers,1,ORG,0.0,0
Tripod,1,GPE,0.0,0
incredible!!!Joseph,1,ORG,0.0,0
TERRIFIC,1,ORG,0.0,0
Yippie,1,PERSON,0.0,0
jessica,1,PERSON,0.0,0
Trevor,1,PERSON,0.0,0
YUMMMM,1,ORG,0.0,0
Yessenia,1,GPE,0.0,0
Yiummy,1,PERSON,0.0,0
Sunset,1,GPE,0.0,0
[,1,ORG,0.0,0
Yuengling,1,GPE,1.0,GPE
Zachary,1,PERSON,0.0,0
Syracuse,1,GPE,0.0,0
Rodriguez,1,PERSON,0.0,0
C29,1,GPE,0.0,0
Brookfield,1,GPE,1.0,GPE
Brownies,1,PERSON,0.0,0
Brrrrrrrrupppp,1,PERSON,0.0,0
Buckeystown,1,PERSON,0.0,0
Budweisers,1,ORG,0.0,0
Bugaboo,1,ORG,0.0,0
Burbank,1,GPE,0.0,0
Burlington,1,ORG,1.0,ORG
Busser,1,PERSON,0.0,0
Butterscotch,1,PERSON,0.0,0
C-29,1,GPE,0.0,0
CHICAGO,1,ORG,0.0,0
Champaign,1,GPE,0.0,0
CHRISTMAS,1,PERSON,0.0,0
CLEANER,1,ORG,0.0,0
CONSISTENTLY,1,ORG,0.0,0
CVS,1,ORG,0.0,0
Caleb(The,1,ORG,0.0,0
Candace,1,PERSON,0.0,0
Capital,1,ORG,0.0,0
Celiac,1,PERSON,1.0,GPE
Broccoli,1,PERSON,1.0,PERSON
Brighton,1,GPE,0.0,0
Bakersfield,1,GPE,0.0,0
Balynda,1,GPE,0.0,0
Barbecue,1,ORG,0.0,0
Batcave,1,PERSON,0.0,0
Bathrooms,1,PERSON,0.0,0
Behavior,1,PERSON,0.0,0
Bennigan,1,ORG,0.0,0
Bensalem,1,GPE,0.0,0
Biggups,1,ORG,0.0,0
Bingo,1,PERSON,0.0,0
Blair,1,PERSON,0.0,0
Blessing,1,PERSON,0.0,0
Bloody,1,PERSON,1.0,PERSON
Blueberry,1,ORG,0.0,0
Boardwalk,1,ORG,0.0,0
Bonefish,1,GPE,0.0,0
Boulevard,1,ORG,0.0,0
Bourbon,1,ORG,0.0,0
Breaded,1,ORG,0.0,0
Centre,1,PERSON,0.0,0
Channell,1,PERSON,0.0,0
BONUS,1,ORG,0.0,0
Discovery,1,GPE,0.0,0
DanielGood,1,ORG,0.0,0
Daquiris,1,PERSON,0.0,0
Deandre,1,PERSON,0.0,0
Decour,1,GPE,0.0,0
Delicious,1,ORG,0.0,0
Derrick,1,PERSON,0.0,0
Dessert,1,PERSON,1.0,ORG
Diamond,1,GPE,0.0,0
Cheala,1,GPE,0.0,0
Dogfishhead,1,PERSON,0.0,0
Double,1,ORG,0.0,0
Doubletree,1,GPE,0.0,0
Downtown,1,GPE,0.0,0
DragonFire,1,PERSON,0.0,0
Drinks,1,ORG,0.0,0
Dunwoody,1,GPE,0.0,0
EACHOTHER,1,ORG,0.0,0
ERIK,1,PERSON,0.0,0
Dallas,1,GPE,0.0,0
Dakota,1,GPE,0.0,0
Cheerfully,1,PERSON,0.0,0
Chevy,1,ORG,0.0,0
Chichen,1,PERSON,0.0,0
Church,1,ORG,0.0,0
Claryssa,1,PERSON,0.0,0
Colombia,1,GPE,0.0,0
Columbia,1,ORG,0.0,0
Compton,1,PERSON,1.0,GPE
Convenient,1,ORG,0.0,0
Cooper,1,PERSON,0.0,0
CornBeef,1,ORG,0.0,0
Crickit,1,GPE,0.0,0
Cupcake,1,PERSON,0.0,0
Cupertino,1,GPE,0.0,0
Cynthia,1,PERSON,3.0,PERSON
DCR,1,ORG,0.0,0
DEFINITELY,1,ORG,0.0,0
DIDDY,1,PERSON,0.0,0
DIE,1,ORG,0.0,0
BLUE,1,ORG,0.0,0
Rockford,1,GPE,0.0,0
6/14/13,1,PERSON,0.0,0
30days,1,GPE,0.0,0
3:15pm,1,PERSON,0.0,0
40D,1,PERSON,0.0,0
4PM,1,PERSON,0.0,0
5-dollar,1,ORG,0.0,0
Arcadia,1,GPE,0.0,0
Amayjah,1,ORG,0.0,0
Anastasia,1,PERSON,0.0,0
Annapolis,1,GPE,0.0,0
Anyways,1,PERSON,4.0,PERSON
Anywho,1,PERSON,0.0,0
Apps,1,PERSON,1.0,PERSON
Aquatica,1,GPE,0.0,0
Artemisi,1,PERSON,0.0,0
Artichoke,1,PERSON,0.0,0
Ashleigh,1,ORG,0.0,0
Ashly,1,PERSON,0.0,0
Asiago,1,GPE,0.0,0
Atlanta,1,GPE,1.0,GPE
Auburn,1,GPE,0.0,0
Alfredo,1,PERSON,4.0,PERSON
Alcoholic,1,ORG,1.0,ORG
Agoura,1,ORG,0.0,0
90s,1,ORG,0.0,0
A-1,1,ORG,0.0,0
ALLYSON,1,ORG,0.0,0
ALSO,1,ORG,0.0,0
AMAZINGGGGG,1,ORG,0.0,0
ANOTHER,1,ORG,0.0,0
ANYWAY,1,ORG,0.0,0
AYANA,1,PERSON,0.0,0
Adorable,1,ORG,0.0,0
EVERYONE,1,ORG,3.0,ORG
EVERYTHING,1,ORG,2.0,ORG
Eagles,1,ORG,0.0,0
McDonald,1,ORG,4.0,PERSON
Metairie,1,GPE,0.0,0
Michigan,1,PERSON,0.0,0
Middletown,1,GPE,0.0,0
Millionaire,1,PERSON,0.0,0
Milwaukee,1,GPE,0.0,0
Mississippi,1,GPE,0.0,0
Mojito,1,GPE,2.0,PERSON
Monroeville,1,GPE,0.0,0
Newburg,1,GPE,0.0,0
Mossimo,1,PERSON,0.0,0
Mudslide,1,GPE,0.0,0
NOW,1,ORG,0.0,0
NYC,1,ORG,0.0,0
Nachos,1,PERSON,0.0,0
Naperville,1,GPE,0.0,0
Nashville,1,GPE,0.0,0
Massachusetts,1,GPE,0.0,0
Martini,1,PERSON,0.0,0
Marshall,1,PERSON,0.0,0
Layout,1,PERSON,0.0,0
Leraunt,1,ORG,0.0,0
LiJahnn,1,PERSON,0.0,0
Loooove,1,ORG,0.0,0
Lorenzo,1,PERSON,0.0,0
Lucille,1,GPE,0.0,0
Lumberton,1,GPE,0.0,0
MEDIUM,1,GPE,0.0,0
MIAWow,1,PERSON,0.0,0
MINNIE,1,PERSON,0.0,0
MVP,1,ORG,0.0,0
Maaaan,1,PERSON,0.0,0
Macaroni,1,ORG,1.0,PERSON
Maggiano,1,ORG,0.0,0
Malibu,1,GPE,0.0,0
Manhasset,1,GPE,0.0,0
Marcus,1,PERSON,0.0,0
Natalie,1,PERSON,0.0,0
Newburgh,1,ORG,0.0,0
Quantity,1,ORG,0.0,0
Personable,1,PERSON,0.0,0
Pinot,1,PERSON,0.0,0
Pizookie,1,PERSON,0.0,0
Pleasant,1,PERSON,0.0,0
Poppin,1,PERSON,0.0,0
Porter,1,GPE,2.0,GPE
Potbelly,1,ORG,0.0,0
Pretzel,1,GPE,0.0,0
Pricilla,1,PERSON,0.0,0
Quakertown,1,GPE,0.0,0
Quigley,1,ORG,0.0,0
Newport,1,GPE,0.0,0
RAKEEN,1,ORG,0.0,0
REALZ,1,ORG,0.0,0
ROBBIE,1,PERSON,0.0,0
RainMan,1,ORG,0.0,0
Regina,1,ORG,0.0,0
Riddler,1,PERSON,0.0,0
Rikki,1,ORG,0.0,0
Riverside,1,GPE,0.0,0
Rivertown,1,ORG,0.0,0
Rob,1,PERSON,0.0,0
Peabody,1,ORG,0.0,0
PaulinaMy,1,ORG,0.0,0
PLAIN,1,ORG,0.0,0
PHENOMENAL,1,ORG,0.0,0
Niagara,1,PERSON,0.0,0
Ninety,1,PERSON,0.0,0
NorthField,1,ORG,0.0,0
Northbridge,1,ORG,0.0,0
Nostalgia,1,PERSON,0.0,0
O'Charleys,1,GPE,0.0,0
OOOOOhhh,1,ORG,0.0,0
ORLANDO,1,GPE,0.0,0
OSCAR,1,ORG,0.0,0
OUTSTANDING,1,ORG,0.0,0
Oberall,1,PERSON,0.0,0
Ohh,1,PERSON,0.0,0
Old,1,ORG,0.0,0
Omg,1,PERSON,0.0,0
Organized,1,GPE,0.0,0
Ornario!I,1,PERSON,0.0,0
PASADENA,1,ORG,0.0,0
PBR,1,ORG,0.0,0
Latoya,1,PERSON,0.0,0
Langustos,1,PERSON,0.0,0
Fullerton,1,GPE,0.0,0
Fuqua,1,ORG,0.0,0
Gameworks,1,GPE,0.0,0
Garlic,1,GPE,1.0,PERSON
Garret,1,PERSON,0.0,0
Genesis,1,ORG,0.0,0
God,1,PERSON,0.0,0
Langhorne,1,PERSON,0.0,0
Google,1,ORG,0.0,0
Gorgonzola,1,PERSON,0.0,0
Grafton,1,GPE,0.0,0
Grandville,1,GPE,1.0,GPE
Greeted,1,ORG,0.0,0
Greeter,1,PERSON,0.0,0
Gulfport,1,GPE,0.0,0
HECTIC,1,ORG,0.0,0
HGVC,1,ORG,0.0,0
HOLLA,1,ORG,0.0,0
Hailey,1,ORG,0.0,0
Eatontown,1,GPE,0.0,0
Eberardo,1,PERSON,0.0,0
Eleanor,1,PERSON,0.0,0
Elvis,1,PERSON,0.0,0
Elyssa,1,PERSON,0.0,0
Emilo,1,PERSON,0.0,0
Engagement,1,GPE,0.0,0
Everett,1,PERSON,0.0,0
FABULOUS,1,ORG,0.0,0
FRIDAY,1,ORG,4.0,ORG
Fairfax,1,GPE,0.0,0
Fantastic,1,ORG,0.0,0
Flat,1,PERSON,0.0,0
Flavor,1,PERSON,1.0,PERSON
Flavourful,1,PERSON,0.0,0
Forreal,1,PERSON,0.0,0
Framingham,1,GPE,2.0,GPE
Fredrick,1,GPE,0.0,0
Harrisburg,1,GPE,0.0,0
Jermaine,1,ORG,0.0,0
JorgeLove,1,ORG,0.0,0
Joyful,1,PERSON,0.0,0
Juliett,1,PERSON,0.0,0
JumpBurger,1,GPE,0.0,0
Karoke,1,GPE,0.0,0
Kathryn,1,PERSON,0.0,0
Kelvin,1,PERSON,0.0,0
Knowledgeable,1,PERSON,0.0,0
Kurt,1,PERSON,0.0,0
L'Espalier,1,ORG,0.0,0
LAURA,1,PERSON,0.0,0
LOREEN,1,ORG,0.0,0
LOVES,1,ORG,0.0,0
LUCKY,1,ORG,0.0,0
"""",1,ORG,0.0,0
Jeffrey!They,1,PERSON,0.0,0
Hendrick,1,PERSON,0.0,0
Hennessy,1,PERSON,0.0,0
