entity,best,da,worst,da2
Applebee,17,ORG,13.0,GPE
Sean,2,PERSON,0.0,0
Hays,2,PERSON,0.0,0
Chili,2,ORG,0.0,0
Jordan,2,GPE,0.0,0
Bartender,2,PERSON,0.0,0
the,2,ORG,0.0,0
Seal,1,PERSON,0.0,0
Standard,1,ORG,0.0,0
Uniontown,1,GPE,0.0,0
Palm,1,GPE,0.0,0
Kelly,1,PERSON,0.0,0
Napa,1,ORG,1.0,ORG
Christopher,1,PERSON,0.0,0
Alyssa,1,GPE,0.0,0
BEST,1,PERSON,0.0,0
Baltimore,1,GPE,0.0,0
Caesar,1,PERSON,0.0,0
Dollaritas,1,ORG,0.0,0
Menifee,1,GPE,0.0,0
Dracula,1,GPE,0.0,0
Elk,1,PERSON,0.0,0
Favourite,1,PERSON,0.0,0
Gilroy,1,PERSON,0.0,0
Juice,1,GPE,0.0,0
&,1,PERSON,0.0,0
Margarita,1,PERSON,0.0,0
Menefee,1,PERSON,0.0,0
