name,good,da,bad,da2
food,35,NOUN,40.0,NOUN
service,26,NOUN,24.0,NOUN
time,16,NOUN,30.0,NOUN
drink,15,NOUN,10.0,NOUN
go,15,NOUN,0.0,0
drinks,14,NOUN,16.0,NOUN
place,13,NOUN,22.0,NOUN
server,13,NOUN,26.0,NOUN
one,12,NOUN,14.0,NOUN
night,12,NOUN,4.0,NOUN
bar,11,NOUN,16.0,NOUN
apps,10,NOUN,6.0,NOUN
what,9,NOUN,18.0,NOUN
waiter,9,NOUN,14.0,NOUN
order,8,NOUN,31.0,NOUN
minutes,8,NOUN,36.0,NOUN
chicken,8,NOUN,10.0,NOUN
day,8,NOUN,4.0,NOUN
appetizers,7,NOUN,6.0,NOUN
location,7,NOUN,18.0,NOUN
staff,7,NOUN,15.0,NOUN
Fridays,7,NOUN,5.0,NOUN
sauce,7,NOUN,6.0,NOUN
people,7,NOUN,14.0,NOUN
wait,6,NOUN,9.0,NOUN
dinner,6,NOUN,3.0,NOUN
meal,6,NOUN,10.0,NOUN
bartender,6,NOUN,3.0,NOUN
thing,6,NOUN,3.0,NOUN
salad,6,NOUN,2.0,NOUN
experience,5,NOUN,10.0,NOUN
tables,5,NOUN,12.0,NOUN
half,5,NOUN,4.0,NOUN
check,5,NOUN,7.0,NOUN
waitress,5,NOUN,13.0,NOUN
menu,5,NOUN,2.0,NOUN
area,5,NOUN,7.0,NOUN
who,5,NOUN,15.0,NOUN
dressing,5,NOUN,2.0,NOUN
evening,5,NOUN,0.0,0
stop,5,NOUN,0.0,0
burger,4,NOUN,5.0,NOUN
restaurant,4,NOUN,11.0,NOUN
something,4,NOUN,3.0,NOUN
friends,4,NOUN,2.0,NOUN
star,4,NOUN,4.0,NOUN
husband,4,NOUN,2.0,NOUN
everything,4,NOUN,1.0,NOUN
ribs,4,NOUN,1.0,NOUN
bacon,4,NOUN,2.0,NOUN
shrimp,4,NOUN,6.0,NOUN
jack,4,NOUN,1.0,NOUN
work,4,NOUN,3.0,NOUN
restaurants,4,NOUN,5.0,NOUN
sassy,4,NOUN,0.0,0
times,4,NOUN,8.0,NOUN
karaoke,3,NOUN,0.0,0
today,3,NOUN,1.0,NOUN
cheese,3,NOUN,3.0,NOUN
refills,3,NOUN,2.0,NOUN
wife,3,NOUN,4.0,NOUN
portions,3,NOUN,0.0,0
size,3,NOUN,1.0,NOUN
sticks,3,NOUN,4.0,NOUN
fries,3,NOUN,0.0,0
music,3,NOUN,4.0,NOUN
meals,3,NOUN,4.0,NOUN
flight,3,NOUN,0.0,0
Food,3,NOUN,6.0,NOUN
general,3,NOUN,0.0,0
couple,3,NOUN,1.0,NOUN
dish,3,NOUN,0.0,0
years,3,NOUN,5.0,NOUN
letters,3,NOUN,0.0,0
rack,3,NOUN,0.0,0
front,3,NOUN,5.0,NOUN
options,3,NOUN,0.0,0
Service,3,NOUN,5.0,NOUN
cup,2,NOUN,1.0,NOUN
onion,2,NOUN,0.0,0
beer,2,NOUN,2.0,NOUN
nachos,2,NOUN,0.0,0
Waitress,2,NOUN,1.0,NOUN
beers,2,NOUN,0.0,0
locals,2,NOUN,0.0,0
bit,2,NOUN,2.0,NOUN
stars,2,NOUN,3.0,NOUN
salmon,2,NOUN,0.0,0
orlando,2,NOUN,0.0,0
girl,2,NOUN,2.0,NOUN
specials,2,NOUN,2.0,NOUN
price,2,NOUN,2.0,NOUN
anything,2,NOUN,2.0,NOUN
hostess,2,NOUN,11.0,NOUN
spot,2,NOUN,1.0,NOUN
customer,2,NOUN,4.0,NOUN
visit,2,NOUN,4.0,NOUN
stay,2,NOUN,0.0,0
skins,2,NOUN,2.0,NOUN
number,2,NOUN,0.0,0
Drinks,2,NOUN,1.0,NOUN
welcoming,2,NOUN,0.0,0
regular,2,NOUN,0.0,0
dining,2,NOUN,3.0,NOUN
variety,2,NOUN,1.0,NOUN
kind,2,NOUN,3.0,NOUN
chain,2,NOUN,1.0,NOUN
atmosphere,2,NOUN,0.0,0
lobster,2,NOUN,0.0,0
name,2,NOUN,1.0,NOUN
servers,2,NOUN,7.0,NOUN
tea,2,NOUN,0.0,0
toya,2,NOUN,0.0,0
choice,2,NOUN,1.0,NOUN
dip,2,NOUN,0.0,0
spinach,2,NOUN,0.0,0
left,2,NOUN,13.0,NOUN
hour,2,NOUN,11.0,NOUN
reason,2,NOUN,0.0,0
refill,2,NOUN,2.0,NOUN
changes,2,NOUN,0.0,0
lunch,2,NOUN,5.0,NOUN
annoyances,2,NOUN,0.0,0
garbage,2,NOUN,0.0,0
pick,2,NOUN,0.0,0
alcohol,2,NOUN,1.0,NOUN
pasta,2,NOUN,2.0,NOUN
reviews,2,NOUN,0.0,0
friend,2,NOUN,6.0,NOUN
mind,2,NOUN,0.0,0
stuff,2,NOUN,1.0,NOUN
tonight,2,NOUN,3.0,NOUN
orders,2,NOUN,4.0,NOUN
bygones,2,NOUN,0.0,0
trash,1,NOUN,7.0,NOUN
app,1,NOUN,4.0,NOUN
paper,1,NOUN,0.0,0
guy,1,NOUN,2.0,NOUN
Everything,1,NOUN,0.0,0
waitlist,1,NOUN,0.0,0
life,1,NOUN,2.0,NOUN
view,1,NOUN,0.0,0
sports,1,NOUN,0.0,0
events,1,NOUN,0.0,0
game,1,NOUN,0.0,0
plate,1,NOUN,0.0,0
waiters,1,NOUN,4.0,NOUN
technology,1,NOUN,0.0,0
competition,1,NOUN,0.0,0
mins,1,NOUN,4.0,NOUN
truth,1,NOUN,0.0,0
patio,1,NOUN,8.0,NOUN
cube,1,NOUN,0.0,0
nights,1,NOUN,1.0,NOUN
rewards,1,NOUN,0.0,0
ice,1,NOUN,7.0,NOUN
program,1,NOUN,0.0,0
parking,1,NOUN,3.0,NOUN
meat,1,NOUN,0.0,0
delish,1,NOUN,0.0,0
lots,1,NOUN,0.0,0
combinations,1,NOUN,0.0,0
purse,1,NOUN,0.0,0
sides,1,NOUN,0.0,0
ass,1,NOUN,3.0,NOUN
table,1,NOUN,17.0,NOUN
comments,1,NOUN,0.0,0
mother,1,NOUN,0.0,0
everyone,1,NOUN,2.0,NOUN
tail,1,NOUN,0.0,0
home,1,NOUN,4.0,NOUN
party,1,NOUN,3.0,NOUN
bike,1,NOUN,0.0,0
distractions,1,NOUN,0.0,0
peppers,1,NOUN,0.0,0
thickness,1,NOUN,0.0,0
glassware,1,NOUN,0.0,0
sec,1,NOUN,0.0,0
Came,1,NOUN,2.0,NOUN
troubles,1,NOUN,0.0,0
flow,1,NOUN,0.0,0
rhythm,1,NOUN,0.0,0
Thanks,1,NOUN,0.0,0
considering,1,NOUN,0.0,0
wings,1,NOUN,4.0,NOUN
entrees,1,NOUN,0.0,0
plenty,1,NOUN,0.0,0
website,1,NOUN,0.0,0
spots,1,NOUN,0.0,0
minute,1,NOUN,5.0,NOUN
control,1,NOUN,0.0,0
downtown,1,NOUN,0.0,0
nothing,1,NOUN,4.0,NOUN
problems,1,NOUN,1.0,NOUN
bunch,1,NOUN,1.0,NOUN
environment,1,NOUN,0.0,0
kids,1,NOUN,1.0,NOUN
litty,1,NOUN,0.0,0
block,1,NOUN,0.0,0
dj,1,NOUN,0.0,0
