name,bad,da,good,da2
service,16,NOUN,33.0,NOUN
waitress,14,NOUN,10.0,NOUN
food,14,NOUN,40.0,NOUN
place,12,NOUN,17.0,NOUN
order,9,NOUN,8.0,NOUN
one,9,NOUN,10.0,NOUN
burger,9,NOUN,41.0,NOUN
fries,8,NOUN,43.0,NOUN
what,8,NOUN,11.0,NOUN
manager,8,NOUN,3.0,NOUN
server,7,NOUN,16.0,NOUN
water,7,NOUN,3.0,NOUN
burgers,6,NOUN,21.0,NOUN
coupon,6,NOUN,0.0,0
time,6,NOUN,15.0,NOUN
friend,5,NOUN,3.0,NOUN
way,5,NOUN,6.0,NOUN
meal,5,NOUN,7.0,NOUN
tables,5,NOUN,2.0,NOUN
minutes,5,NOUN,3.0,NOUN
times,4,NOUN,4.0,NOUN
table,4,NOUN,7.0,NOUN
customer,4,NOUN,4.0,NOUN
stars,4,NOUN,0.0,0
care,4,NOUN,3.0,NOUN
location,4,NOUN,7.0,NOUN
deal,4,NOUN,0.0,0
while,4,NOUN,4.0,NOUN
drinks,4,NOUN,9.0,NOUN
wife,4,NOUN,0.0,0
mins,4,NOUN,0.0,0
reviews,3,NOUN,0.0,0
wait,3,NOUN,9.0,NOUN
thanks,3,NOUN,0.0,0
coupons,3,NOUN,0.0,0
plate,3,NOUN,0.0,0
family,3,NOUN,7.0,NOUN
salad,3,NOUN,5.0,NOUN
yesterday,3,NOUN,0.0,0
start,3,NOUN,0.0,0
past,3,NOUN,1.0,NOUN
Food,3,NOUN,3.0,NOUN
things,3,NOUN,2.0,NOUN
money,3,NOUN,1.0,NOUN
What,3,NOUN,0.0,0
experience,3,NOUN,8.0,NOUN
RED,3,NOUN,1.0,NOUN
drink,3,NOUN,1.0,NOUN
Server,3,NOUN,0.0,0
customers,3,NOUN,4.0,NOUN
employee,3,NOUN,1.0,NOUN
night,3,NOUN,3.0,NOUN
chicken,3,NOUN,6.0,NOUN
staff,3,NOUN,6.0,NOUN
heck,2,NOUN,0.0,0
