entity,best,da,worst,da2
CPK,81,ORG,17.0,ORG
California,18,ORG,2.0,GPE
Love,16,PERSON,0.0,0
BBQ,14,ORG,1.0,GPE
Tito,8,ORG,0.0,0
Seth,7,PERSON,0.0,0
Banh,6,PERSON,0.0,0
Hawaii,6,GPE,1.0,GPE
Kitty,6,ORG,0.0,0
Annie,5,PERSON,0.0,0
Ashley,5,ORG,0.0,0
The,5,ORG,0.0,0
Place,5,ORG,0.0,0
 It,5,ORG,5.0,PERSON
Tova,4,ORG,0.0,0
Fresh,4,PERSON,0.0,0
Aloha,4,PERSON,0.0,0
Mililani,4,GPE,0.0,0
Ginger,4,PERSON,0.0,0
Pepsi,4,PERSON,0.0,0
Brianna,3,PERSON,0.0,0
AMAZING,3,ORG,0.0,0
Pearlridge,3,ORG,0.0,0
Naomi,3,PERSON,0.0,0
Maui,3,PERSON,0.0,0
Cobb,3,PERSON,0.0,0
Cpk,3,PERSON,0.0,0
Chicken,3,PERSON,0.0,0
Jambalaya,3,ORG,1.0,PERSON
Mediterranean,3,ORG,0.0,0
Greg,2,ORG,0.0,0
Guadalajara,2,GPE,0.0,0
Lunch,2,PERSON,0.0,0
Las,2,GPE,0.0,0
Friendly,2,ORG,0.0,0
Irvine,2,GPE,0.0,0
Kelsey,2,PERSON,0.0,0
LAME,2,ORG,0.0,0
Kung,2,PERSON,1.0,PERSON
Jasmyn,2,GPE,0.0,0
Kapolei,2,GPE,0.0,0
ShangriLa,2,GPE,0.0,0
Menu,2,PERSON,0.0,0
WOO,2,PERSON,0.0,0
Yvette,2,GPE,0.0,0
Merlot,2,PERSON,0.0,0
usFood,2,PERSON,0.0,0
 Cindy,2,PERSON,0.0,0
Team,2,PERSON,0.0,0
Stoneridge,2,ORG,0.0,0
Steven,2,PERSON,0.0,0
Spicy,2,ORG,0.0,0
Short,2,PERSON,0.0,0
SF,2,GPE,0.0,0
Romaine,2,PERSON,0.0,0
Quinn,2,PERSON,0.0,0
Pizzas,2,PERSON,0.0,0
Pinot,2,PERSON,0.0,0
Pasadena,2,GPE,0.0,0
Oahu,2,ORG,0.0,0
Mozzarella,2,GPE,0.0,0
Mother,2,PERSON,0.0,0
El,2,ORG,0.0,0
LOL,2,ORG,0.0,0
Celso,2,PERSON,0.0,0
Chipotle,2,ORG,0.0,0
Chris,2,PERSON,0.0,0
Austin,2,GPE,0.0,0
