entity,best,da,worst,da2
BJ,70,ORG,19.0,ORG
the,28,ORG,0.0,0
Gary,14,ORG,0.0,0
The,12,ORG,0.0,0
Wine,8,PERSON,0.0,0
San,7,GPE,0.0,0
a,7,ORG,0.0,0
Root,5,ORG,0.0,0
Mesa,5,GPE,0.0,0
GF,5,ORG,0.0,0
Clam,5,GPE,0.0,0
Pizookie,5,PERSON,0.0,0
New,5,GPE,1.0,ORG
Quinoa,4,PERSON,0.0,0
Jonathan,4,PERSON,0.0,0
Chips,4,GPE,0.0,0
Brandon,4,PERSON,3.0,PERSON
Alicia,4,PERSON,0.0,0
Yelp,3,ORG,1.0,PERSON
Cubs,3,PERSON,0.0,0
BBQ,3,ORG,0.0,0
BOGO,3,ORG,0.0,0
AMAZING,3,ORG,0.0,0
Brussels,3,GPE,1.0,GPE
Father,3,PERSON,0.0,0
Martin,3,PERSON,0.0,0
Sriracha,3,ORG,0.0,0
Jeff,3,PERSON,0.0,0
Mediterranean,3,ORG,0.0,0
California,2,GPE,0.0,0
Jeremiah,2,PERSON,0.0,0
Cameron,2,PERSON,0.0,0
Parmesan,2,PERSON,0.0,0
Jerry,2,PERSON,0.0,0
Sparks,2,PERSON,0.0,0
Buffalo,2,GPE,0.0,0
Cedar,2,PERSON,0.0,0
Chalena,2,PERSON,0.0,0
Tabitha,2,PERSON,0.0,0
Brody,2,PERSON,0.0,0
Churros,2,ORG,0.0,0
Citrus,2,GPE,0.0,0
Nashville,2,GPE,0.0,0
Nicki,2,ORG,0.0,0
Nick,2,PERSON,0.0,0
MW,2,GPE,0.0,0
Chicken,2,PERSON,1.0,PERSON
Alfredo,2,PERSON,0.0,0
Alabama,2,GPE,0.0,0
Ahi,2,PERSON,0.0,0
Angel,2,PERSON,0.0,0
Ashley,2,ORG,0.0,0
Bacon,2,ORG,0.0,0
Annalisa,2,PERSON,0.0,0
 ,2,PERSON,1.0,PERSON
Brentwood,2,GPE,0.0,0
Slidell,1,GPE,1.0,GPE
Soooo,1,PERSON,0.0,0
Sirloin,1,PERSON,0.0,0
Shrimp,1,GPE,0.0,0
Staff,1,PERSON,0.0,0
Soup,1,PERSON,0.0,0
Spaghetti,1,ORG,0.0,0
sugarland,1,GPE,0.0,0
Spinach,1,ORG,0.0,0
SAID,1,ORG,0.0,0
Price,1,PERSON,0.0,0
Purple,1,GPE,0.0,0
Rachel,1,PERSON,0.0,0
Rancho,1,GPE,0.0,0
Raven,1,ORG,0.0,0
Restaurant,1,ORG,0.0,0
Russell,1,ORG,0.0,0
Stephen,1,PERSON,0.0,0
SINFUL,1,ORG,0.0,0
Salmon,1,ORG,0.0,0
Schultz,1,PERSON,0.0,0
Stefan,1,PERSON,0.0,0
Vienna,1,GPE,0.0,0
WE,1,ORG,0.0,0
WOW,1,ORG,0.0,0
WTF,1,ORG,0.0,0
Waitress,1,PERSON,0.0,0
Wesley,1,PERSON,0.0,0
Yay,1,PERSON,0.0,0
Yessiree,1,PERSON,0.0,0
Yuengling,1,GPE,0.0,0
Yupper,1,PERSON,0.0,0
excellent--,1,ORG,0.0,0
Zachary,1,PERSON,0.0,0
deliciousAh,1,ORG,0.0,0
burbank,1,GPE,0.0,0
Variety,1,PERSON,0.0,0
VERY,1,ORG,0.0,0
TATONKA,1,ORG,0.0,0
TMI,1,ORG,0.0,0
Tabatha,1,PERSON,0.0,0
Tampa,1,ORG,0.0,0
Texas,1,GPE,0.0,0
Tortilla,1,ORG,0.0,0
Triple,1,GPE,0.0,0
Truly,1,PERSON,1.0,PERSON
Tuscan,1,ORG,0.0,0
Pita,1,ORG,0.0,0
Lightswitch,1,PERSON,0.0,0
Pazookie,1,PERSON,0.0,0
Asseray,1,PERSON,0.0,0
Artichoke,1,PERSON,0.0,0
Apple,1,ORG,0.0,0
Anyways,1,PERSON,0.0,0
Anthony,1,PERSON,0.0,0
Andy,1,PERSON,0.0,0
Alex,1,PERSON,0.0,0
BEAUTIFUL,1,ORG,0.0,0
BEST,1,PERSON,0.0,0
Ballast,1,ORG,0.0,0
Cottonwood,1,ORG,0.0,0
Cooked,1,PERSON,0.0,0
Cinemark,1,GPE,0.0,0
Chicago,1,GPE,2.0,GPE
Calamari,1,ORG,0.0,0
Brady,1,PERSON,0.0,0
CCF,1,ORG,0.0,0
Bryson,1,ORG,0.0,0
Broccoli,1,PERSON,0.0,0
Brewhouse,1,PERSON,0.0,0
4-star,1,ORG,0.0,0
Couscous,1,PERSON,0.0,0
Crispy,1,ORG,0.0,0
Customers,1,ORG,0.0,0
Lentil,1,PERSON,0.0,0
Michelle,1,PERSON,0.0,0
Longhouse,1,ORG,0.0,0
Liz,1,PERSON,0.0,0
Lettuce,1,PERSON,0.0,0
Leanne,1,ORG,0.0,0
Miguel,1,PERSON,0.0,0
Kitchen,1,PERSON,0.0,0
Kinda,1,GPE,0.0,0
Kamaria,1,PERSON,0.0,0
Judas,1,GPE,0.0,0
Jambalaya,1,PERSON,0.0,0
Oasis,1,ORG,0.0,0
Oxnard,1,GPE,0.0,0
Order,1,ORG,0.0,0
Orange,1,ORG,0.0,0
Ok,1,GPE,0.0,0
OMG,1,ORG,0.0,0
Moriah,1,ORG,0.0,0
North,1,GPE,0.0,0
Nordstrom,1,ORG,0.0,0
Nelson,1,PERSON,0.0,0
NOW,1,ORG,0.0,0
DC,1,ORG,0.0,0
Fresno,1,GPE,0.0,0
Foodwise,1,ORG,0.0,0
Flavor,1,PERSON,0.0,0
Facebook,1,GPE,0.0,0
FL,1,GPE,0.0,0
Fries,1,PERSON,1.0,PERSON
Elizabeth,1,PERSON,0.0,0
Ed,1,PERSON,0.0,0
Disgusting,1,ORG,0.0,0
Dessert,1,PERSON,0.0,0
DTR,1,ORG,0.0,0
Friendly,1,ORG,0.0,0
GREAT,1,PERSON,0.0,0
Hillsboro,1,GPE,0.0,0
Iceberg,1,GPE,0.0,0
IMO,1,ORG,0.0,0
IMHO,1,ORG,0.0,0
Hunter,1,PERSON,0.0,0
Hostess,1,ORG,0.0,0
Honestly,1,PERSON,0.0,0
GRUB,1,ORG,0.0,0
HANGRY,1,ORG,0.0,0
Grub,1,PERSON,0.0,0
Glendale,1,GPE,0.0,0
Ghirardelli,1,GPE,0.0,0
