,close,date
0,3.9472219305501173,2012-01-03
1,3.9472219305501173,2012-01-04
2,3.9472219305501173,2012-01-05
3,3.9472219305501173,2012-01-06
4,3.9472219305501173,2012-01-09
5,3.9472219305501173,2012-01-10
6,3.9472219305501173,2012-01-11
7,3.9472219305501173,2012-01-12
8,3.9472219305501173,2012-01-13
9,3.9472219305501173,2012-01-17
10,3.9472219305501173,2012-01-18
11,3.9472219305501173,2012-01-19
12,3.9472219305501173,2012-01-20
13,3.9472219305501173,2012-01-23
14,3.9472219305501173,2012-01-24
15,3.9472219305501173,2012-01-25
16,3.9472219305501173,2012-01-26
17,3.9472219305501173,2012-01-27
18,3.9472219305501173,2012-01-30
19,3.9472219305501173,2012-01-31
20,3.9472219305501173,2012-02-01
21,3.9472219305501173,2012-02-02
22,3.9472219305501173,2012-02-03
23,3.9472219305501173,2012-02-06
24,3.9472219305501173,2012-02-07
25,3.9472219305501173,2012-02-08
26,3.9472219305501173,2012-02-09
27,3.9472219305501173,2012-02-10
28,3.9472219305501173,2012-02-13
29,3.9472219305501173,2012-02-14
30,3.9472219305501173,2012-02-15
31,3.9472219305501173,2012-02-16
32,3.9472219305501173,2012-02-17
33,3.9472219305501173,2012-02-21
34,3.9472219305501173,2012-02-22
35,3.9472219305501173,2012-02-23
36,3.9472219305501173,2012-02-24
37,3.9472219305501173,2012-02-27
38,3.9472219305501173,2012-02-28
39,3.9472219305501173,2012-02-29
40,3.9472219305501173,2012-03-01
41,3.9472219305501173,2012-03-02
42,3.9472219305501173,2012-03-05
43,3.9472219305501173,2012-03-06
44,3.9472219305501173,2012-03-07
45,3.9472219305501173,2012-03-08
46,3.9472219305501173,2012-03-09
47,3.9472219305501173,2012-03-12
48,3.9472219305501173,2012-03-13
49,3.9472219305501173,2012-03-14
50,3.9472219305501173,2012-03-15
51,3.9472219305501173,2012-03-16
52,3.9472219305501173,2012-03-19
53,3.9472219305501173,2012-03-20
54,3.9472219305501173,2012-03-21
55,3.9472219305501173,2012-03-22
56,3.9472219305501173,2012-03-23
57,3.9472219305501173,2012-03-26
58,3.9472219305501173,2012-03-27
59,3.9472219305501173,2012-03-28
60,3.9473877585211703,2012-03-29
61,3.9432765051767316,2012-03-30
62,3.94111375930841,2012-04-02
63,3.9415780362606267,2012-04-03
64,3.9430190317753278,2012-04-04
65,3.9470597094740665,2012-04-05
66,3.943376394334024,2012-04-09
67,3.94130095715913,2012-04-10
68,3.940739656931658,2012-04-11
69,3.9450438515697166,2012-04-12
70,3.9431732795992445,2012-04-13
71,3.944694017960039,2012-04-16
72,3.943971681295566,2012-04-17
73,3.9426110322021612,2012-04-18
74,3.9366678052337707,2012-04-19
75,3.932216471283123,2012-04-20
76,3.9318501964270824,2012-04-23
77,3.929833487153334,2012-04-24
78,3.9291052147684997,2012-04-25
79,3.924531914958111,2012-04-26
80,3.922778969402327,2012-04-27
81,3.9166887349735875,2012-04-30
82,3.912195861982201,2012-05-01
83,3.9036682712163793,2012-05-02
84,3.9014139217245187,2012-05-03
85,3.897712716317552,2012-05-04
86,3.895606120376758,2012-05-07
87,3.891831542668709,2012-05-08
88,3.8912787092506598,2012-05-09
89,3.887553539233834,2012-05-10
90,3.879886223393019,2012-05-11
91,3.875206826706841,2012-05-14
92,3.874590243662265,2012-05-15
93,3.870881121027674,2012-05-16
94,3.8674736812238866,2012-05-17
95,3.866234208230857,2012-05-18
96,3.8631960100431137,2012-05-21
97,3.8638352767505086,2012-05-22
98,3.8646264209881718,2012-05-23
99,3.8618440146203263,2012-05-24
100,3.8582500259022585,2012-05-25
