Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Delivery,No,Metro Diner,https://www.yelp.com/adredir?ad_business_id=Xk4KLtBK4Jl6PRql1AeJYA&campaign_id=zxpgO0cJ_VrV-HKjMdt6pw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmetro-diner-macon&request_id=ceb6f78ddfb9e80c&signature=01612476fb3a8e3b6fc01d57949b1d210d9dc25f1362337de44510eccb0c0993&slot=0,Buffalo’s Cafe,https://www.yelp.com/biz/buffalos-cafe-macon?page_src=related_bizes
Tue,11:00 am - 12:00 am,Take-out,Yes,Macon Pizza Company,https://www.yelp.com/adredir?ad_business_id=sN06OkNvD-yXK4cvbwxpaA&campaign_id=4ttWXJq0gO3CcuAFOEc0jQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmacon-pizza-company-macon-2&request_id=ceb6f78ddfb9e80c&signature=37169d1e4149d8234c38e5fd4217f100c5560ba0c5b7ace3f3018c464464b9a8&slot=1,Wagers Grill & Bar,https://www.yelp.com/biz/wagers-grill-and-bar-macon-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,Cheddar’s Scratch Kitchen,https://www.yelp.com/biz/cheddars-scratch-kitchen-macon-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Bike Parking,No,,,,
Fri,11:00 am - 1:00 am,Good for Kids,No,,,,
Sat,11:00 am - 1:00 am,Good for Groups,Yes,,,,
Sun,11:00 am - 12:00 am,Attire,Casual,,,,
,,Happy Hour,Yes,,,,
,,Has TV,Yes,,,,
,,Drive-Thru,No,,,,
