PERMNO,date,NCUSIP,TICKER,COMNAM,PRC,SHROUT
13959,20150831,65540B10,NDLS,NOODLES & CO,11.92,26848
13959,20150930,65540B10,NDLS,NOODLES & CO,14.16,26186
13959,20151030,65540B10,NDLS,NOODLES & CO,14.77,26186
13959,20151130,65540B10,NDLS,NOODLES & CO,11.1,26186
13959,20151231,65540B10,NDLS,NOODLES & CO,9.69,26202
13959,20160129,65540B10,NDLS,NOODLES & CO,12.04,26202
13959,20160229,65540B10,NDLS,NOODLES & CO,12.83,26202
13959,20160331,65540B10,NDLS,NOODLES & CO,11.86,26266
13959,20160429,65540B10,NDLS,NOODLES & CO,11.15,26266
13959,20160531,65540B10,NDLS,NOODLES & CO,9.38,26266
13959,20160630,65540B10,NDLS,NOODLES & CO,9.78,26325
13959,20160729,65540B10,NDLS,NOODLES & CO,7.39,26325
13959,20160831,65540B10,NDLS,NOODLES & CO,6.54,26325
13959,20160930,65540B10,NDLS,NOODLES & CO,4.76,26342
13959,20161031,65540B10,NDLS,NOODLES & CO,4.7,26342
13959,20161130,65540B10,NDLS,NOODLES & CO,4.2,26342
13959,20161230,65540B10,NDLS,NOODLES & CO,4.1,26342
13959,20170131,65540B10,NDLS,NOODLES & CO,4.4,26351
13959,20170228,65540B10,NDLS,NOODLES & CO,3.8,26351
13959,20170331,65540B10,NDLS,NOODLES & CO,5.75,26351
13959,20170428,65540B10,NDLS,NOODLES & CO,5.85,39491
13959,20170531,65540B10,NDLS,NOODLES & CO,4.85,39491
13959,20170630,65540B10,NDLS,NOODLES & CO,3.9,39491
13959,20170731,65540B10,NDLS,NOODLES & CO,3.85,39588
13959,20170831,65540B10,NDLS,NOODLES & CO,3.85,39588
13959,20170929,65540B10,NDLS,NOODLES & CO,4.4,39588
13959,20171031,65540B10,NDLS,NOODLES & CO,4.35,39597
13959,20171130,65540B10,NDLS,NOODLES & CO,5.05,39597
13959,20171229,65540B10,NDLS,NOODLES & CO,5.25,39597
14258,20130930,,,,,
14258,20131031,73754Y10,PBPB,POTBELLY CORP,27,28007
14258,20131129,73754Y10,PBPB,POTBELLY CORP,27.875,29138
14258,20131231,73754Y10,PBPB,POTBELLY CORP,24.28,29148
14258,20140131,73754Y10,PBPB,POTBELLY CORP,22.67,29148
14258,20140228,73754Y10,PBPB,POTBELLY CORP,21.41,29151
14258,20140331,73754Y10,PBPB,POTBELLY CORP,17.87,29151
14258,20140430,73754Y10,PBPB,POTBELLY CORP,17,29255
14258,20140530,73754Y10,PBPB,POTBELLY CORP,15.81,29255
14258,20140630,73754Y10,PBPB,POTBELLY CORP,15.96,29471
14258,20140731,73754Y10,PBPB,POTBELLY CORP,11.59,29471
14258,20140829,73754Y10,PBPB,POTBELLY CORP,12.1,29478
14258,20140930,73754Y10,PBPB,POTBELLY CORP,11.66,29044
14258,20141031,73754Y10,PBPB,POTBELLY CORP,12.76,28965
14258,20141128,73754Y10,PBPB,POTBELLY CORP,13.18,28965
14258,20141231,73754Y10,PBPB,POTBELLY CORP,12.87,28935
14258,20150130,73754Y10,PBPB,POTBELLY CORP,14.03,28935
14258,20150227,73754Y10,PBPB,POTBELLY CORP,13.44,28930
14258,20150331,73754Y10,PBPB,POTBELLY CORP,13.7,28710
14258,20150430,73754Y10,PBPB,POTBELLY CORP,15.01,28710
14258,20150529,73754Y10,PBPB,POTBELLY CORP,14.05,30003
14258,20150630,73754Y10,PBPB,POTBELLY CORP,12.25,28371
14258,20150731,73754Y10,PBPB,POTBELLY CORP,13.64,30214
14258,20150831,73754Y10,PBPB,POTBELLY CORP,10.56,30214
14258,20150930,73754Y10,PBPB,POTBELLY CORP,11.01,27366
14258,20151030,73754Y10,PBPB,POTBELLY CORP,11.2,30298
14258,20151130,73754Y10,PBPB,POTBELLY CORP,12.47,30298
14258,20151231,73754Y10,PBPB,POTBELLY CORP,11.71,26304
14258,20160129,73754Y10,PBPB,POTBELLY CORP,10.7,26304
14258,20160229,73754Y10,PBPB,POTBELLY CORP,12.55,26309
14258,20160331,73754Y10,PBPB,POTBELLY CORP,13.61,26029
14258,20160429,73754Y10,PBPB,POTBELLY CORP,14.25,25979
14258,20160531,73754Y10,PBPB,POTBELLY CORP,13.22,25979
14258,20160630,73754Y10,PBPB,POTBELLY CORP,12.54,25358
14258,20160729,73754Y10,PBPB,POTBELLY CORP,13.03,25193
14258,20160831,73754Y10,PBPB,POTBELLY CORP,12.96,25193
14258,20160930,73754Y10,PBPB,POTBELLY CORP,12.43,25242
14258,20161031,73754Y10,PBPB,POTBELLY CORP,13.05,25190
14258,20161130,73754Y10,PBPB,POTBELLY CORP,13.65,25190
14258,20161230,73754Y10,PBPB,POTBELLY CORP,12.9,25139
14258,20170131,73754Y10,PBPB,POTBELLY CORP,13,25139
14258,20170228,73754Y10,PBPB,POTBELLY CORP,13.05,25072
14258,20170331,73754Y10,PBPB,POTBELLY CORP,13.9,25087
14258,20170428,73754Y10,PBPB,POTBELLY CORP,13.95,25087
14258,20170531,73754Y10,PBPB,POTBELLY CORP,11.5,25087
14258,20170630,73754Y10,PBPB,POTBELLY CORP,11.5,25087
14258,20170731,73754Y10,PBPB,POTBELLY CORP,11.5,25087
14258,20170831,73754Y10,PBPB,POTBELLY CORP,12,25087
14258,20170929,73754Y10,PBPB,POTBELLY CORP,12.4,25087
14258,20171031,73754Y10,PBPB,POTBELLY CORP,12.05,25087
14258,20171130,73754Y10,PBPB,POTBELLY CORP,12.85,25087
14258,20171229,73754Y10,PBPB,POTBELLY CORP,12.3,25087
14588,20140331,,,,,
14588,20140430,98979J10,ZOES,ZOES KITCHEN INC,26.69,18395
14588,20140530,98979J10,ZOES,ZOES KITCHEN INC,29.3,18395
14588,20140630,98979J10,ZOES,ZOES KITCHEN INC,34.38,19270
14588,20140731,98979J10,ZOES,ZOES KITCHEN INC,29.01,19270
14588,20140829,98979J10,ZOES,ZOES KITCHEN INC,29.17,19270
14588,20140930,98979J10,ZOES,ZOES KITCHEN INC,30.76,19270
14588,20141031,98979J10,ZOES,ZOES KITCHEN INC,36.46,19270
14588,20141128,98979J10,ZOES,ZOES KITCHEN INC,31.63,19270
14588,20141231,98979J10,ZOES,ZOES KITCHEN INC,29.91,19270
14588,20150130,98979J10,ZOES,ZOES KITCHEN INC,30.94,19270
14588,20150227,98979J10,ZOES,ZOES KITCHEN INC,34.31,19270
14588,20150331,98979J10,ZOES,ZOES KITCHEN INC,33.29,19292
14588,20150430,98979J10,ZOES,ZOES KITCHEN INC,30.63,19315
14588,20150529,98979J10,ZOES,ZOES KITCHEN INC,31.68,19315
14588,20150630,98979J10,ZOES,ZOES KITCHEN INC,40.94,19316
14588,20150731,98979J10,ZOES,ZOES KITCHEN INC,44.85,19316
14588,20150831,98979J10,ZOES,ZOES KITCHEN INC,34.54,19378
14588,20150930,98979J10,ZOES,ZOES KITCHEN INC,39.49,19378
14588,20151030,98979J10,ZOES,ZOES KITCHEN INC,34.43,19378
14588,20151130,98979J10,ZOES,ZOES KITCHEN INC,34.02,19384
14588,20151231,98979J10,ZOES,ZOES KITCHEN INC,27.98,19384
14588,20160129,98979J10,ZOES,ZOES KITCHEN INC,27.78,19384
14588,20160229,98979J10,ZOES,ZOES KITCHEN INC,34.93,19386
14588,20160331,98979J10,ZOES,ZOES KITCHEN INC,38.99,19386
14588,20160429,98979J10,ZOES,ZOES KITCHEN INC,37.49,19421
14588,20160531,98979J10,ZOES,ZOES KITCHEN INC,36.92,19422
14588,20160630,98979J10,ZOES,ZOES KITCHEN INC,36.27,19422
14588,20160729,98979J10,ZOES,ZOES KITCHEN INC,35.54,19422
14588,20160831,98979J10,ZOES,ZOES KITCHEN INC,27.23,19458
14588,20160930,98979J10,ZOES,ZOES KITCHEN INC,22.19,19458
14588,20161031,98979J10,ZOES,ZOES KITCHEN INC,22.67,19458
14588,20161130,98979J10,ZOES,ZOES KITCHEN INC,24.66,19460
14588,20161230,98979J10,ZOES,ZOES KITCHEN INC,23.99,19460
14588,20170131,98979J10,ZOES,ZOES KITCHEN INC,21.83,19460
14588,20170228,98979J10,ZOES,ZOES KITCHEN INC,17.92,19482
14588,20170331,98979J10,ZOES,ZOES KITCHEN INC,18.5,19482
14588,20170428,98979J10,ZOES,ZOES KITCHEN INC,18.05,19489
14588,20170531,98979J10,ZOES,ZOES KITCHEN INC,13.91,19489
14588,20170630,98979J10,ZOES,ZOES KITCHEN INC,11.91,19489
14588,20170731,98979J10,ZOES,ZOES KITCHEN INC,11.31,19489
14588,20170831,98979J10,ZOES,ZOES KITCHEN INC,12.87,19535
14588,20170929,98979J10,ZOES,ZOES KITCHEN INC,12.63,19535
14588,20171031,98979J10,ZOES,ZOES KITCHEN INC,12.28,19535
14588,20171130,98979J10,ZOES,ZOES KITCHEN INC,15.98,19555
14588,20171229,98979J10,ZOES,ZOES KITCHEN INC,16.72,19555
14654,20140430,,,,,
14654,20140530,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,10.95,16967
14654,20140630,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,9.58,16962
14654,20140731,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,8.24,16962
14654,20140829,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,8.78,16958
14654,20140930,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,10.2,16941
14654,20141031,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,9.3,16941
14654,20141128,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,10.03,16941
14654,20141231,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,11.62,16944
14654,20150130,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,13.29,16944
14654,20150227,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,13.36,16944
14654,20150331,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,18.14,16944
14654,20150430,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,17.03,16944
14654,20150529,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,17.18,16944
14654,20150630,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,20.72,16920
14654,20150731,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,19.3,16923
14654,20150831,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,14.78,16923
14654,20150930,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,14.68,16940
14654,20151030,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,13.81,16950
14654,20151130,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,12.2,16950
14654,20151231,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,11.26,16950
14654,20160129,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,9.49,16950
14654,20160229,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,10.83,16950
14654,20160331,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,11.95,16943
14654,20160429,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,12.56,16939
14654,20160531,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,7.5,16939
14654,20160630,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,6.635,16957
14654,20160729,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,7,16957
14654,20160831,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.97,16957
14654,20160930,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,6.45,16953
14654,20161031,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.56,16953
14654,20161130,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.74,16953
14654,20161230,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.22,16956
14654,20170131,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.52,16956
14654,20170228,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.27,16956
14654,20170331,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.77,16967
14654,20170428,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.88,16953
14654,20170531,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.86,16953
14654,20170630,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.37,16953
14654,20170731,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,4.26,16949
14654,20170831,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.11,16949
14654,20170929,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.95,16949
14654,20171031,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.55,16965
14654,20171130,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,6.49,16965
14654,20171229,69881410,FRSH,PAPA MURPHYS HOLDINGS INC,5.38,16965
14812,20140630,,,,,
14812,20140731,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,38.75,36930
14812,20140829,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,32.31,36930
14812,20140930,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,35.91,36930
14812,20141031,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,35.65,36930
14812,20141128,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,27.42,36949
14812,20141231,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,19.97,37420
14812,20150130,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,25.73,37420
14812,20150227,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,24.59,37420
14812,20150331,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,25.61,37420
14812,20150430,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,26.18,37439
14812,20150529,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,20.74,37439
14812,20150630,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,20.71,38264
14812,20150731,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,18.79,38264
14812,20150831,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.01,38264
14812,20150930,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,10.78,38284
14812,20151030,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,11.48,38284
14812,20151130,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.28,38284
14812,20151231,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.63,38284
14812,20160129,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.12,38284
14812,20160229,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.91,38284
14812,20160331,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.34,38297
14812,20160429,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.19,38305
14812,20160531,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,11.13,38305
14812,20160630,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13,38420
14812,20160729,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.16,38420
14812,20160831,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.62,38420
14812,20160930,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.59,38474
14812,20161031,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.2,38474
14812,20161130,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.6,38474
14812,20161230,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.3,38474
14812,20170131,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.45,38474
14812,20170228,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.5,38474
14812,20170331,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,11.95,38467
14812,20170428,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.55,38467
14812,20170531,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.65,38467
14812,20170630,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13.85,38652
14812,20170731,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,13,38652
14812,20170831,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,11.35,38652
14812,20170929,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,12.15,38653
14812,20171031,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,11.5,38653
14812,20171130,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,10.55,38653
14812,20171229,26860310,LOCO,EL POLLO LOCO HOLDINGS INC,9.9,38653
15014,20140930,,,,,
15014,20141031,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,19.66,39969
15014,20141128,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,22.92,39969
15014,20141231,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,27.3,39969
15014,20150130,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,28.74,39969
15014,20150227,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,31.2,39969
15014,20150331,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,30.46,40269
15014,20150430,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,31.52,40269
15014,20150529,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,31.63,40269
15014,20150630,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,36.09,41123
15014,20150731,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,38.8,41123
15014,20150831,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,34.44,41123
15014,20150930,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,37.83,41144
15014,20151030,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,38.58,41501
15014,20151130,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,38.34,41501
15014,20151231,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,41.74,41512
15014,20160129,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,36.27,41619
15014,20160229,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,36.91,41619
15014,20160331,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,38.78,41667
15014,20160429,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,38.7,41735
15014,20160531,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,39.03,41735
15014,20160630,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,46.79,41757
15014,20160729,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,44.5,42066
15014,20160831,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,46.45,42066
15014,20160930,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,39.18,42067
15014,20161031,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,41.35,42058
15014,20161130,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,46.85,42058
15014,20161230,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,56.3,42051
15014,20170131,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,54.46,42205
15014,20170228,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,57.19,42205
15014,20170331,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,61.09,41971
15014,20170428,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,64.01,41826
15014,20170531,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,66.7,41479
15014,20170630,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,66.51,41479
15014,20170731,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,62.11,41094
15014,20170831,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,58.46,41101
15014,20170929,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,52.48,41101
15014,20171031,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,48.2,40927
15014,20171130,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,53.03,40694
15014,20171229,23833710,PLAY,DAVE & BUSTERS ENTERTAINMENT INC,55.17,40694
15068,20141031,,,,,
15068,20141128,40449J10,HABT,HABIT RESTAURANTS INC,32.42,8244
15068,20141231,40449J10,HABT,HABIT RESTAURANTS INC,32.35,8975
15068,20150130,40449J10,HABT,HABIT RESTAURANTS INC,33,8975
15068,20150227,40449J10,HABT,HABIT RESTAURANTS INC,32.84,8975
15068,20150331,40449J10,HABT,HABIT RESTAURANTS INC,32.14,8975
15068,20150430,40449J10,HABT,HABIT RESTAURANTS INC,33.12,8975
