,date,APPB,CHIL,CPKI,TGIF,CAKE,RRGB,BJRI
0,2014-01-21,3.5767666606281883,4.298115558359813,3.6837598311096356,3.8081554386752643,3.6863198206747763,3.9994871456591135,3.571237232621441
1,2014-01-22,3.520078107642811,4.350887461022906,3.734138811100928,3.6902820676220904,3.6876216172000733,3.9834347483037384,3.5656115986667816
2,2014-01-23,3.613985269244933,4.431653280415387,3.671727302877278,3.6346693168797755,3.6890664975273757,3.9915565930145327,3.564696433985773
3,2014-01-24,3.569837375568365,4.332944647591338,3.7565801441662057,3.712604841491997,3.6843994304926913,4.003088214892244,3.578286539640375
4,2014-01-27,3.6227030642375437,4.367883970691946,3.747065496090813,3.6655652179273672,3.6842121716072342,3.9693172084434485,3.5803368620633256
5,2014-01-28,3.702927761016142,4.368972194953458,3.741697053888203,3.5798215253364516,3.6902636099810793,3.9748453055407715,3.547616065322189
6,2014-01-29,3.7771450951537964,4.400987326765385,3.7057593003694036,3.716288187796023,3.705890895722582,3.9619443400283596,3.612796593199546
7,2014-01-30,3.7538676823217885,4.344100558705059,3.684138691900302,3.726451253908361,3.695320762361689,3.969566072854401,3.6681189159376935
8,2014-01-31,3.7035694659955403,4.451928782999998,3.717512166505885,3.6355060979677116,3.69747924228428,3.9620420857603404,3.6629565861760085
9,2014-02-03,3.7586829689159367,4.525181388201008,3.7046151602793325,3.6629139370306496,3.6940166559956635,3.9502746649469804,3.5879263084556046
10,2014-02-04,3.697212306010534,4.571376232818472,3.5822144670884724,3.6728004690687217,3.715096871244913,3.9845936217194478,3.6088141083471257
11,2014-02-05,3.690933718679491,4.449284268247603,3.6640436306161153,3.7256619979201053,3.7072480672363977,3.970121632499321,3.5530954517830127
12,2014-02-06,3.676588926349604,4.3894069346728495,3.6528722574742467,3.7165552327196116,3.702060690216261,3.9927840837452475,3.493803081750299
13,2014-02-07,3.644072520260693,4.41276072295599,3.6437818058727234,3.6939271603809005,3.6983034537077066,4.010352751740615,3.589819807756697
14,2014-02-10,3.533077787308115,4.521085119091328,3.5877925669626345,3.4306517493256536,3.6688813342568602,4.092586807246777,3.575534958012332
15,2014-02-11,3.514145089183114,4.498503523326243,3.5565587298901673,3.6068704902104294,3.687478142280356,4.0650311180279495,3.5661364792229113
16,2014-02-12,3.5603404097658955,4.550013446594263,3.573292911433226,3.56381666032573,3.671082800992112,4.050897500709209,3.5733193052346577
17,2014-02-13,3.571922320377475,4.357531332756399,3.5881385239780523,3.5387598716236424,3.675302164662802,4.152273079704599,3.5893687881427274
18,2014-02-14,3.569865583427674,4.377676710211637,3.6202766178928862,3.3903815761556446,3.685857319907109,4.1607539664573645,3.584499010311725
19,2014-02-18,3.5566095025235467,4.430745551628762,3.5403987303065723,3.5447146614704153,3.685011838682314,4.098688327123844,3.5839398920501258
20,2014-02-19,3.5476029608204223,4.301856143383777,3.588444721915883,3.6052116127233456,3.6947492239427318,4.156205615622753,3.605652189796065
21,2014-02-20,3.6487980569138103,4.30164534705736,3.5550625588941305,3.596299944557099,3.6820240464096257,4.133316026070158,3.567125794143064
22,2014-02-21,3.7718974749833123,4.276232069267595,3.5673868635173056,3.46670801783733,3.712806713067464,4.12634507331969,3.561111396864958
23,2014-02-24,3.7191496657807512,4.280216048763,3.526937332016377,3.5433728752015674,3.691768721876347,4.109806370157252,3.5605030833989417
24,2014-02-25,3.721047593587767,4.300678464438154,3.542678265553862,3.4323848131147594,3.6968854491426955,4.112024896035564,3.562164272667032
25,2014-02-26,3.6443710418091833,4.24034189784887,3.5493206812425164,3.467496676302332,3.7043611587401974,4.170938092420231,3.557935428483531
26,2014-02-27,3.536121629129725,4.390188481593647,3.4680780135485554,3.5092102176848483,3.6985440115220314,4.146195060016337,3.527371948906842
27,2014-02-28,3.5750798081012674,4.362982782873176,3.5310349603295066,3.3339076021009033,3.6969123888731965,4.144518234940295,3.5337440354356255
28,2014-03-03,3.4466804175437473,4.30791955569513,3.5782524144370242,3.5016496568848208,3.69908604043731,4.132719279298754,3.4418326587384005
29,2014-03-04,3.3212710281425672,4.621337281145003,3.4402133922637823,3.4417654281168493,3.68347650495535,4.111967484195697,3.596468619234014
30,2014-03-05,3.3648547741947548,4.629294751981949,3.5365900576397413,3.3455487063936493,3.691772231882973,4.092968084984339,3.610129844757586
31,2014-03-06,3.2826591273260033,4.534312673268302,3.5903235006476666,3.4303325504063733,3.6729172868930497,4.045461442509173,3.6476631030469187
32,2014-03-07,3.3318810646434405,4.428647508023712,3.602393298224372,3.3437925813258014,3.672541358386901,4.07197648956666,3.6679685916484592
33,2014-03-10,3.3114015215900894,4.549637222956983,3.6113388972091047,3.4111277447609525,3.640995164361386,4.066857550283572,3.606620634730305
34,2014-03-11,3.3422289906420417,4.502373023252292,3.6136178911166965,3.40938993479848,3.609888678066171,4.023474649047573,3.663204071614548
35,2014-03-12,3.354439669630644,4.527383807514745,3.6337034842022273,3.1361262440371416,3.62974347577902,4.083767449014691,3.6628151626294327
36,2014-03-13,3.42464426565275,4.4769331262941385,3.6327293912352707,3.3688714931973216,3.5694618192157845,4.037805520682823,3.6617342735051612
37,2014-03-14,3.3789782234214925,4.464569597623762,3.6204656806663227,3.2919536946648105,3.5868368536323914,4.043015717165471,3.6164238735478538
38,2014-03-17,3.3216293203279132,4.553133914092777,3.6359664656006245,3.3000452290828166,3.559649365561404,4.035302084321209,3.616746028289728
39,2014-03-18,3.303543547727912,4.580731277426389,3.615210073757534,3.1682459494214847,3.5584006030697912,4.063471804470764,3.6833191334854805
40,2014-03-19,3.339925673406773,4.573384574903435,3.6241074984696016,3.23219504111709,3.556010946164058,4.0450216790687765,3.5348725488068813
41,2014-03-20,3.2961968396215147,4.5074027741648335,3.6530800125640277,3.3342606963089616,3.5850718037860303,4.038329343113542,3.6195373242680233
42,2014-03-21,3.3747626389984693,4.176266775618554,3.731057628155008,3.3204638221921337,3.622160159108583,4.081987735088579,3.6895256075200686
43,2014-03-24,3.4407395092062565,4.337827375140108,3.6237415481752837,3.3011685898843037,3.6549307806064126,4.058929685040632,3.6939180429672205
44,2014-03-25,3.383162106109267,4.3613355857412515,3.6175250749986563,3.158772807200365,3.6050300978530565,4.0995860200942404,3.6595347969827356
45,2014-03-26,3.354671600269442,4.251682542070912,3.712343005169678,3.381968024297149,3.5812802175510208,4.098447968491977,3.6271163077239694
46,2014-03-27,3.308167407238055,4.493479232773662,3.6941029124594555,3.3168666531007904,3.600929740738118,4.051359078764438,3.631701528069237
47,2014-03-28,3.386393157723158,4.501044446381554,3.6831709279847122,3.1647377164861776,3.6047283997768114,4.069125215912799,3.62530324865993
48,2014-03-31,3.3651070930400415,4.376775551824317,3.706427359216974,3.219509502173907,3.617548531057546,4.065410580066359,3.5064320661072093
49,2014-04-01,3.3567108837611905,4.240295810012449,3.705959021930018,3.1841915890680004,3.6294946051237966,4.094150787812468,3.603055239131012
50,2014-04-02,3.3130459486805686,4.3759668663949585,3.688903990732188,3.193616643513517,3.708853155727101,4.082424712907709,3.6022682500956558
51,2014-04-03,3.215721256424904,4.244139986422411,3.727501960745025,3.3837194173606164,3.7473013610725294,4.0989134721432725,3.5859777280081158
52,2014-04-04,3.316518899879058,4.292163933754719,3.7189097828674393,3.3722204604811474,3.7332268533400708,4.077209145631597,3.6018010560474893
53,2014-04-07,3.359391140963171,4.372243615314651,3.7343586737714434,3.3323700399505656,3.7480544765628228,4.044468007608282,3.5755312259608996
54,2014-04-08,3.5139842180148735,4.410697453456787,3.7140750149264554,3.314592906019753,3.757309452028451,4.019683835640068,3.5530505493664473
55,2014-04-09,3.483651179314783,4.385241978195003,3.6456256497032924,3.296656897362654,3.7337199005272947,4.0830173830772125,3.657496508293442
56,2014-04-10,3.511962096183657,4.5526424530677945,3.6424312240029932,3.2846842027014707,3.7288592862307235,4.010410691846344,3.6424955648733714
57,2014-04-11,3.5612992532599446,4.483761739846508,3.6330953502099192,3.374486751171659,3.742883876281071,4.011586799914796,3.6439553005782965
58,2014-04-14,3.488255720590167,4.7067992787845805,3.6157071605801154,3.3659205180393763,3.7542079044256096,3.997611902018516,3.6317234189598713
59,2014-04-15,3.570571263356799,4.675920631923275,3.5494354161902404,3.4601740436501247,3.800035815115815,3.9700737985320744,3.5738855628949593
60,2014-04-16,3.556755557869637,4.689955915291436,3.570954534756806,3.3759995720830536,3.707576636266274,3.9666462892933434,3.5662622097629786
61,2014-04-17,3.529742679652525,4.584656420395626,3.6458514539826736,3.4194678195566186,3.7312972030967835,3.9814140105596802,3.598770018597551
62,2014-04-21,3.5262600791488437,4.527258693315117,3.607512963663117,3.577139657655282,3.7391753631104185,3.9871453950110505,3.60508884823554
63,2014-04-22,3.526346558892315,4.577835321815509,3.620104176593021,3.406063858066535,3.7348269402350978,3.990533678776667,3.6095185826157388
64,2014-04-23,3.546118128994834,4.623639931864854,3.551876549924935,3.4640788960668156,3.7064762406250327,3.993860397027115,3.615538997199126
65,2014-04-24,3.590845441851429,4.735541319294056,3.5350427921793273,3.362255598274084,3.731053905355717,3.994063118011371,3.6041628985076426
66,2014-04-25,3.626030403832326,4.7605866593406425,3.5570804676504455,3.3270693901782593,3.698062879881303,3.992699632477267,3.4479181519170097
67,2014-04-28,3.6179499336038363,4.673856858979004,3.6372801436560405,3.4399461768407504,3.703649258892505,3.982790019719969,3.5259292487667153
68,2014-04-29,3.5206102989055896,4.647647145011114,3.708105666970206,3.4423659439932885,3.7055918162832238,3.948491521348794,3.5706312031129057
69,2014-04-30,3.588389288858532,4.621319111619469,3.623161065013531,3.4234800869760926,3.721627762358775,3.97907328131304,3.5149177540338847
70,2014-05-01,3.56258084766287,4.515143449989435,3.720824546393809,3.452072941774302,3.7080046064147787,3.9824471392237824,3.5730365162752644
71,2014-05-02,3.5834177689151847,4.52314354272596,3.707355621081172,3.279635651845932,3.7167827293218103,3.96430742843302,3.636307622242512
72,2014-05-05,3.4952412307781744,4.626499012678183,3.7327996024970984,3.1973367784060613,3.7273265064224255,3.9733146282632497,3.653323346774724
73,2014-05-06,3.542507005030016,4.689012092817941,3.6736113341100003,3.236308373564313,3.7343949785847523,3.965423741697907,3.5876121947566437
74,2014-05-07,3.553470310396211,4.626570132527813,3.750059688641752,3.223406759367191,3.736190399143519,3.9416460434909597,3.593682475928725
75,2014-05-08,3.5118921371300815,4.74689873611601,3.70681087845124,3.2324657582327196,3.711086923944398,3.9535843701693247,3.5765659747790446
76,2014-05-09,3.8239726422280107,4.705833297041868,3.6462356766856496,3.1295026316731365,3.7065872433395746,3.94258883233217,3.652429214072269
77,2014-05-12,3.5006740977607884,4.7593974059273,3.6334931668461454,3.1349798859022644,3.713329784848983,3.974644226942827,3.574247422675703
78,2014-05-13,3.7668861640459266,4.723293629389331,3.6933638139067813,3.2313842592157207,3.7370657726878918,3.9176805653862505,3.593132727254044
79,2014-05-14,3.786802056231287,4.810687247884319,3.713594240087937,3.1931495408489523,3.6907911566334306,3.8960401076825715,3.611052496374674
80,2014-05-15,3.803641386610193,4.815753669758646,3.725827153778189,3.1209935553228902,3.697089846516289,3.904214569276845,3.6127450426872425
81,2014-05-16,3.875300500301551,4.527715895070239,3.7553263215651187,3.3093612449171865,3.735770566107077,3.915854749782917,3.6173315477822285
82,2014-05-19,3.5508879271634064,4.5870641911750285,3.763842119918003,3.1499162203389868,3.7381356477705276,3.980386719654642,3.63984166474385
