,date,APPB,CHIL,CPKI,TGIF,CAKE,RRGB,BJRI
83,2014-05-20,3.427527153684495,4.530062312500837,3.7152660068166723,3.185765527946417,3.6967622716443698,4.098137603489592,3.5534026947642667
84,2014-05-21,3.4179454492159858,4.469163820806819,3.7190841020795973,3.183536001193736,3.757124283527373,4.057187203213435,3.621681225520894
85,2014-05-22,3.409145800237292,4.409758273971794,3.6488454965785824,3.25312892404828,3.763363181010436,4.0634717960442845,3.6466851542891847
86,2014-05-23,3.3785735337711973,4.443150035872914,3.702373028838523,3.1751335916637573,3.735173620725808,4.066629495425247,3.6763422275500774
87,2014-05-27,3.3438687527242275,4.508547159641701,3.663225826950204,3.0740002354124205,3.7137988127628696,4.072109850958798,3.6617379392665774
88,2014-05-28,3.334022978039695,4.529632122522611,3.667582190014467,3.1198568513248928,3.705533630986862,4.062161831693911,3.589752661634293
89,2014-05-29,3.3475057574833373,4.353487213962827,3.7171782463172387,3.3813425823084304,3.7488275173796226,4.051238733267884,3.577386846450021
90,2014-05-30,3.4391250775174695,4.412283707659557,3.7169624787877376,3.1631394839521083,3.6963333801984426,4.05611395168314,3.607541502462161
91,2014-06-02,3.383698315143871,4.326603437957498,3.717966532626865,3.225341503058414,3.707368481753,4.069284628316875,3.6034842614174223
92,2014-06-03,3.3702680184510947,4.193044931333007,3.724876650107467,3.3227098607959014,3.736991161790143,4.087881165824172,3.620021635891815
93,2014-06-04,3.3365191325626586,4.282292205026137,3.7197493179261025,3.235013107032593,3.7267241013316275,4.0853154915189585,3.606714213327052
94,2014-06-05,3.3260060430838,4.207356528586189,3.6885518900541094,3.3106078742505534,3.7544393817488104,4.114402557759995,3.6324594481161814
95,2014-06-06,3.323139757641992,4.192598379472026,3.6014607259747873,3.4318658959705104,3.7123208580722022,4.079657401576856,3.6366789823909498
96,2014-06-09,3.335173511571056,4.1643530913994935,3.8020239617157396,3.200955227146898,3.7443187394669253,4.074537052706502,3.638813309377266
97,2014-06-10,3.3466945057113535,4.168320770775791,3.746360360947604,3.3092447528486995,3.7500672681609606,4.0703625909165835,3.6410448315201522
98,2014-06-11,3.332498356091434,4.160016603172559,3.814177210417678,3.250625550762359,3.7118175824071353,4.094784480756379,3.656486022985825
99,2014-06-12,3.3564303193568343,4.060008030757032,3.8429593815826744,3.3629112157232335,3.718859940632443,4.074040387515139,3.6596098540923707
100,2014-06-13,3.3967351904970204,3.973552113054474,3.8293480554559123,3.33872768499688,3.7274722877643693,4.107524526231643,3.6407918522789338
101,2014-06-16,3.4286751905164663,4.131328927192356,3.602621415816898,3.4006605036024,3.736443443021124,4.104854512191897,3.6801817555614624
102,2014-06-17,3.44329847718751,4.121258238405557,3.5238580386332274,3.4601526550678163,3.714508935687138,4.164101526272457,3.684508100895547
103,2014-06-18,3.463040819083756,4.054694998731419,3.5618106256205797,3.2852901849914473,3.7320567868459618,4.158904522671552,3.7244379192045693
104,2014-06-19,3.5147411397013992,3.8242468278222925,3.4590931493453363,3.4505472777425377,3.750240563106362,4.218137285459323,3.736653372037213
105,2014-06-20,3.479737069958007,3.9661452257706302,3.5715070482689306,3.3471528771674035,3.7343669782950752,4.174939138059887,3.7600667165634376
106,2014-06-23,3.524436811865806,4.062285222506208,3.4761085477176454,3.358512067449287,3.7325090709341966,4.19940819411435,3.738668677290159
107,2014-06-24,3.512837982132396,3.9933671751729376,3.5580590177925937,3.3324526552651474,3.6941118111525384,4.150689301420151,3.7449670354710762
108,2014-06-25,3.4446415573054465,4.092954429752536,3.550969360135548,3.3009154036509303,3.7204609233877397,4.168458394748287,3.7167954373846475
109,2014-06-26,3.445304416946622,3.9445140501843317,3.6802171811683144,3.4383823469106303,3.6988355807520046,4.115273152263257,3.754168807174624
110,2014-06-27,3.4609303621368763,4.067073020200727,3.6648114898245514,3.260568862469345,3.75881390141964,4.127876164998361,3.7568020229300085
111,2014-06-30,3.4636050121277995,3.9955351372756795,3.6943014935542235,3.3679392184571664,3.793053587847697,4.097379717700154,3.7546067578861795
112,2014-07-01,3.451558746467323,3.787824064255008,3.670187850807405,3.567924742056666,3.8307604172212573,4.125074281628938,3.75771883658071
113,2014-07-02,3.458509473250273,3.769097754827473,3.7079237307948896,3.538850156071168,3.823784350470252,4.116243478414408,3.7178002729593636
114,2014-07-03,3.4995661837594825,3.791694193765005,3.6277366809560054,3.469921291714233,3.8087576029248797,4.11209697772327,3.688565136947618
115,2014-07-07,3.424220410052246,4.08240592998609,3.678590965246357,3.4189625143955906,3.711996120137724,4.094133859880433,3.57642461635001
116,2014-07-08,3.5043132690440317,4.107329381216625,3.4735633591937236,3.5263282651365118,3.777350923002073,4.086334446070982,3.7251190036816597
117,2014-07-09,3.4711489761317202,4.17358880900272,3.4864451402618624,3.3864800871280973,3.812962486690138,4.078563130660196,3.739862954493068
118,2014-07-10,3.4651767162804,4.1842173008602375,3.5738586680248527,3.4091849195935557,3.7968826930364763,4.0559852030329475,3.682304202422084
119,2014-07-11,3.418123478791822,4.328018073600001,3.59190809941701,3.3672967466867765,3.807765404551473,4.0413559925281906,3.714078519346211
120,2014-07-14,3.389702332499011,4.457105155464413,3.583838257302956,3.3527379636823844,3.8043891971646104,4.008152234254532,3.66709380169804
121,2014-07-15,3.375443152594353,4.403277548540586,3.581797231202571,3.346107501738448,3.7924415255382637,4.043616011541839,3.6812669130253326
122,2014-07-16,3.406185385648264,4.29686475238937,3.6026869579990084,3.53929430710338,3.8190192445208795,4.021840493153007,3.6545821437017803
123,2014-07-17,3.442610199282899,4.429586232397444,3.61304719192841,3.3608130453356537,3.838730843594954,4.018457269089682,3.658956671475244
124,2014-07-18,3.4425554774178115,4.341370908112145,3.603783987742714,3.5047855220709647,3.8233088950412144,4.002990626340408,3.6614797879642937
125,2014-07-21,3.3956947582986565,4.299324947263409,3.5913211011512725,3.829626980846679,3.7956282659283023,3.9776854559409536,3.628309136662198
126,2014-07-22,3.301635280615671,4.435762432904165,3.6747059158487896,3.7993725505986324,3.7714517073716305,3.949131366145415,3.605395518037949
127,2014-07-23,3.4090846722930035,4.420575788406323,3.6656434318803277,3.6889248489933424,3.7823156049776245,3.9658614618752375,3.6466680591012466
128,2014-07-24,3.372042848225572,4.567981148591735,3.660070542864392,3.586776769605557,3.775617034331986,3.9753755280781604,3.5766425497057193
129,2014-07-25,3.3221647835024584,4.4019650740067435,3.7611712111626057,3.5241115295065355,3.7455372307451706,3.9680603110059076,3.8009779809828546
130,2014-07-28,3.3234595513809313,4.422398558021465,3.735437251741897,3.620794432139833,3.8140928205885913,3.9582428519618214,3.7310683330821766
131,2014-07-29,3.332988589394446,4.518168876389569,3.640463665655814,3.579591790342957,3.756363912063942,3.966975040631359,3.780481325813954
132,2014-07-30,3.3488388345576174,4.413483355137543,3.7536164059438497,3.464428659078015,3.7634647496885827,3.9732731481348846,3.7477264463783286
133,2014-07-31,3.373156285819636,4.3964180836906195,3.7969294626815566,3.413918879304183,3.761754903610461,3.964360313102304,3.808174000762614
134,2014-08-01,3.3532816430716874,4.432013303302785,3.7635028664049557,3.3703741367627837,3.7676904639685334,3.965723568418223,3.8267443812765993
135,2014-08-04,3.352433591777993,4.380678387621095,3.6925158752848914,3.5035523005158313,3.8116389976815683,3.981592889860533,3.7981166567022067
136,2014-08-05,3.3092508534095697,4.425801398012791,3.846561700981527,3.429064679955642,3.773630409723271,4.002015425417544,3.8203513125569835
137,2014-08-06,3.3544557178282397,4.328870479787201,3.935464846328328,3.4317269819413543,3.799545852114643,3.934953593799702,3.752174200776069
138,2014-08-07,3.316394811209324,4.376207514781906,3.9197600366374,3.4513820877187893,3.7649487483506414,3.9235946685244745,3.8619083435250694
139,2014-08-08,3.3297996415940645,4.299962863450481,3.87251218830756,3.566420701704661,3.768013406944233,3.9255202680920958,3.9077930117191335
140,2014-08-11,3.3298637691079858,4.136233205941627,3.863826100527537,3.8092750219861062,3.7648140168744932,3.9189421567138547,3.839107744217719
141,2014-08-12,3.3281767982480375,4.26068864320958,3.8579766522683854,3.6747961994966225,3.796688441860577,3.9253629272194206,3.838679208448373
142,2014-08-13,3.2714254959028652,4.24444461576111,3.8520773395493406,3.7722317140870434,3.755709382403903,3.9161930250366264,3.8831044277433056
143,2014-08-14,3.388432366579778,4.371243074439247,3.909968835215738,3.8677661129707857,3.8019322361040007,3.782134977968459,3.8702123318200314
144,2014-08-15,3.408641992211912,4.303147447510251,3.9048640457194677,3.7538389324076475,3.802828541065378,3.816285050671406,3.8823475522208133
145,2014-08-18,3.4085308724392127,4.2442122048356286,3.8452349602882157,3.9520721260886273,3.8458844881968988,3.8046157926531814,3.92568426861723
146,2014-08-19,3.3166830881455893,4.409333696773588,3.896669019839389,3.8428159140763927,3.795252156545108,3.7858460221403343,3.91252549452331
147,2014-08-20,3.3387706343826826,4.526576198276395,3.8558210388081386,3.8809264251373405,3.7782761637507054,3.7652864843524068,3.855490950152265
148,2014-08-21,3.3158797956393906,4.511027554868982,3.8038255840752746,3.880847099133902,3.8063478492814022,3.759236379002023,3.9308595448166805
149,2014-08-22,3.3775644422703626,4.357060283086146,3.9155077015938637,3.840368768608753,3.814820970357915,3.824051735702223,3.88203947640479
150,2014-08-25,3.351576490661,4.454007869528592,3.888546018034888,3.801374220791391,3.7937075228845223,3.7600628047650098,3.9393829188586267
151,2014-08-26,3.3641313153796935,4.48319158078019,3.864691261791524,3.728686576970045,3.7921685619759176,3.77164089007918,3.893064938278437
152,2014-08-27,3.3548687880359394,4.36067839489096,3.9082706870041086,3.8461923038444117,3.767829940965604,3.761630997210009,3.8987175125518885
153,2014-08-28,3.318294516860753,4.439789263961566,3.893394966244605,3.8670413259705487,3.7654820966774105,3.7514730934098566,3.940555717270871
154,2014-08-29,3.3437669559259517,4.408342677463346,3.8227743214375796,3.9091108193053565,3.7767485771509977,3.764200774834453,3.9198065115860237
155,2014-09-02,3.371807728424577,4.300300182167979,3.922186725331778,3.7923265730832534,3.7969462355238806,3.7647428639712865,3.878838968948715
156,2014-09-03,3.365258762941362,4.349966335745692,3.901544480196112,3.912669431643879,3.83708543700304,3.7444017225151116,3.9996634145991745
157,2014-09-04,3.3878869254113715,4.3149613882906115,3.91568558426042,3.8309900300936643,3.8154671081775593,3.749281525678562,3.954768047345314
158,2014-09-05,3.3290762055061984,4.362291276457215,3.883218285727883,3.944184335298035,3.795784490506673,3.7430753762794953,3.8604834990127745
159,2014-09-08,3.3799690170936336,4.4168369283209,3.7967271325459495,3.84020681799316,3.747808214409519,3.755547100373133,3.8627147693447563
160,2014-09-09,3.397097370128788,4.497961805753429,3.78698974353301,3.8799812107635687,3.7307258911564265,3.7705167851462393,3.8135124032183576
161,2014-09-10,3.333477779868419,4.472364037068612,3.8667685073992524,3.8146596493616847,3.6925602763915046,3.7400958833535354,3.8505395095826946
162,2014-09-11,3.3358226517163647,4.417674177030877,3.8566481590037993,3.889567970881864,3.688119996921733,3.7386098945367876,3.8532421329012347
163,2014-09-12,3.381049628729934,4.372156451950368,3.873860390330924,3.907222773635524,3.6894880854488448,3.7388216186035894,3.8602554387163748
164,2014-09-15,3.334157628228398,4.551477554261393,3.8256344467675802,3.8233494583425958,3.7194529585680556,3.7412930232134096,3.8410138360410793
165,2014-09-16,3.2967356000333954,4.57320460286753,3.858686376027146,3.876638476789134,3.7250279934066075,3.725325627921838,3.7884105841157343
166,2014-09-17,3.376735481450937,4.434914818801971,3.7865428472252405,3.8569382209926535,3.7241257340953506,3.749541917447911,3.848556332764601
167,2014-09-18,3.32941317510431,4.425183754106497,3.763228728751189,3.7845480682914396,3.760982033801959,3.78613772511054,3.7601895267259633
168,2014-09-19,3.3283615994091607,4.393724431491943,3.819553668061622,3.857715515369359,3.766739696351839,3.7831580007582994,3.6685418443831543
169,2014-09-22,3.2751111088030873,4.610608035560518,3.7899717724781667,3.804896808277329,3.7442470913835333,3.7581414000581717,3.6624397272686897
170,2014-09-23,3.3028716655659207,4.6204685513212995,3.8223334931238346,3.713394909017357,3.7179333409546143,3.7610090154546425,3.6889455862617853
171,2014-09-24,3.2973052185123306,4.566707143607219,3.8455152928621037,3.7358750012881163,3.7465601119138263,3.7657954899805857,3.576991266930058
172,2014-09-25,3.2754132956194226,4.535109397966645,3.883615763567603,3.784748808813135,3.7294098573467243,3.7856924317493936,3.4595240192835304
173,2014-09-26,3.25569274484671,4.560539916475554,3.8390517415223155,3.7914683191200744,3.6677918178283297,3.776120620470251,3.4003709076619835
174,2014-09-29,3.2401417777114965,4.542974856497077,3.8223843176680763,3.8633535518659525,3.6619875970075597,3.768647705392154,3.515270542506114
175,2014-09-30,3.285976437302752,4.550601617361056,3.8413671266568663,3.74101920662562,3.7369341381987473,3.798653544783223,3.4774729075113124
176,2014-10-01,3.310646811233096,4.542088035651082,3.8642628993062784,3.8942189355081585,3.6758292848454373,3.764403162532248,3.402220927829505
177,2014-10-02,3.311504635502182,4.435648892648076,3.875793770117235,3.8724336895337603,3.6894744515020292,3.7861390156882893,3.3649778293320343
178,2014-10-03,3.3655523701400645,4.376663553812715,3.8084985393911928,3.8429060521534697,3.712880701808711,3.8456046614015866,3.4327439557836668
179,2014-10-06,3.3414546646084045,4.461047608959118,3.892633557385315,3.9578133109553044,3.7248746537059008,3.762759860157824,3.356814638507349
180,2014-10-07,3.391021273152276,4.45031259269877,3.9199056837565016,3.9634052139906086,3.7188264261714865,3.760401956421644,3.344412951507567
181,2014-10-08,3.4790760057695236,4.359554185054388,3.9470025684880685,3.8285943094870247,3.7392445114179855,3.746343568275477,3.374917192714248
182,2014-10-09,3.477866364276289,4.424062950637016,3.8883767313584063,3.972005240316373,3.738739820262446,3.755552044235387,3.3334167473448213
183,2014-10-10,3.460981881492142,4.40526217315631,3.9467272027269362,3.9805495822443846,3.718117656587964,3.7249051246914577,3.36240528062398
184,2014-10-13,3.36816734518359,4.648359015835708,3.8252952044086,4.024085704136832,3.675881695082478,3.7190002753218994,3.3318440826697158
185,2014-10-14,3.3507807544092874,4.539093420672355,3.8714555485101227,3.9563810684423597,3.7210884637940813,3.731435794337915,3.4050597868428656
186,2014-10-15,3.312863357579932,4.7341416476549405,3.7800851507634188,3.892144463653146,3.6646860199860942,3.7221718474830108,3.366888037807012
187,2014-10-16,3.308033540908189,4.625002674741296,3.8655632116994836,3.8143282962355207,3.5748103172097263,3.73119972153635,3.7134002561733856
188,2014-10-17,3.277913032928578,4.763759615621839,3.8480212107650438,3.8299749853603458,3.6185660250821963,3.727609889589014,3.6475657411166384
189,2014-10-20,3.3123972256028296,4.579743511175876,3.7804864878371665,3.9487447442156363,3.651074890171505,3.741469007212766,3.715375997467031
190,2014-10-21,3.3337748929305095,4.598096960789505,3.8587880512880113,3.956607140708574,3.648079423439671,3.744041502518094,3.6543841191631876
191,2014-10-22,3.3521769150143133,4.6880999428335155,3.846966938716172,3.927527490990332,3.604196984189226,3.7401007847945023,3.6532498842086296
192,2014-10-23,3.371470417824366,4.796161419075562,3.828462343396384,4.002327674785528,3.5661514614127166,3.7007305381990836,3.633293981756335
193,2014-10-24,3.323724679619647,4.67543792469027,3.843449250537028,3.851793245648036,3.4763102367221874,3.6929365350424086,3.814299603754813
194,2014-10-27,3.432014718517492,4.651960215046316,3.8090271971611167,3.719234312917474,3.484437811627015,3.7105496721781694,3.815926845112228
195,2014-10-28,3.387560611709479,4.616293302237328,3.7162500750051835,3.7776196305223655,3.476341237023573,3.739482716412736,3.839268619747898
196,2014-10-29,3.311462323656198,4.59030647471943,3.728443653643377,3.928032314306802,3.470669644801897,3.721587710251618,3.8251258204041076
197,2014-10-30,3.24788426015192,4.593945420223803,3.740997707812398,3.860170632911707,3.477392698511327,3.76077199396292,3.7808915175661895
198,2014-10-31,3.264412230359144,4.486177232433845,3.8113318840563473,3.809108678885597,3.455626340777317,3.76041084377882,3.8235669143489157
199,2014-11-03,3.3286127582866385,4.51413325718173,3.75540173951084,3.7059520385611364,3.470328769920157,3.7752425237963214,3.7959806434750485
200,2014-11-04,3.2409539034894825,4.36866600203309,3.7462393519367114,3.625602379935564,3.4868652516492324,3.8455298376664224,3.804203408101146
201,2014-11-05,3.1782252655538223,4.3692874725098765,3.6881902845408434,3.7961746737863464,3.425811344020474,3.853089719037473,3.7481599435673933
202,2014-11-06,3.168798637983649,4.3981445793455185,3.6591869170238915,3.7010369139212607,3.4195016337505804,3.8816782504028096,3.794992040511426
