,business_id,ticker,y_pred_proba
196,applebees-neighborhood-grill-and-bar-celebration-2,APPB,0.6315673202121277
1869,red-robin-gourmet-burgers-ocala-2,RRGB,0.6297876078507324
1659,the-cheesecake-factory-memorial-city,CAKE,0.6297648897512975
1517,the-cheesecake-factory-cambridge,CAKE,0.629287713079921
931,chilis-texas-grill-calgary-6,CHIL,0.6292592340542718
1093,california-pizza-kitchen-seal-beach,CPKI,0.6279268628029571
699,chilis-martinsburg,CHIL,0.6272593091219943
1268,tgi-fridays-monroeville-2,TGIF,0.6249674342858859
1985,red-robin-gourmet-burgers-bowie,RRGB,0.6248180729044848
375,applebees-neighborhood-grill-and-bar-milltown,APPB,0.6232198489738352
1984,red-robin-gourmet-burgers-owasso,RRGB,0.6225972838598492
516,chilis-dawsonville,CHIL,0.6225720139068575
1438,tgi-fridays-melbourne-5,TGIF,0.6217299574972827
1041,california-pizza-kitchen-jacksonville,CPKI,0.6216880528910006
1112,california-pizza-kitchen-bellevue,CPKI,0.6208536647314666
1956,red-robin-gourmet-burgers-danbury,RRGB,0.6196292678465047
1409,tgi-fridays-fairborn,TGIF,0.6191737510500418
1714,red-robin-gourmet-burgers-warwick-2,RRGB,0.6187546240806112
2149,bjs-restaurant-and-brewhouse-boardman,BJRI,0.6183550248638172
2161,bjs-restaurant-and-brewhouse-columbia,BJRI,0.6179306447916391
373,applebees-neighborhood-grill-and-bar-franklin-5,APPB,0.6153449080720301
710,chilis-rochester,CHIL,0.6135042897785705
1844,red-robin-gourmet-burgers-indianapolis,RRGB,0.6134932802311148
1034,california-pizza-kitchen-norcross,CPKI,0.6125850462360791
1328,tgi-fridays-atlanta-9,TGIF,0.6122169742772023
2201,bjs-restaurant-and-brewhouse-columbia-2,BJRI,0.6116869239239824
2078,red-robin-gourmet-burgers-lakewood-5,RRGB,0.6114900267686323
2054,red-robin-gourmet-burgers-gilbert,RRGB,0.6109042186922451
1693,the-cheesecake-factory-anaheim,CAKE,0.6108882509799727
99,applebees-neighborhood-grill-and-bar-buffalo-22,APPB,0.6102090625140699
1021,california-pizza-kitchen-chula-vista,CPKI,0.6098760875873216
2139,bjs-restaurant-and-brewhouse-mentor,BJRI,0.609201744225272
1769,red-robin-gourmet-burgers-staten-island,RRGB,0.6084212791681759
1828,red-robin-gourmet-burgers-slidell,RRGB,0.6062213232072933
1958,red-robin-gourmet-burgers-national-city,RRGB,0.6051878159943289
1152,california-pizza-kitchen-las-vegas-6,CPKI,0.6047248844725777
1698,the-cheesecake-factory-yonkers,CAKE,0.6045916897200164
1667,the-cheesecake-factory-elmhurst,CAKE,0.6038468830265951
1673,the-cheesecake-factory-walnut-creek,CAKE,0.6037331543264581
19,applebees-neighborhood-grill-and-bar-menifee-2,APPB,0.6030523117776108
1607,the-cheesecake-factory-henderson,CAKE,0.6021041083410756
1540,the-cheesecake-factory-corte-madera,CAKE,0.6013085102280409
1603,the-cheesecake-factory-hackensack,CAKE,0.6011268121422368
1918,red-robin-gourmet-burgers-norridge,RRGB,0.6008264280636235
1925,red-robin-gourmet-burgers-murray,RRGB,0.600228243534312
591,chilis-jacksonville-18,CHIL,0.5999032921022862
1677,the-cheesecake-factory-escondido-2,CAKE,0.5995678450942384
1182,tgi-fridays-union-city,TGIF,0.5983952207618219
1169,tgi-fridays-forestville,TGIF,0.5975609318331152
1630,the-cheesecake-factory-bethesda,CAKE,0.5972923109419646
971,california-pizza-kitchen-zapopan,CPKI,0.5961024891807427
2043,red-robin-gourmet-burgers-cypress,RRGB,0.5954259703496799
2232,bjs-restaurant-and-brewhouse-westwood,BJRI,0.5949650934387973
1683,the-cheesecake-factory-tampa,CAKE,0.5937591824016227
1625,the-cheesecake-factory-boca-raton,CAKE,0.5925788456956629
1527,the-cheesecake-factory-san-antonio-3,CAKE,0.5925294285745923
1199,tgi-fridays-south-gate,TGIF,0.5916692475450595
1526,the-cheesecake-factory-pembroke-pines,CAKE,0.5916276693984059
486,applebees-neighborhood-grill-and-bar-augusta-9,APPB,0.5907576273199413
1585,the-cheesecake-factory-dallas,CAKE,0.5907352715866395
1542,the-cheesecake-factory-bridgewater,CAKE,0.5905941109928641
1823,red-robin-gourmet-burgers-redondo-beach,RRGB,0.5900381107039281
1207,tgi-fridays-parsippany-2,TGIF,0.5890261896459246
1273,tgi-fridays-yonkers,TGIF,0.5878004787046435
1704,the-cheesecake-factory-madison,CAKE,0.5868083658671321
1291,tgi-fridays-ullensaker,TGIF,0.586545647106999
2125,bjs-restaurant-and-brewhouse-montebello,BJRI,0.5858003907910032
1621,the-cheesecake-factory-fort-lauderdale,CAKE,0.5857297836985143
1560,the-cheesecake-factory-pleasanton,CAKE,0.585497585275509
1579,the-cheesecake-factory-arcadia,CAKE,0.585198705902535
1901,red-robin-gourmet-burgers-lacey,RRGB,0.5848103755677196
1161,california-pizza-kitchen-los-angeles-4,CPKI,0.5835000958529705
1452,tgi-fridays-phoenix-4,TGIF,0.5833508585273659
1622,the-cheesecake-factory-toronto,CAKE,0.5822315890539465
76,applebees-neighborhood-grill-and-bar-lexington-18,APPB,0.5818606641637794
1676,the-cheesecake-factory-mclean,CAKE,0.5817956349585987
1581,the-cheesecake-factory-oak-brook,CAKE,0.5817673175790776
1425,tgi-fridays-dallas-21,TGIF,0.5815479303181357
1644,the-cheesecake-factory-towson,CAKE,0.581286360630543
1418,tgi-fridays-fairview-hts,TGIF,0.5805264570437134
1231,tgi-fridays-orlando-11,TGIF,0.5803256010443039
1849,red-robin-gourmet-burgers-phoenix,RRGB,0.5802790553431438
1969,red-robin-gourmet-burgers-foothill-ranch,RRGB,0.5785220345490949
1632,the-cheesecake-factory-austin-2,CAKE,0.5783063305003459
1551,the-cheesecake-factory-chandler,CAKE,0.5782505600345464
1042,california-pizza-kitchen-sunrise-2,CPKI,0.5775148551911166
1952,red-robin-gourmet-burgers-paramus,RRGB,0.5769749907721455
1737,red-robin-gourmet-burgers-woodland,RRGB,0.5753008475583812
584,chilis-dallas-35,CHIL,0.5750638258808782
1964,red-robin-gourmet-burgers-normal,RRGB,0.5742721476116988
1235,tgi-fridays-praha,TGIF,0.5741568000836492
2096,red-robin-gourmet-burgers-oshkosh,RRGB,0.5736092349899353
1744,red-robin-gourmet-burgers-bonney-lake,RRGB,0.5731867409826563
1613,the-cheesecake-factory-palo-alto,CAKE,0.572261813117097
1697,the-cheesecake-factory-woodbridge-2,CAKE,0.572079917670236
995,california-pizza-kitchen-bridgewater,CPKI,0.5719038517474336
848,chilis-pocatello,CHIL,0.570904431724444
588,chilis-glastonbury,CHIL,0.5700511273762432
2094,red-robin-gourmet-burgers-henderson,RRGB,0.5697339716185345
1480,tgi-fridays-stockholm-2,TGIF,0.5695973098376343
1213,tgi-fridays-westminster,TGIF,0.5691415070377286
1591,the-cheesecake-factory-denver,CAKE,0.5689727236009576
874,chilis-west-hills,CHIL,0.5673186751678232
1518,the-cheesecake-factory-baltimore,CAKE,0.5671048273250737
2106,bjs-restaurant-and-brewhouse-glendale,BJRI,0.566844232653954
1751,red-robin-gourmet-burgers-melbourne,RRGB,0.5660770889530065
2129,bjs-restaurant-and-brewhouse-longview,BJRI,0.5659969203776083
1088,california-pizza-kitchen-simi-valley,CPKI,0.5657700972330109
1688,the-cheesecake-factory-glendale-3,CAKE,0.5643409065224151
1675,the-cheesecake-factory-skokie,CAKE,0.5632947272390763
1595,the-cheesecake-factory-metairie-2,CAKE,0.5630537629886865
1689,the-cheesecake-factory-white-plains,CAKE,0.5628586503629753
545,chilis-torrance-2,CHIL,0.5623927415097667
2274,bjs-restaurant-and-brewhouse-mobile-2,BJRI,0.5623697644539059
1307,tgi-fridays-rosemont,TGIF,0.562204952439878
1939,red-robin-gourmet-burgers-san-jose,RRGB,0.56164079655688
1696,the-cheesecake-factory-atlanta-2,CAKE,0.5609313885080581
2188,bjs-restaurant-and-brewhouse-newark,BJRI,0.560557824405238
1838,red-robin-gourmet-burgers-tualatin,RRGB,0.5597698665231872
1294,tgi-fridays-minneapolis-5,TGIF,0.5597132508140803
1671,the-cheesecake-factory-scottsdale,CAKE,0.5587770612541137
1521,the-cheesecake-factory-santa-monica,CAKE,0.5587338466502609
2169,bjs-restaurant-and-brewhouse-columbus-2,BJRI,0.5581384526450106
1080,california-pizza-kitchen-san-jose,CPKI,0.5577927923645412
1725,red-robin-gourmet-burgers-portland,RRGB,0.557637601269908
1389,tgi-fridays-sheffield,TGIF,0.5572542534542883
1045,california-pizza-kitchen-irvine-2,CPKI,0.5567004085252452
2185,bjs-restaurant-and-brewhouse-aurora,BJRI,0.5563730114495576
1007,california-pizza-kitchen-atlanta,CPKI,0.5561723450723315
2206,bjs-restaurant-and-brewhouse-north-olmsted,BJRI,0.555495021826419
1097,california-pizza-kitchen-charlotte,CPKI,0.5554604049805465
1090,california-pizza-kitchen-san-diego,CPKI,0.5552801671091656
1910,red-robin-gourmet-burgers-henderson-2,RRGB,0.5550107462358527
2134,bjs-restaurant-and-brewhouse-carlsbad-2,BJRI,0.5549414773493546
972,california-pizza-kitchen-manhattan-beach,CPKI,0.554238542850984
1145,california-pizza-kitchen-las-vegas-12,CPKI,0.552502776125523
2040,red-robin-gourmet-burgers-renton,RRGB,0.5524461664351668
259,applebees-neighborhood-grill-and-bar-osseo-3,APPB,0.5522132011335271
180,applebees-neighborhood-grill-and-bar-hilliard-3,APPB,0.5517944370968135
1008,california-pizza-kitchen-pittsburgh-2,CPKI,0.5515439903663029
2262,bjs-restaurant-and-brewhouse-cary,BJRI,0.5514840064575872
963,california-pizza-kitchen-riverside,CPKI,0.5505685189228027
1528,the-cheesecake-factory-aventura,CAKE,0.5505015877930746
1615,the-cheesecake-factory-valencia,CAKE,0.5503062817951903
1589,the-cheesecake-factory-edison,CAKE,0.5498913391428589
1641,the-cheesecake-factory-beverly-hills-2,CAKE,0.5496781936136674
1074,california-pizza-kitchen-beverly-hills,CPKI,0.5496605293658174
1624,the-cheesecake-factory-greenville,CAKE,0.5496247345739557
1606,the-cheesecake-factory-huntington-beach,CAKE,0.5485934735335356
1113,california-pizza-kitchen-san-mateo,CPKI,0.5480787638942658
2208,bjs-restaurant-and-brewhouse-orlando,BJRI,0.5479957429533927
1476,tgi-fridays-orange-4,TGIF,0.5476347473082978
1285,tgi-fridays-buena-park,TGIF,0.5474014882532932
1981,red-robin-gourmet-burgers-deptford,RRGB,0.5472660469225699
1663,the-cheesecake-factory-atlanta-4,CAKE,0.5469461260871951
329,applebees-neighborhood-grill-and-bar-davenport-6,APPB,0.5467830057416427
1239,tgi-fridays-davie,TGIF,0.545430820933961
1365,tgi-fridays-homestead-3,TGIF,0.5451864844130427
1687,the-cheesecake-factory-glendale-2,CAKE,0.544618594501541
547,chilis-monrovia-2,CHIL,0.5441189322569754
711,chilis-mckinney,CHIL,0.5437086797821918
1631,the-cheesecake-factory-sugar-land,CAKE,0.5428511032217336
1709,the-cheesecake-factory-santa-clara-2,CAKE,0.5420279117851431
1711,the-cheesecake-factory-rockaway,CAKE,0.541852048871859
1122,california-pizza-kitchen-burbank,CPKI,0.541342473000757
1132,california-pizza-kitchen-roseville-2,CPKI,0.5410216137176971
2180,bjs-restaurant-and-brewhouse-jacksonville-2,BJRI,0.5406394068116724
1312,tgi-fridays-canc%C3%BAn-2,TGIF,0.5405716355598902
1512,tgi-fridays-bronx,TGIF,0.5402033862703812
1549,the-cheesecake-factory-boston,CAKE,0.5399851819906476
2285,bjs-restaurant-and-brewhouse-valley-stream,BJRI,0.538997648531742
1058,california-pizza-kitchen-pasadena,CPKI,0.5388639425288764
2238,bjs-restaurant-and-brewhouse-huntsville,BJRI,0.5383417830171675
1600,the-cheesecake-factory-arlington,CAKE,0.5382001077794571
1038,california-pizza-kitchen-honolulu-3,CPKI,0.5379318188561156
1691,the-cheesecake-factory-cerritos,CAKE,0.5373081047017343
1634,the-cheesecake-factory-pasadena,CAKE,0.536879136854063
1128,california-pizza-kitchen-cerritos,CPKI,0.5365122714340975
2215,bjs-restaurant-and-brewhouse-arlington-2,BJRI,0.5364505868099186
1023,california-pizza-kitchen-redondo-beach,CPKI,0.5363428387437812
1690,the-cheesecake-factory-washington,CAKE,0.5361726232413517
1163,tgi-fridays-coventry,TGIF,0.5359611546802578
1332,tgi-fridays-brooklyn,TGIF,0.5351279349078444
2041,red-robin-gourmet-burgers-warrington,RRGB,0.534912302859796
1534,the-cheesecake-factory-newport-beach,CAKE,0.5347926302173682
1197,tgi-fridays-hollywood-2,TGIF,0.5346463955357774
1555,the-cheesecake-factory-liberty-township,CAKE,0.5339624059537389
1079,california-pizza-kitchen-anaheim-2,CPKI,0.5336024144201597
1619,the-cheesecake-factory-frisco,CAKE,0.5334099791028939
611,chilis-chicago-19,CHIL,0.5332267873120902
2254,bjs-restaurant-and-brewhouse-san-diego-2,BJRI,0.5325775306615906
1573,the-cheesecake-factory-novi,CAKE,0.5320686749674886
1502,tgi-fridays-clifton,TGIF,0.5316429444970598
817,chilis-odessa,CHIL,0.5314641667590563
1682,the-cheesecake-factory-westbury,CAKE,0.5314175067583881
2224,bjs-restaurant-and-brewhouse-fort-wayne-2,BJRI,0.5306730166614164
1244,tgi-fridays-corona-2,TGIF,0.5291852547703052
1665,the-cheesecake-factory-redondo-beach,CAKE,0.5290913320606455
1853,red-robin-gourmet-burgers-lubbock,RRGB,0.5289950452098471
1137,california-pizza-kitchen-culver-city-3,CPKI,0.5288099006722744
1568,the-cheesecake-factory-wayne,CAKE,0.5280700293609182
1970,red-robin-gourmet-burgers-brentwood,RRGB,0.527730704540792
1103,california-pizza-kitchen-new-york-2,CPKI,0.5276816154833412
2093,red-robin-gourmet-burgers-woodbridge,RRGB,0.527589697410197
1500,tgi-fridays-mclean-3,TGIF,0.5274096934974448
2160,bjs-restaurant-and-brewhouse-henderson,BJRI,0.5273198390327347
1072,california-pizza-kitchen-austin-2,CPKI,0.5272785948079469
89,applebees-neighborhood-grill-and-bar-southfield,APPB,0.5269163091053801
808,chilis-honolulu-5,CHIL,0.5261700634807313
1750,red-robin-gourmet-burgers-santa-ana,RRGB,0.525686195637522
248,applebees-neighborhood-grill-and-bar-peoria-6,APPB,0.5255316819173413
1633,the-cheesecake-factory-san-diego,CAKE,0.5253234501199622
1514,tgi-fridays-allentown-2,TGIF,0.524395009763539
2275,bjs-restaurant-and-brewhouse-dallas,BJRI,0.5242311044537051
1222,tgi-fridays-orlando-7,TGIF,0.5242242838710578
112,applebees-neighborhood-grill-and-bar-high-point-4,APPB,0.5234989839733691
199,applebees-neighborhood-grill-and-bar-modesto-5,APPB,0.5231920702667526
2108,bjs-restaurant-and-brewhouse-slidell,BJRI,0.5231176977602197
1461,tgi-fridays-praha-2,TGIF,0.522874760524118
2234,bjs-restaurant-and-brewhouse-upper-saint-clair,BJRI,0.5225560195559291
1415,tgi-fridays-compton,TGIF,0.5225396081731051
1990,red-robin-gourmet-burgers-albuquerque,RRGB,0.5224497224810521
1036,california-pizza-kitchen-frisco,CPKI,0.5219812033415496
1967,red-robin-gourmet-burgers-tampa,RRGB,0.5219655861453867
2164,bjs-restaurant-and-brewhouse-clearwater-2,BJRI,0.5219003863453148
52,applebees-neighborhood-grill-and-bar-laredo-5,APPB,0.5213507816678351
2212,bjs-restaurant-and-brewhouse-pinellas-park,BJRI,0.5212828581128797
1699,the-cheesecake-factory-cheektowaga,CAKE,0.5212412822760755
1547,the-cheesecake-factory-irvine,CAKE,0.521077228817026
2113,bjs-restaurant-and-brewhouse-towson,BJRI,0.5195802869277651
1912,red-robin-gourmet-burgers-chesapeake-2,RRGB,0.5195381965634789
1063,california-pizza-kitchen-kailua,CPKI,0.5194828824552972
1638,the-cheesecake-factory-tigard,CAKE,0.5193577645212495
1538,the-cheesecake-factory-memphis,CAKE,0.5191373978475124
1707,the-cheesecake-factory-franklin,CAKE,0.5187091420497308
1140,california-pizza-kitchen-chino-hills,CPKI,0.5182286604193647
1473,tgi-fridays-uk-swansea,TGIF,0.5171838279635839
986,california-pizza-kitchen-santa-monica,CPKI,0.5169265266560354
184,applebees-neighborhood-grill-and-bar-clearwater-8,APPB,0.5168301291165499
14,applebees-neighborhood-grill-and-bar-gilroy-6,APPB,0.5167078727870114
2217,bjs-restaurant-and-brewhouse-orlando-4,BJRI,0.5165686453391681
2268,bjs-restauarant-and-brewhouse-teterboro,BJRI,0.5163109481299195
144,applebees-neighborhood-grill-and-bar-dublin-6,APPB,0.516201897053059
1645,the-cheesecake-factory-orland-park,CAKE,0.5158959105439987
1666,the-cheesecake-factory-nashville,CAKE,0.5158034660377426
1566,the-cheesecake-factory-los-angeles-3,CAKE,0.5154169665733177
978,california-pizza-kitchen-northridge,CPKI,0.5150896883155274
2053,red-robin-gourmet-burgers-menifee,RRGB,0.5147855702457786
506,chilis-inglewood,CHIL,0.5147493195036232
1575,the-cheesecake-factory-west-hartford-2,CAKE,0.5145299483324661
1988,red-robin-gourmet-burgers-vineland,RRGB,0.5143725780442063
2048,red-robin-gourmet-burgers-frederick,RRGB,0.5142671039273381
2119,bjs-restaurant-and-brewhouse-albuquerque-2,BJRI,0.5141441225152042
1620,the-cheesecake-factory-san-jose,CAKE,0.5137761093480312
2246,bjs-restaurant-and-brewhouse-sacramento-6,BJRI,0.5137752278597596
75,applebees-neighborhood-grill-and-bar-san-jose-10,APPB,0.5133907238920214
