Username,location,friend_count,review_count,photo_count,rating,date,review,Url
John F.,"White Lake, MI",3,26,284,4.0,2/20/2015,"Great service and good ""spirit"" from the staff. Fantastic! Good Applebee's food served by a great White Lake team. Very busy at night because of their great food and service I'm sure.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
B M.,"White Lake, MI",0,1,,1.0,7/30/2016,Inept staff got order wrong for the second visit in a row and arrogant and uninterested management. They're very aware that pickings are slim in white lake and they don't have to deliver much on customer service or quality to keep a customer base. Car pick up to go is as bad or worse - last time (and I do mean last!) they kept me waiting 35 minutes (no lie) past my pick up time. Would have left but was already paid for via the web ordering website. Won't ever go back - three strikes is generous if you ask me!,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Konstantin P.,"Waterford Township, MI",10,18,12,5.0,10/22/2015,We often come here and enjoy good food and drinks. Today was also a good experience. We tried the new burger and sandwich on the menu. The staff was professional and accomadating. It was nice to see new items on the menu and good choices of drinks.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
James Z.,"White Lake, MI",56,21,,5.0,8/3/2016,$3 Brutus and 1/2 price apps after 9.  Sold!    Bar staff is friendly and welcoming.   Definitely a well run Applebees from my experiences there.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Kendall P.,"Milford, MI",0,5,6,4.0,8/23/2015,Good service but when I order my burger medium it was medium well!!! But the rest was really good!!!,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Kim S.,"Stanwood, MI",0,6,,1.0,10/21/2016,"We keep trying, but no luck! When is this restaurant going to get it together? I used to go to this restaurant at least three times a week, and the service was professional and great! Wow, what a change over the past six months. We keep trying, but are always disappointed by the lack of service and unprofessional staff. Walked in, finally was seated and waited 10 minutes for someone to acknowledge and know that we were there. The employees were more interested in talking amongst each other then concerned about customers! The employees, when not working the other night were sitting up at the bar sipping cocktails out of the kiddie cups. The employees that were working were talking to the off duty employees at the bar drinking. And when we cashed out, our waitress was eating chips from the spinach dip at the bar with the off duty employees! The new manager obviously oblivious to what was going on as she was having a personal conversation almost the entire time we were there with another female employee! Wow, disappointed as how bad they have let there service slip!",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Henry S.,"White Lake Township, MI",36,15,,4.0,8/18/2015,"Always reliable.  Consistent quality, service, speed.  Military Mondays appreciated.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Yvonne M.,"White Lake Township, MI",44,13,23,5.0,3/13/2014,They are so kind and up beat! Very prompt and i absolutely love the managers friendliness! Especially with how wonderful they are when i bring lot of coupons haha,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Brian B.,"Waterford Township, MI",86,19,,5.0,5/2/2015,I stopped into this Applebees today and the service was top notch.  Nicki waited on me and she did an excellent job but everyone was very attentive.  If you're shopping in the area this is an excellent place to eat and grab a break at.,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Foo D.,"Commerce charter Township, MI",0,8,,2.0,6/19/2015,"Predictabley average.  When you want an average meal, go here.  The drinks are awfully sweet, formulated by corporate, but you can get by asking for half the normal sugar or sour mix.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Marwan H.,"White Lake, MI",0,18,,5.0,10/13/2015,"awesome service, awesome food, didn't want to get that much food but we definitely got lucky, it was a college night game but it was very good, fast, lots of leftovers and the price was right",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Stephen S.,"Township of Dundee, Township of Dundee, IL",4,29,2,2.0,8/25/2012,"This Applebee's has been hit and miss.  The sirloin is usually very good, but then there is the occasional hair in the potatoes or slow service. I assume it's a management problem.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Jessica L.,"Hartland, MI",0,7,,5.0,9/24/2011,I absolutely love this restaurant they have great food and prices. Entertainment some nights and the staff is always so friendly and helpful. I would definitely recommend!,https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Kristopher S.,"Waterford Township, MI",67,51,,3.0,10/14/2012,"Applebee's is becoming one of my favorite places to hit up after 9 PM due to their half off appetizers.  An order of Boneless Wings or a Quesadilla for 4-5 bucks!  Can't beat it!  Their wings are pretty good, and their quesadilla is phenomenal!  That being said, while I am a fan of their appetizers, I am not a huge fan of their entrees.  Their ribs are terrible and dry, their steak was terrible as well (felt like ground beef...I love a tender steak, but it was disgusting!).  They have a great Alfredo sauce, but their cooks don't know how to cook noodles (they are extremely overdone, and I am very picky on needing my noodles ""Al Dente"").  Their ""Chicken Fajita Roll Up"" however is excellent.  So - why do I give three stars?  As there are some things (like Quesadilla's) that Applebee's does very well.  And I am thrilled that I can get their awesome Quesadilla's for just 4 or 5 dollars any night after 9 PM.  That being said, I'd stay away from the majority of their menu...lol",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2?start=20
Jeremy R.,"Waterford, MI",64,209,245,4.0,10/6/2017,"We were bummed when we learned our local Waterford Applebee's closed. We hardly ever had good service there, but it  was so close to home.  We decided to give the Applebee's in White Lake a try and the service is like night and day compared to our old Applebee's. The server was very attentive and the food tasted excellent. The food still took awhile to come out, but nothing out of the ordinary from any other Applebee's I have been too.",https://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-white-lake-2
