,date,MV_pred,close
0,2012-01-03,1532513.28,
1,2012-01-04,1511653.85,
2,2012-01-05,1548492.05,
3,2012-01-06,1525795.88,
4,2012-01-09,1524264.03,
5,2012-01-10,1532578.41,
6,2012-01-11,1560212.03,
7,2012-01-12,1528565.27,
8,2012-01-13,1520999.64,
9,2012-01-17,1554835.93,
10,2012-01-18,1531219.2,
11,2012-01-19,1538006.23,
12,2012-01-20,1525454.75,
13,2012-01-23,1546313.23,
14,2012-01-24,1528969.82,100.09646202435084
15,2012-01-25,1524896.69,100.06332869537462
16,2012-01-26,1551630.43,100.23723291976957
17,2012-01-27,1510220.55,100.07074605361116
18,2012-01-30,1509006.77,99.99771086268609
19,2012-01-31,1542035.28,100.07501851250953
20,2012-02-01,1510132.37,99.97737481269984
21,2012-02-02,1521495.44,99.80895173710994
22,2012-02-03,1536340.02,99.8427730862252
23,2012-02-06,1541802.0,99.93326652716948
24,2012-02-07,1500912.01,99.69868924507246
25,2012-02-08,1493277.27,99.53363605871442
26,2012-02-09,1485886.24,99.30690614744084
27,2012-02-10,1508731.48,99.23415737056456
28,2012-02-13,1490986.54,98.99347782487084
29,2012-02-14,1495669.3,98.84861548040446
30,2012-02-15,1541897.9,98.92257333870113
31,2012-02-16,1526997.71,98.81541724715109
32,2012-02-17,1499941.06,98.77069989675178
33,2012-02-21,1492900.7,98.70063603407517
34,2012-02-22,1511281.84,98.56685387635494
35,2012-02-23,1481478.51,98.44220521208149
36,2012-02-24,1515413.33,98.41574710530409
37,2012-02-27,1483721.97,98.18685055701448
38,2012-02-28,1491607.9,97.96849856117838
39,2012-02-29,1477324.67,97.86589003217865
40,2012-03-01,1477081.67,97.7954367003376
41,2012-03-02,1494275.91,97.83193304530457
42,2012-03-05,1514484.99,97.85696169192963
43,2012-03-06,1500470.47,97.89821823490719
44,2012-03-07,1504482.14,97.93655543396015
45,2012-03-08,1510899.27,97.80170666231795
46,2012-03-09,1458237.9,97.50259099440457
47,2012-03-12,1517711.2,97.57989381555859
48,2012-03-13,1516144.31,97.68100706659679
49,2012-03-14,1511609.12,97.68243078454765
50,2012-03-15,1455007.23,97.56727667638877
51,2012-03-16,1476906.88,97.39976774187132
52,2012-03-19,1515060.29,97.53609421685842
53,2012-03-20,1510989.49,97.62040709145876
54,2012-03-21,1505036.26,97.740956737419
55,2012-03-22,1462057.53,97.67559943537113
56,2012-03-23,1494448.32,97.67634944518507
57,2012-03-26,1495203.37,97.59247145534256
58,2012-03-27,1502602.98,97.60174819931527
59,2012-03-28,1507828.76,97.61630650709057
60,2012-03-29,1455983.17,97.37741309056284
61,2012-03-30,1498496.41,97.55254375348711
62,2012-04-02,1489939.37,97.43173205433281
63,2012-04-03,1503048.68,97.37476406512229
64,2012-04-04,1479375.26,97.2345418544541
65,2012-04-05,1495389.33,97.41021015274121
66,2012-04-09,1468583.94,97.37400409345885
67,2012-04-10,1502013.93,97.31725043626814
68,2012-04-11,1469051.68,97.13481456204198
69,2012-04-12,1502364.86,97.1231935643216
70,2012-04-13,1495504.96,97.26869498971
71,2012-04-16,1493195.38,97.26324450948098
72,2012-04-17,1500267.48,97.28527416088691
73,2012-04-18,1502460.57,97.28465465565169
74,2012-04-19,1482591.85,97.17487024538762
75,2012-04-20,1487828.92,97.31340411832086
76,2012-04-23,1498711.68,97.31434057567627
77,2012-04-24,1490357.84,97.31616098404494
78,2012-04-25,1469015.35,97.16811080423399
79,2012-04-26,1494461.35,97.23373759823693
80,2012-04-27,1477268.54,97.15490939606521
81,2012-04-30,1505389.17,97.31501776393527
82,2012-05-01,1482315.52,97.22932667398052
83,2012-05-02,1505956.78,97.38986949159317
84,2012-05-03,1476359.74,97.27674325058163
85,2012-05-04,1532151.64,97.43616190175312
86,2012-05-07,1500603.82,97.46838974646062
87,2012-05-08,1501317.63,97.47295805923895
88,2012-05-09,1477952.98,97.36634630228679
89,2012-05-10,1501880.57,97.45025517821291
90,2012-05-11,1435229.89,97.2214413698262
91,2012-05-14,1474598.02,97.11654326849728
92,2012-05-15,1407923.27,96.75794030748412
93,2012-05-16,1440716.14,96.63483442483884
94,2012-05-17,1453545.24,96.45684310154887
95,2012-05-18,1461005.6,96.38609683043009
96,2012-05-21,1447834.86,96.13572679774757
97,2012-05-22,1456011.65,96.02130094863954
98,2012-05-23,1403325.44,95.5748389556098
99,2012-05-24,1419843.36,95.32898407684056
100,2012-05-25,1386435.2,94.69509532298042
101,2012-05-29,1417682.16,94.33437344612551
102,2012-05-30,1414193.86,93.95537174942679
103,2012-05-31,1420035.69,93.70342269834472
104,2012-06-01,1421874.24,93.35538295193984
105,2012-06-04,1414929.61,93.26707363562514
106,2012-06-05,1415922.07,93.01182429775318
107,2012-06-06,1399534.96,92.97533386899379
108,2012-06-07,1364949.77,92.64573859570955
109,2012-06-08,1382504.21,92.3366992726267
110,2012-06-11,1363222.81,91.91132921210321
111,2012-06-12,1370634.34,91.57549516743293
112,2012-06-13,1364701.21,91.17828081724689
113,2012-06-14,1387203.06,91.10814600358097
114,2012-06-15,1387478.77,90.96735509746019
115,2012-06-18,1403906.81,91.0433592675513
116,2012-06-19,1392551.72,90.93403801803711
117,2012-06-20,1390144.31,90.82941880499294
118,2012-06-21,1393594.73,90.71439659346166
119,2012-06-22,1380811.28,90.53576645025879
120,2012-06-25,1386938.01,90.41399871806226
121,2012-06-26,1370152.46,90.21489392901056
122,2012-06-27,1375106.82,90.10862779168438
123,2012-06-28,1380912.44,90.17806784247469
124,2012-06-29,1374945.0,90.14518412525604
125,2012-07-02,1379687.21,90.21680677812249
126,2012-07-03,1378152.89,90.24951361813542
127,2012-07-05,1398829.92,90.39797871550368
128,2012-07-06,1415350.96,90.52042637655538
129,2012-07-09,1415460.45,90.64215095523787
130,2012-07-10,1435835.12,90.78104397677176
131,2012-07-11,1409017.89,90.85267432940834
132,2012-07-12,1415313.09,90.96216236377413
133,2012-07-13,1441841.43,91.1720428723898
134,2012-07-16,1376424.9,91.1529614499219
135,2012-07-17,1374903.63,91.10061006018388
136,2012-07-18,1375446.6,91.12364037719794
137,2012-07-19,1381875.56,91.1530854292717
138,2012-07-20,1346700.37,91.0042577031807
139,2012-07-23,1357413.31,90.92799217591993
140,2012-07-24,1338884.66,90.75049485596196
141,2012-07-25,1379709.73,90.75726734757346
142,2012-07-26,1341789.5,90.50913281482302
143,2012-07-27,1343733.87,90.19758754281946
144,2012-07-30,1351582.42,89.91970836298401
145,2012-07-31,1373082.92,89.64672671547751
146,2012-08-01,1375172.02,89.49949201527751
147,2012-08-02,1369004.26,89.29804153692776
148,2012-08-03,1376200.68,89.01249425605852
149,2012-08-06,1396956.53,89.10180998018285
150,2012-08-07,1378239.5,89.11632152381746
151,2012-08-08,1389372.26,89.17690027021065
152,2012-08-09,1384094.01,89.1865508662999
153,2012-08-10,1387038.81,89.36202923692343
154,2012-08-13,1411432.69,89.59702178458997
155,2012-08-14,1364891.8,89.71015681290982
156,2012-08-15,1338790.26,89.53215087310701
157,2012-08-16,1345759.4,89.54942054400996
158,2012-08-17,1390769.83,89.75403414883736
159,2012-08-20,1357474.06,89.77966368204441
160,2012-08-21,1397830.15,89.88731790957145
161,2012-08-22,1426230.19,90.10942874178558
162,2012-08-23,1407745.94,90.27796096270484
163,2012-08-24,1387525.53,90.32722578865142
164,2012-08-27,1429518.81,90.46887667644448
165,2012-08-28,1422588.2,90.66180029013088
166,2012-08-29,1376829.08,90.60723554273764
167,2012-08-30,1405437.63,90.70008354729131
168,2012-08-31,1360742.98,90.58569267341038
169,2012-09-04,1386388.55,90.47674684206767
170,2012-09-05,1374516.4,90.51861532101488
171,2012-09-06,1397479.94,90.77392438648238
172,2012-09-07,1366317.77,90.86335643368787
173,2012-09-10,1357949.66,90.72058368503454
174,2012-09-11,1385571.72,90.84281279441839
175,2012-09-12,1391086.42,90.81347653966175
176,2012-09-13,1377544.83,90.60168779309593
177,2012-09-14,1364752.35,90.41465911473216
178,2012-09-17,1350995.8,90.25574921391008
179,2012-09-18,1393324.5,90.09829844128122
180,2012-09-19,1360773.95,89.8293970194286
181,2012-09-20,1347098.36,89.70006384980022
182,2012-09-21,1357912.69,89.4933231073426
183,2012-09-24,1396801.69,89.65018399927564
184,2012-09-25,1427660.23,89.82972210633422
185,2012-09-26,1401771.71,89.94828686465505
186,2012-09-27,1349989.53,89.74169633296756
187,2012-09-28,1386490.44,89.82945052630589
188,2012-10-01,1371228.81,89.887216855526
189,2012-10-02,1347682.57,89.72239327022346
190,2012-10-03,1347125.35,89.5311559061988
