,date,MV_pred,close
0,2012-01-03,3945549.54,
1,2012-01-04,3949260.55,
2,2012-01-05,3989541.4,
3,2012-01-06,3704967.36,
4,2012-01-09,3885346.87,
5,2012-01-10,3714177.11,
6,2012-01-11,3936590.9,
7,2012-01-12,3983810.9,
8,2012-01-13,3984486.26,
9,2012-01-17,3679707.73,
10,2012-01-18,4046086.13,
11,2012-01-19,3871179.93,
12,2012-01-20,3947146.06,
13,2012-01-23,3925843.61,
14,2012-01-24,3931827.47,98.83797973213807
15,2012-01-25,3984315.73,98.90348170190084
16,2012-01-26,3986474.11,98.96636024327636
17,2012-01-27,3966184.66,98.92689511974378
18,2012-01-30,3999231.22,99.4241031884243
19,2012-01-31,3981684.54,99.58688181452497
20,2012-02-01,3864639.58,99.84111335392501
21,2012-02-02,3895396.39,99.77150833087754
22,2012-02-03,3709374.13,99.307801450982
23,2012-02-06,4014867.56,99.35913574496224
24,2012-02-07,3903127.7,99.7366411980218
25,2012-02-08,4001585.35,99.66144967814377
26,2012-02-09,3950407.25,99.79531750263276
27,2012-02-10,3984084.23,99.85773072648665
28,2012-02-13,3868570.49,99.76095819933194
29,2012-02-14,3997233.67,99.87147292710628
30,2012-02-15,3879796.4,99.69487001634083
31,2012-02-16,3960950.27,99.65174321445728
32,2012-02-17,3735278.04,99.26158781251378
33,2012-02-21,3993101.06,99.25122988064167
34,2012-02-22,3945827.41,99.19064325489794
35,2012-02-23,3862133.83,99.18640937066189
36,2012-02-24,4017602.74,99.39289746357277
37,2012-02-27,3673542.86,99.33235453262952
38,2012-02-28,3707516.74,98.81303385349628
39,2012-02-29,3920936.0,98.84312395851116
40,2012-03-01,3993867.69,98.83008367954747
41,2012-03-02,3746258.39,98.48513999395888
42,2012-03-05,3921387.51,98.37920338637204
43,2012-03-06,3966906.29,98.5453581877131
44,2012-03-07,3588498.38,97.85473146874575
45,2012-03-08,3842881.96,97.79235834070067
46,2012-03-09,3968854.64,97.80571409747569
47,2012-03-12,3723274.54,97.78543217412837
48,2012-03-13,3872011.43,97.58083096666262
49,2012-03-14,3868692.3,97.45049828132856
50,2012-03-15,3707736.13,97.18961751185279
51,2012-03-16,4007297.37,97.17220486350809
52,2012-03-19,3991148.94,97.70885352174967
53,2012-03-20,3949418.38,98.11758685120117
54,2012-03-21,3928828.76,98.13092299093698
55,2012-03-22,3879562.24,97.93778479165502
56,2012-03-23,3652963.92,97.78014816156637
57,2012-03-26,3696646.04,97.4004098129594
58,2012-03-27,3855837.8,97.21274099965639
59,2012-03-28,3745496.42,97.4780154790132
60,2012-03-29,3955346.87,97.66804377774967
61,2012-03-30,3706362.41,97.22451919840805
62,2012-04-02,3861763.59,97.45851963965795
63,2012-04-03,3732397.44,97.22261842389642
64,2012-04-04,3970482.74,97.39461041802898
65,2012-04-05,3952905.55,97.8088652090105
66,2012-04-09,3718975.9,97.32169780334328
67,2012-04-10,3861191.4,97.1021127769188
68,2012-04-11,3951323.92,97.10533250584913
69,2012-04-12,3934005.09,97.11407878220855
70,2012-04-13,3935570.33,97.2087138293373
71,2012-04-16,3961027.11,97.72923817687851
72,2012-04-17,3904469.48,98.08039068071959
73,2012-04-18,3845454.71,98.06284671141995
74,2012-04-19,3580693.97,97.78438537444735
75,2012-04-20,3721325.19,97.38896655698821
76,2012-04-23,3964834.12,97.8256977945165
77,2012-04-24,3847034.88,97.8008111725125
78,2012-04-25,3956203.95,98.17896974963176
79,2012-04-26,3711488.1,97.741354934299
80,2012-04-27,3761073.3,97.4172222238359
81,2012-04-30,3535577.5,97.10733991527414
82,2012-05-01,3443929.41,96.40230590878183
83,2012-05-02,3511046.52,95.65838351295085
84,2012-05-03,3769937.83,95.38116440259765
85,2012-05-04,3782913.37,95.12322490485491
86,2012-05-07,3825946.85,94.89498418514349
87,2012-05-08,3761077.32,94.65269911847737
88,2012-05-09,3835908.38,94.63656899532094
89,2012-05-10,3777145.83,94.96850731047557
90,2012-05-11,3426801.51,94.4708602323958
91,2012-05-14,3684485.49,93.9971642750345
92,2012-05-15,3698849.52,93.74678029430264
93,2012-05-16,3773961.32,93.43885085270027
94,2012-05-17,3744511.48,93.49464938328131
95,2012-05-18,3788904.17,93.54167429868342
96,2012-05-21,3838102.08,94.05284023713806
97,2012-05-22,3711311.56,94.50462715518209
98,2012-05-23,3754258.56,94.91557462487222
99,2012-05-24,3756547.85,94.89295001138596
100,2012-05-25,3781530.21,94.890612930943
101,2012-05-29,3699216.61,94.67648096830982
102,2012-05-30,3732203.85,94.62769440561468
103,2012-05-31,3351838.42,93.80977714619365
104,2012-06-01,3449430.54,93.25604728477616
105,2012-06-04,3670758.78,93.66825394534695
106,2012-06-05,3300139.97,93.01883782708761
107,2012-06-06,3535644.36,92.74307537905105
108,2012-06-07,3747819.79,92.69890488647457
109,2012-06-08,3497515.08,92.2815631068383
110,2012-06-11,3512069.5,91.81380457334218
111,2012-06-12,3530928.16,91.29478279638248
112,2012-06-13,3180969.22,90.39868060221261
113,2012-06-14,3512235.73,89.98974250196171
114,2012-06-15,3268953.71,89.1658705502741
115,2012-06-18,3480354.92,88.65698446322558
116,2012-06-19,3247475.48,87.89369217585177
117,2012-06-20,3219478.35,87.027356582965
118,2012-06-21,3130472.77,86.65332224756035
119,2012-06-22,3492855.64,86.7266962259458
120,2012-06-25,3444752.2,86.34482026213942
121,2012-06-26,3486127.07,86.65907661285299
122,2012-06-27,3235645.32,86.15217799715343
123,2012-06-28,3572937.53,85.85668513322823
124,2012-06-29,3565688.07,85.9718748160322
125,2012-07-02,3575412.66,86.07890369225139
126,2012-07-03,3590333.98,86.1792797731965
127,2012-07-05,3574489.95,86.84419894522476
128,2012-07-06,3601697.02,86.99535877580188
129,2012-07-09,3346406.34,87.12622796434758
130,2012-07-10,3487836.66,87.13886961696427
131,2012-07-11,3626365.2,87.77906724749933
132,2012-07-12,3580995.08,88.38991030216121
133,2012-07-13,3554558.36,89.10647392352854
134,2012-07-16,3573209.02,89.24224441495672
135,2012-07-17,3540247.31,89.40359939484291
136,2012-07-18,3488038.66,89.40682934626138
137,2012-07-19,3491854.82,89.83973820116663
138,2012-07-20,3259117.01,89.30948588047217
139,2012-07-23,3312326.89,88.88138973918448
140,2012-07-24,3308794.22,88.43089323707576
141,2012-07-25,3402748.31,88.11393583465184
142,2012-07-26,3073989.92,87.26825722059834
143,2012-07-27,3226603.64,86.63447414222561
144,2012-07-30,3214647.65,86.41184577125688
145,2012-07-31,3044303.34,85.66242195335191
146,2012-08-01,3128868.03,84.82181717412513
147,2012-08-02,2863374.47,83.6092769813083
148,2012-08-03,3208321.18,83.02425128507369
149,2012-08-06,3171290.06,82.34514189709897
150,2012-08-07,3135772.36,81.66171373599504
151,2012-08-08,2943078.92,80.74091299670604
152,2012-08-09,3173913.41,80.20369774227534
153,2012-08-10,3217417.43,80.13323931888421
154,2012-08-13,3145446.19,79.85126643051439
155,2012-08-14,2801696.06,78.99443917090784
156,2012-08-15,3147360.38,78.5629184960971
157,2012-08-16,3182192.56,78.74574497591195
158,2012-08-17,3241346.01,78.77065467877343
159,2012-08-20,3527576.64,79.29940061023794
160,2012-08-21,2945237.06,79.13201154061124
161,2012-08-22,3325949.26,79.46501328177469
162,2012-08-23,3348924.56,80.2854314686922
163,2012-08-24,3326210.41,80.48462506442132
164,2012-08-27,3424727.83,80.9128506173397
165,2012-08-28,3349488.44,81.27395972323797
166,2012-08-29,3245523.73,81.78499087691938
167,2012-08-30,3309066.39,82.01335446924844
168,2012-08-31,3371591.27,82.27385698976678
169,2012-09-04,3114592.13,82.2217238885985
170,2012-09-05,3335353.27,83.1234271107391
171,2012-09-06,3014238.45,82.89849531750319
172,2012-09-07,3328568.0,83.14582113530719
173,2012-09-10,3226617.5,83.12093485123668
174,2012-09-11,3306367.12,82.74716432361245
175,2012-09-12,3225904.84,83.22139953834336
176,2012-09-13,3302655.77,83.1820412862776
177,2012-09-14,3360986.79,83.2024224437948
178,2012-09-17,3103442.55,82.8260188397821
179,2012-09-18,3066106.21,82.22006755827822
