,date,MV_pred,close
0,2012-01-03,2043375.04,
1,2012-01-04,2156917.61,
2,2012-01-05,2334314.07,
3,2012-01-06,2107244.4,
4,2012-01-09,2160598.63,
5,2012-01-10,2157525.93,
6,2012-01-11,2219139.1,
7,2012-01-12,2268645.42,
8,2012-01-13,2099716.94,
9,2012-01-17,2301326.76,
10,2012-01-18,2245994.89,
11,2012-01-19,2347568.55,
12,2012-01-20,2287375.23,
13,2012-01-23,2125687.12,
14,2012-01-24,2422118.71,108.57053566958841
15,2012-01-25,2396783.92,109.72355905192354
16,2012-01-26,2405247.67,110.53375478247986
17,2012-01-27,2384769.4,110.69836913867101
18,2012-01-30,2418605.14,111.71420726237965
19,2012-01-31,2448721.94,112.65423150123237
20,2012-02-01,2388392.37,113.40745084172113
21,2012-02-02,2243935.7,113.48835163742952
22,2012-02-03,2394881.17,113.90020538438858
23,2012-02-06,2454134.07,115.05651825912483
24,2012-02-07,2325514.2,115.13543162394697
25,2012-02-08,2410502.39,115.6721498695935
26,2012-02-09,2374144.98,115.75885749620716
27,2012-02-10,2557839.66,116.64126829437372
28,2012-02-13,2379259.89,117.46856876552626
29,2012-02-14,2485629.53,117.67577765199023
30,2012-02-15,2419175.39,117.74883152792808
31,2012-02-16,2194190.4,117.06024111299051
32,2012-02-17,2307251.03,116.80733152800639
33,2012-02-21,2417603.51,116.80406363385939
34,2012-02-22,2348333.53,116.4765388018703
35,2012-02-23,2430126.3,116.61269892644538
36,2012-02-24,2403790.39,117.13423702516529
37,2012-02-27,2295293.91,116.80932600605709
38,2012-02-28,2529531.37,117.05531543865125
39,2012-02-29,2325647.85,117.05575148195342
40,2012-03-01,2353065.34,116.86835873261913
41,2012-03-02,2214236.88,116.34664637970717
42,2012-03-05,2482264.11,116.10007539291465
43,2012-03-06,2342825.55,115.98120558426709
44,2012-03-07,2400860.81,115.70464118030921
45,2012-03-08,2395388.96,115.62703614114812
46,2012-03-09,2380498.26,116.23487972134572
47,2012-03-12,2545470.81,117.01208989352568
48,2012-03-13,2332261.22,116.73365417376667
49,2012-03-14,2430193.99,117.00073015801674
50,2012-03-15,2429135.17,116.99749652091928
51,2012-03-16,2441546.89,117.12067997724652
52,2012-03-19,2345504.05,117.28449438239198
