,ticker,date,MV_pred,MV,close
1575,BJRI,2012-01-03,724562.41,1267296.83,
1574,BJRI,2012-01-04,727595.26,1220678.51,
1573,BJRI,2012-01-05,732093.06,1224840.86,
1572,BJRI,2012-01-06,735680.93,1260359.58,
1571,BJRI,2012-01-09,727595.26,1285056.1900000002,
1570,BJRI,2012-01-10,719454.41,1302260.57,
1569,BJRI,2012-01-11,703177.57,1282558.78,
1568,BJRI,2012-01-12,713615.24,1273124.12,
1567,BJRI,2012-01-13,705463.14,1247872.53,
1566,BJRI,2012-01-17,703244.0,1263689.46,
1565,BJRI,2012-01-18,703244.0,1235385.48,
1564,BJRI,2012-01-19,716821.39,1261192.05,
1563,BJRI,2012-01-20,695158.33,1242322.73,
1562,BJRI,2012-01-23,703177.57,1262024.52,
1561,BJRI,2012-01-24,714087.03,1261192.05,
1560,BJRI,2012-01-25,703204.88,1262024.52,
1559,BJRI,2012-01-26,695158.33,1325014.75,
1558,BJRI,2012-01-27,716227.07,1319464.95,
1557,BJRI,2012-01-30,702306.78,1344439.05,
1556,BJRI,2012-01-31,694221.11,1369135.6600000001,
1555,BJRI,2012-02-01,694221.11,1389947.4100000001,
1554,BJRI,2012-02-02,694154.67,1410481.67,
1553,BJRI,2012-02-03,694154.67,1455712.54,
1552,BJRI,2012-02-06,702306.78,1493451.18,
1551,BJRI,2012-02-07,694221.11,1471251.98,
1550,BJRI,2012-02-08,702306.78,1469309.55,
1549,BJRI,2012-02-09,695924.79,1480131.6600000001,
1548,BJRI,2012-02-10,694221.11,1470697.0,
1547,BJRI,2012-02-13,702306.78,1479576.68,
1546,BJRI,2012-02-14,707204.17,1473749.39,
1545,BJRI,2012-02-15,702306.78,1491786.24,
1544,BJRI,2012-02-16,702240.35,1477634.25,
1543,BJRI,2012-02-17,704010.46,1454602.58,
1542,BJRI,2012-02-21,702306.78,1448497.8,
1541,BJRI,2012-02-22,702306.78,1431015.93,
1540,BJRI,2012-02-23,686643.76,1411314.14,
1539,BJRI,2012-02-24,692643.19,1408261.75,
1538,BJRI,2012-02-27,693407.0,1387450.0,
1537,BJRI,2012-02-28,692643.19,1387450.0,
1536,BJRI,2012-02-29,692643.19,1402907.38,
1535,BJRI,2012-03-01,684557.51,1381972.63,
1534,BJRI,2012-03-02,702975.3,1363829.18,
1533,BJRI,2012-03-05,692643.19,1342894.43,
1532,BJRI,2012-03-06,684557.51,1349593.55,
1531,BJRI,2012-03-07,692643.19,1342615.3,
1530,BJRI,2012-03-08,684557.51,1372203.0799999998,
1529,BJRI,2012-03-09,692643.19,1385043.0599999998,
1528,BJRI,2012-03-12,692643.19,1400116.0799999998,
1527,BJRI,2012-03-13,695692.57,1397045.65,
1526,BJRI,2012-03-14,684557.51,1391742.18,
1525,BJRI,2012-03-15,711571.89,1384763.93,
1524,BJRI,2012-03-16,692643.19,1395370.87,
1523,BJRI,2012-03-19,692576.75,1352943.1099999999,
1522,BJRI,2012-03-20,703014.43,1340661.3900000001,
1521,BJRI,2012-03-21,684557.51,1338149.22,
1520,BJRI,2012-03-22,684557.51,1314144.04,90.27821229878563
1519,BJRI,2012-03-23,692643.19,1332287.49,90.94974111454874
1518,BJRI,2012-03-26,694928.75,1342057.04,89.12017973854387
1517,BJRI,2012-03-27,684557.51,1407652.59,90.05109442460892
1516,BJRI,2012-03-28,684557.51,1402628.25,90.1078738931531
1515,BJRI,2012-03-29,699984.9,1373598.73,90.37756182805934
1514,BJRI,2012-03-30,700748.72,1402628.25,90.08959407190522
1513,BJRI,2012-04-02,691899.23,1408489.98,89.81959263945625
1512,BJRI,2012-04-03,701370.15,1419934.3099999998,92.46043540666662
1511,BJRI,2012-04-04,700011.55,1403744.77,92.76413854794359
1510,BJRI,2012-04-05,718940.26,1380856.1099999999,93.95679628306708
1509,BJRI,2012-04-09,700011.55,1360758.75,90.03872405782322
1508,BJRI,2012-04-10,700775.37,1365503.96,89.69397683312492
1507,BJRI,2012-04-11,699945.12,1335916.18,90.20447831728121
1506,BJRI,2012-04-12,700011.55,1356013.54,90.26584193199992
1505,BJRI,2012-04-13,700011.55,1370528.3,89.98194458927904
1504,BJRI,2012-04-16,694766.53,1367737.0,89.2225443328288
1503,BJRI,2012-04-17,694766.53,1367737.0,89.33610326991715
1502,BJRI,2012-04-18,686680.86,1354897.02,88.09678045878397
1501,BJRI,2012-04-19,694766.53,1346802.25,89.62000061263802
1500,BJRI,2012-04-20,694700.1,1344010.95,88.93406284393342
1499,BJRI,2012-04-23,699663.92,1297954.5,89.56049934763561
1498,BJRI,2012-04-24,686680.86,1289859.73,89.3459287667558
1497,BJRI,2012-04-25,694766.53,1313027.52,90.01745689244723
1496,BJRI,2012-04-26,700113.28,1319726.6400000001,89.64828787722118
1495,BJRI,2012-04-27,698085.53,1263063.25,89.79225593489952
1494,BJRI,2012-04-30,698058.91,1258425.0,89.90397790117399
1493,BJRI,2012-05-01,726392.36,1216757.15,91.17783542463752
1492,BJRI,2012-05-02,730423.51,1189631.0999999999,91.7399110129011
1491,BJRI,2012-05-03,716676.63,1206410.1,91.69974925108707
1490,BJRI,2012-05-04,724695.87,1215358.9000000001,92.30991376205981
1489,BJRI,2012-05-07,724762.3,1231298.95,90.38399597773241
1488,BJRI,2012-05-08,724762.3,1228222.8,90.6111138519091
1487,BJRI,2012-05-09,716676.63,1233256.5,89.93958572621766
1486,BJRI,2012-05-10,729659.69,1254230.25,89.69992055874405
1485,BJRI,2012-05-11,716676.63,1257026.75,87.49806857881816
1484,BJRI,2012-05-14,722500.83,1278839.45,87.78642118997035
1483,BJRI,2012-05-15,724762.3,1277720.8499999999,88.26044385418028
1482,BJRI,2012-05-16,724762.3,1274924.35,88.62383245286298
1481,BJRI,2012-05-17,714481.59,1265416.25,88.0847281757044
1480,BJRI,2012-05-18,725526.12,1225426.3,88.90365938215064
1479,BJRI,2012-05-21,716676.63,1215918.2,87.78196592153904
1478,BJRI,2012-05-22,716676.63,1228782.0999999999,87.72518645299485
1477,BJRI,2012-05-23,724762.3,1234095.4500000002,87.54502255052368
1476,BJRI,2012-05-24,716676.63,1283313.85,85.34044877413953
1475,BJRI,2012-05-25,716676.63,1253950.6,84.88621302578613
1474,BJRI,2012-05-29,724762.3,1257306.4000000001,84.81960806040331
1473,BJRI,2012-05-30,724762.3,1250315.1500000001,84.70604912331495
1472,BJRI,2012-05-31,724762.3,1231842.84,84.1950339064174
1471,BJRI,2012-06-01,726992.69,1199396.48,85.93877192323336
1470,BJRI,2012-06-04,724762.3,1167229.8299999998,85.84163849419846
1469,BJRI,2012-06-05,716676.63,1137021.15,85.11333089996282
1468,BJRI,2012-06-06,716676.63,1187368.9500000002,85.17011036850701
1467,BJRI,2012-06-07,716676.63,1201074.74,85.45400771122789
1466,BJRI,2012-06-08,716676.63,1166950.1199999999,85.56756664831624
1465,BJRI,2012-06-11,727140.07,1193522.57,87.02775210200203
1464,BJRI,2012-06-12,716808.92,1167509.54,85.40635720094696
1463,BJRI,2012-06-13,708723.25,1150726.94,83.93991651563707
1462,BJRI,2012-06-14,727180.16,1080519.73,86.17882657120711
1461,BJRI,2012-06-15,698674.47,1077722.6300000001,84.21172963058608
1460,BJRI,2012-06-18,700070.65,1100379.1400000001,84.5351939326709
1459,BJRI,2012-06-19,710441.89,1082477.7000000002,85.30766330293105
1458,BJRI,2012-06-20,699814.3,1094505.23,83.72259138551917
1457,BJRI,2012-06-21,700004.22,1095344.3599999999,83.50857935270125
1456,BJRI,2012-06-22,716673.5,1076044.3699999999,83.29617191411322
1455,BJRI,2012-06-25,738675.53,1054226.99,85.09836703880154
1454,BJRI,2012-06-26,740122.87,1050311.0499999998,85.4821412161487
1453,BJRI,2012-06-27,738419.18,1051429.8900000001,85.25101545690077
1452,BJRI,2012-06-28,740379.22,1033808.16,85.38627226659366
1451,BJRI,2012-06-29,738675.53,1054786.41,84.9848081017132
1450,BJRI,2012-07-02,738675.53,1073526.98,85.77972066133164
1449,BJRI,2012-07-03,738419.18,1053667.57,85.47813333107746
1448,BJRI,2012-07-05,737671.9,1051429.8900000001,85.08588884326127
1447,BJRI,2012-07-06,739067.09,1075205.24,85.8635205766031
1446,BJRI,2012-07-09,750227.84,1070729.8800000001,86.1794565792242
1445,BJRI,2012-07-10,754081.56,1084435.6700000002,86.61572928856978
1444,BJRI,2012-07-11,740540.79,1093106.68,85.17030388056114
1443,BJRI,2012-07-12,754304.24,1093386.3900000001,86.74465474184271
1442,BJRI,2012-07-13,740797.14,1113805.22,85.13121439955026
1441,BJRI,2012-07-16,740797.14,1118280.5799999998,85.41511174227114
1440,BJRI,2012-07-17,735001.73,1135622.6,84.67451009913411
1439,BJRI,2012-07-18,753082.99,1139818.25,85.46801089841641
1438,BJRI,2012-07-19,742711.75,1175341.4200000002,85.09299780796547
1437,BJRI,2012-07-20,752826.64,1138699.41,85.0528646310739
1436,BJRI,2012-07-23,742711.75,1129748.69,84.18452631125868
1435,BJRI,2012-07-24,742711.75,1122476.23,84.63876205961208
1434,BJRI,2012-07-25,743475.57,1084155.96,84.12367642928126
1433,BJRI,2012-07-26,755628.38,1103176.24,85.87077892811251
1432,BJRI,2012-07-27,741964.46,1090869.0,84.30329635026837
1431,BJRI,2012-07-30,742711.75,1151286.3599999999,83.5031726887286
1430,BJRI,2012-07-31,753164.67,1110964.8,83.99738122175539
1429,BJRI,2012-08-01,761751.37,1110684.96,84.47636613468542
1428,BJRI,2012-08-02,761495.02,1082141.28,85.36714764385891
1427,BJRI,2012-08-03,759299.99,1097252.6400000001,86.12414633644934
1426,BJRI,2012-08-06,761684.94,1110125.28,87.19719647863127
1425,BJRI,2012-08-07,760747.73,1125516.48,86.67828652229625
1424,BJRI,2012-08-08,761751.37,1133352.0,87.37211903043831
1423,BJRI,2012-08-09,761495.02,1127475.3599999999,87.12731116872831
1422,BJRI,2012-08-10,761495.02,1126915.6800000002,88.20612107106763
1421,BJRI,2012-08-13,778537.31,1112923.6800000002,89.38216124129947
1420,BJRI,2012-08-14,806459.35,1120759.2,91.25220267973556
1419,BJRI,2012-08-15,816505.17,1104248.6400000001,92.11577467445255
1418,BJRI,2012-08-16,803778.45,1114602.72,91.74855498540185
1417,BJRI,2012-08-17,803522.1,1115722.0799999998,91.61730606078021
1416,BJRI,2012-08-20,803778.45,1095853.44,92.14601126521107
1415,BJRI,2012-08-21,803522.1,1086618.72,92.80967490020787
1414,BJRI,2012-08-22,803778.45,1109005.9200000002,92.94092382482951
1413,BJRI,2012-08-23,803522.1,1131952.8,92.80967490020787
1412,BJRI,2012-08-24,801583.42,1118240.6400000001,93.07334836343405
1411,BJRI,2012-08-27,810305.47,1126076.1600000001,93.50489392801742
1410,BJRI,2012-08-28,843789.95,1123557.5999999999,95.75878359838151
1409,BJRI,2012-08-29,840798.31,1127755.2,95.49555952556923
1408,BJRI,2012-08-30,841054.67,1141747.2,95.28613232899752
1407,BJRI,2012-08-31,841054.67,1153229.2000000002,95.5700296717184
1406,BJRI,2012-09-04,841054.67,1147071.18,95.91070648298344
1405,BJRI,2012-09-05,859660.59,1144551.99,96.57007417742986
1404,BJRI,2012-09-06,840798.31,1147351.09,96.51758995936437
