Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Geetha V.,"Chapel Hill, NC",0,1,,5.0,9/10/2017,"A few of us visited CPK on Saturday (September 9, 2017), and had a great experience. We ordered a mix of Pizza, Soup, Fettucine and Salad. The food was excellent and the service was exceptional. It was a very hectic evening and the staff seemed to be very busy. There was a bit of wait to get a table and get the food as well. But the staff were very kind. I want to specifically mention MATT who was the waiter at our table. He kept a pleasant attitude while taking care of our complex order. When there was some problem with the computer while billing, the manager came and apologized to us. It took them a while to sort out the billing but they decided to not charge us for the order and even gave us a gift card. I call this EXCELLENT customer service.",https://www.yelp.com/biz/california-pizza-kitchen-durham
Mj R.,"Raleigh, NC",3,32,34,3.0,12/14/2017,"Vegetarian: I had the crispy Mac n Cheese for an appetizer and it could have been more flavorful. I had the Five Cheese + Fresh Tomato Pizza. I expected more flavor  from a pizza restaurant. My choice was pretty basic and I would return to try one of their other vegetarian options, they have plenty. Vegan: This is not Mellow Mushroom, so there are no vegan pizzas. However, there were several vegan appetizers, and salads.  Gluten-Free: They advertise 4 gluten-free pizzas on their online menu Allergens: The website says to ask a manager about allergies but there isn't an abundance of nuts on the menu.  Service: I came here with my dog and we ate outside. The waiter was very sweet to my puppy and even brought her water without me having to ask. The food came quickly and service was excellent. Recommendations:  There is a blurb to ask a managers about special dietary needs and I can tell they make a conscious effort to be inclusive. I can recommend this restaurant with confidence to other vegetarians and those with gluten-intolerance  but I hesitate to recommend this restaurant to vegans and others with specialized diets. Call ahead, and see what they say. I would come back.",https://www.yelp.com/biz/california-pizza-kitchen-durham
Tilley C.,"Pittsboro, NC",50,1,,1.0,8/8/2017,This place is over priced for food that is not good. I am very unhappy with my experience here. * only got one piece of bread because they thought we were fat * rejected us when we asked for more * charged $2 for an avocado when I only ate one bite * waiter had a beard but no mustache? * people who were seated long after us received their food before we did.  * sat us in the most unideal location. very far from *safety exit and restroom.,https://www.yelp.com/biz/california-pizza-kitchen-durham
Gail C.,"Jamestown, NC",76,252,102,4.0,5/13/2017,"I had a most pleasant chain restaurant lunch this week. A veggie pizza with goat cheese, split pea soup and a cucumber reviver. All three of these options were out of this world amazing. Great flavors, and best of all not overly salty like most chain restaurants mistakenly do. The non alcoholic cucumber reviver really did it's job after a brutal long week. I want to go back next week for lunch again.",https://www.yelp.com/biz/california-pizza-kitchen-durham
John S.,"Woodstock, GA",56,663,257,4.0,8/18/2016,"Pizza and salad restaurant. These folks are famous for their chopped salad and BBQ chicken pizza - this is what put them on the map You can come here and enjoy and great variety of pizza's, and salads. I ordered the California Cobb salad - excellent by the way. I also ordered a flatbread - nothing spectacular by any means. I recommend coming here for a SALAD or PIZZA - it's good stuff. The service was very good.",https://www.yelp.com/biz/california-pizza-kitchen-durham
Elise P.,"Durham, NC",4,38,20,2.0,8/1/2017,"I usually enjoy this place, but today the CPK I once loved disappointed me. Service was slow, unprofessional, and too relaxed. Apparently they ran out of bread, RAN OUT. I don't know how I successful business can let this happen. We were sad because we come here for a good meal and bread. Anyway-our food took forever to get here and most of it was cold. Also took forever for us to get the checks. We were definitely not top priority. Waiting here for my check to come, I have so much time on my hands I figured I'd write a review. I hope my next visit is nothing like this!",https://www.yelp.com/biz/california-pizza-kitchen-durham
Brian C.,"Cary, NC",2385,94,3,1.0,9/15/2016,"Definitely the worst experience at a Calif. Pizza Kitchen ever. Service was horrible, the table was dirty and no one came out to clean it. We ordered the Thai Chicken Pizza, which had hardly any chicken the first time we went. The second time, we asked for enough chicken to go around the pizza, so they uncharged us for asking for the norm!?! I guarantee you there won't be a 3rd time. Also, I call the customer support line and the person took my information, and said someone would call me back. But no one called me back.  There are definitely enough restaurant at the South Point Mall. To all my yelp friends, avoid this CPK like the plague! :(",https://www.yelp.com/biz/california-pizza-kitchen-durham
Sachi C.,"Cary, NC",0,9,,2.0,10/28/2017,We made a reservation for 14 one week ahead of time. We got there 2 minutes early the day of and they hadn't even left us room. We had to wait one hour for a table for only 11 people. Very bad service. However the food is good so I have 2 stars.,https://www.yelp.com/biz/california-pizza-kitchen-durham
Desiree S.,"Meridian, ID",44,49,,5.0,6/11/2017,I come here about once a week to get the BBQ chicken salad and always have a great experience. Staff is friendly and food comes out real quick.,https://www.yelp.com/biz/california-pizza-kitchen-durham
Lyndenise B.,"Miami, FL",294,532,2105,3.0,11/15/2015,"It was a beautiful day for a GF pizza in the super convenient location in South Point. I sat outside but it took about 15 minutes for someone to stop by and take my drink order. The waitress came back with unsweet tea that was meant for a gentleman at the table next to me. I already sipped the tea with my straw but when she came back with my sweet tea, she placed the unsweet tea on the other table for the gentleman to have. Idk if I was the only one that had a problem with that.  The pizza was okay but they definitely didn't leave it long enough to bake. The waitress was all over the place and kept forgetting what I had asked her. I know it's a Sunday but it wasn't even that busy. Hopefully other people have better experiences.",https://www.yelp.com/biz/california-pizza-kitchen-durham
