Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Jamie R.,"Baltimore, MD",63,58,172,4.0,12/29/2017,"Love California pizza kitchen. They have an array of options for pizza lovers and others alike. I tend to order a salad and soup when I am there and personally love their fresh tea options. Be sure to check those out!  The Cobb salad comes in a small or large portion and is very good. Sometimes it lacks sufficient dressing. Pizza options are great as well. Overall, very pleased with the menu options, cleanliness, and consistency of this chain.  The wait staff is not always the most knowledgeable however.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Art T.,"Crofton, MD",189,383,136,4.0,12/27/2017,"I have to preface this by saying we visited on Christmas Eve and with about an hour left until closing.  Still, it was a pretty great experience all things considered. We didn't have to wait at all for a table (beyond the fact that the place was pretty quiet).  The hostess was still attentive and cordial.  The server showed up pretty soon afterwards as well, and she was very attentive to us during our stay.  Refills were rapid and there was no waiting for an empty glass for the suggestion. The appetizer was... okay.  We ordered the Szechuan chicken dumplings, and I really didn't feel like they matched any of those words, save the chicken.  There was no real 'Szechuan' flavor profile, and it was instead a sweet and sticky sauce that batched the plate.  The onions were limp and stringy, and the noodles were overcooked. The pizza, on the other hand, was great.  We had one with whole wheat crust (the garlic chicken) and one with regular (wild mushroom).  Both were fantastic, with fresh and flavorful toppings.  They came out piping hot as well.   Overall, very much worth the visit.  Maybe we'll just skip the appetizer next time.  We could only get through half of each pizza anyway.  One would have been enough for the two of us.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Emma W.,"Philadelphia, PA",211,112,,2.0,11/26/2017,"Went here for a lunch with friends and it was terrible. We weren't greeted for at least 10 minutes. We would have ordered drinks, but the server didn't even give us a drink menu or ask if we wanted anything other than water.  I was interested in the full piadina half salad combo available any day and our server had no idea what I was talking about, I had to point it out on the menu.  Our food came promptly and was frankly just not good. The piadina was dry and flavorless, there was no reason to keep the leftovers. As a pizza sandwich, it did not make me want to try their pizza. Everyone enjoyed their salads.  We waited for a while after done eating for the server to come with the check, all of us wondering where she went in the meantime. For the prices and mediocre food, I'd rather eat at the food court next time.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Aubrey F.,"Baltimore, MD",29,191,220,5.0,9/1/2017,"Very fresh and delicious pizza! I ordered the Five Cheese and Fresh Tomato. It has mozzarella, Monterey Jack, smoked Gouda, and Romano cheese with tomato and fresh basil. As I write this, I realized this is only four types of cheese. Not sure what the fifth cheese is or if there even is one but it was delicious. I think it could of used some more basil but it was very good! The service was also great! It was very busy for lunch but our waiter was attentive and friendly.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Tanaga R.,"Bowie, MD",2,27,8,5.0,1/1/2018,My son had his 5th birthday party at this location! The general managers were an ease to work with and very responsive in the planning process! They ordered a Chef jacket for my son and it really gave the birthday boy a special touch! The food was delicious. We ordered appetizers and pizzas for the adults while the kiddos made their own cheese pizzas tableside! The bbq chicken and carne Assad Pizzas were a hit with the adults. The meat on the carne Assad pizza was so tender! Definitely a nice spot w great service for parties or dinner.,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Carmen M.,"Bowie, MD",0,15,25,5.0,12/5/2017,"Ah this place is fantastic. Their avocado club egg rolls are absolutely amazing and the pizzas have a unique mix of ingredients but are delicious. Their signature is the BBQ pizza which is so good, but I usually get the California Cobb pizza. My mom always gets the chicken Waldorf salad and wipes the bowl clean. I 10/10 recommend! The service is always great and their water tastes so cold and clean. Everything is spectacular.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Sonya T.,"Upper Marlboro, MD",37,7,2,1.0,11/23/2017,Eddie the bartender in Annapolis MD nor the manager on duty wanted to serve me an African American on Tuesday November 21st. Eddie served everyone at the bar except me completely ignored me sitting there! I am waiting to here from Corporate I was told on Wednesday the issue was being reviewed! The manager was of no help in dealing with an such as this I hope Corporate can assist me better.,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Steve E.,"Laurel, MD",56,85,87,4.0,5/21/2017,"Arrived and was seated quickly despite it being moderately busy. Place is nice and clean. Service was good. My only complain is that water is not brought out you must ask for it. And the napkins are paper not cloth. They do provide complimentary bread (not warm) with a olive oil and spice mix (not the best) I have been to CPK before but at an Airport location. I have tried the famous ""BBQ Chicken Pizza"" which is you must order if you never been here. Since this was my first time at this location I chose to be adventurous and try something different. Drink:  CUCUMBER REVIVER (delicious and refreshing) will order again Appetizer: CHARRED SHISHITO PEPPERS ( mild spicy and goes good with the tosatada pizza)..its ok will try something different next time Main course:  TOSTADA Pizza, (healthy and good but not impressed by the presentation) stick to the BBQ chicken pizza next time",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Daniel M.,"Arundel Mills, MD",147,1,,1.0,12/4/2017,"I hate this place.  The wait staff has no sense of urgency, and it always takes 5-10 minutes before we're even greeted.  We were greeted by a nice young lady who sat us at our table.  And as anticipated we waited for 5 minutes, not even a ""hey i will be right with you.""  So we decided to move to the bar.  We were greeted by the bartender who took our drink and food order.  We ordered salad, soups, and pizza.  Since we're at the bar you can view the kitchen staff work and the pizzas being made.  I watched our bartender prepare our soups, he used his fingers to clean the spoons. Absolutely disgusting.  I don't think I've ever written a review, but this place just disappoints time and time again.  Terrible service and not sanitary.  We will not return or spend any money here in the future.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Jason S.,"Leesburg, VA",1,5,4,4.0,6/17/2017,The Annapolis location was very good! Great food and  service. Minimal wait on a Saturday evening around 6 the day before Father's Day I got the garlic fettuccine with chicken and shrimp. Cream sauce was just right! Not to heavy and very delicious!! Would definitely recommend this place for a low key evening.  Kid friendly as well!!,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Julia P.,"Baltimore, MD",147,23,,3.0,11/26/2017,Is CPK going downhill? CPK in Annapolis has always been a reliable lunch spot. We were fairly disappointed with our experience today. The service was inattentive. We were not greeted by our server for about 10 minutes and then she did not check on us after food was delivered and we had a hard time getting her attention to get the check. The salad was fine but not exciting and didn't seem as fresh as usual. Disappointed because I expect more from this restaurant!,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Amana C.,"DE, DE",135,383,740,4.0,8/18/2016,"Trendier and smaller than most CPKs Ive been too. Rustic decor, nice ambiance. Friendly service. Plenty of options.  I think CPK makes great pizza, however the entrees are good not great. The cedar plank salmon and fish tacos were both good but could have been more flavorful. Next time I'll stick to pizza.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Lil Birdie N.,"Severn, MD",10,170,563,4.0,7/31/2017,Food here is pretty decent. Too bad they don't have many locations in the area. Eating here way healthier than fast food.  Got all sorts of pizza if your in the mood for that.  If not. There are lots more healthy stuff to order. Service a little slow. But we like the food. So we will comeback.,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Bob C.,"Annapolis, MD",0,7,,1.0,9/2/2017,"No waiting as were having  late lunch at 3:30. After being seated for we hadn't had our orders taken. Most of the staff was talking to each other, our server was in a one sided conversation less than 10 feet from where we were seated.  We left 15 minutes after we were seated.  The hostess said ""have a great day"" as we walked out.   She didn't know our orders hadn't been taken. When we asked for the manager it ""He's out to lunch"". The good part is we don't have to wait again for crappy service.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
B. S.,"Annapolis, MD",8,44,5,4.0,5/9/2017,"A friend and I met here today for lunch. They were pretty busy which is a good sign. The restaurant appeared to be clean and the server was quick to show up. Our appetizer came out in about 15 to 20 minutes which felt kind of long but I was really hungry. The appetizer was really good. We both ordered the salad and pizza combination for lunch which a nice price for the amount of food you get. The food was good but not amazing.  Overall, I'd go back: good service, good prices, clean restrooms and they have a rewards program.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Rob B.,"Kaneohe, HI",226,1086,884,3.0,2/8/2016,"Pretty nice looking after a recent remodel. Service has not been remodeled, not poor but doesn't match the decor. I just stopped in for the 1/2 size Waldorf Salad witch is just great. The amount of chicken sliced so very thin is disappointing but there is no lack of glazed nuts. I guess that the chicken is portioned for cost cutting and the nuts abundant for lack of portioning.    I got the dressing on the side which I suggest, the salad is so good it does not need dressing. More attentive serve would earn another star.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
John D.,"Annapolis, MD",213,7,1,2.0,8/12/2017,"I used to come here when I worked in the mall back in high school. That was 1995-1996. Service was horrible back then. I now have two kids - now 7 and 8, and sadly for me, I have to keep coming back and realizing that the service is still just as bad. It's almost as if it is run by a bunch of lazy teenagers who have no understanding of what it's like to run a real customer service operation. Decent food, especially for a mall...but just absolutely shocked their service is so amazingly horrible.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Mia L.,"Glen Burnie, MD",51,172,196,3.0,9/1/2016,"CPK is pretty good. I've only gotten pizza from here even though their pasta dishes and salads do sound enticing. The pizza, however, is pretty solid.  Last night, my friend and I decided to split a pizza here after leaving a Yelp event. We were hungry but not so hungry that we needed an entire pizza to ourselves. We went with a pepperoni pizza which came out great as usual. The service was pretty slow which is something we didn't quite understand considering there weren't many people there and it was getting late, around 9 pm on a weekday.  Overall, CPK is pretty cool. I don't feel like it's anything to rave about but it's a nice chain restaurant and is one of many dining options at the Annapolis mall.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Stacey E.,"Baltimore, MD",82,89,35,4.0,1/31/2017,I have not ate here since high school. It was really good and packed for a Thursday afternoon! I have to say my salad and pizza lunch combo was very good and the service was spot on. My sangria was my favorite!! It looked pretty and was very tasty! I will be going here again very soon!,https://www.yelp.com/biz/california-pizza-kitchen-annapolis
Miriam M.,"Annapolis, MD",0,16,,2.0,10/22/2017,"Had dinner here last night and was disappointed with the food brought to our table. The roasted vegetable salad was saturated with too much olive oil to be a healthy choice. The spaghetti and sauce were cold . When I finally found  the waitress who was quite busy and had not been checking in with us , she offered to heat up my cold spaghetti. The quality of the food seems to be declining at CPK and my recommendation is to find better alternative at the mall.",https://www.yelp.com/biz/california-pizza-kitchen-annapolis
