Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Shayda K.,"Arlington, TX",2,26,,5.0,10/2/2017,"We had such an incredible experience tonight! We came with our family for my husband's birthday, and the staff made it incredible! Bryant was on top of everything making sure we had everything we need, he had great suggestions, and he made sure we had a good time! The food was awesome, the drinks were marvelous, and we will definitely be returning! The manager was also incredibly accommodating! We are glad we chose to eat here tonight!",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Madiha K.,"Dallas, TX",60,48,3,3.0,12/24/2017,"We ordered the Margherita, California Veggie and Five Cheese, with the latter two being the only ones I would recommend. The pizzas themselves were pretty good, they only come in one size that is enough for about 3 people. I also got the Mango Strawberry cooler which was refreshing and pretty to look at. This place is good for larger parties so that's why we picked it as our pizza destination...but with that being said the service sucks. I don't understand establishments that pride themselves on being good for big groups but then hire wait staff that resent any party above 4.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Susana S.,"Colleyville, TX",65,48,63,5.0,7/26/2017,"Great place for lunch or dinner! I have been here couple times and I had only wonderful experience. The food is delicious! My favorites are dumplings, avocado egg rolls, pizza and Chinese chicken salad. Everything was freshly cooked. Manager came few times to see if we were doing great. And yes we were! I definitely recommend this place. It is definitely 5",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
David V.,"Keller, TX",113,347,863,4.0,7/4/2016,"3.5 stars. This location is pretty nice. I like the wall to ceiling Windows, very bright, clean, modern atmosphere. The outside can be deceiving.  I've been to many other CPKs before and just never fell in love with their pizzas. Not sure what it is. I'm more of the whole in the wall, mom/pop store type of person when it comes to pizzas.  On the two occasions I've been to this one, the pizzas were alittle soggy. I've had the works, it was alright, a lot more veggies than I expected. And my friend introduced me to the spicy chicken chipotle. Wasn't bad either. I like the white sauce that comes with it.  What I haven't tried yet were their non pizza items, maybe I'll give them another try in the fututre. I saw some pretty good lunch deals on their website. Service has always been quick and friendly. Will come back.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Michelle D.,"Austin, TX",0,3,,1.0,11/5/2017,"It took one hour to get our food and there were only 5 at our table. There were four small tables of people at the restaurant so it was not busy. There seemed to be plenty of employees in the building, probably about the same number as there were customers. It took another 30 min to get our bill! Crazy! Then there's the food. It was not very good!",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Mackenzie J.,"Round Rock, TX",10,8,11,4.0,1/12/2017,"Pros: I have always absolutely adored CPK's pasta sauce. My family's vegan so pasta is always an easy option to find when we are traveling. The pasta sauce tastes very fresh, the humus platter is delicious, and the cauliflower bites are very spicy and pleasant. Cons: No matter which location we've went to CPKs are always very cold. They have an open kitchen and no separate systems or if they do they sure don't use them. At the most recent one it felt like no difference when we stepped outside (which was 57 degrees) Overall I love CPK but wish they would do something about the temperature.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Ashmi B.,"Arlington, TX",103,12,24,2.0,2/25/2017,I wanted to try this place out because of the hype I heard. They have good services for the first timers. They offered us a complementary white corn guacamole - it was good but nothing special. We ordered a California Veggie and a Roasted Artichoke pizza (mouth watering names right ? ). We had to wait a little longer than expected for the pizza to arrive - but I can wait surprisingly long time for amazing food. This one was surely NOT worth my wait. Nothing special about the pizzas or the crust. I would not go there again.,https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Elyse L.,"Euless, TX",602,677,1990,3.0,11/24/2015,"California Pizza Kitchen can either be really good, or very mediocre so read as 3.5 stars since it's not always consistent. I can't remember the last time I went to one, but I know it was at least 2 years ago. We were running errands in the area when our stomachs both growled yesterday, so we caved and figured why not?  It appears as though they may be trying to revamp the menu a bit. They were advertising new mojitos sweetened with agave and fresh mint that sounded yummy. They still have a lengthy list of wines as well which always pair nicely with Italian fare.  My husband ordered a beer and we started with their white bean hummus. It's served with your choice of traditional or whole wheat pita bread which they brought us piping hot out of the pizza oven. It was delicious! The only thing I didn't care for were the chunks of tomatos on top. Roasted red peppers I would understand but the combo of hummus and tomatoes didn't make sense to me.  They bring out complimentary bread and oil to the table also with herbs mixed in like rosemary, parsley, and red chili flakes for a subtle kick of heat. The bread was a tad crunchy for me because of recent dental work, but I hollowed out a slice and took the soft center to dunk which I enjoyed.  You have to get pizza at a pizza kitchen yes? So we shared the pepperoni because my husband wanted something with meat. My favorite is their white pie personally, but pepperoni is a classic so I couldn't argue. They have a roasted chicken and garlic pizza right now as well, but I'm weird about chicken and would lose my appetite if even the slightest piece of gristle made it to my plate so we didn't risk it. (this is why I stopped eating chicken at chipotle years ago too).  The pizza was good this time, albeit very oily from the pepperoni. Bonus points to our server though who refilled our waters at lightening speed and brought us things like extra napkins without having to ask.  While it's not the greatest pizza in the world, it will do in a pinch. I'm sure we will be back again, even if it is in another two years.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Rebecca B.,"Dallas, TX",0,10,14,2.0,7/3/2017,"We just ordered a Thin crusted BBQ pizza and California Cobb salad that was delivered to our house. Thank goodness we got the salad because the pizza was so chewy, it literally took a couple minutes to get one bite down. My husband gave up. I love CPK, so I was extremely disappointed.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
Eliza L.,"Sugar Land, TX",2,71,76,4.0,6/28/2017,"I had the fish tacos. I remember this used to taste really good. Now it's ok. Would I order this again, probably not. My kids had the original BBQ chicken pizza. That was good as usual. Hubby order spicy chipotle chicken pizza. This was pretty good. It taste like chipotle but on a pizza. ( FYI... I love chipotle). As for the appetizer ""Crispy Mac & Cheese"". This was pretty good. The kids loved it. Come in a plate of 4 round pieces.",https://www.yelp.com/biz/california-pizza-kitchen-grapevine
