Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Tanya X.,"Jersey City, NJ",153,23,17,4.0,9/4/2016,"Great soup!  Try the farmers market squash soup. My favorite. Nice staff, clean, and very accommodating. Definitely a place to bring the family !",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Har D.,"Philadelphia, PA",3,163,77,3.0,2/20/2016,Had the spinach artichoke deep is excellent 4/5 the Guacamole corn small.plate 3/5 The thai crunch superb 5/5 and had enough sauce and cruchiness was soo good On other hand the cream garlic pasta was sad. Was too AL dente and the dish had too much uncooked pasta in it. The sauce was negligible and was kind of dry. The pizza vege was excellent 5/5 Service is top notch 5/5 Sad to see the dishes are looking not too good,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Ahashta J.,"Philadelphia, PA",5,31,12,5.0,12/10/2016,Love to come here with a big crowd!  We order different stuff every time and get to share!  My husband and I love to get the chicken tequila and add broccoli rabe.  This time we got the Jamaican jerk pizza and avocado rolls.  Both were great!  Fried macaroni was only so-so.,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Brenda J.,"West Norriton, PA",13,78,435,4.0,6/20/2015,"This is based on my takeout experience: I literally sat in the parking lot and placed my order online.  I then walked into the restaurant about 5 to 7 minutes later.  Upon entering the restaurant the greeters we're very energetic and full of smiles.  I was then instructed to walk a few feet to the take out area where I was greeted by a young man smiling and hospitable.  Overall, I was impressed by the energy in the restaurant more than anything in spite of my waiter stating it was a slow night.  It made me really consider dining here. I really didn't expect much with my spaghetti bolognese because it was prepared so quickly but was taken by surprise from the great flavor.  I almost ate the entire meal but had to stop.  I will finish it for breakfast.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Parvinder H.,"Manchester, United Kingdom",86,201,113,2.0,1/1/2016,"With only a 15 minute wait at lunchtime we were feeling great about our visit, that is until they showed us to our seat. It was plenty comfortable, but it was on the way to the bathroom so we had the pleasure of people watching as they entered the toilets, then watch several men zip up on the way out, which leads me to question whether they even washed their hands on exiting. This was also the thoroughfare for the bus boys taking away dirty plates as well as one of the main routes for taking food to other patrons. We could see into the kitchen and the floor did not look like it had been cleaned in a week. We watched our plates sit for an age on the counter and when the food got to us it was almost cold to the touch. Pizza that is luke warm and limp is a sad state of affaires. Also as a general tip, when a patron asks for mushrooms, generally it's for the whole pizza not just one slice.  The guy serving us, Dave, was friendly and if it wasn't for this I'm not sure they would have gotten more than one star.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Regina M.,"Ardmore, PA",162,375,556,4.0,11/27/2014,"I've said before that I believe that good chain restaurants have a place in this world. I am all for local, and I'm all for predictable.  CPK is one of those national chains that gets it pretty much right. We have an international student living with us this year, an enjoyable experience where the Young 'Un gets to know a peer from another culture and they likewise do the same.  We'll call our student Mayday, for their favorite band.  Mayday is a foodie. Loves food.  Loves all kinds of food.  Not at all afraid to have something new, and also to share their home food with us.  It's a very good fit.  We happened to be in the KoP mall one day.  Headed over to CPK for their famous (and rightly so) BBQ chicken pizza.  A huge hit.  Sweet and tangy and crunchy and mmmmmm.... We also had the Kung Pao Spaghetti which was an interesting twist, very good too.  Did not expect an Asian style dish in a pizza place but hey, it works. Only forgettable note was the salad, which was seriously ""meh"".   Service was very attentive and friendly from Cierra, who effortlessly had us signing up for their 'club', something I rarely do but didn't mind doing this time thanks to her skillful sales pitch.  I hope she gets a bonus for that.  I am not easy. CPK, nice to visit a favorite 'on the road' restaurant when I'm not 'on the road'.  I love your consistency and your quality.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Carolyn L.,"Glen Mills, PA",0,28,,5.0,3/19/2016,"This is a good, relatively inexpensive place to eat!  The food was fresh, nicely presented, and tasty. More important, the service here was exceptional with everyone very helpful and attentive. I was impressed and didn't have to pay a bucket load of money. The staff here was AWESOME! Loved the ""two-in-one"" soup.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
David H.,"North Wales, PA",10,1,,1.0,10/1/2016,Horrible service....sat there 10 minutes with no service. Spoke to the manager who should have been out on the floor but was in the back. Btw...it was not busy at the time.,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Christine L.,"Glen Mills, PA",0,44,5,5.0,11/4/2016,"Another great meal. Food outstanding - we both had farmer's market soup, an arugula + quinoa salad, a Bianco flatbread, pumpkin cheesecake, butter cake + coffees. Donny was our server...GREAT GUY! Please try - absolutely worth it!",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Rula R.,"Eagleville, PA",325,320,313,5.0,10/28/2015,"I have been to hundreds of restaurants and experienced all types of customer service but when it came to CPK, the experience was extraordinary. We got seated once we got there on a Thursday evening and the host told us about the happy hour specials and also the form to fill to receive emails for birthdays and special offers. I ordered roasted veggies salad and it was very big, very good and very filling. I tried the pizza that my friends got and it was very tasty (I promised I will get that after my diet) I think so far this is was the best customer service experience I have ever received at a restaurant. The manager came to greet us and the waitress was so very positive and full of energy! Besides all that the food was DELICIOUS! my visit to California pizza kitchen was more than prefect. Thank you for being awesome!!!",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Nikhil M.,"Plainsboro Township, NJ",78,73,60,5.0,12/28/2015,"CPK has the best pizzas - they are light on stomach, taste good and feels fresh.  It gives you a restaurant experience for a great price . They have some great additions to the menu - some different appetizers and some good deserts which works well with the pizzas . The drinks are generous - they have your regular beers on tap - the blue moons and the Sam Adams  Really enjoyed the ginger chicken dumplings appetizer  The works pizza was great as ever  Tried the salted caramel desert which actually was better than what it looked . This place gives u a great overall experience",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Jacob N.,"Villanova, PA",6,85,23,4.0,2/20/2016,"CPK has so many options for those who don't want pizza. I went there on a Friday night, expecting a wait time, but there were able to sit my party of two without a problem. Our server was very kind, and told us honestly items that were not his favorite. There are many great small dishes on the menu that are inexpensive and great as an appetizer or side dish. There is also a coupon online that saved us $8 which was nice.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Siv H.,"Effort, PA",28,4,,2.0,9/30/2016,The food of course was good but but I ordered a gluten free pizza and my daughter ordered the fettuccine.  So my pizza comes out first not piping hot and my daughter's came out when I was basically done w my pizza...so a good 10 min.  Poor timing and I could tell my pizza had been sitting around for a bit anyway.  The server was very nice and said he tried to rush the pasta but it was a fail.,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Craig D.,"Devon, PA",12,1190,12,5.0,8/19/2015,"(4.5) ~ Overall Very Good Food & Service! FAVORITE DRINK: ** Executive Decision(cocktail) = (4.5) Very Good!  It's like a combination of a Mojito & a Margarita;) FAVORITE SOUP: ** ""Two-in-a bowl"" Soup = (4.5) Very Good!  Farmer's Market Vegetables(4.5) & Loaded Baked Potato(4)...so much better combined;) FAVORITE PIZZA: ** Spicy Chipotle Chicken Pizza on Crispy Thin Crust (add Avocado) = (4.5) Very Good! FAVORITE DESSERT: ** Salted Caramel Pudding = (4) very good...wanted more caramel sauce;)  Big enough to share;)",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Tay H.,"Los Angeles, CA",0,6,2,2.0,1/15/2017,"We only have ourselves to blame for making this terrible choice on empty stomachs. The three of us waited for about an hour for our food for the various dishes to be poorly prepared, cold, overseasoned, and/or made with old ingredients. Being hungry did NOT mask the poor food. Would not recommend.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Prof J.,"Phoenixville, PA",67,73,13,5.0,7/9/2016,Had the Thai pizza with the spring rolls as an app. Pizza was a little burned but good  grace the waitress is personable and takes great care of customers.,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Vince N.,"Maui County, HI",420,1467,5808,4.0,7/5/2014,"Have a CPK nearby?  I will eat at it!   ATMOSPHERE: Located on the second floor of the humongous KOP mall.  The place was pretty empty and well kept.  The vibe was a bit dreary compared to other CPK's I've been to. FOOD: Jambalaya pasta - My all-time fave pasta dish at this chain.  No one does it better that I've found, not even The Cheesecake Factory.  Shrimp, andouille, tasso ham and spices over linguine pasta which was cooked perfect. SERVICE: Our female server was friendly and the service was quick (as they were super slow.) OVERALL: Convenient location in the mall, and the taste was on-par with other locations.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Lydia B.,"Wayne, PA",192,221,756,2.0,6/9/2015,"I'm not exactly sure what is happening with California pizza kitchen's soup situation... But they need to revamp it ASAP. I ordered a lunch combo that came with some somewhat lame choice is for soups. I settled on one that advertised vegetables etc. etc. but when I got it it was bland and oddly very greasy with an aftertaste of ham hock. The Very nice waitress gave me another soup which was the tortilla soup, something my daughter likes, so I gave it a shot. This leads me to my question...asking why does California  pizza kitchen  have consistently great barbecue chicken chopped salad and yummy pizzas but failed miserably on this section. Why is no one fixing this issue? Seems like The split pea soup has been on the menu since its inception along with a baked potato soup... time to spruce up the choices. I was not impressed.  I believe California pizza kitchen wants to be a chain that has fresh choices and I've enjoyed their pizza throughout the years. I will no longer enjoy their soup until something changes. The soup made the restaurant feel more like a chain then a cool California cafe. Better luck next time.,",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Terri K.,"King of Prussia, PA",0,15,,4.0,6/8/2016,"Love this place!  When asked where we should eat out - kids always pick this over McDonald's or Burger King, or even Chic-Fil-A.  They love their kids meal with the BBQ chicken pizza.  My favorite is the BBQ Chicken Chopped salad- love it!  Just the perfect blend of ingredients and it's not super heavy.  You feel great after you leave not like you just ate way too much!  We like to do take out as they are generally pretty busy but when we have eaten in the servers were all very nice.  They redid their restaurant a while back and now you can fit even more customers inside.  Their previous manager Jean was phenomenal - not sure about the new manager but this place is top notch so I am sure they are equally as great.",https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
Lauren K.,"Collegeville, PA",99,23,4,5.0,6/6/2016,The Mahi Mahi fish tacos were amazing! I had really tasty tacos at a restraurant that has since closed and I was so sad at the thought that I would never get a scrumptious fish taco again. Alas! The tasty morsels at CPK have awakened my hopes and has caused me nothing but pure joy! Thank you so much for the experience!!,https://www.yelp.com/biz/california-pizza-kitchen-king-of-prussia?start=20
