Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Parinita B.,"Warrenville, IL",4,19,,5.0,11/12/2017,Had a great dinner here. We're vegetarian and loved that we had so many options. The waitress was very helpful and suggested a Mexican pizza (forgot name) replacing the chicken with avocado and it was surprisingly very flavourful! Also shared a garlic Alfred fettuccine and Buffalo cauliflower. Both were delicious. The cauliflower was nice and spicy. Tasted a bit like  cauliflower Manchurian (Indo Chinese dish). Overall great experience.,https://www.yelp.com/biz/california-pizza-kitchen-warrenville
D K.,"Woodridge, IL",0,25,,1.0,11/11/2017,"Deserved zero stars.  Went on Veterans Day (bad decision, when the food is free you get what you pay for) at 9:15, 45 min before closing.  We were seated right away. However, we were seated next to a pile of dirty dishes which sat until the food came.  All the staff was busy cleaning up elsewhere so we waited almost 10min for someone to take our order.  We ordered as soon as she came - two pizzas and 2 waters. After another 10 minutes I went to the bar to get the water since they were all busy cleaning.  One of the kitchen staff had to get the bartender's attention since he was busy cleaning the bar (it's about 9:35 at this point, 25 min before closing) The pizzas come about 5 min later.  The wife's looks good, nicely browned, bubbled crust.  Mine was shoved in the oven and not touched: one side brown with a burn bubble and the other flat and raw looking: think ""freezer pizza"" Of course she goes back to cleaning because, why waste time with customers, especially since they aren't paying?  I took a couple of bites of one piece and left the rest.  When she came back she offered to make another one - I had been there over half an hour at that point and it was within 15 minutes of closing so I declined. I go to the one at Oakbrook Mall and it's usually good.  I would never set foot in this CPK again.  If they are going to offer Veterans Day specials they should at least treat the customers with the minimum respect they would give anyone else, otherwise don't offer them.",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Karen W.,"St. Charles, IL",9,12,,2.0,11/30/2017,"I have been going toCalifornia Pizza Kitchens for a long time.  I went to lunch with my daughter and a friend of ours.  We were very disappointed with the food as it has gone downhill in taste and quality.  But we were SHOCKED at how expensive the food has become.  I had a full Cobb salad and my daughter had the BLT pizza. It was dry and boring.  My salad was just shy of $16.00 and her pizza around $15.00!  We both also had ice tea.  The bill came to $40.00 with tax and with tip close to $50.00!!! . Holy cow.  $50.00 for two ice teas, pizza and a salad.  They must not be doing well to charge that much for mediocre food ;(.   I also must give credit to a really nice and efficient waitress that made dining there a semi pleasant experience.",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Rupa N.,"Chicago, IL",4,31,5,1.0,1/22/2017,"This used to be a great place to have a casual meal.  For year's we've always shared the original bbq chicken chopped salad and then had a specialty pizza The ambiance is still good as is service.  The food quality however has severely deteriorated and prices have risen The chicken chopped salad was mostly a pile of lettuce with minimal dressing and we paid near $20 for this.  I had to ask someone to bring us a cup of dressing so the ""lettuce"" could be edible We shared the Hawaiian pizza which had was lacking in cheese and any flavor whatsoever Certainly a shame because this restaurant used to be so much better.  Raising prices and worsening the food quality certainly seems like the wrong direction for CPK",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Alex W.,"Wheaton, IL",11,61,5,1.0,8/4/2017,"This place is a joke.  1. They are way overpriced for what you get 2. Their food is laughable at best.  3. They can't get large orders right. TAKE NOTE CPK: If I'm to pay $15 for a Wild Mushroom pizza, INCLUDE A LOT OF MUSHROOMS!! Don't give me this paper thin pizza with a quarter cup of cheese and an 1/8 cup of mushrooms. Pathetic and shame on you!! I gave you another chance and the second time I tried a grilled veggie sandwich.  TAKE NOTE CPK: If I'm to pay $15 for a grilled veggie sandwich and mediterranean sandwich, INCLUDE A LOT OF GRILLED VEGGIES!! Don't take two slivers of NOT GRILLED yellow pepper and a half of a NOT GRILLED mushroom and top it with a half pound of lettuce.   Wow CPK, can you chince your customers anymore? Do you need donations to help sustain your business?How about if I give you $20 for a grilled sandwich? Think maybe you guys could give me at least a half of a yellow bell pepper and a full mushroom and actually grill them this time?",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Graham S.,"Joliet, IL",90,42,,1.0,11/10/2016,There is one good server here Eddie is great I wish he could be my server every time I come here. The rest of the staff is disorganized and repeated forgets thing I just had 5 different people ask if I wanted a refill. I said no every time but no one took my drink. There is also I high rate of turnover here.  Update more turn over all new staff. The fired the best servers. And they can't seem to get orders done correctly now or in a timely manner. I sadly won't be back after years of going there once a week.,https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Nicolle D.,"Naperville, IL",28,28,,2.0,8/12/2017,"Paid $50 for the server to get one of our drinks wrong (it was just me and my boyfriend so it wasn't some giant order), for a teeny tiny bowl of shrimp scampi pasta that was finished in under 5 minutes, and fish tacos that tasted like cardboard drizzled with ranch. I was told that this place was amazing but I'm sad to say I'm very disappointed. Only giving it 2 stars because what little pasta we were given was very good.",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Carlos T.,"Chicago, IL",39,74,7,2.0,3/26/2017,"Eh the service and food was sub par at this location. We had to wait a while to get refill on or sodas. It was not busy, and they had plenty of servers, but our server was busy serving and asking others then us. Me and the misses both had a great time together, the food was ok, but the service ehh. I don't think I will go to location any time soon. Food 3/5 Service 2/5 Atmosphere 2/5",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Shauna M.,"Aurora, IL",75,4,1,1.0,5/8/2017,"Never coming back. I work in customer service, normally I am pretty patient with people, especially in the restaurant business. This time.. i was not. Refills took forever, bread took forever, food took forever. Not to mention the restaurant was empty... maybe 3 other tables. It took 30 minutes after we were done eating for our server to finally come back and ask us how we were doing. Ridiculous! I was done eating for at least 20 minutes and i had an impatient 3 year old with me.... Will not be returning to this location. Very disapppointed.",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
Beth R.,"Naperville, IL",0,11,3,1.0,11/8/2016,"I placed an order online for two pizzas and chose to pick them up with the ""curbside"" option. The order went through and I got an email a few seconds later confirming my order and saying the pizzas would be ready in 20 minutes. I live about 15-20 minutes away from this location, so I got in the car and drove over to make sure I showed up in time. Upon arrival, I called into the restaurant as I was instructed to do from my confirmation email. I told the employee who answered the phone that I was waiting in one of the Curbside Pick-Up parking spots outside. She said someone would be out promptly. Twenty minutes later, no food, so I call back in and the same employee answered the phone and said someone ""would be out promptly."" Another employee came out a few seconds later and confirmed my order. I asked her what took so long and she said the employee who answered the phone ""got busy and forgot."" Nice excuse. Pretty sure I can't use that at my job. She went to get the pizzas, came back out to my car and her exact words were,""Well......that doesn't look like how they USUALLY make it!"" and this was in reference to the spicy chipotle chicken pizza I had ordered. At this point, I'm annoyed that I've waited 20 minutes, and one of my pizzas isn't ""how they usually make it."" So, I asked the employee if I can just have my money back. She avoided the question and said she was going to run inside and get the sauce for my pizza. Umm..excuse me? The pizza doesn't even have the right SAUCE on it? Okay...  She comes back out with the sauce and I go home. With the chicken pizza, I specifically ordered it to come without poblano peppers. With the first bite, I noticed they were on there.... For $30+ for two pizzas, I could have definitely had a better meal somewhere else with far better service and less hassle. Never again.",https://www.yelp.com/biz/california-pizza-kitchen-warrenville
