Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Asma A.,"Fort Myers, FL",6,76,30,3.0,7/22/2017,"It was my first time here we were started with agree appetizer which was good. We ordered vegetarian pizza and barbecue chicken pizza, barely any sauce or cheese on both pizzas just an average pizza,we were expecting more, I like how it's made fresh but the flavors were off. We ordered a salad with BBq chicken and it was delicious. The food is very overly priced for such small portions.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Di M.,"Los Angeles, CA",6,12,25,1.0,5/20/2017,"7 months pregnant, almost 100 degrees outside and my toddler urgently needed to use the restroom so I thought, perhaps, they would allow me to use the restroom at CPK. It was my first time visiting Riverside Plaza so I didn't realize there was a public restroom. Nonetheless I was hoping they would be understanding at CPK and help a momma out. The older woman with dark black hair who opened the door greeted me kindly until I asked if my toddler could please use the restroom. She looked annoyed, completely changed her attitude, and told me coldly that in the future I needed to use the public restroom and pointed in some direction outside. While I sort of understand why they have these ""policies"" but I wasn't really asking for too much - a little kindness from one human to another perhaps? I wondered: if I were a man would this woman have treated me the same? If I were white?  Would it have mattered if she knew I were a doctor? None of that should matter.  I shouldn't have to show credentials (by way of skin color, gender, or degrees) to be treated with a little respect and humanity. But I am quite certain that any of those descriptors would have changed the way she responded to me. Anyway, recognizing that I was not wanted I went ahead and told her ""okay I will go find the public restroom."" When I arrived it was closed.  This was my first experience at this CPK and will likely be my last. I hope that the door lady feels wonderful and powerful knowing she upheld the all-important ""customers only"" restroom policy at CPK.  Pretty sad...",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
James M.,"Huntington Beach, CA",128,233,424,4.0,6/13/2016,"CPK....I'm kinda biased.  I love this place.  The service is usually spot on and this one did not disappoint.  I ordered the Santa Fe spring rolls and my buddy got the all mixed meats pizza.  Both items came out together and in a timely manner.  Both were piping hot as well.  The ice tea glass was never less than half full before refilling by staff.   This location is in an extremely busy center.  The wait was 15-20 minutes, but we walked right in at the bar.  If you make it over to this location, expect to wait, but give it a whirl!",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Vanesaa R.,"Riverside, CA",0,5,6,4.0,2/25/2017,"Very friendly service. Felt welcomed the second we walked in. Had advised them that it was our first time visiting and they brought out a complementary flat bread that was delicious. A little pricey, however is worth the money.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Sarai M.,"Riverside, CA",0,1,,5.0,11/4/2017,The food was very tasty but my review is for Nate. He went above and beyond to give us amazing customer service. It's not every day that one comes across with a person that loves what they do and realizes that customer service matters and that great customer care results in a successful business. Truly appreciated his service and enjoyed our time here tonight.,https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Ismae V.,"Riverside, CA",1,26,8,2.0,10/31/2016,"Good food, bad service.  Wasn't busy at all, and it's a Monday night. Hostess was great, our server Rebecca was terrible..   Only time she came by was to take out order and drop the bill. Had to flag her down for wrong toppings on pizza. Had to flag her down for the dessert menu. Flag her down for a refill, I was about to flag her down for the bill too. I could write a more detailed review, but for what.  What's written up there should be enough for anybody to judge their service...",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Denise D.,"Riverside, CA",1,110,56,4.0,7/4/2017,"Brittany the best server. She also very knowledgeable  about the menu.  Really good marguerita  pizza and tostada pizza (with chicken added). The chicken  lettuce wraps were good ( the dipping sauce good). They changed up their potstickers. No longer fried, they are steamed.  The bbq chicken salad great as always.   I prefer the old dipping sauce over new dipping sauce for the potstickers. Really good good. Great service. Laura and Brittany are both #1. We had lots of leftovers.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
hannah k.,"Whitewright, TX",1,25,2,1.0,7/3/2017,"I went to this restaurant especially for the Chopped Salad.  It wasn't chopped and everything about it was different.  The dressing, it was not crisp and it cost me $20! The waitress was very nice but the salad was so different in texture and taste I think they have sold the chain.  It was busy so someone likes it. I'll never go back.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Robert S.,"Riverside, CA",310,1,,5.0,8/7/2017,Absolutely incredible experience! The manager Irene heard from our server that it was our first time and gave us outstanding service. We tried the Hearth Roasted Halibut and loved it! Would definitely recommend to anyone that enjoys intricate cuisines and an amazing staff.,https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Giselle A.,"Idyllwild-Pine Cove, CA",5,55,90,3.0,6/3/2017,Pizza was good! We also had wontons as appetizer and the Waldorf chicken salad. Everything was good. Came out crazy fast. The ambience is chill slow kinda in the early dinner time the server was friendly and checked on us enough. :),https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Riki D.,"Rowland Heights, CA",0,40,19,5.0,6/15/2017,"Our server, Amanda, was really nice and attentive! The BBQ chicken pizza and BBQ chicken salad go really good together too, perfect summer lunch!",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Holly A.,"Central LA, Los Angeles, CA",2,8,,5.0,7/24/2017,ice clean atmosphere. Great lunch deals. Good portions. BBQ chicken pizza is the bomb! Asian chicken salad is great!,https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Mandy M.,"San Clemente, CA",2,38,2,4.0,7/24/2017,"A good place to go if you want pizza in a casual environment but nicer than Pizza Hut, dominos, or other similar eateries. The restaurant is very stylish and they have a wide selection of food. The pizza isn't the best I've ever had and it's somewhat pricey, which is why I'm only giving it 4 stars. However my dining experience here has always been pleasant, except for one time a bug crawled on the table but even then it was was an overall a positive experience haha. The wait staff is professional and courteous, their healthy meals are tasty, and it is a pleasant environment to eat. I would recommend eating here.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Rigo J.,"Los Angeles, CA",0,17,7,1.0,3/18/2017,"First and last time ever going here. Our waitress Alexis was very rude first of all. Had no clue on what is being served in the kitchen. Nor does she know if her own restaurant offers WiFi for customers. I couldn't tell if she was unhappy working there or if she disliked my family and I for being Hispanics or something, I did not enjoy being there at all.",https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
Josh S.,"Los Angeles, CA",18,3,,2.0,5/18/2017,This place is dirty af. Third really lame visit here in a row. Tonight's waiter is good though .,https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
David B.,"Riverside, CA",3,9,,1.0,9/4/2017,(Written by Anita Bonner) We just left one of our favorite spots to get dinner. Not busy but they had a couple of large party's already seated. Our drink orders were taken by the hostess. As we sat at our table without service. I looked around to see who our server might be hoping they would see us in their section. I made eye contact with a chef (in a white jacket) walking by. He immediately came over to our table and asked if we'd been helped. We told him no and he took our order. During this time our server came over very apologetic stating she had a large party she was attending to. She made jokes with the chef and left to place our order. CPK like most restaurants has shared servers so we received our order from another server. I asked the server if he'd bring us extra dressing for our salads. He said yes but never returned. We started eating waiting for the salad dressing after about 7or8 minutes I went to the bar to ask for the dressing. Another server brought it to the table. By the time our server came back to our table we were nearly finished eating. I told her her that I didn't feel that she gave us the best service tonight. She asked why and I explained that she never came to the table even after she had apologized for not being attentive in the beginning of her service. I had to go to the bar and ask for the salad dressing we also needed refills. She went to get the refills and brought it back to the table. We never saw her again. Instead a manager came to the table (She was possibly sent) asked if we needed anything... I asked for our check. After we paid we explained how the service had been and shared our disappointment. Again she apologized and thank me for sharing my concerns she also offered me a $15.00 gift card. I didn't accept the gift card but I did accept the apology. We always have a choice in where we spend our hard earned dollars. Poor service is never acceptable.,https://www.yelp.com/biz/california-pizza-kitchen-riverside?start=20
