Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Gretchin A.,"Grayslake, IL",92,68,57,4.0,8/14/2016,I really enjoyed my visit to this location. Staff are friendly and its very clean. Had the lunch salad/sandwich combo which was excellent. Went with the  ORIGINAL BBQ CHICKEN SANDWICH and the THE MEDITERRANEAN salad with blue cheese instead. Salad was a hit and the sandwich was really good as well. also really liked the bread with olive oil and spices they brought out before the food got there. Overall great experience and really good food.,https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Andrew M.,"Palatine, IL",32,208,12,2.0,7/31/2014,"My first trip to a CPK was undoubtedly my last for the foreseeable future. Went here for dinner with the in-laws. I wasn't in the mood for pizza, but I didn't put up a fight (big mistake).  I ordered a wedge salad and club sandwich. The wedge salad was not good despite having Nuesky's bacon on it. I barely finished half of my sandwich because it was horrible. Our service was slow, and the waiter had basically no idea what anything on the menu was or what beers they had on tap.  Overall, I came away incredibly underwhelmed (unimpressed). I will wait until I am in the mood for pizza before I go back again. Yikes!",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Cupcake S.,"Arlington Heights, IL",3,96,1,5.0,11/12/2015,"A review of the take out process... I am impressed with how good the service was here--from calling in my order, to being greeted when I walked in and led to the take out area, and then picking up my food at the take out counter. Everyone was very pleasant and helpful. And they even threw in a little extra birthday treat for us.  Our food was good--your standard CPK menu items that we're used to getting! I hadn't been to this CPK in a while, and I'll definitely go back when I'm in the area! The new decor is also nice.",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Valerie D.,"Deerfield, IL",447,613,101,2.0,5/23/2014,"Sorry, CPK... I hope it was an off night, but this location seems to be slipping. Came in last night with my mom for a quick bite.  Our server did come right away to offer drinks (my mom was in the bathroom) so I ordered for both of us.  As soon as my mom sat down, the server was asking us if we wanted appetizers.  We of course, asked for a minute, which turned into nearly 10.  I get that our server was most likely triple-sat, so it's not entirely her fault, but, it seems the restaurant on whole needs a better seating system. Mom ordered a full California Cobb salad, and I ordered a pepperoni pizza on the ""crispy thin"" pizza crust instead of the original. Our server did not bring our food.  I could not tell if it was a manager or food runner that made the drop.  It was obvious that my mom was given a half portion salad rather than the full.  When I asked about it, the person who dropped the food picked it up, and went to talk to the server.  Why do you need to talk to the server?  Just take the salad back to the kitchen and have it re-made. The server and food runner/possible manager interaction took awhile, because our server was with another table and the server/food runner had to wait, and then the runner came back, asked if there was anything ""special he needs to know"" about the salad before having it remade.  Then, it took another 10 minutes to remake.   My mom of course made me eat while my food was hot.  Well, the crust on my pizza was definitely not ""thin and crispy.""  The edges were, but the middle was limp, like, worse than New York style limp. I was pretty shocked by the length of time it took for mom's new salad, to come out, and no apology from anyone.  I'd like to say I'll just go back and stick with my standby, the pear gorgonzola, but that's made on the thin crust too, and definitely not good soggy. To top it off, I had a queasy yicky feeling in my stomach the rest of the night.  No bueno.",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Ron T.,"Barrington, IL",0,10,,3.0,4/15/2016,"The service here is great. The food can be very good. I also like their recent re-model. But I have to say, they made some changes to their menu a couple of years ago - changing their bread, modifying their pizza crusts - that noticeably lowered their food quality. This makes you have to pick and choose to find something good. The pizza crust is often flat and chewy. The bread is tasteless. Go with a salad, pasta, or entree.",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Brittany O.,"Chicago, IL",0,6,7,5.0,6/19/2016,Came in on a Friday and left with a full tummy. My server was Moses and he was very attentive. He also was quite pleasent and friendly. I was very impressed at how CPK handled my leaving of my wallet.  The manager told me her bus boy spotted my wallet and returned it immediately to her. I'm so thankful for that!,https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Joey S.,"Wheeling, IL",0,20,1,3.0,4/15/2016,"This was our second time coming to this location in Deer Park. It was a wonderful experience, the place looks great and the food was awesome.",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Marie S.,"McHenry, IL",0,2,,2.0,3/11/2017,"I am NEVER one to complain since I am a manager in the customer service industry but the service we received tonight was quite poor. After being placed on the waiting list, which was expected we were skipped over numerous times. Mind you we were a party of two, the easiest of parties to place. When we finally decided to ask when we would be seated  we were told we would be the next seated, instead of apologizing to the customer they had just called and asking them to wait. We then overheard the hostesses say that they weren't in charge of the list and they weren't the one who skipped over us (well obviously one of you did while you were talking about your social lives). By the time we were seated we were a bit upset but thought ""okay we're at least sitting and we can get some good food"". Granted the rest of the service was okay, we got our food quickly, it was delivered by the assistant general manager, and our server was nice enough even though we barely saw him because it was a bit busy. However the front of the house really sets the tone for the rest of the experience and as someone who frequents this location I was just very disappointed with their organization and their lack of ownership of the mistake they made.",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Alex A.,"Round Lake, IL",0,53,,2.0,8/2/2016,If yesterday was my first  experience with CPK it definitely would be my last. We sat at the bar which was so filthy that we cleaned it ourselves. When our pizza came out it was so salty we did not eat it.,https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
Ericka W.,"Crystal Lake, IL",0,1,,5.0,7/14/2016,"Went last night with my husband for the first time, and I can't believe we never tried it before that! The food was amazing, and the staff was super friendly and patient with us as we were taking a little bit of time getting our orders in.( so many new options!) We didn't feel rushed at all to either order or eat. Loved it! Will definitely be back!",https://www.yelp.com/biz/california-pizza-kitchen-deer-park?start=20
