,close,date
0,100.0,2012-01-03
1,100.36153978489536,2012-01-04
2,100.59854349157821,2012-01-05
3,100.58324599523075,2012-01-06
4,100.2497524063245,2012-01-09
5,100.53719505468908,2012-01-10
6,101.03457998008022,2012-01-11
7,101.41282186680357,2012-01-12
8,101.5210466740294,2012-01-13
9,101.60481293263858,2012-01-17
10,102.79271410556179,2012-01-18
11,102.82407755399619,2012-01-19
12,102.9827587669266,2012-01-20
13,102.42166790473131,2012-01-23
14,102.2928240271011,2012-01-24
15,103.25923009711875,2012-01-25
16,103.3744857913489,2012-01-26
17,103.58610444418753,2012-01-27
18,103.5021634187797,2012-01-30
19,103.26689914550143,2012-01-31
20,104.59043855667942,2012-02-01
21,104.88790678684336,2012-02-02
22,106.43208645032598,2012-02-03
23,106.016317714576,2012-02-06
24,106.452953787559,2012-02-07
25,106.03150640943308,2012-02-08
26,106.14847207381294,2012-02-09
27,105.68808580886902,2012-02-10
28,105.89616829248007,2012-02-13
29,105.62664605035862,2012-02-14
30,105.64271958915953,2012-02-15
31,106.64930600516863,2012-02-16
32,107.1053257659581,2012-02-17
33,107.1897503388772,2012-02-21
34,106.26627313662176,2012-02-22
35,106.49202186152115,2012-02-23
36,105.84813418218761,2012-02-24
37,105.9719862341614,2012-02-27
38,107.32506584433301,2012-02-28
39,106.97857716048956,2012-02-29
40,106.6788743553359,2012-03-01
41,106.2146990715729,2012-03-02
42,106.3523278793131,2012-03-05
43,105.20233993224684,2012-03-06
44,106.55745916080541,2012-03-07
45,107.01626649627532,2012-03-08
46,107.66699865435992,2012-03-09
47,107.47765069537441,2012-03-12
48,108.6184647702159,2012-03-13
49,108.53325229796894,2012-03-14
50,109.33360277798181,2012-03-15
51,108.96702427630304,2012-03-16
52,109.38783103163772,2012-03-19
53,108.9677187208228,2012-03-20
54,108.82061178870568,2012-03-21
55,108.2537934199169,2012-03-22
56,107.92812055498635,2012-03-23
57,109.61454580264372,2012-03-26
58,108.86511727171128,2012-03-27
59,108.50667452027,2012-03-28
60,108.62336666825033,2012-03-29
61,108.52280787319015,2012-03-30
62,108.87438952320775,2012-04-02
63,108.9116774872343,2012-04-03
64,107.86630630907875,2012-04-04
65,108.31084262626143,2012-04-05
66,107.4888989452023,2012-04-09
67,106.12004782539772,2012-04-10
68,108.00208559573228,2012-04-11
69,108.6927560366148,2012-04-12
70,108.93491757720159,2012-04-13
71,108.34593821257081,2012-04-16
72,108.52021472799333,2012-04-17
73,108.45601914894937,2012-04-18
74,107.25259860935283,2012-04-19
75,107.98723987183253,2012-04-20
76,107.95399348060548,2012-04-23
77,107.72637835255685,2012-04-24
78,108.96212448778634,2012-04-25
79,109.71288405839329,2012-04-26
80,109.23153378479321,2012-04-27
81,108.87479775546,2012-04-30
82,109.40265939713113,2012-05-01
83,110.06509984829965,2012-05-02
84,109.11293993960359,2012-05-03
85,107.91613036879988,2012-05-04
86,108.09812990145832,2012-05-07
87,107.1692472783021,2012-05-08
88,106.94050505624605,2012-05-09
89,107.93286411657392,2012-05-10
90,108.13274966698765,2012-05-11
91,106.81827035394994,2012-05-14
92,107.15555971964334,2012-05-15
93,107.12754387106143,2012-05-16
94,105.30518164423256,2012-05-17
95,104.87527349950719,2012-05-18
96,106.56552567933277,2012-05-21
97,106.9112387151914,2012-05-22
98,107.99029545121114,2012-05-23
99,107.98849446949257,2012-05-24
100,108.21180610574453,2012-05-25
101,109.38636023183261,2012-05-29
102,108.2711669907414,2012-05-30
103,108.56971052255571,2012-05-31
104,105.27732211953011,2012-06-01
105,105.12092153272214,2012-06-04
106,105.5506796619141,2012-06-05
107,107.29994141330376,2012-06-06
108,106.85295389597053,2012-06-07
109,107.17417836962358,2012-06-08
110,106.20037313824517,2012-06-11
111,106.52274529072494,2012-06-12
112,105.34988575770198,2012-06-13
113,106.8369552874501,2012-06-14
114,107.5285176261204,2012-06-15
115,108.00792067206525,2012-06-18
116,108.88728524469278,2012-06-19
117,108.63492376072473,2012-06-20
118,107.10281191009874,2012-06-21
119,107.66649048140349,2012-06-22
120,107.17726299207871,2012-06-25
121,107.89078341409437,2012-06-26
122,107.36916827127135,2012-06-27
123,107.17588795121347,2012-06-28
124,108.82957718706687,2012-06-29
125,109.22691067451566,2012-07-02
126,109.20720652162113,2012-07-03
127,109.72331192830018,2012-07-05
128,109.39804745682086,2012-07-06
129,109.25126885213771,2012-07-09
130,109.2165860972881,2012-07-10
131,108.30297174025755,2012-07-11
132,108.72371039710694,2012-07-12
133,110.03161556067371,2012-07-13
134,109.55638252238826,2012-07-16
135,109.96795718627509,2012-07-17
136,110.55365194838853,2012-07-18
137,110.93398900666111,2012-07-19
138,108.13662869504209,2012-07-20
139,105.91989311463458,2012-07-23
140,105.09652951394705,2012-07-24
141,105.40326676021276,2012-07-25
142,106.60373343395214,2012-07-26
143,107.67566811915123,2012-07-27
144,107.19047579994195,2012-07-30
145,106.59380744973659,2012-07-31
146,105.55834658877772,2012-08-01
147,105.48780481685644,2012-08-02
148,106.92555065586414,2012-08-03
149,106.77046058992752,2012-08-06
150,107.53589605311775,2012-08-07
151,107.16462191518531,2012-08-08
152,107.736820330116,2012-08-09
153,106.98034846927133,2012-08-10
154,106.98109001495197,2012-08-13
155,106.92006319413483,2012-08-14
156,107.45949941226921,2012-08-15
157,107.67827198160897,2012-08-16
158,108.27044835266221,2012-08-17
159,107.8015290782093,2012-08-20
160,107.95105302155254,2012-08-21
161,107.55681090605484,2012-08-22
162,106.43204070554432,2012-08-23
163,106.76961475873468,2012-08-24
164,107.12269507643664,2012-08-27
165,107.32204184176527,2012-08-28
166,107.67879560494941,2012-08-29
167,107.35739015285549,2012-08-30
168,107.20585900068801,2012-08-31
169,107.93286191429571,2012-09-04
170,108.13670872079777,2012-09-05
171,109.57585549632147,2012-09-06
172,110.44825776576755,2012-09-07
173,110.6940903040112,2012-09-10
174,110.84427532187308,2012-09-11
175,111.14035667745168,2012-09-12
176,111.4955250898767,2012-09-13
177,111.05685966251772,2012-09-14
178,111.01275146643042,2012-09-17
179,111.29704411494934,2012-09-18
180,111.96182050048374,2012-09-19
181,111.75062630285964,2012-09-20
182,112.74466978974006,2012-09-21
183,112.73197287971298,2012-09-24
184,111.71664602688168,2012-09-25
185,111.56342168438673,2012-09-26
186,112.4158112857444,2012-09-27
187,111.94379516096879,2012-09-28
188,112.30727687879065,2012-10-01
189,111.38196821727828,2012-10-02
190,111.05550048445667,2012-10-03
191,111.3025854490928,2012-10-04
192,110.384493309408,2012-10-05
193,110.53398836380165,2012-10-08
194,109.52721487878577,2012-10-09
195,110.05369868276492,2012-10-10
196,110.18670268223643,2012-10-11
197,109.7274978454848,2012-10-12
198,110.28550598790612,2012-10-15
199,111.19758681887029,2012-10-16
200,111.79519949768827,2012-10-17
201,111.63246104207039,2012-10-18
202,108.40648768365983,2012-10-19
203,107.93837509023872,2012-10-22
204,107.72140662856128,2012-10-23
205,106.59713130560466,2012-10-24
206,107.22779970253592,2012-10-25
207,106.38788140877779,2012-10-26
208,107.38420804052402,2012-10-31
209,108.02623417223623,2012-11-01
210,108.24238152037964,2012-11-02
211,108.93554831631198,2012-11-05
212,109.82378950227611,2012-11-06
213,108.44579012824639,2012-11-07
214,107.21555134633891,2012-11-08
215,107.32573344180975,2012-11-09
216,107.48004078621688,2012-11-12
217,107.05015571162072,2012-11-13
218,105.64770895449087,2012-11-14
219,105.73000158890265,2012-11-15
220,105.95353601201892,2012-11-16
221,107.65023310935295,2012-11-19
222,107.75385627623005,2012-11-20
223,108.62665260691124,2012-11-21
224,109.16233362242701,2012-11-23
225,109.38223764509587,2012-11-26
226,109.41417981565698,2012-11-27
227,110.16885676852726,2012-11-28
228,110.53245683251232,2012-11-29
229,109.47832024962979,2012-11-30
230,109.31747659698279,2012-12-03
231,107.8642908168572,2012-12-04
232,107.86563533371131,2012-12-05
233,108.58196485123153,2012-12-06
234,108.78569932980142,2012-12-07
235,108.7530527372823,2012-12-10
236,109.28974788872772,2012-12-11
237,109.40166271253416,2012-12-12
238,109.70474434068545,2012-12-13
239,110.02847374403198,2012-12-14
240,111.10926156115063,2012-12-17
241,111.92087675351252,2012-12-18
242,111.4540131877225,2012-12-19
243,111.29073489327985,2012-12-20
244,110.50367671794416,2012-12-21
245,110.58047402137971,2012-12-24
246,109.72125800670186,2012-12-26
247,109.85794484137611,2012-12-27
248,109.22125321624058,2012-12-28
249,110.60955984179897,2012-12-31
250,112.37915971899021,2013-01-02
251,112.99970167348242,2013-01-03
252,113.69814033597551,2013-01-04
253,113.63541216336927,2013-01-07
254,113.14101071883124,2013-01-08
255,113.68889179048604,2013-01-09
256,113.61221075207385,2013-01-10
257,114.00975832622031,2013-01-11
258,113.5749312378822,2013-01-14
259,113.75245775665788,2013-01-15
260,113.40930382016427,2013-01-16
261,114.23727137167326,2013-01-17
262,114.93980589590575,2013-01-18
263,115.34915651328569,2013-01-22
264,114.74645312123462,2013-01-23
265,115.16516062344607,2013-01-24
266,115.3210064398256,2013-01-25
267,115.27940059554457,2013-01-28
268,114.9375080370209,2013-01-29
269,114.57245800804557,2013-01-30
270,115.1005210553584,2013-01-31
271,116.29197562722932,2013-02-01
272,115.06713531654647,2013-02-04
273,115.29127670521102,2013-02-05
274,115.94644869671174,2013-02-06
275,115.76734523032002,2013-02-07
276,116.22871667362979,2013-02-08
277,116.2135152487126,2013-02-11
278,116.41206957387492,2013-02-12
279,115.54012696871095,2013-02-13
280,115.14708568881836,2013-02-14
281,115.31593657530276,2013-02-15
282,117.1670881332735,2013-02-19
283,116.2307347526762,2013-02-20
284,116.67898086886649,2013-02-21
285,117.5486652007553,2013-02-22
286,116.4435884537863,2013-02-25
287,117.16552585955677,2013-02-26
288,117.92258783675824,2013-02-27
289,118.25230633302974,2013-02-28
290,118.5851798189056,2013-03-01
291,119.03111234839903,2013-03-04
292,120.44304241606226,2013-03-05
293,120.57900683828292,2013-03-06
294,121.24589366807433,2013-03-07
295,121.67887447999122,2013-03-08
296,121.67790360301353,2013-03-11
297,121.41563403618733,2013-03-12
298,122.23224208233087,2013-03-13
299,122.57669065267196,2013-03-14
300,122.36526496500392,2013-03-15
301,122.03230523670909,2013-03-18
302,121.95279561724935,2013-03-19
303,122.91063042913534,2013-03-20
304,122.48046407523083,2013-03-21
305,123.40509533928393,2013-03-22
306,123.20136928133053,2013-03-25
307,124.43572390679118,2013-03-26
308,124.45821175457303,2013-03-27
309,124.71590993623545,2013-03-28
310,123.82518334403755,2013-04-01
311,124.00566633116742,2013-04-02
312,123.10604874430142,2013-04-03
313,124.41236866230248,2013-04-04
314,124.05815632378768,2013-04-05
315,124.55230438553195,2013-04-08
316,123.76249580487713,2013-04-09
317,125.16428988418622,2013-04-10
318,125.5413894760537,2013-04-11
319,126.49034774861212,2013-04-12
320,123.85820659299424,2013-04-15
321,125.2336915886625,2013-04-16
322,123.94033485914564,2013-04-17
323,123.37031968725927,2013-04-18
324,124.37342458638503,2013-04-19
325,124.40729754747103,2013-04-22
326,124.76770069237135,2013-04-23
327,125.79729975703987,2013-04-24
328,127.06442643036964,2013-04-25
329,127.05794582700695,2013-04-26
330,127.30778427478057,2013-04-29
331,128.70389413128734,2013-04-30
332,127.7897802924179,2013-05-01
333,129.37204201248548,2013-05-02
334,131.59119021425644,2013-05-03
335,132.36819808711735,2013-05-06
336,132.7555723128093,2013-05-07
337,132.15288242617453,2013-05-08
338,131.85123687369244,2013-05-09
339,132.99730225719793,2013-05-10
340,132.52283873571645,2013-05-13
341,133.88704248686557,2013-05-14
342,134.03082966718011,2013-05-15
343,133.24221325857087,2013-05-16
344,133.83700139500547,2013-05-17
345,133.57476080943766,2013-05-20
346,133.89360271572374,2013-05-21
347,132.92676504679244,2013-05-22
348,133.3081303747549,2013-05-23
349,133.02869975160095,2013-05-24
350,134.3330978018036,2013-05-28
351,133.20985612771824,2013-05-29
352,133.17616248660687,2013-05-30
353,132.39233685061916,2013-05-31
354,133.69070871288233,2013-06-03
355,134.1787155437738,2013-06-04
356,132.7175953544918,2013-06-05
357,134.2212366650946,2013-06-06
358,136.24094737432097,2013-06-07
359,136.86657521538874,2013-06-10
360,136.18007259674846,2013-06-11
