,date,adj_close,adj_factor,adj_high,adj_low,adj_open,volume,close,ex_dividend,high,low,open,split_ratio,volume
29,2018-03-09,36.92,1.0,37.035,36.12,36.4,842617.0,36.92,0.0,37.035,36.12,36.4,1.0,842617.0
30,2018-03-08,36.1,0.989583333333333,36.42,35.81,36.21,845759.0,36.1,0.38,36.42,35.81,36.21,1.0,845759.0
31,2018-03-07,36.1989583333333,1.0,36.3276041666667,35.6596354166667,35.8625,1038895.0,36.58,0.0,36.71,36.035,36.24,1.0,1038895.0
32,2018-03-06,35.9713541666667,1.0,36.7828125,35.803125,36.2682291666667,1138734.0,36.35,0.0,37.17,36.18,36.65,1.0,1138734.0
33,2018-03-05,36.0505208333333,1.0,36.1098958333333,35.2885416666667,35.446875,1461914.0,36.43,0.0,36.49,35.66,35.82,1.0,1461914.0
34,2018-03-02,35.5854166666667,1.0,36.0010416666667,33.7546875,33.8338541666667,1651249.0,35.96,0.0,36.38,34.11,34.19,1.0,1651249.0
35,2018-03-01,34.1703125,1.0,34.6848958333333,33.8239583333333,33.9822916666667,1746642.0,34.53,0.0,35.05,34.18,34.34,1.0,1746642.0
36,2018-02-28,34.0713541666667,1.0,34.8432291666667,33.6953125,34.0911458333333,1454573.0,34.43,0.0,35.21,34.05,34.45,1.0,1454573.0
37,2018-02-27,33.84375,1.0,36.040625,33.8239583333333,35.5359375,2059979.0,34.2,0.0,36.42,34.18,35.91,1.0,2059979.0
38,2018-02-26,35.4072916666667,1.0,35.5458333333333,34.5859375,34.6453125,1362287.0,35.78,0.0,35.92,34.95,35.01,1.0,1362287.0
39,2018-02-23,34.6255208333333,1.0,34.8432291666667,34.1802083333333,34.4572916666667,1184656.0,34.99,0.0,35.21,34.54,34.82,1.0,1184656.0
40,2018-02-22,34.2395833333333,1.0,35.5805677083333,33.903125,34.7541666666667,2000432.0,34.6,0.0,35.9551,34.26,35.12,1.0,2000432.0
41,2018-02-21,34.615625,1.0,35.15,32.2802083333333,32.2901041666667,4177084.0,34.98,0.0,35.52,32.62,32.63,1.0,4177084.0
42,2018-02-20,32.3296875,1.0,32.643484375,31.6963541666667,32.2604166666667,1997969.0,32.67,0.0,32.9871,32.03,32.6,1.0,1997969.0
43,2018-02-16,32.5375,1.0,34.00703125,32.5078125,33.6458333333333,1356210.0,32.88,0.0,34.365,32.85,34.0,1.0,1356210.0
44,2018-02-15,33.6953125,1.0,34.378125,33.2005208333333,33.9130208333333,1229796.0,34.05,0.0,34.74,33.55,34.27,1.0,1229796.0
45,2018-02-14,33.7348958333333,1.0,33.9229166666667,32.6463541666667,32.7453125,1611333.0,34.09,0.0,34.28,32.99,33.09,1.0,1611333.0
46,2018-02-13,32.7848958333333,1.0,33.0026041666667,32.0625,32.8838541666667,1682811.0,33.13,0.0,33.35,32.4,33.23,1.0,1682811.0
47,2018-02-12,33.1114583333333,1.0,33.428125,32.3890625,33.2203125,1452167.0,33.46,0.0,33.78,32.73,33.57,1.0,1452167.0
48,2018-02-09,33.1213541666667,1.0,33.4578125,32.0822916666667,33.3786458333333,1912346.0,33.47,0.0,33.81,32.42,33.73,1.0,1912346.0
49,2018-02-08,33.0817708333333,1.0,34.4276041666667,33.0520833333333,34.378125,1170234.0,33.43,0.0,34.79,33.4,34.74,1.0,1170234.0
50,2018-02-07,34.1703125,1.0,34.55625,33.3588541666667,33.36875,1909397.0,34.53,0.0,34.92,33.71,33.72,1.0,1909397.0
51,2018-02-06,33.3489583333333,1.0,34.4375,32.8145833333333,32.89375,2817897.0,33.7,0.0,34.8,33.16,33.24,1.0,2817897.0
52,2018-02-05,33.9723958333333,1.0,36.0208333333333,33.9723958333333,35.6052083333333,2904320.0,34.33,0.0,36.4,34.33,35.98,1.0,2904320.0
53,2018-02-02,35.7338541666667,1.0,36.7729166666667,35.5755208333333,36.2583333333333,2466400.0,36.11,0.0,37.16,35.95,36.64,1.0,2466400.0
54,2018-02-01,36.5552083333333,1.0,36.6027083333333,35.6546875,35.803125,1769935.0,36.94,0.0,36.988,36.03,36.18,1.0,1769935.0
55,2018-01-31,35.9614583333333,1.0,36.7828125,35.3776041666667,36.4463541666667,2742850.0,36.34,0.0,37.17,35.75,36.83,1.0,2742850.0
56,2018-01-30,36.2583333333333,1.0,38.8609375,35.7091145833333,36.6640625,4761186.0,36.64,0.0,39.27,36.085,37.05,1.0,4761186.0
57,2018-01-29,37.1390625,1.0,38.296875,37.0302083333333,38.2572916666667,3806652.0,37.53,0.0,38.7,37.42,38.66,1.0,3806652.0
58,2018-01-26,38.3661458333333,1.0,38.7916666666667,38.1088541666667,38.7421875,1798955.0,38.77,0.0,39.2,38.51,39.15,1.0,1798955.0
59,2018-01-25,38.8015625,1.0,39.0489583333333,38.2177083333333,38.95,1657619.0,39.21,0.0,39.46,38.62,39.36,1.0,1657619.0
60,2018-01-24,38.4651041666667,1.0,38.9697916666667,37.6041666666667,38.9697916666667,1964823.0,38.87,0.0,39.38,38.0,39.38,1.0,1964823.0
61,2018-01-23,39.1776041666667,1.0,39.4447916666667,38.1682291666667,38.2078125,2214675.0,39.59,0.0,39.86,38.57,38.61,1.0,2214675.0
62,2018-01-22,37.9901041666667,1.0,38.0643229166667,37.1489583333333,37.8911458333333,1498272.0,38.39,0.0,38.465,37.54,38.29,1.0,1498272.0
63,2018-01-19,37.9109375,1.0,37.9901041666667,36.9213541666667,37.0005208333333,1131034.0,38.31,0.0,38.39,37.31,37.39,1.0,1131034.0
64,2018-01-18,36.8817708333333,1.0,37.2677083333333,36.5453125,36.5848958333333,856802.0,37.27,0.0,37.66,36.93,36.97,1.0,856802.0
65,2018-01-17,36.634375,1.0,37.8515625,36.5651041666667,36.9213541666667,1439044.0,37.02,0.0,38.25,36.95,37.31,1.0,1439044.0
66,2018-01-16,36.4463541666667,1.0,37.940625,35.8822916666667,37.8416666666667,1629416.0,36.83,0.0,38.34,36.26,38.24,1.0,1629416.0
67,2018-01-12,37.584375,1.0,37.7229166666667,37.1489583333333,37.3567708333333,1272689.0,37.98,0.0,38.12,37.54,37.75,1.0,1272689.0
68,2018-01-11,37.1885416666667,1.0,37.2083333333333,36.3473958333333,36.7135416666667,1084910.0,37.58,0.0,37.6,36.73,37.1,1.0,1084910.0
69,2018-01-10,36.7036458333333,1.0,37.1588541666667,35.8427083333333,36.4364583333333,2061347.0,37.09,0.0,37.55,36.22,36.82,1.0,2061347.0
70,2018-01-09,36.6739583333333,1.0,37.6140625,36.6046875,37.5151041666667,1947422.0,37.06,0.0,38.01,36.99,37.91,1.0,1947422.0
71,2018-01-08,37.4953125,1.0,39.30625,37.2380208333333,39.30625,1723808.0,37.89,0.0,39.72,37.63,39.72,1.0,1723808.0
72,2018-01-05,39.3359375,1.0,39.7713541666667,38.9401041666667,39.7020833333333,1047756.0,39.75,0.0,40.19,39.35,40.12,1.0,1047756.0
73,2018-01-04,39.30625,1.0,40.0583333333333,39.1380208333333,39.7515625,1076256.0,39.72,0.0,40.48,39.55,40.17,1.0,1076256.0
74,2018-01-03,39.7020833333333,1.0,39.7911458333333,39.2567708333333,39.2864583333333,1122890.0,40.12,0.0,40.21,39.67,39.7,1.0,1122890.0
75,2018-01-02,39.0489583333333,1.0,39.1973958333333,38.1286458333333,38.1682291666667,1118388.0,39.46,0.0,39.61,38.53,38.57,1.0,1118388.0
76,2017-12-29,38.4354166666667,1.0,39.6625,38.3859375,39.5140625,1252149.0,38.84,0.0,40.08,38.79,39.93,1.0,1252149.0
77,2017-12-28,39.5635416666667,1.0,39.8307291666667,39.2666666666667,39.6625,681396.0,39.98,0.0,40.25,39.68,40.08,1.0,681396.0
78,2017-12-27,39.6130208333333,1.0,39.9197916666667,39.4447916666667,39.9197916666667,574664.0,40.03,0.0,40.34,39.86,40.34,1.0,574664.0
79,2017-12-26,39.7317708333333,1.0,40.375,39.4447916666667,39.4447916666667,900149.0,40.15,0.0,40.8,39.86,39.86,1.0,900149.0
80,2017-12-22,39.5932291666667,1.0,39.9890625,39.0885416666667,39.5041666666667,1379359.0,40.01,0.0,40.41,39.5,39.92,1.0,1379359.0
81,2017-12-21,39.0390625,1.0,39.2270833333333,38.40078125,38.5046875,1180021.0,39.45,0.0,39.64,38.805,38.91,1.0,1180021.0
82,2017-12-20,38.6729166666667,1.0,39.4348958333333,38.6135416666667,39.3458333333333,1913399.0,39.08,0.0,39.85,39.02,39.76,1.0,1913399.0
83,2017-12-19,38.9994791666667,1.0,39.8307291666667,38.8114583333333,39.0489583333333,2159453.0,39.41,0.0,40.25,39.22,39.46,1.0,2159453.0
84,2017-12-18,38.3067708333333,1.0,38.5442708333333,37.8416666666667,38.0,1406845.0,38.71,0.0,38.95,38.24,38.4,1.0,1406845.0
85,2017-12-15,37.584375,1.0,37.9901041666667,37.2380208333333,37.6239583333333,1893903.0,37.98,0.0,38.39,37.63,38.02,1.0,1893903.0
86,2017-12-14,37.3963541666667,1.0,38.7471354166667,37.3270833333333,38.6481770833333,1144547.0,37.79,0.0,39.155,37.72,39.055,1.0,1144547.0
87,2017-12-13,38.534375,1.0,38.95,37.940625,38.0989583333333,1028094.0,38.94,0.0,39.36,38.34,38.5,1.0,1028094.0
88,2017-12-12,37.9703125,1.0,38.4057291666667,37.6932291666667,38.1979166666667,870873.0,38.37,0.0,38.81,38.09,38.6,1.0,870873.0
89,2017-12-11,37.9703125,1.0,38.1583333333333,37.05,37.1885416666667,1482376.0,38.37,0.0,38.56,37.44,37.58,1.0,1482376.0
90,2017-12-08,37.0104166666667,1.0,37.7625,36.2583333333333,36.575,1338245.0,37.4,0.0,38.16,36.64,36.96,1.0,1338245.0
91,2017-12-07,36.5057291666667,0.989804132009659,37.3656770833333,36.4463541666667,36.8817708333333,1448719.0,36.89,0.38,37.759,36.83,37.27,1.0,1448719.0
92,2017-12-06,36.9171165090332,1.0,38.7585646129595,36.6526532175118,38.2394329666398,1713866.0,37.69,0.0,39.57,37.42,39.04,1.0,1713866.0
93,2017-12-05,38.1414835994097,1.0,38.2835101818934,36.5889861288123,37.8868152446114,2013373.0,38.94,0.0,39.085,37.355,38.68,1.0,2013373.0
94,2017-12-04,37.9553798016725,1.0,38.1904582830248,35.4772608107504,35.4772608107504,2617215.0,38.75,0.0,38.99,36.22,36.22,1.0,2617215.0
95,2017-12-01,35.2911570130131,1.0,36.4273696728826,35.1883101774215,36.0649570141311,1704952.0,36.03,0.0,37.19,35.925,36.82,1.0,1704952.0
96,2017-11-30,35.976802583624,1.0,36.6624481542349,35.0560785316609,36.0649570141311,1484337.0,36.73,0.0,37.43,35.79,36.82,1.0,1484337.0
97,2017-11-29,35.976802583624,1.0,36.2020861282533,34.1745342265897,34.1745342265897,2292408.0,36.73,0.0,36.96,34.89,34.89,1.0,2292408.0
98,2017-11-28,34.0765848593596,1.0,34.1451494164207,32.3722658695555,32.4114456164475,1389805.0,34.79,0.0,34.86,33.05,33.09,1.0,1389805.0
99,2017-11-27,32.3330861226634,1.0,32.6269342243538,31.9168013119354,32.3820608062785,1114359.0,33.01,0.0,33.31,32.585,33.06,1.0,1114359.0
100,2017-11-24,32.3134962492174,1.0,32.5118437178584,32.0294430842501,32.2449316921563,263189.0,32.99,0.0,33.1925,32.7,32.92,1.0,263189.0
101,2017-11-22,32.2057519452643,1.0,32.4898051102316,31.8139544763438,32.0588278944191,1202027.0,32.88,0.0,33.17,32.48,32.73,1.0,1202027.0
102,2017-11-21,32.000058274081,1.0,33.596632959932,31.7943646028978,33.3811443520257,2468156.0,32.67,0.0,34.3,32.46,34.08,1.0,2468156.0
103,2017-11-20,33.4105291621948,1.0,34.4389975181111,32.8375253638986,34.4389975181111,2537404.0,34.11,0.0,35.16,33.525,35.16,1.0,2537404.0
104,2017-11-17,34.4585873915571,1.0,34.6251013158483,33.7631468842232,33.8806861248994,1980752.0,35.18,0.0,35.35,34.47,34.59,1.0,1980752.0
105,2017-11-16,33.7533519475002,1.0,33.9590456186835,32.74447346503,33.1362709339504,2067538.0,34.46,0.0,34.67,33.43,33.83,1.0,2067538.0
106,2017-11-15,33.0970911870584,1.0,33.4399139723638,32.2253418187103,32.6367291610768,1497882.0,33.79,0.0,34.14,32.9,33.32,1.0,1497882.0
107,2017-11-14,32.754268401753,1.0,33.0481165034433,32.441026325351,32.4996000469547,1525358.0,33.44,0.0,33.74,33.1202,33.18,1.0,1525358.0
108,2017-11-13,32.3918557430015,1.0,33.1852456175655,32.357573464471,32.9991418198283,1478801.0,33.07,0.0,33.88,33.035,33.69,1.0,1478801.0
109,2017-11-10,33.0481165034433,1.0,33.6749924537161,32.5877544774618,32.754268401753,1593783.0,33.74,0.0,34.38,33.27,33.44,1.0,1593783.0
110,2017-11-09,32.6661139712459,1.0,32.9795519463823,32.0490329576961,32.0882127045881,2240457.0,33.35,0.0,33.67,32.72,32.76,1.0,2240457.0
111,2017-11-08,32.1273924514802,1.0,32.4898051102316,31.7258000458367,31.8335443497898,2391709.0,32.8,0.0,33.17,32.39,32.5,1.0,2391709.0
112,2017-11-07,31.990263337358,1.0,32.754268401753,31.4417468808693,32.754268401753,2387435.0,32.66,0.0,33.44,32.1,33.44,1.0,2387435.0
113,2017-11-06,32.7150886548609,1.0,32.8816025791521,31.6866202989446,31.9119038435739,2011177.0,33.4,0.0,33.57,32.35,32.58,1.0,2011177.0
114,2017-11-03,32.1273924514802,1.0,32.734678528307,31.0901086525132,31.2262582729631,2240665.0,32.8,0.0,33.42,31.741,31.88,1.0,2240665.0
115,2017-11-02,31.3242076401932,1.0,31.8727240966819,30.9030253611037,31.6670304254986,3199808.0,31.98,0.0,32.54,31.55,32.33,1.0,3199808.0
116,2017-11-01,32.2253418187103,1.0,32.7150886548609,29.3750152323137,29.3750152323137,7081486.0,32.9,0.0,33.4,29.99,29.99,1.0,7081486.0
117,2017-10-31,30.0900456130936,1.0,30.5014329554602,29.3260405486987,30.2369696639388,3181104.0,30.72,0.0,31.14,29.94,30.87,1.0,3181104.0
118,2017-10-30,30.0410709294786,1.0,30.364303841338,29.7521202961497,30.2859443475539,1676958.0,30.67,0.0,31.0,30.375,30.92,1.0,1676958.0
119,2017-10-27,30.383893714784,1.0,30.9715899181647,30.2173797904928,30.4622532085681,1553372.0,31.02,0.0,31.62,30.85,31.1,1.0,1553372.0
120,2017-10-26,30.4818430820141,1.0,31.196873462794,30.1586101701547,30.5014329554602,2024577.0,31.12,0.0,31.85,30.79,31.14,1.0,2024577.0
121,2017-10-25,30.2467646006618,1.0,30.8834354876576,29.8745570051874,30.8442557407656,2033296.0,30.88,0.0,31.53,30.5,31.49,1.0,2033296.0
122,2017-10-24,31.0303595385028,1.0,31.7062101723907,30.7365114368124,30.8442557407656,1833700.0,31.68,0.0,32.37,31.38,31.49,1.0,1833700.0
123,2017-10-23,30.6483570063053,1.0,31.6866202989446,30.6287671328593,31.3437975136392,1951146.0,31.29,0.0,32.35,31.27,32.0,1.0,1951146.0
124,2017-10-20,31.21646333624,1.0,32.0196481475271,31.1584773108398,31.8727240966819,1462486.0,31.87,0.0,32.69,31.8108,32.54,1.0,1462486.0
125,2017-10-19,31.7355949825597,1.0,32.1861620718183,31.7160051091137,31.941288653743,956372.0,32.4,0.0,32.86,32.38,32.61,1.0,956372.0
126,2017-10-18,32.1763671350952,1.0,32.3330861226634,31.0107696650568,31.6670304254986,1587788.0,32.85,0.0,33.01,31.66,32.33,1.0,1587788.0
127,2017-10-17,31.6866202989446,1.0,32.4604203000626,30.2173797904928,30.364303841338,2894784.0,32.35,0.0,33.14,30.85,31.0,1.0,2894784.0
128,2017-10-16,30.393688651507,1.0,30.7561013102585,30.3349190311689,30.6385620695823,850470.0,31.03,0.0,31.4,30.97,31.28,1.0,850470.0
129,2017-10-13,30.7169215633664,1.0,30.9226152345497,30.413278524953,30.8932304243806,1432967.0,31.36,0.0,31.57,31.05,31.54,1.0,1432967.0
130,2017-10-12,30.9324101712727,1.0,31.3242076401932,30.2859443475539,30.9520000447187,898001.0,31.58,0.0,31.98,30.92,31.6,1.0,898001.0
131,2017-10-11,31.0891291588409,1.0,31.9314937170199,30.9715899181647,31.7355949825597,1236423.0,31.74,0.0,32.6,31.62,32.4,1.0,1236423.0
132,2017-10-10,31.7943646028978,1.0,32.1567772616492,31.147898779179,31.21646333624,1573609.0,32.46,0.0,32.83,31.8,31.87,1.0,1573609.0
133,2017-10-09,31.157693715902,1.0,31.8384418181513,31.147898779179,31.6180557418836,1457283.0,31.81,0.0,32.505,31.8,32.28,1.0,1457283.0
134,2017-10-06,31.4613367543154,1.0,31.613550070991,30.9030253611037,31.0499494119488,1935122.0,32.12,0.0,32.2754,31.55,31.7,1.0,1935122.0
135,2017-10-05,31.0303595385028,1.0,31.0499494119488,29.7864025746803,29.8941468786334,1765470.0,31.68,0.0,31.7,30.41,30.52,1.0,1765470.0
136,2017-10-04,29.8451721950183,1.0,30.6875367531974,29.8059924481263,30.5112278921832,1143664.0,30.47,0.0,31.33,30.43,31.15,1.0,1143664.0
137,2017-10-03,30.40348358823,1.0,31.0303595385028,30.1977899170468,30.8638456142116,1512696.0,31.04,0.0,31.68,30.83,31.51,1.0,1512696.0
138,2017-10-02,30.8540506774886,1.0,31.2948228300241,30.5895873859673,31.2262582729631,2018600.0,31.5,0.0,31.95,31.23,31.88,1.0,2018600.0
139,2017-09-29,31.206668399517,1.0,32.1665721983722,31.0989240955639,32.0784177678651,1541733.0,31.86,0.0,32.84,31.75,32.75,1.0,1541733.0
140,2017-09-28,32.0784177678651,1.0,32.4016506797245,31.9119038435739,31.970673463912,1010780.0,32.75,0.0,33.08,32.58,32.64,1.0,1010780.0
141,2017-09-27,32.0196481475271,1.0,32.5289848571237,31.7062101723907,32.000058274081,1716800.0,32.69,0.0,33.21,32.37,32.67,1.0,1716800.0
142,2017-09-26,31.7355949825597,1.0,31.9363911853814,31.2654380198551,31.4319519441463,2130228.0,32.4,0.0,32.605,31.92,32.09,1.0,2130228.0
143,2017-09-25,31.8237494130668,1.0,32.1175975147572,31.5005165012074,31.5005165012074,975529.0,32.49,0.0,32.79,32.16,32.16,1.0,975529.0
144,2017-09-22,31.5201063746534,1.0,31.8531342232358,31.3633873870852,31.7062101723907,883253.0,32.18,0.0,32.52,32.02,32.37,1.0,883253.0
145,2017-09-21,31.6964152356676,1.0,32.1959570085413,31.4025671339773,32.1078025780342,849714.0,32.36,0.0,32.87,32.06,32.78,1.0,849714.0
146,2017-09-20,32.1371873882032,1.0,32.1665721983722,31.3242076401932,31.3927721972543,888418.0,32.81,0.0,32.84,31.98,32.05,1.0,888418.0
147,2017-09-19,31.3535924503622,1.0,31.7943646028978,31.177283589348,31.7845696661748,1272179.0,32.01,0.0,32.46,31.83,32.45,1.0,1272179.0
148,2017-09-18,31.6572354887756,1.0,32.5093949836777,31.6180557418836,32.3232911859404,1247808.0,32.32,0.0,33.19,32.28,33.0,1.0,1247808.0
149,2017-09-15,32.2939063757714,1.0,32.3820608062785,31.3242076401932,31.3242076401932,1894957.0,32.97,0.0,33.06,31.98,31.98,1.0,1894957.0
150,2017-09-14,31.5396962480995,1.0,31.8727240966819,31.0891291588409,31.7747747294517,1075680.0,32.2,0.0,32.54,31.74,32.44,1.0,1075680.0
151,2017-09-13,31.8531342232358,1.0,32.5387797938467,31.4025671339773,31.4025671339773,2202241.0,32.52,0.0,33.22,32.06,32.06,1.0,2202241.0
152,2017-09-12,31.4319519441463,1.0,31.9216987802969,29.6688633340041,29.8451721950183,2624470.0,32.09,0.0,32.59,30.29,30.47,1.0,2624470.0
153,2017-09-11,30.0802506763706,1.0,30.7365114368124,29.7570177645112,29.9920962458635,2040089.0,30.71,0.0,31.38,30.38,30.62,1.0,2040089.0
154,2017-09-08,29.9235316888024,1.0,30.4230734616761,29.1889114345765,29.3456304221447,1604043.0,30.55,0.0,31.06,29.8,29.96,1.0,1604043.0
155,2017-09-07,29.2770658650836,0.987446316484969,29.6590683972811,28.8950633328861,29.5023494097129,1969039.0,29.89,0.38,30.28,29.5,30.12,1.0,1969039.0
156,2017-09-06,29.4898492972051,1.0,29.6446008842026,29.1416582264608,29.4898492972051,1425976.0,30.49,0.0,30.65,30.13,30.49,1.0,1425976.0
157,2017-09-05,29.5478811423292,1.0,30.3990148708153,29.1900180973975,30.1475435419444,1178219.0,30.55,0.0,31.43,30.18,31.17,1.0,1178219.0
158,2017-09-01,30.2152473612558,1.0,30.3313110515039,29.9250881356355,30.2636072321925,1052375.0,31.24,0.0,31.36,30.94,31.29,1.0,1052375.0
159,2017-08-31,30.1959034128811,1.0,30.6601581738735,29.9927919549469,30.5440944836254,969315.0,31.22,0.0,31.7,31.01,31.58,1.0,969315.0
160,2017-08-30,30.5344225094381,1.0,30.8632696318077,30.4860626385013,30.6117983029368,844687.0,31.57,0.0,31.91,31.52,31.65,1.0,844687.0
161,2017-08-29,30.5924543545621,1.0,31.1437568832406,30.5731104061874,30.8342537092457,818670.0,31.63,0.0,32.2,31.61,31.88,1.0,818670.0
162,2017-08-28,30.9986772704305,1.0,31.3468683411748,30.6166342900305,31.3468683411748,755626.0,32.05,0.0,32.41,31.655,32.41,1.0,755626.0
163,2017-08-25,31.2598205734887,1.0,31.6466995409824,30.8052377866836,30.9986772704305,903994.0,32.32,0.0,32.72,31.85,32.05,1.0,903994.0
164,2017-08-24,30.8826135801824,1.0,31.4194081475798,30.7713858770279,31.3468683411748,1270411.0,31.93,0.0,32.485,31.815,32.41,1.0,1270411.0
165,2017-08-23,31.2501485993014,1.0,31.9175148182279,30.9116295027444,31.8401390247292,1459334.0,32.31,0.0,33.0,31.96,32.92,1.0,1459334.0
166,2017-08-22,31.9948906117267,1.0,32.4204574759697,31.975546663352,32.3624256308457,906170.0,33.08,0.0,33.52,33.06,33.46,1.0,906170.0
167,2017-08-21,32.1593141729115,1.0,32.7589765725267,32.1302982503494,32.7589765725267,1077895.0,33.25,0.0,33.87,33.22,33.87,1.0,1077895.0
168,2017-08-18,32.7202886757773,1.0,33.2329033077064,32.6864367661216,33.078151720709,971165.0,33.83,0.0,34.36,33.795,34.2,1.0,971165.0
169,2017-08-17,33.2135593593317,1.0,34.2484605973773,33.150691527114,33.8035497847596,827871.0,34.34,0.0,35.41,34.275,34.95,1.0,827871.0
170,2017-08-16,33.900269526633,1.0,34.3451803392507,33.8277297202279,34.23878862319,662384.0,35.05,0.0,35.51,34.975,35.4,1.0,662384.0
171,2017-08-15,34.1710848038786,1.0,34.5289478488102,33.9776453201317,34.23878862319,663528.0,35.33,0.0,35.7,35.13,35.4,1.0,663528.0
172,2017-08-14,34.2001007264406,1.0,34.4950959391545,33.9776453201317,34.2871484941267,1242158.0,35.36,0.0,35.665,35.13,35.45,1.0,1242158.0
173,2017-08-11,34.1614128296912,1.0,34.2291166490026,32.3140657599089,33.0974956690836,1832161.0,35.32,0.0,35.39,33.41,34.22,1.0,1832161.0
174,2017-08-10,33.7455179396355,1.0,35.1963140677368,32.430129450157,34.8287790486178,3683242.0,34.89,0.0,36.39,33.53,36.01,1.0,3683242.0
175,2017-08-09,33.1458555400203,1.0,33.8228937331343,33.107167643271,33.7745338621976,1770774.0,34.27,0.0,34.97,34.23,34.92,1.0,1770774.0
176,2017-08-08,33.7842058363849,1.0,34.5096039004355,33.7358459654482,34.2001007264406,1133637.0,34.93,0.0,35.68,34.88,35.36,1.0,1133637.0
177,2017-08-07,34.5096039004355,1.0,34.606323642309,33.4940466107646,33.5714224042634,991028.0,35.68,0.0,35.78,34.63,34.71,1.0,991028.0
178,2017-08-04,33.5714224042634,1.0,33.7358459654482,33.0684797465216,33.2715912044558,931667.0,34.71,0.0,34.88,34.19,34.4,1.0,931667.0
179,2017-08-03,33.2522472560811,1.0,33.9196134750077,33.0606454474299,33.2135593593317,918817.0,34.38,0.0,35.07,34.1819,34.34,1.0,918817.0
180,2017-08-02,33.900269526633,1.0,34.3645242876254,33.7793698492912,34.2871484941267,612792.0,35.05,0.0,35.53,34.925,35.45,1.0,612792.0
