,date,open,high,low,close,volume
0,2012-01-03,29.97,29.99,29.28,100.0,880893
1,2012-01-04,29.32,29.54,28.86,99.21662125340599,1058348
2,2012-01-05,29.1,29.55,28.65,99.76158038147139,933554
3,2012-01-06,29.29,29.62,28.95,100.20435967302453,753559
4,2012-01-09,29.41,29.56,28.95,99.89782016348774,719019
5,2012-01-10,29.74,29.74,28.82,98.77384196185287,1052567
6,2012-01-11,28.86,29.35,28.8,99.1825613079019,811177
7,2012-01-12,29.07,29.54,29.07,100.34059945504087,539726
8,2012-01-13,29.18,29.91,28.94,98.73978201634877,769021
9,2012-01-17,29.19,29.5,28.98,99.76158038147139,848746
10,2012-01-18,29.26,29.88,29.26,101.3623978201635,716253
11,2012-01-19,30.01,30.06,29.5,101.6008174386921,753337
12,2012-01-20,29.93,30.33,29.85,101.97547683923706,937065
13,2012-01-23,29.89,30.15,29.15,99.82970027247957,926196
14,2012-01-24,29.03,29.34,28.84,99.45504087193461,1152304
15,2012-01-25,29.26,29.79,29.14,101.08991825613079,733841
16,2012-01-26,30.01,30.03,29.48,101.22615803814715,833015
17,2012-01-27,29.71,29.98,29.54,101.3623978201635,828213
18,2012-01-30,29.61,30.14,29.45,102.21389645776567,657705
19,2012-01-31,30.16,30.29,29.44,100.74931880108991,821253
20,2012-02-01,29.82,30.25,29.65,102.9291553133515,1330619
21,2012-02-02,30.31,30.58,30.0,102.9291553133515,725569
22,2012-02-03,30.6,31.26,30.53,105.61989100817439,701424
23,2012-02-06,30.88,31.19,30.43,104.15531335149863,557572
24,2012-02-07,30.66,31.05,30.59,104.49591280653951,670976
25,2012-02-08,30.79,31.25,30.58,105.92643051771117,1103486
26,2012-02-09,31.15,31.4,30.98,106.1307901907357,564690
27,2012-02-10,30.92,31.39,30.89,106.02861035422343,624212
28,2012-02-13,31.38,31.42,31.0,106.40326975476839,484928
29,2012-02-14,31.08,31.13,30.59,105.61989100817439,765323
30,2012-02-15,31.27,31.55,30.94,105.99455040871935,882227
31,2012-02-16,31.25,31.56,31.12,107.11852861035423,794308
32,2012-02-17,31.42,32.13,31.42,108.92370572207085,1095870
33,2012-02-21,32.16,32.47,31.26,107.52724795640327,1821879
34,2012-02-22,30.43,30.73,29.06,100.03405994550408,3798674
35,2012-02-23,29.44,29.68,29.21,100.40871934604905,1152391
36,2012-02-24,29.44,29.47,29.03,99.1825613079019,1282247
37,2012-02-27,28.96,29.41,28.71,98.9441416893733,1251778
38,2012-02-28,29.18,29.75,29.17,101.12397820163488,956395
39,2012-02-29,29.73,30.05,29.44,100.95367847411444,1065402
40,2012-03-01,29.94,30.13,29.46,101.6008174386921,872105
41,2012-03-02,29.86,29.95,29.15,100.03405994550408,997082
42,2012-03-05,29.35,30.0,29.29,101.6008174386921,1089773
43,2012-03-06,29.57,29.75,29.3,100.64713896457766,1284661
44,2012-03-07,29.75,30.52,29.68,103.78065395095368,1675014
45,2012-03-08,30.58,30.88,30.35,104.73433242506812,1218683
46,2012-03-09,30.85,31.0,30.51,104.56403269754769,1514890
47,2012-03-12,30.76,30.93,30.35,103.9850136239782,639516
48,2012-03-13,30.79,31.0,30.5,105.51771117166213,826065
49,2012-03-14,30.91,31.1,30.49,104.5299727520436,810377
50,2012-03-15,30.94,31.58,30.76,106.53950953678475,1085183
51,2012-03-16,31.43,31.43,30.9,106.23297002724796,990511
52,2012-03-19,31.08,31.42,30.86,106.53950953678475,764141
53,2012-03-20,31.12,31.15,30.78,105.858310626703,885303
54,2012-03-21,31.06,31.26,30.5,104.12125340599455,1231762
55,2012-03-22,30.5,30.78,29.91,102.79291553133515,1823289
56,2012-03-23,29.91,30.0,29.26,101.63487738419619,2030226
57,2012-03-26,30.18,30.49,30.06,103.50817438692098,1201382
58,2012-03-27,30.5,30.5,29.9,101.8732970027248,668236
59,2012-03-28,30.01,30.12,29.55,101.3623978201635,1138880
60,2012-03-29,29.56,29.71,29.32,100.57901907356948,1066705
61,2012-03-30,29.8,29.81,29.38,100.10217983651226,1290222
62,2012-04-02,29.31,29.98,29.1,101.3283378746594,1117256
63,2012-04-03,29.68,29.9,29.45,100.95367847411444,642544
64,2012-04-04,29.48,29.56,29.17,100.2724795640327,921648
65,2012-04-05,29.24,29.44,28.98,99.04632152588556,1137200
66,2012-04-09,28.69,29.25,28.6,99.59128065395096,916491
67,2012-04-10,29.18,29.46,28.58,98.09264305177112,1422802
68,2012-04-11,29.09,29.65,29.02,100.95367847411444,1236256
69,2012-04-12,29.6,29.91,29.41,101.46457765667576,858489
70,2012-04-13,29.6,29.96,29.4,100.8174386920981,819232
71,2012-04-16,29.85,29.85,29.13,100.30653950953679,813888
72,2012-04-17,29.66,29.66,29.13,100.2724795640327,1207220
73,2012-04-18,29.4,29.62,29.27,100.37465940054496,831043
74,2012-04-19,29.56,29.91,29.2,99.86376021798365,1325823
75,2012-04-20,29.69,29.99,29.47,101.0558583106267,900732
76,2012-04-23,29.53,30.45,29.33,103.09945504087193,2560762
77,2012-04-24,30.28,31.08,30.14,103.61035422343325,2158438
78,2012-04-25,30.65,31.13,30.65,105.65395095367847,1788220
79,2012-04-26,31.9,32.37,30.97,108.07220708446867,1956048
80,2012-04-27,31.93,31.98,31.26,108.48092643051771,951422
81,2012-04-30,31.67,31.8,31.32,107.28882833787466,729853
82,2012-05-01,32.81,33.3,31.75,110.8651226158038,2999425
83,2012-05-02,32.24,32.76,32.24,110.42234332425069,783293
84,2012-05-03,32.44,32.64,32.04,109.77520435967301,693343
85,2012-05-04,32.08,32.21,31.69,109.02588555858311,893504
86,2012-05-07,32.0,32.26,31.72,109.36648501362399,811561
87,2012-05-08,31.88,31.96,31.36,108.82152588555859,1301278
88,2012-05-09,31.76,32.16,31.51,109.05994550408721,1125315
89,2012-05-10,32.16,32.55,32.12,110.38828337874658,1477938
90,2012-05-11,32.08,32.64,32.05,110.42234332425069,1068339
91,2012-05-14,32.16,32.26,31.62,108.27656675749319,1104413
92,2012-05-15,31.7,32.01,31.57,107.86784741144415,809848
93,2012-05-16,31.76,32.36,31.6,108.00408719346049,1206073
94,2012-05-17,31.83,31.83,30.94,105.61989100817439,799186
95,2012-05-18,31.01,31.41,30.64,104.90463215258856,932924
96,2012-05-21,30.94,31.31,30.45,106.23297002724796,943442
97,2012-05-22,31.37,31.6,31.15,106.60762942779292,765026
98,2012-05-23,30.91,32.13,30.91,108.88964577656677,1211241
99,2012-05-24,32.1,32.41,31.91,110.35422343324251,1034082
100,2012-05-25,32.34,32.58,32.2,110.149863760218,604411
101,2012-05-29,32.47,33.0,32.43,112.32970027247956,844669
102,2012-05-30,32.61,32.72,32.23,110.52452316076295,670512
103,2012-05-31,32.52,32.59,32.0,110.49046321525886,476963
104,2012-06-01,31.78,32.0,31.1,106.77792915531336,751324
105,2012-06-04,30.63,31.09,29.44,103.16757493188011,2140514
106,2012-06-05,30.08,30.66,29.9,103.64441416893733,916481
107,2012-06-06,30.89,31.36,30.67,106.16485013623978,1206915
108,2012-06-07,31.45,31.75,30.98,105.58583106267031,892762
109,2012-06-08,30.83,31.51,30.51,107.25476839237058,713350
110,2012-06-11,31.91,32.18,30.85,105.3133514986376,994303
111,2012-06-12,31.01,31.39,30.88,106.1307901907357,486392
112,2012-06-13,31.05,31.2,30.45,104.5299727520436,879002
113,2012-06-14,30.68,31.51,30.68,106.60762942779292,632630
114,2012-06-15,31.27,31.82,31.27,107.90190735694823,674517
115,2012-06-18,31.43,31.98,31.19,108.44686648501363,579943
116,2012-06-19,31.92,31.93,31.52,108.07220708446867,911197
117,2012-06-20,31.82,31.83,30.86,106.26702997275204,1167125
118,2012-06-21,31.31,31.31,30.5,104.291553133515,769567
119,2012-06-22,30.66,30.93,30.37,104.70027247956403,694769
120,2012-06-25,30.17,30.31,29.9,102.3841961852861,941753
121,2012-06-26,30.17,30.52,29.9,102.86103542234332,740847
122,2012-06-27,30.32,30.32,29.79,102.3841961852861,1068334
123,2012-06-28,29.84,31.34,29.84,105.89237057220708,1764763
124,2012-06-29,31.57,32.03,31.4,108.85558583106267,1293041
125,2012-07-02,32.0,32.28,31.65,109.05994550408721,691021
126,2012-07-03,32.02,32.4,31.96,109.63896457765668,334903
127,2012-07-05,32.25,32.47,31.99,109.12806539509538,732652
128,2012-07-06,31.68,31.78,31.4,107.90190735694823,694624
129,2012-07-09,31.5,31.94,31.37,107.45912806539509,609586
130,2012-07-10,31.78,32.02,31.38,107.45912806539509,681647
131,2012-07-11,31.65,31.83,31.31,107.62942779291554,393456
132,2012-07-12,31.25,31.68,31.02,107.08446866485014,435893
133,2012-07-13,31.59,32.04,31.5,108.54904632152589,397117
134,2012-07-16,32.34,32.81,32.06,109.5367847411444,1444617
135,2012-07-17,32.38,32.64,32.01,110.1158038147139,460258
