,ticker,date,MV_pred,MV,close
1522,CAKE,2012-03-20,1948762.87,1700272.32,
1521,CAKE,2012-03-21,1953367.4,1696994.16,
1520,CAKE,2012-03-22,1980650.82,1666398.0,132.5132455755718
1519,CAKE,2012-03-23,1982496.42,1634162.76,132.30551623539586
1518,CAKE,2012-03-26,1926884.23,1648914.48,130.9357147613831
1517,CAKE,2012-03-27,1981722.34,1666398.0,133.29026984017696
1516,CAKE,2012-03-28,1949291.93,1639626.36,132.34956198641902
1515,CAKE,2012-03-29,1974074.72,1615040.16,131.49171380874895
1514,CAKE,2012-03-30,1956791.45,1628152.8,131.35137317940925
1513,CAKE,2012-04-02,1980843.1,1601381.16,133.81249513990397
1512,CAKE,2012-04-03,1981114.89,1621596.48,136.73164794422672
1511,CAKE,2012-04-04,1986964.17,1610669.28,136.84882830560483
1510,CAKE,2012-04-05,1987014.58,1597556.64,137.22479111851334
1509,CAKE,2012-04-09,1989984.37,1567506.84,135.4282816778433
1508,CAKE,2012-04-10,1993427.95,1594278.48,133.59293274033612
1507,CAKE,2012-04-11,1993190.82,1589361.24,135.88584777493935
1506,CAKE,2012-04-12,2118396.51,1617225.6,138.9869546371243
1505,CAKE,2012-04-13,2111902.54,1617225.6,139.2447943985639
1504,CAKE,2012-04-16,2124423.7,1630884.6,139.14279502521262
1503,CAKE,2012-04-17,2155993.18,1620503.76,139.53331332282085
1502,CAKE,2012-04-18,2148389.37,1606298.4,138.79174836329008
1501,CAKE,2012-04-19,2154803.54,1615040.16,139.1789842395761
1500,CAKE,2012-04-20,2156549.91,1622142.84,136.85697256481933
1499,CAKE,2012-04-23,2123552.57,1613401.08,135.33961693991517
1498,CAKE,2012-04-24,2131980.85,1654378.08,136.64745871033986
1497,CAKE,2012-04-25,2157039.84,1674593.4,138.0276784528684
1496,CAKE,2012-04-26,2155024.7,1742888.4,137.80527480965057
1495,CAKE,2012-04-27,2106863.65,1744527.48,136.93467120658352
1494,CAKE,2012-04-30,2102470.83,1710275.01,136.9402992682006
1493,CAKE,2012-05-01,2106158.09,1771838.4300000002,136.20116923202855
1492,CAKE,2012-05-02,2082241.43,1741056.7200000002,136.0255539522846
1491,CAKE,2012-05-03,2106140.64,1751857.3199999998,138.94254365396012
1490,CAKE,2012-05-04,2096904.99,1732416.24,138.6185947345458
1489,CAKE,2012-05-07,2105719.08,1728096.0,136.2409080084135
1488,CAKE,2012-05-08,2075345.14,1721615.64,137.17557979265118
1487,CAKE,2012-05-09,2081760.65,1715135.28,137.5117603980242
1486,CAKE,2012-05-10,2102470.83,1736736.4799999997,134.70937283768285
1485,CAKE,2012-05-11,2097754.28,1732416.24,131.26657596727412
1484,CAKE,2012-05-14,2153200.9,1736736.4799999997,132.01901740683869
1483,CAKE,2012-05-15,2139461.79,1711895.0999999999,131.81704562543717
1482,CAKE,2012-05-16,2160549.48,1715135.28,132.85616291826452
1481,CAKE,2012-05-17,2153660.3,1718915.49,133.98934262364742
1480,CAKE,2012-05-18,2136857.34,1674633.03,132.6352629601745
1479,CAKE,2012-05-21,2153753.27,1670852.82,132.18656936528214
1478,CAKE,2012-05-22,2160660.57,1694074.11,132.6035856951542
1477,CAKE,2012-05-23,2128248.71,1669232.73,131.4930577468722
1476,CAKE,2012-05-24,2158953.16,1733496.3,131.24813061404302
1475,CAKE,2012-05-25,2153407.97,1746457.0200000003,131.13881287249504
1474,CAKE,2012-05-29,2156948.6,1753477.41,131.23036020272306
1473,CAKE,2012-05-30,2115322.9,1761037.83,129.38772791327145
1472,CAKE,2012-05-31,2147161.34,1756405.2000000002,128.3546827903111
1471,CAKE,2012-06-01,2122293.24,1716437.8,129.12517530956245
1470,CAKE,2012-06-04,2146324.57,1654326.3,129.50811519579116
1469,CAKE,2012-06-05,2155320.94,1624620.7999999998,127.56089086137462
1468,CAKE,2012-06-06,2164183.24,1668368.9000000001,132.59248881104716
1467,CAKE,2012-06-07,2144793.05,1698614.5,131.648352380478
1466,CAKE,2012-06-08,2160912.02,1665128.2999999998,132.59305727048428
1465,CAKE,2012-06-11,2173834.48,1723459.1,132.67173372823402
1464,CAKE,2012-06-12,2151582.32,1674850.1,130.87021880732675
1463,CAKE,2012-06-13,2120307.17,1677010.5,128.92055327959275
1462,CAKE,2012-06-14,2151025.33,1657026.8,130.15758826505277
1461,CAKE,2012-06-15,2151025.33,1688892.7,128.98252014516174
1460,CAKE,2012-06-18,2145149.17,1697534.3,130.32922242509875
1459,CAKE,2012-06-19,2148492.43,1723999.2000000002,130.00694716590942
1458,CAKE,2012-06-20,2076906.19,1718598.2,126.9298391123517
1457,CAKE,2012-06-21,2070941.78,1691053.0999999999,127.15028137869022
1456,CAKE,2012-06-22,2069094.28,1655946.6,125.36545478004727
1455,CAKE,2012-06-25,2099910.82,1629481.7000000002,126.14522423673723
1454,CAKE,2012-06-26,2100313.04,1629481.7000000002,125.90017453676529
1453,CAKE,2012-06-27,2103023.39,1637583.2,126.34491336003546
1452,CAKE,2012-06-28,2097135.59,1611658.4,126.46515663535214
1451,CAKE,2012-06-29,2069724.62,1705095.7,124.80273392011094
1450,CAKE,2012-07-02,2099566.96,1728320.0,124.67175565811479
1449,CAKE,2012-07-03,2076113.26,1729400.2000000002,124.09939143081087
1448,CAKE,2012-07-05,2091894.59,1741822.5,123.72405832269013
1447,CAKE,2012-07-06,2094888.98,1711036.8,126.18567813319589
1446,CAKE,2012-07-09,2095322.28,1701315.0,126.24797155427152
1445,CAKE,2012-07-10,2090376.3,1716437.8,125.77948772148962
1444,CAKE,2012-07-11,2071808.69,1709416.5,124.97582991474573
1443,CAKE,2012-07-12,2103404.23,1687812.5,126.25258060871539
1442,CAKE,2012-07-13,2103818.05,1706175.9,124.81573274832449
1441,CAKE,2012-07-16,2096380.73,1746683.4000000001,125.04918103876295
1440,CAKE,2012-07-17,2103121.31,1748843.8,125.08722721805535
1439,CAKE,2012-07-18,2103393.84,1736421.5,124.39604493255226
1438,CAKE,2012-07-19,2102563.2,1756405.2000000002,125.60072575495514
1437,CAKE,2012-07-20,2103679.98,1722919.0,123.72224452304003
1436,CAKE,2012-07-23,2104861.95,1689432.8,123.48032624270814
1435,CAKE,2012-07-24,2079679.94,1676470.4,123.16981395060921
1434,CAKE,2012-07-25,2072348.8,1659727.3,122.09469975323998
1433,CAKE,2012-07-26,2103866.38,1776388.9000000001,123.69300417810265
1432,CAKE,2012-07-27,2079414.48,1797992.9,122.15818176442727
1431,CAKE,2012-07-30,2107478.68,1830398.9000000001,120.68694958319168
1430,CAKE,2012-07-31,2095074.35,1796903.89,120.70681987569155
1429,CAKE,2012-08-01,2071957.5,1814083.73,119.56414624461911
1428,CAKE,2012-08-02,2065042.55,1760933.5999999999,120.52635990753198
1427,CAKE,2012-08-03,2041200.2,1798514.5,121.81724366063393
1426,CAKE,2012-08-06,2041176.29,1792072.06,123.12793334017246
1425,CAKE,2012-08-07,2033752.43,1781334.66,123.14034000963922
1424,CAKE,2012-08-08,2041315.51,1770060.39,122.38221424289637
1423,CAKE,2012-08-09,2066803.17,1786703.36,122.20676028072901
1422,CAKE,2012-08-10,2066572.8,1771671.0,123.88677108434791
1421,CAKE,2012-08-13,2066564.16,1762544.21,124.32932697810652
1420,CAKE,2012-08-14,2056658.74,1764154.82,123.06844180544901
1419,CAKE,2012-08-15,2062924.59,1762544.21,123.69026230479128
1418,CAKE,2012-08-16,2053265.12,1779724.0499999998,124.61557298323324
1417,CAKE,2012-08-17,2059072.15,1785629.6199999999,124.44215138226892
1416,CAKE,2012-08-20,2086162.84,1809251.9000000001,126.96482147573181
1415,CAKE,2012-08-21,2054952.14,1797440.7599999998,126.97526924826249
1414,CAKE,2012-08-22,2088039.38,1799588.2400000002,129.17614825798518
1413,CAKE,2012-08-23,2086484.58,1799588.2400000002,129.06782710645598
1412,CAKE,2012-08-24,2097286.72,1771671.0,130.79467736583925
1411,CAKE,2012-08-27,2089464.78,1788850.84,130.31995195171666
1410,CAKE,2012-08-28,2059850.07,1772207.8699999999,129.79264692915672
1409,CAKE,2012-08-29,2089445.77,1782945.27,130.5578800433849
1408,CAKE,2012-08-30,2074322.14,1794756.41,130.14981007214203
1407,CAKE,2012-08-31,2097117.45,1799051.3699999999,132.23784836635136
1406,CAKE,2012-09-04,2074535.29,1779724.0499999998,130.4959207818009
1405,CAKE,2012-09-05,2088753.89,1796903.89,129.26274268118715
1404,CAKE,2012-09-06,2083308.56,1842000.9700000002,134.12875898598585
1403,CAKE,2012-09-07,2088290.12,1860254.5499999998,135.00688212934557
1402,CAKE,2012-09-10,2081368.85,1873139.43,134.84495417927388
1401,CAKE,2012-09-11,2080824.2,1864012.64,134.9841413404336
1400,CAKE,2012-09-12,2057604.95,1855422.7200000002,136.22301621708272
1399,CAKE,2012-09-13,2057360.05,1877971.2599999998,136.57431345507524
1398,CAKE,2012-09-14,2064708.63,1893003.6199999999,139.21663607821773
1397,CAKE,2012-09-17,2070071.13,1873676.2999999998,137.39684322481733
1396,CAKE,2012-09-18,2099304.4,1875823.7799999998,139.1745036321006
1395,CAKE,2012-09-19,2039167.75,1905351.6300000001,138.94793468047268
1394,CAKE,2012-09-20,2068982.54,1914478.42,139.32714326200562
1393,CAKE,2012-09-21,2092204.64,1931658.2599999998,138.92281074045135
1392,CAKE,2012-09-24,2100434.19,1920920.86,140.53205361257682
1391,CAKE,2012-09-25,2099464.98,1926826.43,139.43410521618705
1390,CAKE,2012-09-26,2099767.72,1902130.41,139.16945336607907
1389,CAKE,2012-09-27,2094573.78,1907499.11,139.00109773298135
1388,CAKE,2012-09-28,2091579.69,1909646.59,138.05515325427535
1387,CAKE,2012-10-01,2091407.59,1935416.3499999999,137.48871429692608
1386,CAKE,2012-10-02,2061550.12,1924678.9500000002,137.78960108174002
1385,CAKE,2012-10-03,2067078.76,1911794.07,137.40462169293485
1384,CAKE,2012-10-04,2056767.43,1906425.3699999999,137.87029844020233
1383,CAKE,2012-10-05,2077107.92,1896224.84,138.87306598804886
1382,CAKE,2012-10-08,2080713.56,1859717.68,139.4601634413525
1381,CAKE,2012-10-09,2080477.02,1869381.34,140.10118637418097
1380,CAKE,2012-10-10,2080459.57,1843611.58,139.45359621845583
1379,CAKE,2012-10-11,2080588.11,1858107.07,139.47394975052572
1378,CAKE,2012-10-12,2073587.83,1848443.41,139.1226491997482
1377,CAKE,2012-10-15,2049575.5,1864549.5099999998,137.73543218944707
1376,CAKE,2012-10-16,2049911.7,1869918.21,138.16987437150203
1375,CAKE,2012-10-17,2073336.01,1859717.68,138.41790920202862
1374,CAKE,2012-10-18,2060237.6,1870991.9500000002,139.69708116143963
1373,CAKE,2012-10-19,2081370.07,1851664.6300000001,143.63245166392437
1372,CAKE,2012-10-22,2083085.25,1808715.0299999998,144.0684891193029
1371,CAKE,2012-10-23,2080684.59,1792608.93,143.0527386371602
1370,CAKE,2012-10-24,2080956.38,1814083.73,145.40990234066555
1369,CAKE,2012-10-25,2058429.98,1824821.1300000001,142.76682794343057
1368,CAKE,2012-10-26,2080721.05,1770060.39,153.13542522437788
1367,CAKE,2012-10-30,2070512.02,1770060.39,152.51382880745652
1366,CAKE,2012-10-31,2056559.25,1750813.2599999998,151.38671405615128
1365,CAKE,2012-11-01,2079741.59,1777113.03,151.3560128915876
1364,CAKE,2012-11-02,2049399.97,1815220.86,151.93389092126367
1363,CAKE,2012-11-05,2073087.27,1799655.6900000002,153.3637938006139
1362,CAKE,2012-11-06,2056891.47,1824882.0,154.0860397064477
1361,CAKE,2012-11-07,2080061.78,1826492.1900000002,154.59998661954808
1360,CAKE,2012-11-08,2072178.51,1795898.58,154.02149560655934
1359,CAKE,2012-11-09,2080044.33,1767988.6199999999,154.4462656736322
1358,CAKE,2012-11-12,2079829.83,1789994.55,154.69616910438947
1357,CAKE,2012-11-13,2050347.73,1788921.0899999999,153.8316934209472
1356,CAKE,2012-11-14,2080521.18,1809316.83,154.64592491537593
1355,CAKE,2012-11-15,2076820.51,1758864.2100000002,153.06863192527643
1354,CAKE,2012-11-16,2056751.69,1776576.3,152.7029977302317
1353,CAKE,2012-11-19,2072144.61,1800192.42,153.9354692167304
1352,CAKE,2012-11-20,2078091.69,1821124.89,153.56130910722317
1351,CAKE,2012-11-21,2092875.38,1822735.08,153.33048052110047
1350,CAKE,2012-11-23,2086338.9,1840983.9,153.0763219518023
1349,CAKE,2012-11-26,2070249.57,1850645.0399999998,153.20527172371982
1348,CAKE,2012-11-27,2064826.55,1850108.3099999998,153.76328177465837
1347,CAKE,2012-11-28,2092279.32,1857085.8,157.09572260985573
1346,CAKE,2012-11-29,2006775.79,1876408.08,158.10358884602428
1345,CAKE,2012-11-30,1980214.69,1871577.5099999998,157.75741849091278
1344,CAKE,2012-12-03,1976504.48,1837226.7899999998,156.67374804222445
1343,CAKE,2012-12-04,1993579.23,1783017.0599999998,158.95447369803105
1342,CAKE,2012-12-05,1973466.24,1770135.5399999998,157.59995901385577
1341,CAKE,2012-12-06,1993357.84,1760474.4,165.79479843443053
1340,CAKE,2012-12-07,1976980.08,1781943.6,163.36179458221397
1339,CAKE,2012-12-10,1982314.14,1780870.14,159.90638899354383
1338,CAKE,2012-12-11,1978929.61,1793751.6600000001,160.43195683930173
1337,CAKE,2012-12-12,1970686.9,1788921.0899999999,161.20656988452532
1336,CAKE,2012-12-13,1981273.0,1770672.27,162.0082156361865
1335,CAKE,2012-12-14,1976919.59,1781943.6,161.31663380884493
1334,CAKE,2012-12-17,2004843.05,1784627.25,161.49366997927987
1333,CAKE,2012-12-18,1985734.78,1793751.6600000001,158.6835259332808
1332,CAKE,2012-12-19,1992375.42,1809853.5599999998,158.6338381775649
1331,CAKE,2012-12-20,1967499.48,1809316.83,156.81557212569209
1330,CAKE,2012-12-21,1970039.65,1778186.4900000002,155.8594529707172
1329,CAKE,2012-12-24,1991862.47,1759937.67,156.8324280873627
1328,CAKE,2012-12-26,1984602.24,1770135.5399999998,156.3381664285639
1327,CAKE,2012-12-27,1991956.34,1765304.97,157.4479342303912
1326,CAKE,2012-12-28,1983678.61,1752423.45,158.6133311638697
1325,CAKE,2012-12-31,1983885.68,1725289.3800000001,157.9034263570465
1324,CAKE,2013-01-02,1918446.38,1780823.3,157.60787077848116
1323,CAKE,2013-01-03,1962895.95,1772279.6199999999,159.64272749872237
1322,CAKE,2013-01-04,1960660.46,1813930.0599999998,158.69936758047191
1321,CAKE,2013-01-07,1940656.96,1838493.14,158.30136236861955
1320,CAKE,2013-01-08,1963818.91,1809124.2400000002,158.37231383211562
1319,CAKE,2013-01-09,1933052.08,1793104.8399999999,157.88333922521556
1318,CAKE,2013-01-10,1959037.11,1800046.58,157.82292521079364
1317,CAKE,2013-01-11,1955006.09,1806454.3399999999,157.19076909047808
1316,CAKE,2013-01-14,1958003.06,1789900.9600000002,156.99577986072867
1315,CAKE,2013-01-15,1965313.81,1770143.7,154.5962524082285
1314,CAKE,2013-01-16,1965395.98,1755726.2400000002,154.88788655112143
1313,CAKE,2013-01-17,1962938.85,1776551.4600000002,155.26713373355182
1312,CAKE,2013-01-18,1974350.84,1783493.2,155.9198341563623
1311,CAKE,2013-01-21,1970012.69,1783493.2,155.79063599585024
1310,CAKE,2013-01-22,1959425.96,1770143.7,157.16881046702815
1309,CAKE,2013-01-23,1930420.22,1785095.14,157.5428096936534
1308,CAKE,2013-01-24,1956194.84,1769075.7400000002,156.574366714815
1307,CAKE,2013-01-25,1958836.02,1784561.1600000001,157.08543695392595
1306,CAKE,2013-01-28,1958646.4,1782425.2400000002,155.30941693009828
1305,CAKE,2013-01-29,1968331.94,1772813.6,156.2580773261986
1304,CAKE,2013-01-30,1943001.96,1767473.8,155.7223494425299
1303,CAKE,2013-01-31,1935458.64,1759464.1,155.51027768143626
1302,CAKE,2013-02-01,1935717.95,1775483.5,155.36371270468803
1301,CAKE,2013-02-04,1935888.57,1802182.5,154.97643492070804
1300,CAKE,2013-02-05,1952981.14,1794706.78,155.79304367779005
1299,CAKE,2013-02-06,1968398.46,1810192.2,154.99957929871528
1298,CAKE,2013-02-07,1958628.95,1836891.2,155.5303553847274
1297,CAKE,2013-02-08,1934722.32,1835823.2400000002,154.23102124129753
1296,CAKE,2013-02-11,1975436.17,1835823.2400000002,155.0453081385033
1295,CAKE,2013-02-12,1975514.39,1826745.58,154.99624069426176
1294,CAKE,2013-02-13,1967880.52,1825143.64,154.93509740665272
1293,CAKE,2013-02-14,1970473.61,1788833.0,155.13838471030812
1292,CAKE,2013-02-15,1948266.78,1774949.52,152.72496283306168
1291,CAKE,2013-02-18,1943621.55,1774949.52,153.57556316222167
1290,CAKE,2013-02-19,1974220.32,1773347.58,156.34220872051765
1289,CAKE,2013-02-20,1969604.01,1782425.2400000002,155.84818896432836
1288,CAKE,2013-02-21,1952340.44,1742910.72,155.70835770264515
1287,CAKE,2013-02-22,1949899.32,1808590.2599999998,156.4626782438022
1286,CAKE,2013-02-25,1969237.69,1849706.72,156.77536581290323
1285,CAKE,2013-02-26,1976567.27,1825677.6199999999,157.629050028783
1284,CAKE,2013-02-27,1976774.34,1813396.08,155.60783732005243
1283,CAKE,2013-02-28,1976542.39,1818487.9200000002,153.13249391933527
1282,CAKE,2013-03-01,1978284.24,1811114.96,152.3260329493678
1281,CAKE,2013-03-04,1969509.42,1829547.36,152.13320916394503
1280,CAKE,2013-03-05,1949074.75,1844819.9200000002,151.8432653322993
1279,CAKE,2013-03-06,1974098.78,1864305.5999999999,151.9964231030122
1278,CAKE,2013-03-07,1952894.13,1865885.52,150.93725169321456
1277,CAKE,2013-03-08,1953102.58,1890110.96,153.1224779358309
1276,CAKE,2013-03-11,1977847.78,1870625.2800000003,154.13695482534217
1275,CAKE,2013-03-12,1977469.08,1874311.7600000002,152.76476525231058
1274,CAKE,2013-03-13,1955043.04,1866412.16,152.79799150800955
1273,CAKE,2013-03-14,1944587.46,1894850.7199999997,152.76606928483608
1272,CAKE,2013-03-15,1947782.49,1895904.0,152.40590141173064
1271,CAKE,2013-03-18,1968487.39,1899063.84,153.04343182642765
1270,CAKE,2013-03-19,1968174.97,1910123.2800000003,152.55851458717595
1269,CAKE,2013-03-20,1974895.24,1904856.8800000001,151.13145796983815
1268,CAKE,2013-03-21,1974753.09,1904330.2399999998,152.35394054542863
1267,CAKE,2013-03-22,1974858.78,1913809.7600000002,152.5440029902499
1266,CAKE,2013-03-25,1971800.16,1954887.68,153.87840635804
1265,CAKE,2013-03-26,1947807.85,1972793.44,154.07549445532777
1264,CAKE,2013-03-27,1943917.4,1985959.44,152.510324443369
1263,CAKE,2013-03-28,1951618.47,2008078.32,152.4880554056196
1262,CAKE,2013-03-29,1968141.04,2008078.32,150.3096808821507
1261,CAKE,2013-04-01,1977821.29,2033620.36,150.50888569772442
1260,CAKE,2013-04-02,1977827.68,2010711.52,150.59420078277014
1259,CAKE,2013-04-03,1948587.06,2000705.36,151.52411599979914
1258,CAKE,2013-04-04,1954533.93,1982272.96,151.74599950680587
1257,CAKE,2013-04-05,1978412.12,1959627.44,153.1297481629224
1256,CAKE,2013-04-08,1977595.74,1994385.68,155.42471595124192
1255,CAKE,2013-04-09,1977791.23,1983326.2399999998,154.7145117293191
1254,CAKE,2013-04-10,1977427.63,1982272.96,155.19897961527613
1253,CAKE,2013-04-11,1953432.59,2003338.56,154.10171919591102
1252,CAKE,2013-04-12,1969269.94,1990699.2,155.4138018560352
1251,CAKE,2013-04-15,1975563.86,2015977.9200000002,155.491389011582
1250,CAKE,2013-04-16,1950722.24,1994385.68,156.33068609471167
1249,CAKE,2013-04-17,1951143.8,1999652.0799999998,156.171286317915
1248,CAKE,2013-04-18,1974931.61,2000178.7199999997,157.5697280610581
1247,CAKE,2013-04-19,1975256.4,1979113.1199999999,156.52226759414418
1246,CAKE,2013-04-22,1983872.66,2004391.84,158.00526954549343
1245,CAKE,2013-04-23,1933976.82,1992279.1199999999,158.26487893963971
1244,CAKE,2013-04-24,1936352.52,2007551.68,157.67916661168397
1243,CAKE,2013-04-25,1932712.85,2100240.3200000003,157.78941815383598
1242,CAKE,2013-04-26,1899266.2,2083914.48,157.963442343135
1241,CAKE,2013-04-29,1919531.17,2102346.88,158.9131673105216
1240,CAKE,2013-04-30,1953924.62,2097755.33,157.02656657549565
1239,CAKE,2013-05-01,1929613.74,2117890.39,154.45656206896663
1238,CAKE,2013-05-02,1912568.81,2080799.4900000002,152.44908700985854
1237,CAKE,2013-05-03,1934595.39,2110472.21,153.58060034592626
1236,CAKE,2013-05-06,1925232.95,2114711.17,150.5456074480151
1235,CAKE,2013-05-07,1955787.15,2102524.16,151.26750386406334
1234,CAKE,2013-05-08,1960707.49,2116830.6500000004,151.39472528816418
1233,CAKE,2013-05-09,1957034.19,2126898.18,152.55996559605526
1232,CAKE,2013-05-10,1938433.87,2121599.48,151.99388165068046
1231,CAKE,2013-05-13,1929153.46,2140674.8,151.17490619677145
1230,CAKE,2013-05-14,1953165.79,2125308.57,150.1268371035304
1229,CAKE,2013-05-15,1937678.01,2148092.98,148.73864314064437
1228,CAKE,2013-05-16,1949010.73,2159750.12,148.72512500307295
1227,CAKE,2013-05-17,1957289.48,2153921.55,147.45757460643293
1226,CAKE,2013-05-20,1930082.25,2159750.12,148.96799477060114
1225,CAKE,2013-05-21,1954897.01,2155511.16,152.98154542356764
1224,CAKE,2013-05-22,1933794.38,2162399.47,148.70634701583234
1223,CAKE,2013-05-23,1950042.27,2119480.0,147.5086087237649
1222,CAKE,2013-05-24,1957277.32,2134846.23,145.6350531102535
1221,CAKE,2013-05-28,1954991.12,2151272.2,140.87566812631385
1220,CAKE,2013-05-29,1962670.45,2150742.33,140.71659719219014
1219,CAKE,2013-05-30,1961850.25,2146503.37,139.31596212253206
1218,CAKE,2013-05-31,1962692.27,2129227.32,138.94604420883368
1217,CAKE,2013-06-03,1955246.35,2130293.8000000003,139.96264888232068
1216,CAKE,2013-06-04,1960787.2,2132960.0,140.3954238901357
1215,CAKE,2013-06-05,1954060.24,2153756.36,141.1070486737343
1214,CAKE,2013-06-06,1926682.34,2146291.0,140.00747012471152
1213,CAKE,2013-06-07,1958153.0,2179351.88,139.18630524464996
1212,CAKE,2013-06-10,1956152.65,2223077.56,134.22995158994974
1211,CAKE,2013-06-11,1918798.24,2200148.2399999998,133.67282686086432
1210,CAKE,2013-06-12,1948983.15,2218278.4,137.28027019898065
1209,CAKE,2013-06-13,1932261.35,2213479.2399999998,135.70689938105087
1208,CAKE,2013-06-14,1954718.27,2222011.08,135.11248246480002
1207,CAKE,2013-06-17,1955738.99,2234808.84,137.8807000451025
1206,CAKE,2013-06-18,1948319.61,2201214.72,137.10984380386873
1205,CAKE,2013-06-19,1956379.25,2246006.88,137.6588351339711
1204,CAKE,2013-06-20,1955989.94,2235875.32,137.9382785833276
1203,CAKE,2013-06-21,1960446.55,2237475.04,137.6447903535961
1202,CAKE,2013-06-24,1943662.11,2150556.92,137.97715684988506
1201,CAKE,2013-06-25,1951072.37,2172953.0,137.2491396801559
1200,CAKE,2013-06-26,1951340.26,2198015.28,138.14162488770324
1199,CAKE,2013-06-27,1930969.89,2213479.2399999998,135.77568693565388
1198,CAKE,2013-06-28,1954837.99,2232142.64,134.860128380922
1197,CAKE,2013-07-01,1949336.59,2250272.8000000003,135.17769220232108
1196,CAKE,2013-07-02,1934645.04,2256138.44,135.80259255442434
1195,CAKE,2013-07-03,1956667.72,2257738.16,135.67378706755858
1194,CAKE,2013-07-04,1956382.43,2259337.88,135.8367102723018
1193,CAKE,2013-07-05,1932618.94,2293465.2399999998,134.42186737982823
1192,CAKE,2013-07-08,1923612.98,2308929.1999999997,135.60249497919335
1191,CAKE,2013-07-09,1903598.07,2323326.68,136.82204215924398
1190,CAKE,2013-07-10,1927676.92,2336657.68,138.33018893497731
1189,CAKE,2013-07-11,1920525.73,2346256.0,139.06490467723233
1188,CAKE,2013-07-12,1896285.94,2346256.0,137.24605709091495
1187,CAKE,2013-07-15,1928025.11,2351055.16,136.95976402146806
1186,CAKE,2013-07-16,1920244.36,2356920.8000000003,133.72724803947222
1185,CAKE,2013-07-17,1898103.43,2388381.96,134.22765542813286
1184,CAKE,2013-07-18,1903883.36,2320660.48,133.9002633686697
1183,CAKE,2013-07-19,1927290.21,2331858.52,134.4714162317754
1182,CAKE,2013-07-22,1877662.84,2288132.84,133.15417978103392
1181,CAKE,2013-07-23,1923659.93,2279067.7600000002,134.90548004618043
1180,CAKE,2013-07-24,1924884.46,2268402.96,135.6013107081987
1179,CAKE,2013-07-25,1927995.99,2152156.64,134.71105468489088
1178,CAKE,2013-07-26,1928050.92,2186284.0,136.41547224260128
1177,CAKE,2013-07-29,1927817.47,2164954.4,137.56747425373004
