,date,MV_pred,close
0,2012-01-03,2043375.04,
1,2012-01-04,2156917.61,
2,2012-01-05,2334314.07,
3,2012-01-06,2107244.4,
4,2012-01-09,2160598.63,
5,2012-01-10,2157525.93,
6,2012-01-11,2219139.1,
7,2012-01-12,2268645.42,
8,2012-01-13,2099716.94,
9,2012-01-17,2301326.76,
10,2012-01-18,2245994.89,
11,2012-01-19,2347568.55,
12,2012-01-20,2287375.23,
13,2012-01-23,2125687.12,
14,2012-01-24,2422118.71,
15,2012-01-25,2396783.92,
16,2012-01-26,2405247.67,
17,2012-01-27,2384769.4,
18,2012-01-30,2418605.14,
19,2012-01-31,2448721.94,
20,2012-02-01,2388392.37,
21,2012-02-02,2243935.7,
22,2012-02-03,2394881.17,
23,2012-02-06,2454134.07,
24,2012-02-07,2325514.2,
25,2012-02-08,2410502.39,
26,2012-02-09,2374144.98,
27,2012-02-10,2557839.66,
28,2012-02-13,2379259.89,
29,2012-02-14,2485629.53,
30,2012-02-15,2419175.39,
31,2012-02-16,2194190.4,
32,2012-02-17,2307251.03,
33,2012-02-21,2417603.51,
34,2012-02-22,2348333.53,
35,2012-02-23,2430126.3,
36,2012-02-24,2403790.39,
37,2012-02-27,2295293.91,
38,2012-02-28,2529531.37,
39,2012-02-29,2325647.85,
40,2012-03-01,2353065.34,
41,2012-03-02,2214236.88,
42,2012-03-05,2482264.11,
43,2012-03-06,2342825.55,
44,2012-03-07,2400860.81,
45,2012-03-08,2395388.96,
46,2012-03-09,2380498.26,
47,2012-03-12,2545470.81,
48,2012-03-13,2332261.22,
49,2012-03-14,2430193.99,
50,2012-03-15,2429135.17,
51,2012-03-16,2441546.89,
52,2012-03-19,2345504.05,
53,2012-03-20,2328206.2,
54,2012-03-21,2406384.68,
55,2012-03-22,2436586.37,
56,2012-03-23,2254945.9,
57,2012-03-26,2364615.56,
58,2012-03-27,2172802.6,
59,2012-03-28,2520171.68,114.67451021619604
60,2012-03-29,2348272.14,114.92319771770009
61,2012-03-30,2360381.72,115.08915200575873
62,2012-04-02,2294552.13,115.05672041649943
63,2012-04-03,2300723.95,115.21453085773231
64,2012-04-04,2305535.47,115.3327477270154
65,2012-04-05,2293550.51,115.44369536457359
66,2012-04-09,2540601.9,115.70589458050085
