year,Revenue,Cost of revenue,Gross profit,Operating expenses,"Sales, General and administrative","Restructuring, merger and acquisition",Other operating expenses,Total operating expenses,Operating income,Interest Expense,Other income (expense),Income before taxes,Provision for income taxes,Net income from continuing operations,Net income,Net income available to common shareholders,Earnings per share,Basic,Diluted,Weighted average shares outstanding,Basic,Diluted,EBITDA,adj_close
2013,0.01,0.01,0.01,0.01,1.0,0.20090293453724606,0.01,0.01,0.2112706940028506,0.03774208959611913,0.7894267336494671,0.45466923421057737,0.35968833426460534,0.48467932018359994,0.48467932018359994,0.48467932018359994,0.01,0.01,0.01,0.01,1.0,0.9999999999999998,0.11019405706816787,0.708203031738652
2014,0.14427636968237056,0.11981926769770634,0.2479528291073958,0.025053126048540264,0.6480921526277896,0.144720341108603,0.0992287774591416,0.025053126048540264,0.4658206337024451,0.01,0.01,0.31824901285717044,0.21357173899546789,0.35621442059849207,0.35621442059849207,0.35621442059849207,0.01,0.04201680672268915,0.04918032786885207,0.01,0.7657634790701611,0.7646459500764136,0.01,0.9999999999999998
2015,0.37963883507417506,0.30522309143564375,0.6950957044432844,0.2712504194161731,0.8457883369330439,0.01,0.32221510705237044,0.2712504194161731,0.8263348317070496,0.0336261070890449,1.0,0.9794790998035439,1.0000000000000002,0.9441618768005071,0.9441618768005071,0.9441618768005071,0.01,0.7058823529411764,0.6967213114754098,0.01,0.6312794805084927,0.6177749911830401,0.8228715386480303,0.7881104420035241
2016,1.0,1.0,1.0,0.5863717704954707,0.01,0.41234010534236276,0.7537656263050923,0.5863717704954707,0.9999999999999996,0.16474954981441314,0.8358138879759613,0.9999999999999998,0.939746693983982,1.0,1.0,1.0,0.01,0.9999999999999998,0.9999999999999998,0.01,0.41227235230661874,0.3936282769701005,1.0,0.853313069136721
2017,0.7407527145708102,0.8314767415311772,0.3561631623855437,0.9180460798568388,0.7524838012958952,1.0,0.8732911991536043,0.9180460798568388,0.1445839272009648,0.7885046488552423,0.87130851213672,0.24258427184843723,0.07189420748742781,0.31188575996912427,0.31188575996912427,0.31188575996912427,0.01,0.588235294117647,0.6065573770491801,0.01,0.10527317723205787,0.10231592147027713,0.37938631165080317,0.6422633333591243
2018,0.68303390205425,0.7830311114315585,0.2591342663932865,1.0000000000000009,0.6607631389488837,0.7534487083019814,0.9999999999999996,1.0000000000000009,0.01,1.0,0.6685290389220151,0.01,0.01,0.01,0.01,0.01,0.01,0.2773109243697476,0.3196721311475408,0.01,0.01,0.01,0.1660605677302387,0.6761469818754475
