year,Assets,Current assets,Cash,Cash and cash equivalents,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Intangible assets,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Accounts payable,Taxes payable,Accrued liabilities,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Deferred taxes liabilities,Pensions and other benefits,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2013,0.01,0.5601868370689935,1.0,1.0,1.0,0.01,0.2389038151531433,1.0,0.224463541398652,0.01,0.5601868370689935,0.01,0.01,0.01,0.9999999999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4883507867938566,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.3655384075762882,0.01,0.01,0.01,1.0,1.0000000000000002,0.3655384075762882,0.01,0.6537511210212585
2014,0.2504857714433397,1.0,0.9330319502000253,0.9330319502000253,0.9330319502000253,0.5201349141455438,0.01,0.9417791104084078,0.01,0.6278855032317636,1.0,0.17142465608091406,0.23574814199590488,0.2018400020801665,0.8148720608941442,0.23574814199590488,0.01,0.393872277593208,0.06821475082081485,0.17142465608091406,0.2504857714433397,0.2504857714433397,0.4235771463630629,0.43202895949261055,0.9999999999999998,0.12224883110959062,0.670107385978745,0.01008075416427058,0.43202895949261055,0.394649942403686,0.01,0.9818095499862571,0.01,0.35168162411780024,0.394649942403686,0.4235771463630629,0.01,0.25,0.2612250687714357,0.19864407731285905,0.7232673162076648,1.0000000000000002,0.01,0.2504857714433397,0.7194483937736342
2015,0.5227762196931263,0.5437412825586305,0.6789372656656442,0.6789372656656442,0.6789372656656442,0.4168029435813574,0.08113917248790958,0.01,0.19261050789893486,0.9999999999999998,0.5437412825586305,0.4851071542242815,0.6931679864820355,0.5364821070198538,0.5407425443843357,0.6931679864820355,0.01,0.6136950904392764,0.17612208587831768,0.4851071542242815,0.5227762196931263,0.5227762196931263,0.5674976413592718,0.6430548076347753,0.5638380426347742,0.10331850838179957,0.8666503792379705,0.022560049543638203,0.6430548076347753,0.3088954306924361,0.01,0.6323680067964319,0.01,0.5833405942319416,0.3088954306924361,0.5674976413592718,0.561715187653455,0.5208333333333321,0.5459818737239925,0.42484735342419633,0.520770558436463,1.0000000000000002,0.561715187653455,0.5227762196931263,0.6329256247888051
2016,0.8098025327118012,0.41499886470531067,0.8580628957896059,0.8580628957896059,0.8580628957896059,0.5673548650858544,0.17958087049973148,0.01,0.73097308701693,0.14652784411118547,0.41499886470531067,0.7677662057502568,0.821638766772157,0.7542093829705254,0.2790240562925006,0.821638766772157,0.01,0.8133997785160583,0.9999999999999998,0.7677662057502568,0.8098025327118012,0.8098025327118012,0.8297263976755089,0.8397579728355171,0.280549596019537,0.9999999999999998,1.0,0.02564178180156003,0.8397579728355171,0.7953922948931265,0.01,0.6292946203243299,0.01,1.0,0.7953922948931265,0.8297263976755089,0.8189582602595582,0.8541666666666643,0.8696762296535341,0.6977836419016605,0.2376829129227218,1.0000000000000002,0.8189582602595582,0.8098025327118012,1.0
2017,1.0,0.01,0.01,0.01,0.01,1.0000000000000002,1.0,0.01,1.0000000000000002,0.7178017639379755,0.01,1.0,1.0,0.9999999999999996,0.01,1.0,0.9999999999999999,1.0,0.39639391771675925,1.0,1.0,1.0,1.0,1.0,0.7105491395444379,0.30014824951533803,0.01,0.9999999999999999,1.0,1.0,1.0,0.01,1.0,0.17404373965321884,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,1.0,1.0,0.7304300042141474
