year,Revenue,Cost of revenue,Gross profit,Operating expenses,"Sales, General and administrative",Other operating expenses,Total operating expenses,Operating income,Interest Expense,Other income (expense),Income before taxes,Provision for income taxes,Net income from continuing operations,Net income,Net income available to common shareholders,Earnings per share,Basic,Diluted,Weighted average shares outstanding,Basic,Diluted,EBITDA,adj_close
2012,0.01,0.01,0.026932168182794758,0.01,0.01,0.01,0.01,0.4337788888322025,1.0000000000000002,1.0,0.4756436177382396,0.5673076923076923,0.4233543916853476,0.4233543916853476,0.4233543916853476,0.01,0.31896551724137945,0.31304347826086976,0.01,0.9681731381285807,0.9942247045860402,0.21093705819148334,0.4483747609942641
2013,0.20369704029420221,0.2379474316768564,0.01,0.40577471793932096,0.5496229627827773,0.3491891891891892,0.40577471793932096,0.01,0.01,0.8182056663168942,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,0.01,0.3897386870618227
2014,0.4185059370978661,0.42781000156764404,0.2854917269536563,0.5203528703437081,0.5390415957188033,0.4911287758346583,0.5203528703437081,0.2950359675526759,0.01,0.7513116474291711,0.30491980051219847,0.38586616635397125,0.25983289178724267,0.25983289178724267,0.25983289178724267,0.01,0.206896551724138,0.20869565217391306,0.01,0.9229789942711646,0.912002735666249,0.33829101396821804,1.0
2015,0.6442437289975547,0.5772587134869627,0.8429016546092685,0.6117640899452894,0.7126003405497441,0.5567885532591414,0.6117640899452894,1.0,0.01,0.26547743966421833,1.0,1.0,0.9905441206439781,0.9905441206439781,0.9905441206439781,0.01,0.8706896551724139,0.8695652173913045,0.01,0.6059834500318271,0.5951213951897869,0.935210842805708,0.78521351179095
2016,0.8682342393989111,0.80258835414816,1.0,0.8786157430433756,1.0,0.8057869634340225,0.8786157430433756,0.9637518493954389,0.01,0.3717208814270725,0.9726108639978434,0.902439024390244,1.0,1.0,1.0,0.01,1.0,1.0,0.01,0.3045830681094843,0.291462441582127,1.0,0.6523263224984057
2017,1.0,1.0000000000000002,0.7590251414655107,1.0,0.82108975918268,1.0000000000000002,1.0,0.5021937656242028,0.01,0.01,0.4466370130745384,0.26649468417761096,0.5363358467495415,0.5363358467495415,0.5363358467495415,0.01,0.6810344827586208,0.6869565217391306,0.01,0.01,0.01,0.7211446021602668,0.5368176079815656
