year,Assets,Current assets,Cash,Cash and cash equivalents,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Goodwill,Intangible assets,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Short-term debt,Accounts payable,Taxes payable,Accrued liabilities,Deferred revenues,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Capital leases,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2013,0.01,0.01,0.4899298277590449,0.4899298277590449,0.4899298277590449,0.01,0.01,0.6311738285892108,0.01,1.0,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.24885453788124223,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,0.01,0.01,0.9418535759627593
2014,0.3566185276505811,0.7983276761321303,0.9729335642030439,0.9729335642030439,0.9729335642030439,0.2257318952234204,0.500189705324396,1.0,0.4841540073336825,0.01,0.7983276761321303,0.301648877438351,0.2434203068319225,0.18740083293860677,0.8918406170465323,0.2434203068319225,0.6266326115980727,1.0,0.1404211744802102,0.301648877438351,0.3566185276505811,0.3566185276505811,0.3137722859664607,0.62914117740526,0.01,0.68413014300921,0.6987215906951147,0.01,0.4614126394052045,0.8131095673705205,0.62914117740526,0.2307932221170783,0.2072019864218249,0.7346598794397593,0.2122488537667273,0.2307932221170783,0.3137722859664607,0.30895283772981585,0.01,0.25599056255990504,0.2668737552147795,0.7761482608963943,0.6453119163242436,0.30895283772981585,0.3566185276505811,1.0
2015,0.7232617118703768,0.6661975329083534,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,0.7880359175414191,0.01,0.1496856993190152,0.01,0.6661975329083534,0.6965034965034964,0.7508265946191051,0.5814108188837381,0.6596239872692684,0.7508265946191051,0.5639983746444532,0.4882901919351994,0.3595565647121678,0.6965034965034964,0.7232617118703768,0.7232617118703768,0.6299240953221537,1.0,0.01,0.44670708566668205,0.7647727271056625,0.02021306953295919,0.6271127633209419,0.9999999999999999,1.0,0.49854157141692634,0.46274855425032296,0.6886626558895537,0.6798002012897455,0.49854157141692634,0.6299240953221537,0.6721622701838523,0.01,0.652510506525104,0.6578613053135425,0.4152971182919556,0.01,0.6721622701838523,0.7232617118703768,0.7421074904782057
2016,1.0,0.5050086927725808,0.01,0.01,0.01,0.30778120184899826,1.0,0.01,0.7388030382399162,0.01,0.5050086927725808,1.0,1.0,0.8722844726059487,0.3505616346756928,1.0,0.9696987287397689,0.9631977460820567,0.9397622545745961,1.0,1.0,1.0,1.0000000000000002,0.029051137416911565,0.01,0.01,0.730255681626602,0.1582960778718412,0.7166790582403966,0.4904326294793314,0.029051137416911565,1.0,1.0,1.0,0.8521638647631118,1.0,1.0000000000000002,0.016237010391686013,0.01,0.8019612180196116,0.75396077338557,0.01,0.06929398580500556,0.016237010391686013,1.0,0.6517139229792637
2017,0.9720676294469883,1.0,0.5451562927184908,0.5451562927184908,0.5451562927184908,0.7571263482280433,0.956241305172632,0.01,0.9999999999999998,0.01,1.0,0.9268016194331983,0.9136185006045947,1.0,0.01,0.9136185006045947,0.9999999999999998,0.25937665081880645,1.0,0.9268016194331983,0.9720676294469883,0.9720676294469883,0.8329673433362754,0.5409549535234763,0.01,0.9999999999999999,1.0000000000000002,0.08402295570563428,1.0,0.3926817525276841,0.5409549535234763,0.763808997246175,0.718295122078821,0.9437297546910965,1.0,0.763808997246175,0.8329673433362754,1.0,0.01,1.0,1.0,0.05383919205216303,0.3386253268584236,1.0,0.9720676294469883,0.6517139229792637
