year,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Dividends USD,Payout Ratio % *,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,Revenue,COGS,Gross Margin,SG&A,R&D,Other,Operating Margin,Net Int Inc & Other,EBT Margin,Tax Rate %,Net Margin %,Asset Turnover (Average),Return on Assets %,Financial Leverage (Average),Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,adj_close
2009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.23188405797101463,1.0,0.761904761904762,0.7636887608069164,0.8518067827099096,0.01,1.0,0.01,0.023076923076922995,0.01,0.032682343563172594,0.01,0.01,0.01,0.6058715596330275,0.01,0.01,0.01,0.6744186046511622,0.01,0.01,0.11669724770642202,0.3636363636363636,1.0,1.0,1.0000000000000002,0.6453242098403388,0.01,0.022113022113022116,0.9999999999999999,0.01,0.01,0.01,0.7188139059304703,0.01,0.01,0.01,0.7062600321027287,0.7582728006456819,0.749423929098966,0.01,1.0,1.0,0.8798397863818423,0.01,0.01,0.047368421052631504,0.1473296500920811,1.0000000000000018,0.01,0.12737642585551323,0.01,0.05232558139534893,0.01,0.5953757225433526,0.20648343904157862,0.21572212065813529,0.01,1.0,0.01,0.7158894645941283,0.2841105354058717,0.01,0.8499999999999999,0.8108108108108106,0.6744186046511622,1.0,0.5571428571428578,0.031936127744510934,0.16129032258064524,0.5043103448275862,0.3771856786011658,0.9424990785108736,0.01,0.01,0.0
2010,0.08456973293768533,0.9696969696969695,0.24742268041237114,0.5217391304347827,0.3421052631578948,0.25,0.01,0.01,1.0,0.28274428274428254,0.01,0.957983193277311,0.4095238095238095,0.585014409221902,0.9100047616528226,0.01,0.03260045489006824,0.9673995451099318,0.023076923076922995,0.01,1.0,0.5336134453781511,0.7311475409836066,0.6673040152963672,0.9699082568807341,0.5244755244755246,0.41176470588235325,0.49133663366336633,0.01,0.3464474456840869,0.47563232572486114,0.27889908256880735,0.6481892091648189,0.4646017699115044,0.6714015151515151,0.8624242424242424,1.0,0.4386328327291558,0.051597051597051594,0.8937699680511181,0.9999999999999999,0.44168782965422937,0.2594634325615582,0.9999999999999999,1.0,0.4560660597078128,0.29732868757259,0.9791332263242376,0.09846650524616624,0.08443131462333825,0.03929273084479379,0.5889967637540453,0.27213114754098366,1.0,0.15203426124196995,0.11214953271028039,0.01,0.44935543278084733,0.6510318949343343,0.021428571428571408,0.16539923954372604,0.01,0.011627906976744207,0.01,0.01,0.5750528541226215,0.01,0.052336448598131025,0.01,0.21021021021021102,0.01,1.0,0.01,1.0000000000000002,1.0,0.01,0.01,1.0000000000000004,0.01,0.03360215053763427,0.7370689655172413,0.01,1.0,0.35593220338983045,0.41176470588235325,0.2145050363135731
2011,0.23145400593471832,0.946969696969697,0.31958762886597936,0.5217391304347827,0.4649122807017544,0.36328125,0.01,0.01,0.833333333333333,0.21829521829521803,0.2246376811594204,0.6554621848739496,0.36190476190476184,0.547550432276657,0.7512830008994233,0.01,0.05382865807429882,0.9461713419257014,0.01,0.01,0.9804703068951774,0.5126050420168067,0.9606557377049181,0.7934990439770555,0.9493577981651377,0.6480186480186481,0.7352941176470589,0.6707920792079208,0.3255813953488369,0.4715208455666471,0.5033929673041331,1.0,0.8211382113821137,0.4469026548672566,0.5643939393939393,0.7593939393939394,0.6058976865428478,0.9999999999999999,0.5167895167895168,0.8059105431309904,0.3236266764651846,0.8118773197890212,0.4318265343623667,0.9509202453987731,0.33693867696764845,0.7912343849248358,0.5137437088656601,0.9646869983948635,0.8014527845036319,0.19568685376661743,0.41257367387033406,0.47572815533980595,0.1836065573770492,0.568758344459279,0.19057815845824422,0.5981308411214954,0.8842105263157896,0.2946593001841622,0.7861163227016927,0.7357142857142857,0.01,0.01,0.2267441860465116,0.01,0.8728323699421966,0.3340380549682874,0.22181596587446678,0.2504672897196263,0.01,0.9309309309309306,0.39032815198618387,0.6096718480138161,0.01,0.675,0.43243243243243235,0.3255813953488369,0.01,0.7571428571428576,0.07984031936127733,0.01,0.8405172413793104,0.20011101859561453,0.8643568005897531,0.6440677966101696,0.7352941176470589,0.18352360328482076
2012,0.30712166172106814,0.9772727272727271,0.45360824742268036,0.739130434782608,0.48245614035087725,0.41796875,0.21904761904761902,0.3637098948503639,0.583333333333333,0.46569646569646594,0.21739130434782616,0.5714285714285715,0.25714285714285723,0.5561959654178674,0.8782604095021428,0.01,0.021986353297953176,0.978013646702047,0.2999999999999998,0.01,0.9780789159027501,0.7268907563025206,0.8098360655737704,0.8049713193116637,0.9735779816513762,0.6456876456876459,0.7352941176470589,0.6683168316831684,0.3255813953488369,0.5108631826189076,0.5120296113510179,0.01,0.5994087213599408,0.6076696165191741,0.3456439393939394,0.6503030303030304,0.49690452916259364,0.8296219575349558,0.48976248976248976,0.6182108626198083,0.19208157266213483,1.0,0.5259095920617419,0.7361963190184049,0.21197489135683245,1.0,0.5927216415021294,0.8635634028892455,0.4178773204196932,0.1633087149187592,0.5009823182711199,0.34466019417475724,0.13442622950819674,0.9612817089452603,0.3961456102783727,0.485981308411215,0.9157894736842103,1.0,0.01,0.8714285714285713,0.03041825095057038,0.01,0.6686046511627906,0.01,0.7225433526011561,0.5560253699788583,0.08104814137720903,0.37570093457943954,0.01,0.528528528528529,0.39032815198618387,0.6096718480138161,0.01,0.9749999999999999,0.8378378378378376,0.3255813953488369,0.01,0.3999999999999999,0.8023952095808382,0.8118279569892475,0.26939655172413796,0.5331668054399117,0.11795060818282321,0.745762711864407,0.7352941176470589,0.2685483446388943
2013,0.4094955489614245,1.0,0.5773195876288659,0.8695652173913042,0.6228070175438597,0.54296875,0.4857142857142857,0.7142086815853329,0.5,0.5634095634095633,0.28985507246376807,0.40336134453781514,0.16190476190476188,0.6829971181556195,0.7988995291254432,0.01,0.01,1.0,0.5769230769230766,0.01,0.972897568752491,0.8739495798319323,1.0,0.9808795411089868,0.9871559633027523,0.7972027972027973,0.6764705882352935,0.7933168316831684,0.4883720930232558,0.641808573106283,0.649599012954966,0.01,0.6651884700665187,0.6194690265486726,0.2992424242424242,0.5612121212121212,0.5956337569240795,0.43707923355774203,1.0,0.5463258785942492,0.3148998713944516,0.6073451846063684,0.932377802278574,0.7198364008179958,0.303138580395944,0.5769637941986026,0.9291521486643439,0.8731942215088282,0.5221953188054882,0.16212703101920234,0.6738703339882124,0.2200647249190939,0.05573770491803279,0.6728971962616823,0.5010706638115632,0.97196261682243,1.0,0.8195211786372014,0.14446529080675674,0.8928571428571427,0.06653992395437269,0.01,0.01,0.01,0.6994219653179191,0.6617336152219871,0.08287629494210849,0.4074766355140189,0.01,0.9429429429429428,0.5388601036269431,0.46113989637305686,0.01,0.825,0.6216216216216216,0.4883720930232558,0.01,0.08571428571428585,1.0,0.741935483870968,0.5452586206896551,0.885373300027755,0.01,0.7966101694915264,0.6764705882352935,0.6537511210212585
2014,0.556379821958457,0.9583333333333333,0.4226804123711341,0.3913043478260869,0.5087719298245614,0.48828125,0.5714285714285714,0.7519547047721757,0.33333333333333304,0.3991683991683994,0.5434782608695652,0.33613445378151263,0.419047619047619,0.4755043227665706,0.5608168879953441,0.01,0.04207733131159985,0.9579226686884004,0.5384615384615383,0.01,0.9776803507373455,0.37815126050420167,0.9540983606557377,0.7284894837476099,0.9867889908256882,0.5710955710955712,0.7647058823529411,0.6051980198019803,0.8604651162790695,0.5296535525543158,0.5317705120296112,0.01,0.7723577235772356,0.5870206489675517,0.4053030303030303,0.44727272727272727,0.3100358422939068,0.11237700673226306,0.6314496314496315,0.31309904153354634,0.061087635495131354,0.41277593279937486,1.0,0.43762781186094074,0.0650893288266538,0.37052720728350624,1.0,0.7086677367576243,0.7683615819209039,0.38369276218611525,0.6954813359528489,0.3980582524271844,0.17704918032786884,0.5981308411214952,0.8929336188436832,0.6635514018691588,0.642105263157895,0.8655616942909767,0.07879924953095774,0.9714285714285714,0.06273764258555126,0.01,1.0,0.01,0.7225433526011561,0.8019732205778719,0.08957952468007313,0.7682242990654207,0.01,1.0,0.8894645941278068,0.11053540587219324,0.01,0.55,0.5405405405405405,0.8604651162790695,0.01,0.01,0.9900199600798403,0.8333333333333337,0.37499999999999994,1.0,0.005528934758569859,0.8305084745762721,0.7647058823529411,0.7194483937736342
2015,0.7403560830860534,0.09090909090909094,0.6907216494845361,0.739130434782608,0.6491228070175438,0.6210937499999999,0.6857142857142857,0.8355351846858992,0.25,0.6756756756756757,0.5072463768115942,0.01,0.01,0.585014409221902,0.3386064229405852,0.01,0.9116755117513269,0.08832448824867334,1.0,0.01,0.007971303308090871,0.7100840336134455,0.8819672131147541,0.8393881453154877,0.9860550458715597,0.6713286713286712,0.8235294117647056,0.712871287128713,0.837209302325582,0.6758661186142103,0.6853793954349168,0.01,0.8470066518847006,0.752212389380531,0.4564393939393939,0.3606060606060606,0.7513848159009449,0.36406007250129463,0.4193284193284193,0.2276357827476038,0.3044277053095719,0.4887673373705802,0.5803013597941933,0.2955010224948875,0.29705456301303723,0.42981156044886726,0.5632984901277585,0.6211878009630818,0.38942695722356735,0.008980797636632176,1.0000000000000002,0.01,0.01,0.4152202937249666,1.0,0.5981308411214954,0.047368421052631504,0.4843462246777168,0.4409005628517857,0.9785714285714285,0.0874524714828897,0.01,0.41860465116279055,0.01,0.6820809248554913,0.9400986610288934,0.09811090798293724,0.8644859813084109,0.01,0.5675675675675675,0.8531951640759932,0.14680483592400684,0.01,0.30000000000000004,0.43243243243243235,0.837209302325582,0.01,0.31428571428571406,0.8483033932135728,0.9999999999999998,0.01,0.6303080766028315,0.08956874308883145,0.847457627118644,0.8235294117647056,0.6329256247888051
2016,1.0,0.09469696969696972,0.9999999999999998,1.0,0.8421052631578948,0.828125,0.8285714285714285,0.838231329199245,0.08333333333333304,0.8045738045738047,1.0,0.32773109243697485,1.0,1.0,0.1798846621871858,0.01,0.9059893858984078,0.09401061410159217,0.7384615384615385,0.01,0.01,1.0,0.9344262295081968,1.0,1.0,0.8065268065268065,1.0,0.8824257425742573,0.9302325581395356,0.8555490311215501,0.8741517581739666,0.01,0.9999999999999999,0.9734513274336284,0.5009469696969696,0.3412121212121212,0.7460084718149234,0.5142413257379596,0.5511875511875513,0.5207667731629393,0.3472349807091677,0.5094745067395976,0.5972069092245498,0.5664621676891615,0.35200386286817964,0.4624179546898158,0.5745257452574526,0.8611556982343499,1.0,1.0,0.5579567779960708,0.7006472491909387,0.2131147540983607,0.4953271028037383,0.4946466809421841,0.5420560747663554,0.3894736842105262,0.2707182320441994,0.07129455909944049,0.9785714285714285,0.6806083650190116,0.01,0.03488372093023262,0.01,1.0,0.9999999999999999,0.0962827544180378,0.9308411214953269,0.01,0.6786786786786783,0.9464594127806567,0.053540587219343294,0.01,0.17499999999999982,0.2432432432432432,0.9302325581395356,0.01,0.08571428571428585,0.7385229540918161,0.5349462365591398,0.5948275862068966,0.8948098806550098,0.16255068190195332,1.0000000000000004,1.0,1.0
2017,0.9777448071216619,0.037878787878787845,0.6082474226804124,0.30434782608695654,0.9999999999999999,1.0,1.0,1.0,0.01,0.8690228690228692,0.536231884057971,0.2857142857142858,0.34285714285714286,0.6599423631123918,0.01,0.01,0.9647460197119031,0.03525398028809723,0.615384615384615,0.01,0.009166998804304494,0.31932773109243673,0.8262295081967214,0.6271510516252392,0.01,1.0,0.7647058823529411,1.0,1.0,1.0,1.0,0.01,0.3340724316334072,0.672566371681416,0.43087121212121204,0.2484848484848485,0.15477354187031606,0.3117555670636975,0.15806715806715804,0.31469648562300323,0.2840345397758589,0.6848993944129713,0.6714443219404629,0.8006134969325153,0.279671656204732,0.6347660385348295,0.6287262872628726,1.0,0.01,0.01,0.6090373280943027,0.2184466019417477,0.01967213114754096,0.01,0.8115631691648821,1.0,0.5368421052631578,0.01,0.028142589118200334,0.9999999999999999,0.9999999999999998,0.01,0.38953488372093004,0.01,0.7052023121387283,0.01,1.0000000000000002,0.9999999999999998,0.07756813417190775,0.4144144144144146,1.0,0.01,0.01,0.01,0.01,1.0,0.05555555555555555,0.7714285714285718,0.3113772455089818,0.05913978494623673,1.0,0.18956425201221228,0.5462587541467012,0.8644067796610178,0.7647058823529411,0.7304300042141474
2018,0.9777448071216619,0.037878787878787845,0.6082474226804124,0.30434782608695654,0.9999999999999999,1.0,1.0,0.8732812078727419,0.01,0.9999999999999998,0.536231884057971,0.2857142857142858,0.34285714285714286,0.01,1.0,0.01,0.9647460197119031,0.03525398028809723,0.615384615384615,0.01,0.009166998804304494,0.31932773109243673,0.8262295081967214,0.6271510516252392,0.01,1.0,0.7647058823529411,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.10926980838943551,0.01,0.01,0.16626860187396655,0.37585465911310806,0.31018008085262766,0.01,0.9222597778850796,0.2411602794833792,0.12853271389856757,0.01,0.42514124293785305,0.21937961595273264,0.6090373280943027,0.2184466019417477,0.01967213114754096,0.01,0.8115631691648821,1.0,0.5368421052631578,0.01,0.028142589118200334,0.9999999999999999,0.9999999999999998,0.01,0.38953488372093004,0.01,0.7052023121387283,0.01,1.0000000000000002,0.9999999999999998,0.07756813417190775,0.4144144144144146,1.0,0.01,0.01,0.01,0.01,1.0,0.05555555555555555,0.7714285714285718,0.3113772455089818,0.05913978494623673,1.0,0.18956425201221228,0.5462587541467012,0.8644067796610178,0.7647058823529411,0.8373267344328386
