year,Revenue,Cost of revenue,Gross profit,Operating expenses,"Sales, General and administrative",Other operating expenses,Total operating expenses,Operating income,Other income (expense),Income before taxes,Provision for income taxes,Net income from continuing operations,Net income,Net income available to common shareholders,Earnings per share,Basic,Diluted,Weighted average shares outstanding,Basic,Diluted,EBITDA,adj_close
2013,0.01,0.01,0.01,0.01,0.02295514511873442,0.01,0.01,0.01,0.7685281837160751,0.01,0.5112333791838606,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.9999999999999996,0.01,0.3897386870618227
2014,0.27446747994404985,0.2472149142701623,0.2854917269536563,0.3157709870038641,0.01,0.32454980160748814,0.3157709870038641,0.26170910964662486,0.9852557411273487,0.30491980051219847,0.6998318813999693,0.25983289178724267,0.25983289178724267,0.25983289178724267,0.01,0.1777777777777777,0.18045112781954886,0.01,0.9290322580645158,0.9187140249894705,0.3074356072956024,1.0
2015,0.5628991221747315,0.4418080377392726,0.8429016546092685,0.5895930553464801,0.37651715039577915,0.5295553972937226,0.5895930553464801,0.9579095815366259,1.0,1.0,0.9999999999999999,0.9905441206439781,0.9905441206439781,0.9905441206439781,0.01,0.748148148148148,0.7518796992481204,0.01,0.6369501466275662,0.6260002807805698,0.8770641146123015,0.78521351179095
2016,0.8490982127898326,0.7352036650639571,1.0,0.9519293491896237,1.0000000000000018,0.7766812493641266,0.9519293491896237,1.0,0.6649269311064718,0.9726108639978434,0.9523154516276936,1.0,1.0,1.0,0.01,0.8592592592592592,0.8646616541353384,0.01,0.3592375366568916,0.3455004913659976,1.0000000000000002,0.6523263224984057
2017,1.0,1.0,0.6481806460855237,1.0,0.09445910290237514,1.0,1.0,0.4411900306457299,0.01,0.2797681628251786,0.01,0.9683309557774608,0.9683309557774608,0.9683309557774608,0.01,1.0,1.0,0.01,0.01,0.01,0.6890163211292457,0.5640004248990862
2018,1.0,1.0,0.6481806460855237,1.0,0.09445910290237514,1.0,1.0,0.4411900306457299,0.01,0.2797681628251786,0.01,0.9683309557774608,0.9683309557774608,0.9683309557774608,0.01,1.0,1.0,0.01,0.01,0.01,0.6890163211292457,0.9685447002010086
