year,Assets,Current assets,Cash,Cash and cash equivalents,Short-term investments,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Goodwill,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Capital leases,Accounts payable,Taxes payable,Accrued liabilities,Other current liabilities,Total current liabilities,Non-current liabilities,Capital leases,Deferred taxes liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2012,0.01,0.06805015374678813,0.16202279478523018,0.707731049353861,0.01,0.16202279478523018,0.01,0.01,0.4672079288629312,0.01,0.10927608037434627,0.06805015374678813,0.01,0.01,0.01,1.0000000000000002,0.01,0.13218540864940426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.40127180469957957,0.01,0.01,0.01,1.0,0.8222252671964922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.9397553825937531,0.01,0.01,0.3509683910455269
2013,0.3224283627682343,0.4041869673270524,0.47146244501837864,0.709691331031259,0.39512180389817775,0.47146244501837864,0.30510337829267253,0.4598677998111427,0.6965415434924829,0.40869356963237924,0.01,0.4041869673270524,0.28021878357448826,0.22097721211843746,0.2137729921053919,0.7940841638538818,0.22097721211843746,0.3792208626909079,0.01,0.13014020890185396,0.28021878357448826,0.3224283627682343,0.3224283627682343,0.2402112819797977,0.13035464130354613,0.01,0.011921951941945341,0.7650137379584866,0.01,0.6549838893368639,0.13035464130354613,0.33867343856204224,0.01,1.0,0.23524767257405776,0.33867343856204224,0.2402112819797977,0.33145815193730943,0.3333333333333357,0.2444637583685998,0.25755101655560375,0.9090872200598088,1.0,0.33145815193730943,0.3224283627682343,0.7455688773371341
2014,0.8307637549827289,0.9999999999999998,1.0,1.0,0.7108002098960712,1.0,0.7627161642213859,1.0,1.0000000000000002,0.4440785534666507,0.2354527938342967,0.9999999999999998,0.6922556855442761,0.5500246077073627,0.4884602111040388,0.5786839161956501,0.5500246077073627,0.7452559230664171,0.01,0.021360685047520533,0.6922556855442761,0.8307637549827289,0.8307637549827289,0.5534701721022159,0.619942911913715,0.01,0.40405050168462386,1.0,0.1514188026742742,1.0,0.619942911913715,0.49389207763764054,0.01,0.5915319265552206,0.4602525176396277,0.49389207763764054,0.5534701721022159,0.8689357041793642,0.5555555555555571,0.5264965199413634,0.6078662714968003,0.8512695116276179,0.7928838572728192,0.8689357041793642,0.8307637549827289,1.0
2015,1.0,0.8207494980413081,0.7213001078330263,0.4829078516820725,0.9999999999999999,0.7213001078330263,0.9083336856792524,0.9317752596789424,0.01,0.7536223206801582,1.0,0.8207494980413081,1.0000000000000002,0.8023646289958912,0.7481129247785125,0.3110557430745573,0.8023646289958912,1.0,0.01,0.543050719864496,1.0000000000000002,1.0,1.0,0.8679836112092958,0.9805036812336081,0.01,1.0,0.6818439529337712,0.9521331039439012,0.01,0.9805036812336081,0.7671342798882259,0.01,0.3661551109893122,0.7270397726049227,0.7671342798882259,0.8679836112092958,1.0,1.0,0.8431143623760546,0.9819577898174542,0.5332760422836745,0.01,1.0,1.0,0.6568122746709146
2016,0.338353216918986,0.01,0.01,0.01,0.6777453537843582,0.01,1.0,0.9261095372993391,0.01,0.9999999999999998,0.026626295990457835,0.01,0.4841309606410278,1.0,0.9999999999999998,0.01,1.0,0.01,0.01,1.0,0.4841309606410278,0.338353216918986,0.338353216918986,1.0,0.9999999999999998,0.01,0.7280165870635713,0.8912294473772208,1.0,0.01,0.9999999999999998,1.0,0.01,0.01,1.0,1.0,1.0,0.17750394536351766,1.0,0.9999999999999998,0.9999999999999999,0.01,0.011220054584049288,0.17750394536351766,0.338353216918986,0.4848830384841117
