year,Revenue,Cost of revenue,Gross profit,Operating expenses,"Sales, General and administrative",Other operating expenses,Total operating expenses,Operating income,Other income (expense),Income before taxes,Provision for income taxes,Net income from continuing operations,Net income,Net income available to common shareholders,Earnings per share,Basic,Diluted,Weighted average shares outstanding,Basic,Diluted,EBITDA,adj_close
2013,0.01,0.01,0.7061768952132303,0.7608956306457999,0.01,0.8184509918864324,0.7608956306457999,0.26878591954023,1.0,0.33642717571020553,0.8389240506329114,0.2330886021811962,0.2330886021811962,0.2330886021811962,0.01,0.11450381679389299,0.10687022900763377,0.01,1.0,1.0000000000000009,0.17564702982499414,0.6537511210212585
2014,0.24814420990978103,0.09816945209982042,0.7425898870090688,0.8275553894376126,0.18188072677236722,0.8748501809030591,0.8275553894376126,0.01,0.7699350496908991,0.01,0.7625632911392406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4976410643517646,0.5513253012048205,0.01,0.7194483937736342
2015,0.5598138805306068,0.16446486814492678,0.8662903183975519,0.9121410834754999,0.8339118741595524,0.9212688977421655,0.9121410834754999,0.46390086206896575,0.3769465529384145,0.39095145047347035,0.8505537974683545,0.27170503956090974,0.27170503956090974,0.27170503956090974,0.01,0.2671755725190841,0.2595419847328244,0.01,0.3591243630873766,0.39405622489959935,0.46927943472188005,0.6329256247888051
2016,1.0,0.28807362645697965,1.0,1.0,1.0,1.0,1.0,1.0,0.5777447374598951,0.9999999999999996,1.0,0.6810535319694917,0.6810535319694917,0.6810535319694917,0.01,0.66412213740458,0.66412213740458,0.01,0.19833930930364296,0.19598393574297202,1.0,1.0
2017,0.9617479745304909,1.0,0.01,0.01,0.8498921099540295,0.01,0.01,0.31898347701149454,0.01,0.1488426273861414,0.01,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.01,1.0,1.0,0.01,0.01,0.01,0.45444088406868755,0.7304300042141474
2018,0.9617479745304909,1.0,0.01,0.01,0.8498921099540295,0.01,0.01,0.31898347701149454,0.01,0.1488426273861414,0.01,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.01,1.0,1.0,0.01,0.01,0.01,0.45444088406868755,0.8373267344328386
