year,Assets,Current assets,Cash,Cash and cash equivalents,Short-term investments,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Goodwill,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Accounts payable,Taxes payable,Accrued liabilities,Deferred revenues,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Deferred taxes liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Additional paid-in capital,Retained earnings,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2013,0.01,0.3215706678092676,0.6942497677953221,0.019758507135016368,1.0000000000000002,0.6942497677953221,0.01,0.01,0.577490072119616,0.4178667866786676,0.01,0.3215706678092676,0.01,0.01,0.01,1.0,0.01,1.0000000000000002,0.01,0.02189217860931625,0.01,0.01,0.01,0.01,0.01,0.6809210526315788,0.09740727403673022,0.01,0.01,0.01,0.01,0.01,0.01,0.2655409444112372,0.01,0.01,0.01,0.9999999999999998,1.0,0.01,0.9999999999999998,0.01,0.3897386870618227
2014,0.3694285714285712,0.6423762012609415,0.6689183483914549,0.6689183483914549,0.01,0.6689183483914549,0.24213358287519005,0.18727685816293427,0.7939400531980308,0.4642214221422143,0.9779648427283109,0.6423762012609415,0.2803090570273419,0.3163450249068136,0.2664514420052315,0.7664852079392992,0.3163450249068136,0.01,0.01,0.01,0.2803090570273419,0.3694285714285712,0.3694285714285712,0.39614944397187124,0.443576983819542,1.0,0.01,0.17207985697258632,0.24996506916305705,0.478076308429884,0.443576983819542,0.38781547806052985,0.3547400611226141,0.5164375373580394,0.24143032515974694,0.38781547806052985,0.39614944397187124,0.6303825320411753,0.5056867243974046,0.3767360633645942,0.6303825320411753,0.3694285714285712,1.0
2015,0.7223061224489795,1.0000000000000002,1.0,1.0,0.01,1.0,1.0000000000000002,0.4738721194417397,0.9231899036736061,0.01,0.9999999999999998,1.0000000000000002,0.5298322853437663,0.5498307248623577,0.5135657759676833,0.5266407693023214,0.5498307248623577,0.01,0.01,0.23280933551933658,0.5298322853437663,0.7223061224489795,0.7223061224489795,0.6935944312569308,0.7376560684168183,0.850657894736842,0.27529708318329127,0.6556912991656731,0.4981137348050859,0.7117958449860167,0.7376560684168183,0.6858519216671903,0.6146788990590017,0.7464136282127913,0.4530831943089173,0.6858519216671903,0.6935944312569308,0.4047033432137177,0.027489946463375547,1.0,0.4047033432137177,0.7223061224489795,0.78521351179095
2016,1.0,0.512456387341617,0.01,0.01,0.01,0.01,0.07802082114867237,0.8029860434923726,1.0,0.9345184518451846,0.31072047365862954,0.512456387341617,1.0,1.0,0.8394788252044636,0.26558382020083005,1.0,0.01,0.01,0.5850130195775873,1.0,1.0,1.0,0.9999999999999999,1.0,0.6436403508771931,0.6010082823190492,0.8802145411203814,0.7223697079782032,1.0,1.0,1.0,0.9051987767526115,1.0,0.5793383487047121,1.0,0.9999999999999999,0.11329507312185094,0.01,0.48943923434449,0.11329507312185094,1.0,0.6523263224984057
2017,0.755908163265306,0.01,0.13290551380562343,0.13290551380562343,0.01,0.13290551380562343,0.12738331968651306,1.0,0.01,1.0,0.01,0.01,0.9217876486165446,0.8691394895528175,1.0,0.01,0.8691394895528175,0.01,0.01,1.0000000000000002,0.9217876486165446,0.755908163265306,0.755908163265306,0.965471477115334,0.9059268750558718,0.01,1.0,1.0,0.9999999999999998,0.8854374750299638,0.9059268750558718,0.9759346528432298,0.9999999999999999,0.01,1.0,0.9759346528432298,0.965471477115334,0.01,0.016677768731650777,0.22993041995544683,0.01,0.755908163265306,0.5640004248990862
