year,Assets,Current assets,Cash,Cash and cash equivalents,Short-term investments,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Goodwill,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Capital leases,Accounts payable,Taxes payable,Accrued liabilities,Other current liabilities,Total current liabilities,Non-current liabilities,Capital leases,Deferred taxes liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2012,1668667000.0,546607000.0,472859000.0,322553000.0,150306000.0,472859000.0,16800000.0,11096000.0,8862000.0,27378000.0,9612000.0,546607000.0,1122060000.0,866703000.0,1311620000.0,-444917000.0,866703000.0,190868000.0,21939000.0,42550000.0,1122060000.0,1668667000.0,1668667000.0,422741000.0,186852000.0,143000.0,58700000.0,0.01,128009000.0,0.01,186852000.0,235889000.0,3386000.0,48947000.0,183556000.0,235889000.0,422741000.0,1245926000.0,349000.0,816612000.0,949459000.0,-521518000.0,1024000.0,1245926000.0,1668667000.0,297.46
2013,2009280000.0,666307000.0,578174000.0,323203000.0,254971000.0,578174000.0,24016000.0,13044000.0,13212000.0,34204000.0,3657000.0,666307000.0,1342973000.0,963238000.0,1490635000.0,-527397000.0,963238000.0,313863000.0,21939000.0,43933000.0,1342973000.0,2009280000.0,2009280000.0,470992000.0,199228000.0,0.01,59022000.0,17541000.0,91157000.0,31508000.0,199228000.0,271764000.0,0.01,55434000.0,216330000.0,271764000.0,470992000.0,1538288000.0,352000.0,919840000.0,1276897000.0,-660421000.0,1620000.0,1538288000.0,2009280000.0,532.78
2014,2546285000.0,878479000.0,758057000.0,419465000.0,338592000.0,758057000.0,34839000.0,15332000.0,18968000.0,34795000.0,16488000.0,878479000.0,1667806000.0,1106984000.0,1720660000.0,-613676000.0,1106984000.0,496106000.0,21939000.0,42777000.0,1667806000.0,2546285000.0,2546285000.0,533916000.0,245710000.0,0.01,69613000.0,22929000.0,105063000.0,48105000.0,245710000.0,288206000.0,0.01,40529000.0,247677000.0,288206000.0,533916000.0,2012369000.0,354000.0,1038932000.0,1722271000.0,-748759000.0,-429000.0,2012369000.0,2546285000.0,684.51
2015,2725066000.0,814647000.0,663204000.0,248005000.0,415199000.0,663204000.0,38283000.0,15043000.0,0.01,39965000.0,58152000.0,814647000.0,1910419000.0,1217220000.0,1938095000.0,-720875000.0,1217220000.0,622939000.0,21939000.0,48321000.0,1910419000.0,2725066000.0,2725066000.0,597092000.0,279942000.0,0.01,85709000.0,15634000.0,178599000.0,0.01,279942000.0,317150000.0,0.01,32305000.0,284845000.0,317150000.0,597092000.0,2127974000.0,358000.0,1172628000.0,2197873000.0,-1234612000.0,-8273000.0,2127974000.0,2725066000.0,479.85
2016,2026103000.0,522374000.0,417716000.0,87880000.0,329836000.0,417716000.0,40451000.0,15019000.0,0.01,44080000.0,5108000.0,522374000.0,1503729000.0,1303558000.0,2149027000.0,-845469000.0,1303558000.0,125055000.0,21939000.0,53177000.0,1503729000.0,2026103000.0,2026103000.0,623610000.0,281793000.0,0.01,78363000.0,20435000.0,182995000.0,0.01,281793000.0,341817000.0,0.01,18944000.0,322873000.0,341817000.0,623610000.0,1402493000.0,358000.0,1238875000.0,2220811000.0,-2049389000.0,-8162000.0,1402493000.0,2026103000.0,377.32
