year,Assets,Current assets,Cash,Cash and cash equivalents,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Goodwill,Intangible assets,Deferred income taxes,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Short-term debt,Accounts payable,Deferred income taxes,Taxes payable,Accrued liabilities,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Accrued liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2013,0.5058644543846853,0.7828096773050901,1.0,1.0,1.0,0.01,0.03295271192751642,0.01,1.0,0.9999999999999999,0.7828096773050901,0.15779536415859852,0.6303904011461299,0.01,1.0,0.6303904011461299,0.3074052994371721,0.01,0.01,1.0000000000000002,0.15779536415859852,0.5058644543846853,0.5058644543846853,0.01,0.01,0.9882184495806914,0.03358738036157405,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.6595634095634093,0.1899563318777293,0.01,0.01,1.0,0.01,0.01,0.01,1.0,1.0,1.0,0.5058644543846853,0.708203031738652
2014,1.0,1.0,0.9665626304594161,0.9665626304594161,0.9665626304594161,1.0,0.01257705514873192,0.9999999999999999,0.8514495309303803,0.01,1.0,0.6747680070702593,1.0,0.21246871572790482,0.8594793902935178,1.0,0.03329538986909508,0.6233581471045023,0.4647898187427688,0.4915712322491983,0.6747680070702593,1.0,1.0,0.20568912577486786,1.0,1.0,0.8847926267281121,0.01,0.29785947944815816,0.41765755053507725,1.0,1.0,0.08827050763070399,0.09668376233074194,0.4646569646569647,0.01,0.08827050763070399,0.20568912577486786,0.8658508517381555,0.01,0.27987344852762064,0.21714250824276426,0.8299582903453837,0.921147553962631,0.8658508517381555,1.0,0.9999999999999998
2015,0.2883205034848615,0.6256420247245935,0.9155915154165757,0.9155915154165757,0.9155915154165757,0.8739008792965626,0.01,0.15417439650845663,0.780301427194282,0.01,0.6256420247245935,0.01,0.5628581661891126,0.4052051404628667,0.6216431983746622,0.5628581661891126,0.01,0.5506038046486696,0.5075202468183568,0.19445716903344024,0.01,0.2883205034848615,0.2883205034848615,0.34940369288321316,0.37238962305168766,0.01,0.01,0.01,0.5351656947802588,0.8705905667855731,0.08290479165665399,0.37238962305168766,0.3336685416430927,0.3533466244710104,0.01,0.15756914119359422,0.3336685416430927,0.34940369288321316,0.6457176714284382,0.01,0.5147643384440634,0.5227988765417022,0.5813657447609466,0.27606744377479453,0.6457176714284382,0.2883205034848615,0.7881104420035241
2016,0.7673983147820636,0.3964082037476535,0.4449436415323142,0.4449436415323142,0.4449436415323142,0.6097122302158269,0.9830788961979231,0.01,0.03602078483929372,0.01,0.3964082037476535,1.0,0.7617836676217742,0.7825342369449677,0.30672371043803803,0.7617836676217742,1.0,1.0,0.22668723486309306,0.06207054512139254,1.0,0.7673983147820636,0.7673983147820636,0.6332508462512516,0.5564236682960253,0.005072611986091241,0.21862814604750191,0.01,1.0,0.8087841854934608,0.10210506079684722,0.5564236682960253,0.6211458648921921,0.6185344667857433,0.64492376992377,1.0,0.6211458648921921,0.6332508462512516,0.4363381324276326,0.01,0.7175306238338592,0.8317743314201973,0.33429588789556375,0.027430584659482782,0.4363381324276326,0.7673983147820636,0.853313069136721
2017,0.01,0.01,0.01,0.01,0.01,0.6810551558753,0.9999999999999998,0.01,0.01,0.01,0.01,0.2641706503836403,0.01,1.0,0.01,0.01,0.9982925441092769,0.9102398676295252,1.0,0.01,0.2641706503836403,0.01,0.01,1.0,0.7406816954110074,0.2540396809163429,1.0,0.01,0.7323993741999715,1.0,0.0754073148459653,0.7406816954110074,1.0000000000000002,1.0,1.0,0.709121785540999,1.0000000000000002,1.0,0.01,0.01,1.0,1.0,0.01,0.01,0.01,0.01,0.6422633333591243
