year,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Dividends USD,Payout Ratio % *,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,Revenue,COGS,Gross Margin,SG&A,R&D,Other,Operating Margin,Net Int Inc & Other,EBT Margin,Tax Rate %,Net Margin %,Asset Turnover (Average),Return on Assets %,Financial Leverage (Average),Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,adj_close
2009,1.0,0.01,0.26206896551724124,0.09756097560975596,0.01,0.01,0.01,0.01,0.9999999999999999,1.0,0.11194029850746268,0.67,0.17886178861788626,0.01,0.7346938775510203,0.01,1.0,0.01,0.5,0.01,0.01,0.08780487804878034,0.01,0.01,0.01,0.01,0.3378378378378377,0.01,0.12701100762066045,0.08786206896551724,0.38945752302968273,0.01,0.2213197969543147,0.4935718278367802,0.6745964316057774,1.0,0.5585402939685757,0.01,0.01,0.01,0.7886853557332253,0.01,0.01,0.6741935483870969,0.8236399707632871,0.01,0.01,0.3999999999999999,0.01,1.0,0.21407624633431077,0.01,1.0,0.23316638842515308,0.5517241379310345,0.11956521739130432,1.0,0.4972101673899566,0.929974380871049,0.0014619883040934978,0.01,0.01,0.22448979591836782,0.01,0.01,0.01,0.01,0.01,0.1302776171197224,0.23711340206185572,0.07815275310834824,0.9218472468916519,0.01,0.7236842105263157,0.44,0.12701100762066045,0.08421851289833081,0.010889292196007205,0.8929577464788734,0.999747219413549,0.01,0.9775760811532305,0.029183884297520668,0.2333333333333334,0.3378378378378377,0.0
2010,0.18834951456310733,0.04878048780487809,0.01,0.01,0.4836065573770493,0.21509433962264157,0.02999999999999997,0.01,0.9999999999999999,1.0,0.5671641791044777,1.0,0.9512195121951221,0.01,1.0,0.01,0.9441747572815551,0.05582524271844669,0.7327586206896552,0.01,0.29729729729729737,0.01,0.7581120943952804,0.3130311614730878,0.5742753623188407,0.6032110091743123,0.01,0.34368737474949895,0.107112616426757,0.13799999999999998,0.6187308085977483,0.2819444444444444,0.01,0.0027948574622693734,0.19711129991503828,0.6033797216699801,1.0,0.12304177545691908,0.1881351926258567,0.22453703703703687,0.9999999999999999,0.18172423974018304,0.24739039665970775,0.9193548387096776,1.0,0.17278332354668233,0.21961932650073204,0.5470588235294117,0.9740910990388634,0.6436170212765957,0.01,1.0000000000000002,0.7803030303030303,1.0000000000000002,0.01,0.01,0.5292259083728279,0.9999999999999999,0.01,0.01,0.9025974025974027,0.01,0.12925170068027203,0.45303867403314924,0.25485436893203883,0.23688155922038945,0.01,0.2934397163120568,0.01,0.01,0.01,1.0,0.01,1.0,1.0,0.107112616426757,0.053869499241274654,0.17604355716878395,1.0,1.0,0.04839857651245549,0.6914041644420715,0.01,0.01,0.01,0.12817726246633832
2011,0.01,0.3902439024390243,0.18620689655172407,0.2926829268292681,0.5081967213114754,0.2867924528301887,0.12000000000000005,0.01,0.7962962962962964,1.0,0.01,0.91,0.2520325203252034,0.01,0.314868804664723,0.01,0.6116504854368934,0.3883495145631066,0.7672413793103448,0.01,0.40540540540540526,0.2926829268292681,1.0000000000000002,0.5991501416430594,0.6490036231884059,0.6697247706422021,0.21621621621621623,0.4649298597194389,0.1426756985605419,0.166551724137931,0.7456499488229275,0.5388888888888888,0.5972927241962775,0.01,0.049277824978759543,0.43141153081510936,0.9962831559385031,1.0,0.27038525171354283,0.6111111111111109,0.27638902945046046,0.9999999999999999,0.12004175365344469,0.6193548387096776,0.3750652605199958,0.9999999999999999,0.11737432894094679,0.48137254901960774,0.028207271207689122,0.01,0.12316715542521994,0.3276699029126213,0.2803030303030303,0.27156371730662215,0.10837438423645318,0.0733695652173913,0.5655608214849921,0.24736515809051451,0.8701964133219473,0.24269005847953207,1.0,0.01,0.01,0.7734806629834254,0.7111650485436893,0.23388305847076474,0.2086720867208672,0.5620567375886527,0.07995951417004055,0.6288659793814428,0.12420705404719623,0.8757929459528039,0.01,0.2631578947368422,0.25333333333333335,0.1426756985605419,0.08649468892261,0.13430127041742268,0.05821596244131455,0.08013144590495452,0.6683274021352313,0.755739455419114,0.7999741735537189,0.2999999999999998,0.21621621621621623,0.260340077838943
2012,0.11650485436893199,0.5853658536585367,0.386206896551724,0.5121951219512193,0.5901639344262296,0.41509433962264153,0.2,0.01,0.5925925925925927,1.0,0.3208955223880594,0.3600000000000001,0.15447154471544722,0.01,0.24781341107871724,0.01,0.42718446601941906,0.5728155339805827,1.0000000000000004,0.01,0.06306306306306375,0.504878048780488,0.9675516224188792,0.7067988668555241,0.8532608695652176,0.7270642201834866,0.5810810810810807,0.655310621242485,0.19559695173581712,0.27848275862068966,0.9242579324462642,0.720833333333333,0.7851099830795262,0.2968138624930128,0.01,0.2982107355864811,0.49940868389930737,0.9779699738903394,0.3018199007326872,0.6828703703703702,0.32466349559761154,0.7692648361381753,0.11508350730688935,0.6500000000000001,0.4590163934426229,0.8276570757486787,0.1505612493899463,0.6186274509803921,0.8520685332218972,0.19395621338267036,0.6774193548387097,0.19417475728155353,0.15909090909090906,0.19365609348914858,0.16009852216748766,0.08967391304347827,0.5323854660347551,0.16429014259144448,1.0,0.29970760233918126,0.818181818181818,0.01,0.7482993197278915,1.0,0.5558252427184466,0.19340329835082448,0.2222222222222222,0.6205673758865251,0.18247541931752453,0.7577319587628857,0.22545039330119265,0.7745496066988073,0.01,0.1710526315789474,0.1866666666666667,0.19559695173581712,0.14339908952959027,0.09255898366606163,0.04319248826291078,0.050808897876643055,0.6865954922894425,0.8267485317672184,0.8447830578512396,0.4777777777777774,0.5810810810810807,0.3625407549816687
2013,0.17281553398058325,0.8048780487804872,0.5999999999999999,0.7560975609756098,0.6885245901639344,0.5396226415094341,0.36000000000000004,0.01,0.4629629629629629,1.0,0.23134328358208944,0.29000000000000004,0.01,0.01,0.29154518950437314,0.01,0.2087378640776727,0.79126213592233,0.6896551724137931,0.01,0.27927927927927954,0.7536585365853659,0.8672566371681418,0.8031161473087818,0.9211956521739132,0.8142201834862387,0.6351351351351351,0.750501002004008,0.41151566469094,0.490551724137931,1.0000000000000002,0.7374999999999998,0.7428087986463621,0.7350475125768585,0.06542056074766356,0.17892644135188868,0.5436729177225883,0.8325718015665796,0.9999999999999999,0.7962962962962962,0.33286104645278813,0.5002952465308532,1.0,0.6145161290322582,0.41129790122167686,0.5861714621256606,0.9999999999999999,0.6715686274509803,0.41516924362724617,0.15795559666975023,0.7302052785923754,0.016990291262136026,0.01,0.19198664440734559,0.12315270935960587,0.07065217391304346,0.5876777251184835,0.17048977061376314,0.8838599487617422,0.4502923976608185,0.8896103896103896,0.01,0.35374149659863985,1.0,0.5436893203883495,0.09745127436281864,0.2655826558265582,0.5212765957446808,0.36711972238288026,0.572164948453608,0.36881502156813006,0.63118497843187,0.01,0.21052631578947373,0.1866666666666667,0.41151566469094,0.39529590288315625,0.025408348457350294,0.03943661971830986,0.06319514661274012,0.665005931198102,0.9498131340096104,0.859245867768595,0.5333333333333332,0.6351351351351351,0.708203031738652
2014,0.2873786407766996,0.8536585365853653,0.7310344827586206,0.853658536585366,0.6147540983606558,0.5622641509433962,0.52,0.01,0.35185185185185175,1.0,0.7462686567164176,0.01,0.32520325203252054,0.01,0.10787172011661805,0.01,0.1407766990291286,0.8592233009708741,0.53448275862069,0.01,0.29729729729729737,0.8609756097560972,0.5457227138643068,0.7110481586402264,0.9080615942028988,0.7133027522935781,0.6351351351351351,0.6663326653306613,1.0000000000000002,0.9999999999999999,0.9467758444216993,0.708333333333333,0.7830795262267344,0.8384572386808272,0.3483432455395073,0.08151093439363816,0.43757391451258665,0.6635117493472584,0.9626565823682344,0.49074074074074064,0.19390749924096748,0.45777974608798344,0.6967640918580376,0.6677419354838711,0.25550798788764745,0.5262771579565473,0.7315763787213274,0.7833333333333332,1.0,0.43223866790009247,1.0,0.31796116504854366,0.24242424242424243,0.1797440178074569,0.18965517241379304,0.040760869565217406,0.6729857819905214,0.2002479851208927,0.8462852263023057,0.5146198830409358,0.7337662337662337,0.01,0.6870748299319729,0.983425414364641,0.6674757281553397,0.20839580209895026,0.9999999999999999,0.9122340425531916,0.39791787160208225,0.31958762886597913,0.4455721897995433,0.5544278102004567,0.01,0.13157894736842107,0.14666666666666667,1.0000000000000002,0.9999999999999999,0.056261343012704135,0.02065727699530512,0.0614256825075834,0.6661921708185053,0.8892151628403632,0.9230371900826446,0.5777777777777775,0.6351351351351351,0.9999999999999998
2015,0.46796116504854357,0.9999999999999996,0.9103448275862069,0.9999999999999998,0.9508196721311476,0.849056603773585,0.6800000000000002,0.01,0.2777777777777778,1.0,0.8134328358208955,0.20999999999999996,0.5609756097560976,0.01,0.18367346938775508,0.01,0.01,1.0,0.45689655172413834,0.01,0.3873873873873883,0.9999999999999998,0.9793510324483777,1.0,1.0,1.0,0.7432432432432425,0.9639278557114227,0.01,0.01,0.01,0.9999999999999998,0.8250423011844331,0.8602571268865287,0.7986406117247239,0.06163021868787277,0.4752491974995776,0.6558420365535248,0.8225005908768611,0.9999999999999998,0.5319299666025705,0.5490109241216415,0.5180062630480167,1.0000000000000002,0.5920434374021092,0.5823546682325309,0.5815031722791605,1.0,0.5539072294191392,0.35507246376811596,0.7448680351906158,0.5072815533980584,0.1515151515151515,0.17807456872565386,0.19704433497536955,0.043478260869565244,0.5213270142180093,0.1419714817110973,0.9325362937660113,0.5380116959064328,0.6590909090909091,0.01,0.3877551020408161,0.08287292817679558,0.8058252427184466,0.49025487256371836,0.31707317073170727,0.7234042553191491,0.5681029496818971,0.3453608247422686,0.5685105303222533,0.43148946967774676,0.01,0.13157894736842107,0.15999999999999998,0.01,0.01,0.12159709618874781,0.01,0.050808897876643055,0.6797153024911032,0.7762947143619862,1.0,0.6888888888888887,0.7432432432432425,0.7881104420035241
2016,0.963106796116505,0.8048780487804872,1.0,0.9024390243902436,1.0,1.0,0.8400000000000001,0.01,0.18518518518518523,1.0,0.9999999999999998,0.48,1.0000000000000002,0.01,0.10495626822157433,0.01,0.19902912621359548,0.8009708737864081,0.01,0.01,0.5225225225225225,0.8951219512195123,0.905604719764012,0.9036827195467421,0.958786231884058,0.9105504587155965,1.0,0.9999999999999999,0.01,0.01,0.01,0.8597222222222218,1.0,0.9999999999999999,1.0,0.08250497017892647,0.389423889170468,0.606233681462141,0.665563696525644,0.7592592592592591,0.27254326485173563,0.5187481547091821,0.5159185803757829,0.5758064516129033,0.35365980996136576,0.5549031121550205,0.5710102489019033,0.7598039215686273,0.6508566652737151,0.4212149244526673,0.39002932551319636,0.7597087378640779,0.33333333333333326,0.08347245409015026,0.13300492610837433,0.9103260869565217,0.13744075829383884,0.06695598264104152,0.8428693424423566,0.9488304093567251,0.48051948051948046,0.01,0.3945578231292517,0.08287292817679558,0.9999999999999999,0.3973013493253372,0.32520325203252026,0.7429078014184396,0.6842105263157896,0.7371134020618557,0.6828216188784573,0.31717838112154273,0.01,0.0789473684210526,0.06666666666666671,0.01,0.01,0.01,0.27511737089201876,0.004802831142568242,0.7765124555160142,1.0,0.3960485537190083,0.9777777777777774,1.0,0.853313069136721
2017,0.7572815533980588,0.5609756097560976,0.5724137931034481,0.4878048780487807,0.5901639344262296,0.8188679245283018,0.9200000000000002,0.01,0.03703703703703709,1.0,0.3955223880597012,0.5800000000000001,0.41463414634146356,0.01,0.01,0.01,0.4320388349514559,0.5679611650485441,0.25862068965517215,0.01,0.8648648648648649,0.49512195121951197,0.7492625368731565,0.5963172804532577,0.857789855072464,0.5963302752293579,0.9189189189189189,0.6643286573146291,0.01,0.01,0.01,0.22361111111111104,0.6016920473773265,0.8960313024035773,0.9048428207306712,0.01,0.01,0.4525130548302872,0.5105176081304655,0.21064814814814803,0.01,0.40345438441098314,0.3238517745302714,0.01,0.08040096063485433,0.4568408690546095,0.3762811127379209,0.4637254901960784,0.06978687839531972,0.04455750847980264,0.33137829912023453,0.279126213592233,0.3181818181818181,0.01,0.17733990147783252,0.9809782608695652,0.1342812006319115,0.01,0.8385994876174205,0.9999999999999999,0.7337662337662337,0.01,1.0,0.32596685082872934,0.912621359223301,0.5877061469265366,0.31707317073170727,0.9397163120567373,0.940427993059572,0.9999999999999991,0.9422735346358793,0.05772646536412074,0.01,0.01,0.01,0.01,0.01,0.010889292196007205,0.6093896713615023,0.03185035389282098,0.8365361803084224,0.9775760811532305,0.13778409090909088,0.911111111111111,0.9189189189189189,0.6422633333591243
2018,0.7106796116504857,0.5365853658536577,0.4965517241379309,0.43902439024390216,0.4016393442622951,0.6867924528301886,1.0,0.9999999999999999,0.01,0.01,0.22388059701492513,0.7000000000000001,0.32520325203252054,0.01,0.8513411078717201,0.01,0.4587378640776727,0.5412621359223309,0.2672413793103452,0.01,1.0,0.42682926829268286,0.6106194690265488,0.4900849858356941,0.9705615942028988,0.43807339449541294,0.8918918918918917,0.504008016032064,0.01,0.01,0.01,0.10000000000000003,0.6920473773265652,0.7434320849636668,0.7153780798640612,0.3220675944333996,0.3194796418313905,0.498041775456919,0.46041125029543833,0.7662037037037035,0.2517963768849306,0.41393563625627394,0.32541753653444677,0.6677419354838711,0.01,0.32251908396946566,0.14543679843826254,0.01,0.5031341412452989,0.240440949737897,0.22873900293255134,0.20145631067961167,0.43939393939393945,0.02281580411797441,1.0,1.0,0.01,0.1841289522628642,0.6362083689154563,0.9970760233918129,0.5487012987012988,0.01,0.46258503401360596,0.27624309392265195,0.6067961165048543,1.0,0.3387533875338753,0.9999999999999998,1.0,0.8711340206185563,1.0000000000000002,0.01,0.01,0.10526315789473689,0.14666666666666667,0.01,0.01,1.0,0.6253521126760564,0.01,1.0,0.01,0.13003615702479338,1.0,0.8918918918918917,0.6761469818754475
