year,Assets,Current assets,Cash,Cash and cash equivalents,Short-term investments,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Goodwill,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Accounts payable,Taxes payable,Accrued liabilities,Deferred revenues,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Deferred taxes liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Additional paid-in capital,Retained earnings,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2012,0.01,0.5361122389137005,0.8974921894790171,0.01,1.0,0.8974921894790171,0.48879885605338425,0.01,0.6572679284150895,0.3486636166626538,0.5361122389137005,0.01,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7387657279808271,0.01,0.01,0.01,0.01,0.01,0.01,0.41782299084435404,0.01,0.01,0.01,0.7660642173559142,0.9470801569091851,0.01,0.7660642173559142,0.01,0.4483747609942641
2013,0.3098737350619354,0.01,0.6942497677953221,0.4055811571940605,0.4361214235838183,0.6942497677953221,0.01,0.3567342693707749,0.01,0.4471466409824225,0.01,0.3785099898408397,0.3900434555883887,0.2955202231830254,0.7674014968133704,0.3900434555883887,0.23931510384830781,0.01,0.48595827097455757,0.3785099898408397,0.3098737350619354,0.3098737350619354,0.060270360760023456,0.22342296477993218,0.6666666666666665,0.1620730976632716,0.15983688749247937,0.09993036211699158,0.3366666666666669,0.22342296477993218,0.024248183685356084,0.01,0.01,0.4492653879529609,0.024248183685356084,0.060270360760023456,1.0,1.0,0.22424901860385726,1.0,0.3098737350619354,0.3897386870618227
2014,0.5648260952233404,0.47286506969819975,0.6689183483914549,0.7992319508448541,0.01,0.6689183483914549,0.4782332380044487,0.5067602704108167,0.512295609630488,0.4967493378280763,0.47286506969819975,0.5527192685404674,0.5830001738223536,0.5191228284669502,0.5233987012806687,0.5830001738223536,0.01,0.01,0.46597411743991546,0.5527192685404674,0.5648260952233404,0.5648260952233404,0.43254373482882735,0.567894663766372,1.0,0.01,0.5125008356173542,0.41138579387186636,0.48416666666666686,0.567894663766372,0.4026598407978501,0.3918918918508035,0.34160732451678544,0.6787755468446095,0.4026598407978501,0.43254373482882735,0.5831561810983175,0.5056867243974046,0.5165023894862604,0.5831561810983175,0.5648260952233404,1.0
2015,0.808356161489546,0.9999999999999996,1.0,0.9999999999999999,0.01,1.0,1.0000000000000002,0.7363494539781592,0.8182052272434659,0.01,0.9999999999999996,0.7077954622417879,0.7254163045367634,0.7264979826833089,0.2727819715910931,0.7254163045367634,0.01,0.01,0.6784928250726294,0.7077954622417879,0.808356161489546,0.808356161489546,0.7120616054239558,0.7962697274031565,0.8439862542955328,0.4580587177950868,0.7667624841232703,0.7205779944289694,0.75,0.7962697274031565,0.6934694419750059,0.6790540540323684,0.6547304170905393,0.8799784553696997,0.6934694419750059,0.7120616054239558,0.32864176261863953,0.027489946463375547,1.0000000000000002,0.32864176261863953,0.808356161489546,0.78521351179095
2016,1.0,0.28136419001218016,0.01,0.393599590373784,0.01,0.01,0.15268509691769938,1.0,1.0000000000000002,1.0000000000000002,0.28136419001218016,1.0,1.0,0.9999999999999998,0.01,1.0,0.01,0.01,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.6277205040091638,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,0.9999999999999999,0.01,0.01,0.6039319849803719,0.01,1.0,0.6523263224984057
