date,addressing postcards,princess ann hotel,carfax by vin,minecraft kitchen mod,bollywood bistro,bonchon nyc,beauregards,mobile waiters,oly fed,kansas city airport address,d tronics,cancer traits male,out of the kitchen,hecho sf,naples grande beach,naples grande beach resort,citi card government,lonestar motors,hula mamas
2015-06-01,1.482,-0.314,1.891,3.251,1.352,2.188,0.316,0.525,1.864,0.37,1.265,2.074,0.496,1.907,1.561,1.57,1.85,1.5,2.146
2015-07-01,1.209,-0.631,2.111,2.852,1.175,1.929,0.217,0.53,1.318,0.251,1.525,2.653,0.967,1.785,2.075,2.102,1.674,1.081,1.735
2015-08-01,1.561,-0.478,1.805,1.915,1.238,1.857,-0.067,0.363,1.585,-0.201,1.357,2.583,0.252,2.091,1.106,1.13,1.983,1.721,1.685
2015-09-01,0.842,-0.567,1.454,1.27,0.974,1.598,0.037,0.53,1.553,-0.201,1,2.292,0.26,1.785,0.642,0.653,2.021,1.097,0.913
2015-10-01,1.232,-0.629,1.576,0.923,0.853,1.496,0.561,0.534,1.07,-0.38,0.963,2.248,-0.197,1.12,0.527,0.541,0.845,0.738,1.364
2015-11-01,1.068,-0.777,1.593,2.036,0.959,1.815,0.054,0.828,1.68,-0.001,1.47,1.408,-0.244,0.89,0.725,0.758,1.95,1.08,0.785
2015-12-01,1.375,-0.781,1.215,1.838,0.82,1.861,0.107,0.575,1.217,-0.313,0.752,1.624,-0.745,1.387,0.522,0.538,2.011,0.503,1.075
2016-01-01,-0.683,-0.63,1.561,1.064,0.539,1.748,-0.085,0.666,1.287,-0.466,1.265,1.75,-0.364,1.749,1.187,1.206,0.989,1.375,1.176
2016-02-01,0.786,-0.18,1.528,0.748,0.994,1.244,-0.123,0.657,1.599,-0.408,1.743,1.631,1.568,1.344,1.352,1.387,0.811,0.838,1.722
2016-03-01,0.465,-0.403,2.524,1.139,0.88,1.013,-0.016,0.656,1.182,-0.286,1.356,1.597,-0.132,1.281,1.394,1.418,1.273,0.781,1.054
2016-04-01,0.607,-0.454,2.099,0.963,0.85,1.445,0.139,0.685,2.267,-0.231,1.231,1.404,-0.431,1.413,0.939,0.962,1.17,0.756,1.171
2016-05-01,1.026,-0.507,1.805,0.878,1.164,1.641,-0.181,0.523,1.558,0.055,0.809,1.491,-0.608,1.02,1.012,1.032,1.051,1.081,1.676
2016-06-01,1.076,-0.44,1.253,1.096,1.096,2.042,-0.212,0.451,1.111,0.168,1.145,1.95,-0.438,0.796,0.956,0.97,1.338,1.533,1.547
2016-07-01,1.272,-0.834,1.549,1.006,1.029,2.043,-0.088,0.29,1.415,-0.07,0.878,1.818,-0.816,1.079,0.946,0.942,1.611,1,1.392
2016-08-01,1.486,-0.891,0.455,0.808,0.632,1.464,0.139,0.196,1.564,-0.175,0.44,0.887,-0.556,0.95,0.567,0.559,1.271,1.625,1.365
2016-09-01,-0.683,-1.01,0.552,0.468,0.582,1.534,-0.014,0.026,0.887,-0.495,0.135,1.773,-0.726,1.041,0.282,0.296,1.018,0.016,0.475
2016-10-01,0.578,-0.95,0.671,0.46,0.501,1.431,-0.474,0.289,0.915,-0.327,0.307,0.911,-1.033,0.556,0.544,0.539,0.623,0.029,0.178
2016-11-01,0.49,-1.114,0.611,0.437,0.468,0.861,-0.475,-0.013,1.184,-0.326,1.017,0.241,-0.786,0.281,0.428,0.438,0.383,0.326,-0.589
2016-12-01,0.715,-1.143,0.649,0.128,0.645,0.898,-0.267,-0.024,0.547,-0.457,0.368,0.316,-0.869,0.523,-0.05,-0.058,0.437,0.328,-0.589
2017-01-01,0.636,-0.444,0.95,0.733,0.339,0.767,-0.008,-0.081,0.952,-0.557,0.373,0.268,-0.311,0.758,0.632,0.624,0.09,0.591,-0.589
2017-02-01,0.705,-0.686,0.886,0.301,0.335,1.013,0.245,0.075,1.546,-0.641,0.589,0.604,-0.153,0.232,1.048,1.057,0.551,0.121,-0.589
2017-03-01,0.789,-0.519,1.1,0.465,0.318,1.161,-0.291,-0.024,0.941,-0.453,0.507,0.571,-0.329,0.391,1.16,1.148,0.515,0.384,-0.589
