Username,location,friend_count,review_count,photo_count,rating,date,review,Url
Trenton L.,"Doylestown, OH",14,11,,4.0,9/3/2017,"Great for family visit, but not a real date place. Great food a little bit pricey, but the unlimited fries make up for it.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Kelsey S.,"Toledo, OH",83,16,,3.0,7/27/2017,"Red Robin as a chain isn't too bad. The food is fresh and hot, but isn't anything particularly distinct from any other burger joint. Their drinks are pretty tasty, the staff is pretty great.   However, unless we're going while it's dead and not busy, a lot of times there's quite a bit of a wait to get seated to eat. Depending on who the cook is for the day, sometimes the food isn't as good as it should be with some of their other staff.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Jason T.,"Lima, OH",0,18,11,5.0,8/16/2017,Excellent service! They really take care of you. Sabrina at the bar is always checking on you. Nice spot!,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Jeffrey B.,"Bowling Green, OH",0,2,,5.0,9/20/2016,I am a legit reviewer as any of the characters in that one South Park episode about Yelp reviewers were as well. I've only been to this Red Robin once but was very comfortable as usual! Never had a bad experience at a Red Robin!,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Tiffany W.,"San Angelo, TX",0,10,6,2.0,1/28/2017,"I'm a lover of Red Robin but I was extremely disappointed by my last visit. I went with friends and ordered the teriyaki chicken sandwich (which is one of my favorites) with a side of teriyaki sauce because I love to dip my fries in it too!!! When my sandwich arrived there was no teriyaki sauce on it and no side. When I asked about it, the food runner said ""yeah they ran out of that sauce"" I was slightly stunned because isn't that the entire point of the sandwich  she apologized but just walked away and offered no solution. When our waitress came to see if everything was ""tasting ok"" I let her know that NO it wasn't ok that I got a plain chicken sandwich. I didn't want to order anything new because it was a busy Friday night and my friends had already received their food and been eating it. Thankfully she agreed with me that a plain sandwich was not ok and she at least went to get the managers attention. The manager then arrived at the table and brought me a cup of the teriyaki sauce and apologized. So all was right in the end BUT I'm still wondering if they were OUT then were did that sauce come from and why wasn't it originally on my sandwich??? My speculation is they were running low and were just trying to conserve and to pull a fast one on me.... but it caused a lot of hassle and I'm just not pleased :/",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Razoun R.,"Perrysburg, OH",40,108,736,2.0,4/3/2014,"The service. The service. The service!! The service is just constantly an issue. Whyyyyyyyyyyy. Why is it so hard to be cordial? Polite? Friendly? Happy? It's a customer service JOB. It's ok. I've done it and I know what it is like. Greeted by a grumpy hostess. Then comes our waiter. Where do I start. Kid was completely out of it. He mixed up my side, so instead of taking my plate back. He actually says why don't you grab your appetizer plate and slide your burger off of here. I'll bring you another side. He just stood there as I clumsily destroyed my burger as I was trying I reach into the tray that he held. Fast forward ten minutes or so. Was on the last couple of bites of burger and here comes my side. A big clump of cheesy fries that looked (and tasted) like it's been sitting under the heat lamp.  Anywhoooo. The manager was really nice. Kept trying to ask what is wrong. Was having one of those days where I didn't want to complain about the staff and have them get in trouble. But by the time the bill came I was done.  Used to come here often. Don't see that happening anymore. For about $15 a person, I'd rather have a burger somewhere else.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
James M.,"Newport, MI",57,709,347,4.0,8/20/2015,"Never been a Red Robin fan. However, with the exception of the slooow service, everything was spot on with my most recent visit. Menu has changed a bit, but in a good way. LOVED the buzzard wings, all of our burgers were GREAT, & dessert was OUTSTANDING! Everything was fresh & our server was very attentive. Thus far this is my favorite RR location.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Pete F.,"Toledo, OH",1,22,,2.0,12/29/2015,Well...........we went for my Birthday and it was......ok. Best thing was the fries. My burger was a little dry and the wife said her Prime rib sandwich was medicore. Her salad was nasty and the onion rings were way to greasy. My son got his usual plain cheeseburger. When he got his burger it didn't have cheese on it. She took it back and they threw a cold piece of cheese on a burger that was already cooked.......surprise! Not melted! His favorite was the milkshake. I guess I will stick to 5 guys.,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Matt M.,"Toledo, OH",28,5,,1.0,8/15/2015,"Horrible, horrible service. Three different visits, three instances of mixed up orders, inattentive staff and slow service. Will never step in this restaurant again.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Mark P.,"Minneapolis, MN",0,18,10,5.0,4/24/2015,The grilled turkey burger gets me every time. Sooooo good.  Love red robin. The restaurant is clean.  The server was friendly. The food was hot and great.,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Robin M.,"Fayette, OH",11,6,3,5.0,3/30/2016,"Well just ate at red robins for the 2nd time. Our experience was the same as last time. Food was great and our server was Kenzie this time. Excellent service, our glass never went dry and she was very bubbly,great personality. Thank you for another great experience dining at red robins.",https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Paul G.,"Toledo, OH",0,22,2,2.0,7/6/2014,Food was adequately presented even though service was slow.  Hamburger was dry but no complaints about fish. The problem with this Toledo Red Robin is that the food is very mediocre. I only eat there when others insist.  I guess some people like the food but this is not for me. Ten dollars was taken off Neal by manager for slow service.,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
Mike F.,"Miami, FL",0,58,6,4.0,5/27/2016,the burgers and steak fries were amazing. service was pretty good for how busy it was.,https://www.yelp.com/biz/red-robin-gourmet-burgers-toledo
